[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[00:25:44.182 --> 00:25:46.044]  That'll be a separate feed of the day's show.
[00:25:46.424 --> 00:25:53.470]  And then another YouTube backup feed, where we run our nightly news feed over YouTube in live time.
[00:25:54.010 --> 00:25:55.211]  And that's more important than ever.
[00:25:55.251 --> 00:26:03.018]  I hope folks start using it because the bandwidth charges, when you get 16 million people in a month tuning into just one of our video feeds,
[00:26:03.991 --> 00:26:06.953]  That's been a small part of our audience, that feed, but it's just growing and growing.
[00:26:07.414 --> 00:26:09.936]  We're 16 million times people log in and watch it.
[00:26:10.516 --> 00:26:12.458]  They watch like 20-something minutes on average apiece.
[00:26:12.478 --> 00:26:14.320]  Just the bandwidth costs are incredible.
[00:26:14.860 --> 00:26:25.789]  So we obviously would love to do a Facebook Mentions and send out a three-hour show, four-hour show, but in their contract it says you basically can't do that.
[00:26:26.169 --> 00:26:29.472]  YouTube lets us do it, so we're going to email out that feed too.
[00:26:29.552 --> 00:26:32.254]  InfoWars Live Republican Debate coverage.
[00:26:33.200 --> 00:26:36.423]  We probably need to add in the headline, copy this link and share it.
[00:26:36.443 --> 00:26:39.867]  Because folks send us constant emails, what's this feed?
[00:26:39.907 --> 00:26:40.948]  I don't see the debate yet.
[00:26:41.288 --> 00:26:45.432]  The general public out there literally doesn't think, well, it's a link to the live show.
[00:26:45.452 --> 00:26:49.737]  It needs to be, save this live link for the debate and coverage.
[00:26:50.598 --> 00:27:01.522]  And then we're going to email that out to everybody in multiple emails today for folks that are signed up for the free newsletter at InfoWars.com forward slash newsletter.
[00:27:02.023 --> 00:27:12.387]  You can obviously go to InfoWars.com forward slash show and find the free links to all of the different feeds and also the free video cast, the podcast, all of it for the daytime show.
[00:27:12.887 --> 00:27:22.595]  If you're a subscriber, generally, of the Nightly News at PrisonPlanet.tv, then you get that when it's on every night, but it's always free during special events like the debates.
[00:27:23.055 --> 00:27:36.366]  And, of course, the daytime radio slash TV show that you're watching and listening to right now is obviously free as well, 24-7, not just when it's live, six days a week when we put out shows at InfoWars.com forward slash show.
[00:27:37.728 --> 00:27:41.151]  And I spent some time on that today because we get so many emails, so many comments.
[00:27:41.171 --> 00:27:41.892]  How do I find it?
[00:27:42.592 --> 00:28:03.210]  Last debate a few weeks ago, I was at home doing it via video Skype into the studio, and I got five text messages from friends within 30 seconds of 7 o'clock coming around because they were looking around for the feed of the live nightly news.
[00:28:04.535 --> 00:28:08.640]  And they were finding the feed of this show that was already over.
[00:28:10.062 --> 00:28:11.564]  And so, these are smart friends and family.
[00:28:12.124 --> 00:28:15.268]  They just didn't know to go click the top link and, you know, find the sub feed right there.
[00:28:15.668 --> 00:28:22.857]  So, it's all about making it easy for people, making it easy for folks to find it, labeling the names right, making it clear to people.
[00:28:23.874 --> 00:28:30.258]  And it's up to you if you want to further help devastate mainstream media, further help rip their arms out of their sockets.
[00:28:31.038 --> 00:28:39.503]  We've had debate coverage before and election coverage before that had 3 million viewers just on YouTube and our stream in 24 hours.
[00:28:39.983 --> 00:28:40.864]  Now again, we have
[00:28:41.884 --> 00:28:45.729]  3, 4, 5 million people a day on terrestrial radio, internet feeds, video, the rest of it.
[00:28:46.050 --> 00:28:48.773]  But that's taken us years to build up that audience every day.
[00:28:49.214 --> 00:28:56.983]  To be able to just a few times a year have a live feed and have 3 million people tune in is CNN level and beyond.
[00:28:57.444 --> 00:29:00.167]  It's approaching Fox News and that's why they pay attention.
[00:29:01.187 --> 00:29:15.824]  And so it shows how the Patriots, folks exposing Bilderberg Group, the vaccines, the Zika virus, other population control operations, electronic hacking of elections, all of it, we're here, hardcore, for real.
[00:29:16.894 --> 00:29:21.777]  Getting into the top contending heavyweight championship big leagues.
[00:29:22.637 --> 00:29:26.259]  I mean, we're getting to the point where we're on the field with Goliath.
[00:29:26.499 --> 00:29:29.160]  We're getting to the point where we're going to take Goliath politically out, folks.
[00:29:29.501 --> 00:29:30.581]  Goliath is scared.
[00:29:30.881 --> 00:29:31.622]  He's already bloody.
[00:29:31.642 --> 00:29:33.343]  We just gotta chop his head off.
[00:29:33.663 --> 00:29:34.663]  He's already on the ground.
[00:29:35.003 --> 00:29:36.964]  We're just in amazement that he's been knocked out.
[00:29:37.265 --> 00:29:39.286]  We gotta finish the deed before he gets back up.
[00:29:40.046 --> 00:29:45.390]  We gotta go in there and just fully discredit these people, savage them with the truth, and hit them where it hurts.
[00:29:45.450 --> 00:29:46.270]  And that's in the ratings.
[00:29:46.571 --> 00:29:47.931]  And take their listeners and viewers.
[00:29:48.232 --> 00:29:55.016]  And we do that by you emailing and posting on Facebook and Twitter our free feeds, and taking everybody over to InfoWars.
[00:29:55.216 --> 00:29:57.638]  It'll be a savage death blow to the enemy.
[00:29:57.818 --> 00:29:59.139]  So crush their skulls!
[00:29:59.619 --> 00:30:00.520]  We're on the march.
[00:30:01.020 --> 00:30:02.621]  The Empire's on the run.
[00:30:03.542 --> 00:30:06.224]  Alex Jones and the GCN Radio Network.
[00:30:11.465 --> 00:30:11.685]  U.S.
[00:30:11.745 --> 00:30:20.352]  scientists have urged the World Health Organization to take urgent action over the Zika virus, which they say has explosive pandemic potential.
[00:30:20.953 --> 00:30:27.718]  Zika is linked to shrunken brains in children, and it's causing panic in Brazil where thousands of people have already been infected.
[00:30:28.318 --> 00:30:34.123]  Some countries are urging women of childbearing age to wait until more is known about the virus to become pregnant.
[00:30:34.563 --> 00:30:38.106]  Microcephaly can cause brain damage in babies or even death.
[00:30:38.446 --> 00:30:48.614]  Health officials said 23 countries are affected by mosquitoes that are spreading the virus locally, while some people are transporting the virus after traveling to affected countries.
[00:30:49.195 --> 00:30:50.576]  The CDC said the U.S.
[00:30:50.616 --> 00:30:54.639]  has 31 confirmed cases in 11 states and D.C.
[00:30:55.359 --> 00:30:56.721]  There is no cure for Zika.
[00:30:57.021 --> 00:31:03.366]  For now, officials urge wearing mosquito repellent and absolutely leave no standing water on your property.
[00:31:04.006 --> 00:31:06.650]  Stay tuned to InfoWars.com for more updates.
[00:31:07.191 --> 00:31:09.354]  Leanne McAdoo for InfoWars.com
[00:31:10.334 --> 00:31:14.535]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:31:14.695 --> 00:31:18.656]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:31:18.856 --> 00:31:23.637]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:31:23.797 --> 00:31:28.318]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:31:28.338 --> 00:31:31.778]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:31:31.938 --> 00:31:35.239]  Now available in our limited first run at Infowarslife.com.
[00:31:35.399 --> 00:31:37.199]  That's Infowarslife.com or call 888-253-3139.
[00:31:40.060 --> 00:31:40.981]  BrainForce is here.
[00:31:41.181 --> 00:31:43.283]  Ladies and gentlemen, I've been on this the last few months.
[00:31:43.383 --> 00:31:48.107]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:31:48.367 --> 00:31:51.589]  There's always hidden additives in your food, even organic food has hidden additives.
[00:31:51.669 --> 00:31:54.872]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:31:55.152 --> 00:31:56.954]  Ultimately, we've all been dumbed down to some degree.
[00:31:57.134 --> 00:32:01.137]  It doesn't have stimulants, it doesn't have garbage in it, it has natural things that do it clean.
[00:32:01.237 --> 00:32:06.842]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:13.066 --> 00:32:22.451]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:32:22.791 --> 00:32:25.353]  All of our children are hit with modern mind control.
[00:32:25.493 --> 00:32:28.875]  Television, music, fast food, GMOs, sugars, you name it.
[00:32:29.055 --> 00:32:35.078]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[00:32:35.378 --> 00:32:37.900]  It's no wonder they can't focus and calm down.
[00:32:38.100 --> 00:32:40.242]  And then are put on dangerous psychotropic drugs.
[00:32:40.522 --> 00:32:46.667]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:32:46.908 --> 00:32:54.354]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[00:32:54.614 --> 00:33:01.923]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:33:02.184 --> 00:33:05.648]  Obtain your ChildEase today at InfoWarsLife.com.
[00:33:05.788 --> 00:33:08.732]  That's ChildEase exclusively at InfoWarsLife.com.
[00:33:25.763 --> 00:33:29.664]  If you are receiving this transmission, you are the resistance.
[00:33:30.744 --> 00:33:35.466]  Live from the InfoWars.com studios, it's Alex Jones.
[00:33:36.946 --> 00:33:40.227]  Revolution in their hearts, the children start to march.
[00:33:42.608 --> 00:33:43.888]  Monday through Friday, 11 a.m.
[00:33:43.928 --> 00:33:44.208]  to 3 p.m.
[00:33:44.228 --> 00:33:45.528]  Central, we're here live.
[00:33:46.289 --> 00:33:54.711]  Ron Paul's coming up on Election 2016, on the martial law powers the Republicans are openly trying to hand Obama, and more.
[00:34:02.102 --> 00:34:05.725]  One of the biggest stories here is one that's been hiding in plain view for a long time.
[00:34:06.666 --> 00:34:08.127]  But it's unprecedented this time.
[00:34:09.208 --> 00:34:18.957]  MSNBC headline, top-linked on DrudgeReport.com, Sanders camp suspicious of Microsoft's influence in Iowa caucuses.
[00:34:21.291 --> 00:34:30.379]  Kurt Demme has a more detailed article at InfoWars.com, in my view, that actually goes into the background of this, because Microsoft is at the top of the pyramid of shadow government.
[00:34:31.079 --> 00:34:33.401]  I'm going to give you the rest of the story here in a moment.
[00:34:34.122 --> 00:34:37.645]  But Sanders camps suspicious of Microsoft's influence in Iowa caucuses.
[00:34:37.965 --> 00:34:39.006]  Here's the InfoWars headline.
[00:34:39.046 --> 00:34:43.550]  Sanders campaign worried Microsoft's app will misrepresent Iowa caucus vote.
[00:34:44.671 --> 00:34:46.792]  Yeah, we'll hack the vote, is the real headline.
[00:34:46.812 --> 00:34:51.013]  In fact, I would tweet that out in my name, folks, crew in there.
[00:34:51.753 --> 00:34:57.354]  It's hard to tweet while you talk on air, so they just take the transcripts constantly.
[00:34:57.995 --> 00:35:05.657]  I would shoot this out and just basically say, Sanders is worried about Microsoft hacking Iowa caucuses.
[00:35:05.717 --> 00:35:06.477]  I mean, that's what it is.
[00:35:06.757 --> 00:35:08.257]  When you cheat something, it's a hack.
