[00:00:16.280 --> 00:00:18.282]  Ladies and gentlemen, wow!
[00:26:00.966 --> 00:26:03.427]  I mean, he got shot down even before Obama got into office.
[00:26:03.447 --> 00:26:04.128]  This was a big deal.
[00:26:06.547 --> 00:26:07.488]  But now they're back.
[00:26:09.909 --> 00:26:11.570]  And that shows what control freaks they are.
[00:26:11.590 --> 00:26:12.591]  So here's some of the articles.
[00:26:13.852 --> 00:26:19.055]  Obama informations are confronted over banned conspiracy theories paper.
[00:26:19.335 --> 00:26:20.136]  That's a close quote.
[00:26:22.608 --> 00:26:28.012]  Claims to have no memory of saying free speech should be taxed, even though he wrote two different papers.
[00:26:28.333 --> 00:26:32.176]  And there's video of him being confronted by We Are Change founder, Luke Rodowski.
[00:26:32.196 --> 00:26:36.719]  We should do a special report on this for the Nightly News tonight, or get Luke on to talk about that.
[00:26:38.321 --> 00:26:38.861]  Here's another one.
[00:26:39.321 --> 00:26:41.763]  This is Salon of all groups criticizing it.
[00:26:42.244 --> 00:26:44.866]  Back when the left would still say stuff like that was wrong, remember?
[00:26:46.867 --> 00:26:47.288]  This is in
[00:26:50.782 --> 00:26:55.204]  2009, Obama's confidant's spine-chilling proposal.
[00:26:55.564 --> 00:26:57.305]  Oh yeah, I forgot, it's his best buddy.
[00:26:59.766 --> 00:27:02.987]  He's the head of the Office of Information and Regulatory Affairs.
[00:27:04.288 --> 00:27:06.629]  You can read his paper here from Harvard.
[00:27:08.250 --> 00:27:10.351]  And then it says, ban people
[00:27:13.351 --> 00:27:15.031]  Saying the sun is good for you.
[00:27:15.332 --> 00:27:17.412]  That's some of the litmus test of what he says.
[00:27:18.132 --> 00:27:19.112]  You go, man, that's crazy.
[00:27:19.132 --> 00:27:20.393]  Everybody knows you need some sun.
[00:27:20.813 --> 00:27:21.593]  That's the whole point.
[00:27:21.653 --> 00:27:26.754]  They want to set the parameters where they can ban anything they want whenever they want.
[00:27:29.235 --> 00:27:34.936]  Now, if you fast forward to 2016, again, I'm not trying to give Matt Taibbi credit because he does a lot of things that are wrong.
[00:27:34.976 --> 00:27:36.977]  He says things about me that aren't true, but at least
[00:27:38.063 --> 00:27:44.646]  He'll come out and report that the Federal Reserve's private and the globalists are rigging global stock markets and interest rates and currency rates.
[00:27:44.666 --> 00:27:46.427]  And he had an article.
[00:27:47.007 --> 00:27:52.410]  The Washington Post blacklist story, which was about me and Drudge, is shameful and disgusting.
[00:27:52.950 --> 00:27:54.171]  The Capitol's paper record
[00:27:55.523 --> 00:27:57.824]  Crashes legacy media on iceberg.
[00:27:58.325 --> 00:28:06.029]  When you call for blacklist and for banning, Drudge Report, InfoWars, and Breitbart, man, that is red alert, ladies and gentlemen.
[00:28:06.269 --> 00:28:09.010]  But baby, they ain't just calling for it now.
[00:28:10.711 --> 00:28:21.177]  They've got such dumbed-down pseudo-intellectual supporters of the Democratic Party that they think they can get away with actually shutting down the free press in this country.
[00:28:24.807 --> 00:28:28.530]  And it all comes out of Cass Sunstein, so everybody's got to look at this.
[00:28:28.630 --> 00:28:37.999]  Writers, researchers, go into his papers, go into his statements, and then just notice it all parallels what they're now doing.
[00:28:38.039 --> 00:28:39.080]  You want to know the plan?
[00:28:39.180 --> 00:28:45.626]  Here it is from the regulations czar that wrote up mock laws that they're now starting to adopt.
[00:28:45.726 --> 00:28:47.908]  In fact, Obama signed it on Friday night.
[00:28:49.781 --> 00:28:51.683]  Oh, I know I'm a conspiracy theorist.
[00:28:52.083 --> 00:28:56.748]  No, if I see a big hurricane coming in to say South Florida, I know you better move to high ground.
[00:28:56.808 --> 00:28:57.969]  It's not a conspiracy theory.
[00:28:58.009 --> 00:29:01.813]  It's called, if I got a fire going in my fireplace, I shouldn't stick my hand in it.
[00:29:04.195 --> 00:29:09.180]  Or if I see a fish under the water bite on my line and I've got the fish on the line, I know that I just caught a fish.
[00:29:10.526 --> 00:29:16.048]  Well, I knew Obama would probably sign the NDAA over Christmas because that's when they tend to do stuff.
[00:29:16.848 --> 00:29:19.268]  He never cut out the trillion-plus dollar program.
[00:29:19.328 --> 00:29:25.710]  A billion and a half dollars apiece for that new crappy fighter.
[00:29:26.531 --> 00:29:27.371]  Listeners kept correcting me.
[00:29:27.391 --> 00:29:28.071]  I kept saying a billion.
[00:29:28.091 --> 00:29:28.711]  I got all these emails.
[00:29:28.951 --> 00:29:30.092]  No, it's a billion and a half, Alex.
[00:29:30.212 --> 00:29:31.132]  You're like, oh wow, you're right.
[00:29:31.592 --> 00:29:34.933]  Some say with cost overruns, two billion apiece.
[00:29:36.561 --> 00:29:40.363]  But buried in the NDAA is the total federalization of the news media.
[00:29:40.623 --> 00:29:41.964]  That's coming up the details.
[00:29:42.004 --> 00:29:43.685]  This is so crazy.
[00:29:44.946 --> 00:29:48.428]  And I'm going to get into the AI spy systems they're going to trick you into putting in your house.
[00:29:49.089 --> 00:29:52.330]  Straight ahead as well and get into the next shoe to drop.
[00:29:52.491 --> 00:29:53.831]  What is Obama really doing?
[00:29:54.792 --> 00:29:56.513]  Basically saying Israel's illegitimate.
[00:29:56.873 --> 00:29:58.654]  Get ready for major war.
[00:29:58.814 --> 00:29:59.335]  Stay with us.
[00:29:59.515 --> 00:30:00.435]  We're on the march.
[00:30:00.916 --> 00:30:02.517]  The empire's on the run.
[00:30:03.437 --> 00:30:06.119]  Alex Jones and the GCN Radio Network.
[00:30:10.060 --> 00:30:16.228]  Well, you've heard of the famous shopping day Black Friday, but now in America, a new shopping adventure has emerged.
[00:30:16.528 --> 00:30:18.430]  Bloody Monday!
[00:30:18.951 --> 00:30:25.619]  Zombie Nation cascaded into dozens of malls across America the day after Christmas, willing to shed blood for that holiday gift.
[00:30:25.799 --> 00:30:27.039]  No wait, Christmas is over.
[00:30:27.160 --> 00:30:31.081]  That's special purchase, or theft, to finish their 2016 strong.
[00:30:31.241 --> 00:30:35.943]  Fights, evacuations, SWAT teams, gunshots, arrests, and all the deals, deals, deals, deals.
[00:30:36.243 --> 00:30:39.544]  Problem was, many of the malls were evacuated or even shut down.
[00:30:39.704 --> 00:30:48.248]  Police are saying there were no major injuries, no weapons found, dozens of arrests made, and they believe the gunshot sound was a firework set as a diversion from the theft that was happening.
[00:30:48.388 --> 00:30:51.789]  You can witness the chaos for yourself as videos are circulating the internet.
[00:30:51.929 --> 00:30:53.490]  So the Inaugural Bloody Monday.
[00:30:53.690 --> 00:30:56.631]  All this chaos organically broke out just a day after Christmas.
[00:30:56.831 --> 00:30:58.591]  What does that say about the state of the nation?
[00:30:58.791 --> 00:30:59.812]  Are people that crazy?
[00:31:00.052 --> 00:31:01.132]  Are people that desperate?
[00:31:01.372 --> 00:31:07.054]  Unfortunately for CNN, they cut their final edit of Obama's legacy before the Inaugural Bloody Monday.
[00:31:07.074 --> 00:31:09.435]  This is Owen Schroyer for InfoWars.com.
[00:31:10.355 --> 00:31:12.036]  I'm gonna lay it out short and sweet.
[00:31:13.846 --> 00:31:19.510]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[00:31:20.211 --> 00:31:24.194]  I was a total fitness nut 20 years ago.
[00:31:25.074 --> 00:31:27.276]  About 15 years ago, I just stopped working out.
[00:31:27.376 --> 00:31:28.517]  I gained close to 100 pounds.
[00:31:28.537 --> 00:31:31.779]  I have lost 50, 60 pounds of fat.
[00:31:32.760 --> 00:31:33.120]  Or more.
[00:31:33.180 --> 00:31:35.081]  I've gained 20 pounds of muscle.
[00:31:35.602 --> 00:31:37.083]  I'm stronger than I was when I was 22.
[00:31:37.203 --> 00:31:40.545]  When I could bench press close to 400 pounds and squat 600.
[00:31:40.645 --> 00:31:42.407]  It's actually scary.
[00:31:43.287 --> 00:31:53.412]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[00:31:54.373 --> 00:32:07.179]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight for both human liberty and freedom.
[00:32:09.961 --> 00:32:18.990]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:32:19.070 --> 00:32:27.118]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:27.458 --> 00:32:32.140]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:32:32.321 --> 00:32:39.044]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:32:39.124 --> 00:32:46.207]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:32:46.288 --> 00:32:53.151]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:32:53.311 --> 00:32:57.673]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:32:57.793 --> 00:33:01.054]  Available in original or with our immune support infusion blend.
[00:33:01.194 --> 00:33:07.316]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:33:07.496 --> 00:33:09.157]  Available at InfoWarsLife.com
[00:33:11.079 --> 00:33:17.503]  This transmission is coming to you.
[00:33:17.603 --> 00:33:21.685]  Waging war on corruption.
[00:33:21.985 --> 00:33:27.649]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:29.610 --> 00:33:31.551]  Are we seeing the earth?
[00:33:31.591 --> 00:33:33.632]  You got it.
[00:33:34.172 --> 00:33:37.134]  Are we seeing the earth?
[00:33:37.214 --> 00:33:39.476]  You got it.
[00:33:44.304 --> 00:33:44.925]  I said...
[00:34:04.091 --> 00:34:05.051]  It's on record.
[00:34:05.491 --> 00:34:06.452]  They call it fake news.
[00:34:06.532 --> 00:34:07.572]  That's why we throw it in their face.
[00:34:08.192 --> 00:34:09.453]  We put the accurate polls out.
[00:34:09.553 --> 00:34:10.813]  We told you Trump was going to win.
[00:34:11.313 --> 00:34:13.094]  We told you what was coming out in the WikiLeaks.
[00:34:13.834 --> 00:34:30.078]  We told you the Communist Chinese were going to help run a system of banning independent free thought in this country with Internet taxes, regulations, Internet IDs, and a global social score that you have so you can be restricted from the Internet or even from jobs in the physical brick-and-mortar world.
[00:34:30.399 --> 00:34:31.959]  And it all's coming true, isn't it?
[00:34:33.268 --> 00:34:39.752]  And so as our credibility skyrockets into the stratosphere, the enemy is now seeking to silence us.
[00:34:41.773 --> 00:34:55.481]  Well, I also told you over the weekend in tweets and in comments and in videos that if you think the Russian aircraft killing 92 that crashed over Sochi went down on its own, I got a bridge I want to sell you.
