[00:00:17.463 --> 00:00:17.884]  17 seconds.
[00:25:20.084 --> 00:25:24.007]  And he has now challenged Rubio to go on television and debate him about that.
[00:25:24.027 --> 00:25:25.308]  So that's going to be a core thing tonight.
[00:25:25.568 --> 00:25:28.950]  I wouldn't be surprised to see the other candidates bring that up as they have.
[00:25:28.970 --> 00:25:30.792]  We also said he wasn't an ICE agent as well.
[00:25:31.132 --> 00:25:31.352]  Right.
[00:25:31.412 --> 00:25:32.513]  And that's when he wrote that letter.
[00:25:32.553 --> 00:25:33.253]  He said, you know what?
[00:25:33.373 --> 00:25:37.495]  He's like, I want you to come out, meet with me, and I'll bring you my credentials, my badge, and all that.
[00:25:37.515 --> 00:25:38.455]  And you can see that I am.
[00:25:38.755 --> 00:25:39.976]  We'll show everyone that you're lying.
[00:25:40.216 --> 00:25:40.396]  Yeah.
[00:25:40.676 --> 00:25:40.876]  Yeah.
[00:25:41.297 --> 00:25:42.597]  So now that's how desperate he is.
[00:25:42.617 --> 00:25:45.559]  16 points behind in his own state.
[00:25:46.319 --> 00:25:50.221]  Even if you combine his polling with Cruz, Cruz had 12%
[00:25:51.301 --> 00:25:53.442]  That doesn't even get him up to the level of Trump.
[00:25:53.482 --> 00:25:55.482]  So, there's not much of a path there.
[00:25:55.502 --> 00:26:03.365]  Now, let's talk a little bit about Cruz tonight, because Cruz has said he's going to be fighting in Texas, and he goes, and he made the reference himself, to the Alamo.
[00:26:03.425 --> 00:26:04.906]  He goes, yeah, it's like the Alamo in 1836.
[00:26:04.946 --> 00:26:08.687]  Well, of course, ultimately everyone died in the Alamo, but when he said that,
[00:26:09.227 --> 00:26:11.770]  Reminded me, and Jakari, you probably remember this as well.
[00:26:12.851 --> 00:26:25.645]  When we were doing the 1,000 people or so that were having the open carry rally at the Alamo, and Alex Jones was speaking there, along with Jerry Patterson, who was the Texas land commissioner, a lot of politicians were speaking there.
[00:26:25.665 --> 00:26:26.586]  It was an election year.
[00:26:27.587 --> 00:26:28.648]  As that was happening,
[00:26:29.571 --> 00:26:40.055]  Ted Cruz, who had already been elected Senator, was across the street at the Hyatt Regency holding a fundraiser with some little old ladies at a tea party.
[00:26:40.075 --> 00:26:45.517]  Yeah, you got all these armed citizens walking around and you got this supposedly pro-gun guy who can't bother to show up.
[00:26:45.818 --> 00:26:59.243]  Like I said, Jerry Patterson was out there, you know, a bunch of the open carriers were out there, police officers were out there whether they wanted to be or not, but Cruz couldn't be bothered to even walk by, you know, shake somebody's hand, you know, take a selfie or something like that.
[00:26:59.603 --> 00:27:02.285]  Even the gun grabbers went out there.
[00:27:02.385 --> 00:27:03.045]  Yeah, that's true.
[00:27:03.065 --> 00:27:05.067]  Even the gun grabbers went out there.
[00:27:05.407 --> 00:27:18.676]  How do you have a situation where somebody who is supposedly so hardcore on the Second Amendment can sit there and essentially, the image that I had in my mind was this image from Toy Story, I think the third one, where you got Buzz Lightyear setting up the tea party.
[00:27:19.116 --> 00:27:22.578]  And he's kind of homeless and he comes to the state like I'm Mrs. Nesbitt.
[00:27:22.818 --> 00:27:23.538]  You know what I mean?
[00:27:23.578 --> 00:27:26.099]  Was that what Ted Cruz was doing there?
[00:27:26.199 --> 00:27:27.960]  It's what they do, David.
[00:27:28.000 --> 00:27:33.543]  Just like you guys recall, the recent governor race here in Texas is Wendy Davis and Greg Abbott.
[00:27:34.003 --> 00:27:36.404]  And Wendy Davis kept saying, you know, I'm very pro-gun.
[00:27:36.444 --> 00:27:38.085]  I'm very pro-open carry.
[00:27:38.125 --> 00:27:41.586]  And I'm like, well, when those guys were getting arrested right outside the Capitol, where were you?
[00:27:41.746 --> 00:27:41.907]  Yeah.
[00:27:43.207 --> 00:27:44.769]  It is not what they say, it's what they do.
[00:28:02.205 --> 00:28:07.086]  Who were exercising their right to open carry long weapons that were slung over their shoulders.
[00:28:07.586 --> 00:28:14.267]  And so we were standing up at the Alamo for our rights and meanwhile he's across the street playing Tea Party as Mrs. Nesbitt.
[00:28:14.387 --> 00:28:23.669]  Well that's just a testament to when he says that he's going to fight for the American people, meanwhile he's actually going to sit up with the establishment and have a tea party.
[00:28:23.909 --> 00:28:24.289]  And that's it.
[00:28:24.309 --> 00:28:28.670]  It's just they say one thing, they do another, their record shows as much.
[00:28:29.232 --> 00:28:33.314]  Well, and we've seen him reverse himself on so many different issues.
[00:28:33.334 --> 00:28:35.114]  He reversed himself on Ed Snowden now recently.
[00:28:35.154 --> 00:28:39.236]  He just reversed himself and said, we're not going to throw 12 million people out of the country.
[00:28:39.656 --> 00:28:42.958]  Now he's saying he's going to throw... Reminds me of Judge Cinderella and Martha.
[00:28:43.438 --> 00:28:46.039]  Too busy to deal with Supreme Court justices.
[00:28:46.479 --> 00:28:48.240]  Got that big-town Martha to deal with right there.
[00:28:48.260 --> 00:28:49.140]  Protocol was followed.
[00:28:49.160 --> 00:28:51.661]  She's over there doing her local stuff.
[00:28:51.681 --> 00:28:53.282]  Doesn't have time to go take care of something like that.
[00:28:53.502 --> 00:29:04.149]  Well, you know, the New York Times is coming out and saying, if you, Republican Party, do, or I'm sorry, the Washington Post, you must do everything in your power to stop Donald Trump.
[00:29:04.630 --> 00:29:10.113]  And they say, you know, at this stage, even an extraordinary effort might fall, but we've all got to get together.
[00:29:10.153 --> 00:29:16.998]  So you see the Washington Post, you see the RNC establishment, like Reince Priebus, who thinks that they're joining a club.
[00:29:17.638 --> 00:29:24.323]  You see the GOP establishment, people like John Boehner and Mitch McConnell and Paul Ryan, all these people in the National Review, they all hate Trump.
[00:29:24.343 --> 00:29:30.807]  And you've got to look at this and say, wow, you know, that's an interesting array of people that I would like to really get back at.
[00:29:31.367 --> 00:29:32.208]  They hate him so much.
[00:29:32.528 --> 00:29:36.351]  And then they go on to say in the Washington Post, they call him a bullying demagogue.
[00:29:36.371 --> 00:29:37.992]  And it's like, OK, that's fair enough.
[00:29:38.732 --> 00:29:42.735]  But, okay, these guys are backstabbing demagogues, okay?
[00:29:42.795 --> 00:29:44.055]  That's what I see from Ted Cruz.
[00:29:44.075 --> 00:29:57.764]  He's a guy who'll come up to your face after he's looked at his little pocket calculator that has analyzed every aspect of your life, and he'll tell you precisely what he thinks you want to hear, and probably knows what you want to hear, and then as soon as you turn around he stabs you in the back.
[00:29:57.884 --> 00:30:01.806]  And that's the kind of backstabbing, lying demagogues that we've had.
[00:30:01.846 --> 00:30:03.207]  So yeah, okay, bullying demagogue.
[00:30:03.407 --> 00:30:04.748]  Well, we'll go with that for a while.
[00:30:04.768 --> 00:30:05.909]  At least he's honest about it.
[00:30:06.269 --> 00:30:15.417]  They had actual articles written of mathematicians calculating what it is with the structure of Cruz's face that makes people not trust him.
[00:30:15.717 --> 00:30:17.339]  He looks like Grandpa from Monsters.
[00:30:18.248 --> 00:30:22.649]  Like, what is it about his facial makeup that makes the American people just not trust him?
[00:30:22.910 --> 00:30:23.910]  They should have done that sooner.
[00:30:23.930 --> 00:30:26.211]  It's too late to apply for surgery.
[00:30:26.231 --> 00:30:29.512]  When I see him, when I hear him talk, I don't trust him.
[00:30:29.732 --> 00:30:32.873]  I feel like he's too much of a professional politician.
[00:30:33.513 --> 00:30:35.073]  Like you said, he's saying what people want to hear.
[00:30:35.093 --> 00:30:35.974]  He's playing on that.
[00:30:36.274 --> 00:30:39.035]  But then when it comes time to actually deal with something, do it.
[00:30:39.355 --> 00:30:40.095]  He's not going to do it.
[00:30:40.115 --> 00:30:40.395]  That's right.
[00:30:40.415 --> 00:30:41.936]  Let's talk about somebody else we can't trust.
[00:30:42.396 --> 00:30:42.856]  Fox News.
[00:30:43.416 --> 00:30:47.279]  We've got Rupert Murdoch attending a $2,700-a-plate fundraiser for Hillary Clinton.
[00:30:47.299 --> 00:30:55.105]  Now remember, this was back in August that he was saying, let's get a real billionaire we can trust, like Michael Bloomberg, the best mayor ever.
[00:30:55.185 --> 00:30:58.868]  The guy who wants to tell you how much soda pop you can have, wants to ban every gun in the country.
[00:30:59.488 --> 00:31:07.680]  So we've seen Rupert Murdoch begging Michael Bloomberg to get in the race back in August, now attending a $2,700 plate fundraiser for Hillary Clinton.
[00:31:07.720 --> 00:31:10.724]  That's the most you can give as an individual to any candidate.
[00:31:10.764 --> 00:31:12.287]  So he's maxing out on his donation.
[00:31:12.647 --> 00:31:14.169]  And then you had Megyn Kelly.
[00:31:14.710 --> 00:31:27.063]  Megyn Kelly yesterday had a candidate forum, had all four of the other candidates except for Donald Trump at this candidate forum, and interestingly enough, I was thinking late this afternoon, I was like, I didn't hear anything about that last night.
[00:31:27.083 --> 00:31:35.152]  She had a two-hour forum with the four candidates, and so I started looking for news articles about it, and there's no news except for the fact that Donald Trump chose not to go.
[00:31:35.672 --> 00:31:35.872]  Right.
[00:31:35.932 --> 00:31:41.698]  I mean, nobody talked about anything that was said simply about the fact that Donald Trump stiffed Megyn Kelly.
[00:31:41.919 --> 00:31:46.884]  And of course, he had a one-hour interview by himself with Sean Hannity on Monday.
[00:31:47.264 --> 00:31:50.147]  And that's when we found the interesting news that Donald Trump
[00:31:50.748 --> 00:31:51.328]  He's already, sir.
[00:32:14.895 --> 00:32:15.635]  Hillary for prison.
[00:32:15.655 --> 00:32:20.198]  I'm going to get that tattooed across my back if he goes in and does what he says.
[00:32:20.218 --> 00:32:22.238]  And of course, you don't have to get that tattooed across your back.
[00:32:22.278 --> 00:32:25.900]  You can buy that at the InfoWars store and support our operation.
[00:32:25.920 --> 00:32:26.260]  Yes.
[00:32:26.661 --> 00:32:27.621]  Or a limited time.
[00:32:27.661 --> 00:32:28.321]  Yeah, exactly.
[00:32:28.361 --> 00:32:29.202]  Without any pain.
[00:32:29.942 --> 00:32:33.404]  When we come back in the next segment, we're going to be talking to Richard Reeves.
[00:32:33.424 --> 00:32:38.686]  We'll be joining him live outside of the location of the debate in Houston, the University of Houston.
[00:32:38.706 --> 00:32:39.146]  Stay with us.
[00:32:39.467 --> 00:32:40.047]  We'll be right back.
[00:33:14.313 --> 00:33:16.794]  This is Bernie Sanders and I'm quite upset.
[00:33:16.975 --> 00:33:23.737]  If you guys saw the Iowa caucus the other night, you would know that I worked extremely hard for these votes.
[00:33:24.038 --> 00:33:30.200]  And the people that were working in the Iowa caucus took what I worked hard for and gave it to someone else.
[00:33:30.520 --> 00:33:34.462]  A lying, cheating, horrible human being by the name of Hillary.
[00:33:34.462 --> 00:33:36.263]  Hillary Clinton!
[00:33:36.644 --> 00:33:41.587]  And I, I don't understand how anybody could like something like this.
[00:33:41.687 --> 00:33:53.936]  That you work hard for something your whole life and you earn something and then you're expected to give it to someone else who's not as deserving and is too lazy or more of a piece of crap than you are.
