[00:00:22.239 --> 00:00:25.670]  Resistance to tyrants is obedience to God.
[01:34:50.407 --> 01:34:53.071]  There you go, that's a message from Joe Biggs over there.
[01:34:53.672 --> 01:34:57.397]  You know, by that standard too, I must say, I was a city slicker.
[01:34:57.717 --> 01:35:07.451]  I might as well, I guess, have been a complete pansy in your book, because I never fired a gun, ever, until I got to... I did fire once or twice, until I got to Austin, Texas, though.
[01:35:07.771 --> 01:35:11.333]  Then I realized, man, I probably should know how to use this thing.
[01:35:11.593 --> 01:35:19.617]  Not because I'm a crazy killer, yeah, not because I'm a crazy killer person, but because, gee, everyone else has one, and it's a great way to defend your house.
[01:35:20.077 --> 01:35:20.277]  Right?
[01:35:20.317 --> 01:35:21.618]  It builds character, too.
[01:35:21.678 --> 01:35:22.818]  It teaches you all kinds of great things.
[01:35:22.838 --> 01:35:23.118]  It's fun.
[01:35:23.138 --> 01:35:23.759]  It's fun.
[01:35:23.799 --> 01:35:24.139]  Yeah, yeah.
[01:35:24.159 --> 01:35:26.720]  It's fun, and after you use it, you have to break it apart.
[01:35:27.406 --> 01:35:28.166]  You know when I was a kid though.
[01:35:28.186 --> 01:35:29.546]  You gotta clean it, you gotta take care of it.
[01:35:29.927 --> 01:35:31.227]  You gotta teach people about it.
[01:35:31.587 --> 01:35:32.007]  Exactly.
[01:35:32.447 --> 01:35:33.487]  It's a learning tool.
[01:35:34.067 --> 01:35:39.128]  In Philadelphia where I grew up, if you had a gun, you might as well have been a gangbanger.
[01:35:39.829 --> 01:35:42.009]  You are just a crazy person.
[01:35:42.049 --> 01:35:47.070]  You are insane, it's illegal basically, you have to get permits and stuff to have it in downtown Philadelphia.
[01:35:47.090 --> 01:35:49.090]  So a gun was like, ooh a gun!
[01:35:49.671 --> 01:35:51.191]  But then when I broke that facade,
[01:35:52.091 --> 01:35:53.312]  I was like, what's the big deal about?
[01:35:53.332 --> 01:35:58.194]  You know, I go back there, I just visited last week, and you see people talk about like, you have a gun?
[01:35:58.814 --> 01:36:03.337]  Didn't they think everyone in Texas is like a crazy hog-hunting hillbilly, right?
[01:36:03.697 --> 01:36:06.298]  Like I'm some hog-hunting hillbilly now that I own a firearm?
[01:36:06.638 --> 01:36:08.079]  It's pretty funny, it's worse in D.C.
[01:36:08.099 --> 01:36:09.500]  I've been up there several times too.
[01:36:09.520 --> 01:36:15.123]  All I know is this, ISIS came to quite a few states, and ISIS came to Texas and lost.
[01:36:15.643 --> 01:36:20.025]  ISIS went to California and actually pulled out some things that they wanted to, so
[01:36:20.404 --> 01:36:21.505]  That's a lesson learned right there.
[01:36:21.525 --> 01:36:21.865]  You know what?
[01:36:21.885 --> 01:36:22.885]  Stop being soft targets.
[01:36:23.125 --> 01:36:24.586]  Let's stop making people soft targets.
[01:36:24.946 --> 01:36:27.367]  We have evil people out there who want to do bad things to us.
[01:36:27.387 --> 01:36:28.268]  They hate us for our freedom.
[01:36:28.588 --> 01:36:29.608]  They hate us for our way of life.
[01:36:29.708 --> 01:36:31.149]  And you need to be able to protect yourself.
[01:36:31.509 --> 01:36:33.830]  And it's also a great way to go out and have fun.
[01:36:34.291 --> 01:36:34.871]  Plus, it's cool.
[01:36:35.531 --> 01:36:36.172]  Hey, it's real life.
[01:36:36.572 --> 01:36:37.232]  ISIS is real.
[01:36:38.192 --> 01:36:39.293]  People actually want to kill you.
[01:36:39.313 --> 01:36:42.475]  People want to go into your house and kill your kids and do horrible, horrible things to you.
[01:36:42.795 --> 01:36:44.496]  It's the sad reality of life.
[01:36:44.536 --> 01:36:47.477]  The sad reality of life is we have a president that goes to Japan
[01:36:48.280 --> 01:36:50.982]  And apologizes for the bombing of Hiroshima and Nagasaki.
[01:36:51.883 --> 01:36:54.445]  And doesn't talk about the fact that it started somewhere else!
[01:36:55.086 --> 01:36:55.846]  By another group!
[01:36:57.067 --> 01:36:57.568]  Come on!
[01:36:58.168 --> 01:36:59.249]  Well, hey man, you're in D.C.
[01:36:59.670 --> 01:37:00.710]  Go raise some hell about it.
[01:37:01.731 --> 01:37:02.672]  Oh, I have been today.
[01:37:02.772 --> 01:37:05.274]  That's one of the main questions I ask people, what they thought about that.
[01:37:05.595 --> 01:37:12.921]  The fact that we have a commander-in-chief that bows down to other leaders, and then also apologizes for things that we didn't even start.
[01:37:13.281 --> 01:37:15.523]  But guess what, America, the red, white, and blue shirts all finished it.
[01:37:16.107 --> 01:37:16.407]  Right on.
[01:37:16.427 --> 01:37:17.048]  Well, I'll tell you what.
[01:37:17.289 --> 01:37:19.952]  Also, since I have to plug this hour because it's very important.
[01:37:20.453 --> 01:37:26.500]  At InfoWarsLife.com, InfoWarsStore.com, I actually got a sheet right here and I said, wait a minute.
[01:37:27.041 --> 01:37:28.643]  I didn't realize it's all still going on.
[01:37:28.983 --> 01:37:30.345]  30% off Supermail Vitality.
[01:37:30.786 --> 01:37:32.788]  You've got, actually the list is extensive.
[01:37:32.808 --> 01:37:33.369]  Let me read it to you.
[01:37:34.130 --> 01:37:34.510]  You've got
[01:37:35.640 --> 01:37:43.792]  20% off, 30% off super male vitality, 30% off vitamin mineral fusion, 20% off apparel, and 30% off liver shield.
[01:37:44.392 --> 01:37:44.573]  Alright?
[01:37:44.733 --> 01:37:46.836]  On InfoWarsLife.com.
[01:37:47.337 --> 01:37:48.939]  This is like basically a Christmas sale.
[01:37:49.622 --> 01:37:52.245]  The idea is buy it for a veteran.
[01:37:52.805 --> 01:37:57.330]  They've been messed with in many ways health-wise.
[01:37:57.891 --> 01:38:00.914]  A lot of sad, sad states that a lot of veterans are in.
[01:38:01.795 --> 01:38:04.097]  Chronic conditions and so on and so forth.
[01:38:04.218 --> 01:38:05.579]  Not saying this is related to that.
[01:38:05.619 --> 01:38:06.760]  Not giving any medical advice.
[01:38:07.461 --> 01:38:21.000]  But, go to InfoWarsLife.com, get the Vitamin & Mineral Fusion Multivitamin Powder, 30% off, Supermail Vitality, by far the best product, 30% off, that I've used for my own health in conjunction with things like Vitamin & Mineral Fusion and LiverShield.
[01:38:21.621 --> 01:38:22.482]  Do the cleanse.
[01:38:23.143 --> 01:38:23.864]  Get Detox.
[01:38:24.204 --> 01:38:25.745]  The time is now 30% off.
[01:38:26.045 --> 01:38:31.329]  This is a weekend only sale for Memorial Day and 20% off all apparel.
[01:38:31.709 --> 01:38:33.090]  So definitely check that out.
[01:38:33.510 --> 01:38:34.691]  Biggs, thanks so much for joining us.
[01:38:34.711 --> 01:38:36.772]  You've definitely been on fire today.
[01:38:37.253 --> 01:38:39.574]  Get some rage in your heart from all the madness going on.
[01:38:39.594 --> 01:38:40.175]  So thanks so much.
[01:38:40.779 --> 01:38:41.520]  Roger that.
[01:38:41.560 --> 01:38:42.701]  Hashtag handcuff Hillary.
[01:38:42.741 --> 01:38:43.902]  Hashtag Hillary4Prison2016.
[01:38:43.942 --> 01:38:46.604]  Make sure you get your Hillary4Prison t-shirt.
[01:38:46.825 --> 01:38:51.029]  That way I can see you at the next event and spot you out and give you a shake your hand and say, man, awesome job.
[01:38:51.249 --> 01:38:51.669]  There you go.
[01:38:51.869 --> 01:38:52.890]  Bates just can't be stopped.
[01:38:52.930 --> 01:38:53.651]  He can't be stopped.
[01:38:53.731 --> 01:38:54.192]  He can't be stopped.
[01:38:54.212 --> 01:38:54.432]  Negative.
[01:38:55.032 --> 01:38:55.933]  Alright, right on.
[01:38:56.173 --> 01:38:57.054]  American all the way.
[01:38:57.174 --> 01:38:57.815]  Thanks for the fun.
[01:38:58.295 --> 01:39:00.397]  Alright, so now we're going to cover some news.
[01:39:01.358 --> 01:39:06.363]  And also a reminder that today, you know, it's a wild day.
[01:39:06.423 --> 01:39:07.263]  Biggs is on fire.
[01:39:08.084 --> 01:39:16.751]  This morning I passed an insane kidney stone and I'm still here because I absolutely 100% want to be joining you on the airwaves and I just can't stop myself either.
[01:39:17.774 --> 01:39:25.540]  So, first and foremost, the device that eavesdrops on the voices in your head, mind-reaching machine, could soon turn your secret thoughts into speech.
[01:39:26.381 --> 01:39:31.905]  So this is apparently a machine that is going to turn what you think into verbal linguistics.
[01:39:32.285 --> 01:39:35.888]  A mind-reading machine that can translate thoughts into speech is coming closer to reality.
[01:39:36.248 --> 01:39:43.713]  The research has been ongoing for several years and recently scientists successfully managed to play back a word that someone is thinking by monitoring their brain activity.
[01:39:44.514 --> 01:39:45.795]  Well, there remains a long way to go.
[01:39:45.855 --> 01:39:50.577]  They say this could help victims of stroke and others with speech paralysis to communicate with their loved ones.
[01:39:51.137 --> 01:39:52.138]  You know what's interesting to me?
[01:39:52.158 --> 01:39:58.501]  I never like to default to the, uh, you know, the so-called conspiracy angle, but...
[01:39:59.744 --> 01:40:04.667]  Yeah, they're definitely only going to use this to help people with strokes communicate with their families.
[01:40:04.727 --> 01:40:05.068]  Come on!
[01:40:05.668 --> 01:40:24.581]  It reminds me of the technology that MIT was looking at where they could take a high-res video and ping it with some type of laser technology or something and determine what was being said in the room by just something like a vase or like a water bottle which has high vibrations based on what's happening in the room.
[01:40:25.041 --> 01:40:26.763]  So they could ping this high-res video
[01:40:27.643 --> 01:40:37.027]  or shoot it directly in the room and determine what you were saying based on the video or the pinging of something like a flower vase in the room.
[01:40:38.207 --> 01:40:47.171]  Now, imagine a world in which we live in with the machines that is capable of translating your thoughts into speech, right?
[01:40:47.291 --> 01:40:49.972]  Imagine they could take video of a room
[01:40:51.161 --> 01:40:58.483]  And ping it and determine what you're saying, and then I can also translate your thoughts into speech.
[01:40:58.843 --> 01:41:10.267]  You don't have to be a crazy tinfoil hat person to think about a world in which it's going to be very, very sad that we cannot have our own opinions and thoughts someday down the road, and hopefully it does not come to that.
[01:41:11.027 --> 01:41:12.889]  But yes, it's to help victims of stroke.
[01:41:12.909 --> 01:41:14.490]  And obviously it has that utility.
[01:41:14.850 --> 01:41:15.471]  Obviously it does.
[01:41:15.951 --> 01:41:38.770]  But if they're also publishing things like the MIT, I believe it was some type of clandestine group in the government or whatever that was in conjunction making it, pinging the room and getting what you can say from a vase, that's obviously, if they're publicly announcing that they have that type of technology, something they've been using for a while, and you can only imagine the insane operations that go on overseas using those type of technologies.
[01:41:40.043 --> 01:41:40.623]  Pretty crazy.
[01:41:41.444 --> 01:41:44.205]  On the lighter side of things, protein jab to stop heart attacks.
[01:41:44.285 --> 01:41:46.146]  Injection brings hope for sufferers.
[01:41:47.007 --> 01:41:48.628]  This is from the Sunday Express.
[01:41:48.768 --> 01:41:52.910]  British researchers have found a way to use a natural protein to repair damaged heart tissue.
[01:41:53.391 --> 01:41:59.174]  One million UK patients could benefit, with the breakthrough expected to save tens of thousands of lives each year.
[01:41:59.454 --> 01:42:08.099]  The research team, led by Professor Ken, discovered a naturally occurring protein, cytokines, which can stimulate a unique type of heart cell to repair the injured tissue.
[01:42:08.599 --> 01:42:10.681]  So I guess they go ahead and inject you.
[01:42:11.402 --> 01:42:19.089]  Researchers will now try and find the best way of delivering the protein to heart attack patients in the form of a drug which they should say should be commercially available within three to five years.
[01:42:20.030 --> 01:42:21.992]  So tens of thousands of people could be safe from that.
[01:42:22.032 --> 01:42:31.261]  Hopefully it won't cost nine million dollars and the CEO of the pharmaceutical company that jacks up the price won't go on public record and laugh at you.
[01:42:32.242 --> 01:42:45.709]  Of course, I'm talking about the guy, the Martin Shkreli, who jacked up through his company, allegedly, the price of the drug for HIV patients that prevented parasitic infections, if I recall correctly.
[01:42:45.729 --> 01:42:51.331]  And it went up from like, what was it, $17 to $700 or something like that.
[01:42:51.831 --> 01:42:58.735]  And the look on his face when they interrogated him about it in Congress was very, very disturbing and concerning.
[01:42:59.744 --> 01:43:08.646]  And we talk about Memorial Day, we talk about what people are dealing with when they go overseas to fight throughout the wars and everything like that, and you can't help but think about ISIS.
[01:43:10.146 --> 01:43:13.347]  A lot of people discount their products that aren't their best sellers.
[01:43:14.207 --> 01:43:20.788]  At InfoWarsLive, I like to discount our best-selling products because that's what our listeners and viewers want.
[01:43:21.548 --> 01:43:25.269]  Supermail Vitality's been sold out for two months, it's back in stock,
[01:43:26.229 --> 01:43:32.853]  It's 30% off for Memorial Day to honor our veterans and others that have stood up for this republic.
[01:43:33.033 --> 01:43:41.157]  It's running through three days, through Monday, and we've got a whole bunch of our other best sellers like Vitamin Mineral Fusion, which is a, again,
[01:43:41.257 --> 01:43:51.586]  Fruit punch, multivitamin mineral drinks to absorb more of it, the liver shield that helps detox the body and more, and so many other products that are our best sellers are 30% off.
[01:43:52.026 --> 01:43:58.952]  You can also get discounts on top of that, like free shipping on orders above $50 or 10% off when you sign up for auto ship.
[01:43:58.972 --> 01:43:59.953]  There's so many specials.
[01:44:00.313 --> 01:44:06.578]  Check them out today at InfoWarsLife.com or InfoWarsStore.com or by simply calling toll free, 888-253-3139.
[01:44:09.941 --> 01:44:18.953]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:44:19.033 --> 01:44:27.124]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:44:27.424 --> 01:44:32.126]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:44:32.306 --> 01:44:39.009]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:44:39.089 --> 01:44:46.171]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:44:46.251 --> 01:44:53.134]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:44:53.294 --> 01:44:57.640]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:44:57.780 --> 01:45:01.024]  Available in original or with our immune support infusion blend.
[01:45:01.164 --> 01:45:07.292]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:45:07.472 --> 01:45:09.134]  Available at Infowarslife.com
[01:45:11.021 --> 01:45:17.366]  I got so busy fighting the Globals for 15 years, I turned into a giant fat slob when I was an exercise fanatic before.
[01:45:17.766 --> 01:45:20.868]  Now, in the last five years, I set out to try to get back in shape.
[01:45:21.289 --> 01:45:33.138]  And to help turbocharge that, I talked to top scientists and nutraceutical developers and said, I want something that blocks these estrogen mimickers, something that helps me get back to what a real male was like instead of this Globals bombardment.
[01:45:33.618 --> 01:45:36.499]  And we developed Super Male and Super Female Vitality.
[01:45:36.679 --> 01:45:37.519]  They're best sellers.
[01:45:37.739 --> 01:45:39.079]  They're loved across the industry.
[01:45:39.239 --> 01:45:39.840]  They're amazing.
[01:45:40.100 --> 01:45:44.501]  You owe it to yourself to get a bottle of Super Male Vitality today at InfoWarsTore.com.
[01:45:44.881 --> 01:45:47.942]  Folks, it's so amazing what Mother Nature gave us.
[01:45:48.222 --> 01:45:51.423]  You're crazy if you don't at least try a bottle of this, because you can't lose.
[01:45:51.663 --> 01:46:00.145]  You're fighting the Info War and the fight for freedom worldwide, while at the same time getting a game-changing supplement at InfoWarsTore.com.
[01:46:00.285 --> 01:46:02.506]  Super Metal Vitality is now back in stock.
[01:46:02.746 --> 01:46:04.267]  It's been sold out for several months.
[01:46:04.487 --> 01:46:09.731]  That's available at MFORSTORE.COM or by calling toll-free, 888-253-3139.
[01:46:09.971 --> 01:46:10.971]  Brain Force is here.
[01:46:11.512 --> 01:46:13.793]  Ladies and gentlemen, I've been on this the last few months.
[01:46:14.053 --> 01:46:21.858]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:46:22.645 --> 01:46:25.787]  One of the worst things with most energy products is it's not sustainable.
[01:46:26.087 --> 01:46:26.228]  Right?
[01:46:26.248 --> 01:46:28.589]  You're gonna crash and you're gonna feel really bad afterwards.
[01:46:28.949 --> 01:46:32.472]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:46:32.512 --> 01:46:35.654]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:46:36.155 --> 01:46:40.938]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:46:41.498 --> 01:46:43.320]  For example, the L-theanine inside of it.
[01:46:43.680 --> 01:46:48.103]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:46:48.263 --> 01:46:50.264]  This just increases the compounds you already have.
[01:46:50.885 --> 01:46:52.366]  This is what you're actually designed to run on.
[01:46:52.506 --> 01:46:56.927]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:46:57.067 --> 01:47:04.348]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:47:04.548 --> 01:47:06.269]  You're listening to the Alex Jones Show.
[01:47:25.549 --> 01:47:29.071]  Resistance to tyrants is obedience to God.
[01:47:29.631 --> 01:47:31.432]  It's Alex Jones.
[01:47:32.412 --> 01:47:34.213]  That's right.
[01:47:34.393 --> 01:47:36.414]  It's the Alex Jones Show.
[01:47:36.434 --> 01:47:37.955]  I'm Anthony Gucciardi.
[01:47:38.295 --> 01:47:49.080]  And looks like Tropical Storm Bonnie, what they call Tropical Depression, has made landfall in South Carolina, going on up the coast.
[01:47:49.560 --> 01:47:51.401]  It's been pretty insane here in Texas as well.
[01:47:51.561 --> 01:47:54.423]  Goes through Richmond, New York City, Boston,
[01:47:56.027 --> 01:47:56.988]  Throughout tomorrow.
[01:47:58.008 --> 01:47:59.409]  So get prepared for that.
[01:47:59.949 --> 01:48:03.752]  Now before the break we're talking about everyone's favorite subject, ISIS.
[01:48:04.292 --> 01:48:14.719]  And now ISIS isn't only using 50,000 civilians as human shields, but they also appear to be expanding into the sex slave trade.
[01:48:15.219 --> 01:48:19.562]  So the Washington Post says, ISIS fighters seem to be trying to sell sex slaves online.
[01:48:20.222 --> 01:48:24.604]  Says the woman is young, perhaps 18, with olive skin and dark bangs that droop onto her face.
[01:48:24.745 --> 01:48:28.166]  In the Facebook photo, she attempts to smile, but doesn't look at her photographer.
[01:48:28.907 --> 01:48:31.868]  The caption mentions a single biographical fact.
[01:48:32.069 --> 01:48:33.189]  She is for sale.
[01:48:34.110 --> 01:48:38.272]  To all the bros thinking about buying a slave, this one is $8,000, begins the May 20th Facebook posting.
[01:48:40.273 --> 01:48:44.594]  Which was attributed to an Islamic State fighter who calls himself Abu Asad al-Mahni.
[01:48:44.994 --> 01:48:47.375]  The same man posted a second image a few hours later.
[01:48:47.795 --> 01:48:50.216]  This one, a pale young face with weepy red eyes.
[01:48:50.776 --> 01:48:52.096]  Another slave is also about $8,000.
[01:48:52.536 --> 01:48:54.117]  Yay or nay?
[01:48:54.897 --> 01:48:58.718]  What I want to know is where, where, this is going down on Facebook?
[01:48:59.438 --> 01:49:01.220]  ISIS is just actively using Facebook.
[01:49:01.240 --> 01:49:02.241]  I mean, I know they're on Twitter.
[01:49:02.562 --> 01:49:06.306]  I guess they just have active Facebook accounts where they sell slaves to each other.
[01:49:06.326 --> 01:49:06.306]  $8,000?
[01:49:07.107 --> 01:49:09.049]  That's pretty absurd.
[01:49:09.610 --> 01:49:14.776]  But apparently, it says the photos were taken down within hours by Facebook, and they can't monitor everything.
[01:49:14.836 --> 01:49:17.919]  It's not that Facebook is supporting ISIS by not taking it down right away, right?
[01:49:19.441 --> 01:49:32.137]  It's unclear whether the accounts owner was doing the selling himself or commenting about women being sold by other fighters, but the unusual posting underscores what experts say is increasingly perilous existence for the hundreds of women who are thought to be held as sex slaves by the Islamic State.
[01:49:33.339 --> 01:49:36.202]  You see, that's the real mistreatment of women.
[01:49:37.091 --> 01:49:49.190]  The deep, deep mistreatment, very, very sad state of affairs is the extreme radicalism that forces them into imprisonment and ultimately treats them as subhumans.
[01:49:49.771 --> 01:49:52.014]  And that's something that should be talked about more.
[01:49:53.081 --> 01:49:55.262]  ISIS uses 50,000 civilians as human shields.
[01:49:55.282 --> 01:49:56.802]  We talked about that a little bit.
[01:49:56.822 --> 01:49:57.562]  This is from the Mirror.
[01:49:57.702 --> 01:50:02.964]  Islamic State fighters hid behind 50,000 civilian hostages as Iraqi forces blitzed Fallujah.
[01:50:03.784 --> 01:50:10.926]  The jihadis used the human shields as efforts to retake the terrorist stronghold, which kicked off under a U.S.-led coalition on May 22nd.
[01:50:11.467 --> 01:50:19.249]  Some 70 fanatics have been killed in airstrikes in the past five days in Iraq and Syria, including Amahir al-Bawali, ISIS's leader in Fallujah.
[01:50:20.100 --> 01:50:26.509]  Really put your life in perspective and on Memorial Day weekend it's important to remember that that's what people are dealing with.
[01:50:26.529 --> 01:50:30.936]  50,000 human civilian shields and women being sold as sex slaves.
[01:50:31.577 --> 01:50:36.324]  That's what people are actually putting their lives up regardless of the politics to fight.
[01:50:37.515 --> 01:50:38.175]  Meanwhile, a U.S.
[01:50:38.195 --> 01:50:41.437]  commander warns that Iraqi forces may face resistance in a key urban fight.
[01:50:41.457 --> 01:50:48.561]  Iraqi forces' ability to deal with a swift blow to the Islamic State and the city of Fallujah could be slowed by local support for militants.
[01:50:49.181 --> 01:50:55.725]  It's also very sad how misinformed and under-informed people are to the point where they would support ISIS, right?
[01:50:56.645 --> 01:51:02.788]  It kind of ties into what I'm about to talk about, which is a big departure, but you'll see it in a second.
[01:51:03.248 --> 01:51:11.352]  So this woman made a million dollars in elaborate scheme where she would buy designer handbags online and then return Chinese knockoffs, okay?
[01:51:11.372 --> 01:51:13.794]  Sort of the Daily Mail.
[01:51:14.824 --> 01:51:19.826]  A woman who made a million dollars in a leverage scheme where she would buy designer handbags online and return Chinese knockoffs charged was fraud.
[01:51:20.346 --> 01:51:26.589]  So this woman basically bought designer purses online and returned fakes to the stores.
[01:51:27.569 --> 01:51:35.012]  And she sold the real Gucci, Fendi, and Burberry bags online and made more than a million dollars from the scheme.
[01:51:35.612 --> 01:51:38.854]  So she would buy the designer bags online
[01:51:39.454 --> 01:51:42.396]  And then return cheap Chinese stuff.
[01:51:42.836 --> 01:51:43.936]  Now, here's the funny part.
[01:51:43.976 --> 01:51:49.279]  They didn't realize for a very long time that it was the cheap Chinese fakes.
[01:51:50.580 --> 01:51:53.481]  They didn't realize this woman was gaming the system.
[01:51:53.521 --> 01:51:59.944]  She was buying the Gucci bags and then returning the Chinese crap that she bought on eBay or wherever she bought it.
[01:52:00.205 --> 01:52:00.485]  Okay?
[01:52:01.565 --> 01:52:02.866]  This is a lesson.
[01:52:03.746 --> 01:52:08.289]  You know, I was just in New York City, and Philadelphia as well, but mainly in New York.
[01:52:08.369 --> 01:52:20.035]  The gift shop at the hotel I was at had like all the, you know, insane designer stuff, like the bags were like five, ten thousand dollars or whatever, and I went down there to get some gum or something, and I was like, hey, you know how many gummies?
[01:52:20.055 --> 01:52:21.736]  Like, oh yes, can I interest you in this?
[01:52:22.336 --> 01:52:23.297]  And I had to buy a belt.
[01:52:24.488 --> 01:52:27.509]  And this belt was like $200, so I didn't want the belt.
[01:52:27.809 --> 01:52:31.311]  But I looked at the stuff, and I said, just out of curiosity, how much are those?
[01:52:31.331 --> 01:52:33.771]  And he goes, oh, this is the most amazing Gucci bag.
[01:52:33.831 --> 01:52:34.852]  It looks like anything else.
[01:52:35.292 --> 01:52:36.552]  It's $5,000.
[01:52:37.013 --> 01:52:38.273]  You cannot get it anywhere else.
[01:52:38.573 --> 01:52:40.994]  And I thought to myself, how do I even know if that's real?
[01:52:41.034 --> 01:52:42.975]  Someone could have just made that and sold it on eBay.
[01:52:43.895 --> 01:52:45.557]  And I'm not against buying nice things.
[01:52:45.677 --> 01:52:46.378]  I have nice things.
[01:52:46.738 --> 01:52:47.619]  I wear nice things.
[01:52:47.960 --> 01:52:49.341]  I have nice material items.
[01:52:50.022 --> 01:52:51.244]  I'm all for quality.
[01:52:51.724 --> 01:52:53.967]  And if you happen to have a designer bag that you like, that's fine.
[01:52:54.247 --> 01:52:55.829]  But here's the moral of the story.
[01:52:56.810 --> 01:52:59.333]  The moral of the story is, at the end of the day,
[01:53:00.706 --> 01:53:06.452]  How much are people putting stock into this junk, into the fake American dream?
[01:53:07.153 --> 01:53:12.358]  Because when I would walk down the streets of New York City, I would see, it was bizarre actually, I went into that St.
[01:53:12.398 --> 01:53:22.549]  Patrick's Cathedral, I believe it's called the very, very beautiful architectural church, and it's very nice, and you go in and you look at this church and you say, wow, the craftsmanship on this building.
[01:53:23.442 --> 01:53:26.003]  There's people doing mass in there, like praying and stuff.
[01:53:26.303 --> 01:53:44.670]  You look out the window and it's Madison Avenue and it's just all these stores and people running into H&M and spending all their money and running into Coach and walking like all five shopping bags on each hand and that's like all they live for is like this material just cathartic rage where they just
[01:53:44.870 --> 01:53:45.291]  We're good.
[01:54:03.012 --> 01:54:04.273]  Is that the new American dream?
[01:54:04.733 --> 01:54:10.856]  Because it sure as hell is not what the veterans fought for many, many years ago and continue to fight for this day.
[01:54:11.156 --> 01:54:13.598]  They don't fight for your right to go shop at H&M.
[01:54:13.958 --> 01:54:20.741]  They don't fight, well they do actually, but the intention is not to have this new repackaged fake American dream.
[01:54:20.761 --> 01:54:22.903]  Because I'll tell you what, that's not the American dream.
[01:54:24.343 --> 01:54:27.165]  I see all the immigrants that come over in New York and work hard.
[01:54:28.433 --> 01:54:30.114]  I used to live in Philadelphia for most of my life.
[01:54:30.214 --> 01:54:31.615]  I've been to New York hundreds of times.
[01:54:32.195 --> 01:54:39.858]  And I've seen the really, really strong-willed immigrants that come over and have a lot of faith in the American dream.
[01:54:40.679 --> 01:54:42.460]  And I see the lazy Americans.
[01:54:43.496 --> 01:54:44.657]  Myself included in many ways.
[01:54:45.357 --> 01:54:47.959]  That we've bought into the fakeness.
[01:54:48.139 --> 01:54:52.181]  We've bought into the plastic American dream.
[01:54:53.002 --> 01:54:54.843]  It's a lie rebranded as the American dream.
[01:54:55.323 --> 01:54:58.785]  Where we work our butts off.
[01:54:59.966 --> 01:55:00.906]  Work our butts off.
[01:55:01.627 --> 01:55:05.309]  Just so we can be the consumed instead of the consumers.
[01:55:06.049 --> 01:55:11.513]  Just so we can pay $180 billion in taxpayer money to big bank profits.
[01:55:12.395 --> 01:55:14.657]  It's not all the corporation's fault, okay?
[01:55:15.077 --> 01:55:15.797]  I love business.
[01:55:15.857 --> 01:55:16.658]  I'm an entrepreneur.
[01:55:16.758 --> 01:55:18.079]  I'm a successful entrepreneur.
[01:55:18.099 --> 01:55:18.619]  I love business.
[01:55:18.679 --> 01:55:19.860]  I love good people making money.
[01:55:20.240 --> 01:55:21.381]  I love funding operations.
[01:55:21.461 --> 01:55:26.144]  I love going to Infowarslife.com and funding the Memorial Day sale so all this can happen.
[01:55:26.704 --> 01:55:27.665]  Real enterprise.
[01:55:28.025 --> 01:55:28.766]  Real business.
[01:55:29.246 --> 01:55:30.307]  In fact, I'm going to plug it.
[01:55:30.587 --> 01:55:30.807]  30% off.
[01:55:31.067 --> 01:55:33.629]  Supermail Vitality, Vitamin Mineral Fusion, and Liver Shield.
[01:55:33.689 --> 01:55:34.770]  Infowarslife.com.
[01:55:34.810 --> 01:55:36.211]  You should support Infowars.
[01:55:36.491 --> 01:55:41.094]  You should support these companies that are good, that you like, that you align yourself with.
[01:55:42.281 --> 01:55:51.931]  Just remember that the American Dream is not buying $5,000 handbags so you can be accepted by other people and so people think you're cool.
[01:55:52.852 --> 01:56:02.622]  It's not going and spending all of your time to study hard and getting into debt to work a job you hate for the rest of your life and paying bills until you die.
[01:56:03.510 --> 01:56:04.271]  I don't believe in that.
[01:56:04.491 --> 01:56:05.552]  I don't think that's what it is.
[01:56:05.572 --> 01:56:14.478]  And I don't think that in the foxholes in World War II and even World War I, that our ancestors, my ancestors died in combat.
[01:56:15.119 --> 01:56:17.661]  My grandfather also was in World War II.
[01:56:18.041 --> 01:56:19.562]  They didn't go in and do all this.
[01:56:20.783 --> 01:56:21.683]  So we could do nothing.
