[00:00:00.009 --> 00:00:00.511]  We're good to go.
[00:24:25.619 --> 00:24:30.883]  And I want to hear why you don't support him and who you are supporting.
[00:24:32.584 --> 00:24:39.069]  And then I want to ask you, why is the entire elite against him if he's so, so, so bad?
[00:24:40.779 --> 00:24:50.006]  So we're going to open the phones up specifically for people that don't like Donald Trump and for folks I guess who don't like Alex Jones for that matter.
[00:24:52.928 --> 00:25:09.421]  But it's never been clear that the establishment is having a heart attack over Donald Trump and our enemies that have conquered this country through fraud don't want there to be a debate about the fact that we've signed bad trade deals and other measures that are shutting this country down.
[00:25:11.547 --> 00:25:16.929]  The vampires sucking this country dry hate Donald Trump like they hate high noon.
[00:25:17.869 --> 00:25:20.190]  Like they hate a bathtub full of holy water.
[00:25:21.271 --> 00:25:22.451]  Or a field of garlic.
[00:25:24.572 --> 00:25:28.653]  Or a giant 18-wheeler full of oak spikes.
[00:25:30.394 --> 00:25:32.735]  Or 100-foot tall crucifix.
[00:25:33.155 --> 00:25:37.837]  They are freaking out like ghosts running at dawn.
[00:25:39.458 --> 00:25:40.238]  Why is that?
[00:25:41.943 --> 00:25:44.405]  Hollywood, the whole system, anonymous.
[00:25:45.205 --> 00:25:46.526]  People go, why don't you support anonymous?
[00:25:46.887 --> 00:25:48.007]  Anonymous could be anybody.
[00:25:48.127 --> 00:25:52.430]  I support white hat hackers doing good work, like Guccifer.
[00:25:54.452 --> 00:26:00.956]  I do not support someone just randomly saying, we are the people, we are independent, we declare war on Donald Trump.
[00:26:01.197 --> 00:26:02.237]  I'm going to get to that in a moment.
[00:26:03.058 --> 00:26:04.019]  But the toll free number,
[00:26:04.718 --> 00:26:06.719]  For Trump haters is 800-259-9231.
[00:26:06.839 --> 00:26:13.282]  And listen, if you get on and bring another subject, I'm gonna hang up on you.
[00:26:13.302 --> 00:26:13.983]  I'm not being rude.
[00:26:14.563 --> 00:26:15.924]  We're taking calls from Trump haters.
[00:26:16.284 --> 00:26:18.445]  Real Trump haters.
[00:26:19.245 --> 00:26:21.987]  I know they're out there.
[00:26:22.007 --> 00:26:22.267]  800-259-9231.
[00:26:22.727 --> 00:26:25.829]  The Federal Reserve now gives money to Cruz and Hillary, but not to him?
[00:26:25.849 --> 00:26:28.250]  I know another sign that we need to be against Trump.
[00:26:28.290 --> 00:26:28.610]  I get it.
[00:26:28.630 --> 00:26:28.670]  800-259-9231.
[00:26:33.268 --> 00:26:39.449]  And then, of course, we have George Soros, the famous Nazi collaborator.
[00:26:42.110 --> 00:26:43.470]  You read about Anne Frank and stuff.
[00:26:43.490 --> 00:26:48.411]  This is the guy that would go around finding hidden Jews, because he was Jewish and knew the, quote, tricks.
[00:26:48.931 --> 00:26:53.252]  And he could get Jews to trust him, because he was a teenager, and lead him to them.
[00:26:53.432 --> 00:26:56.073]  And then he would find all the goods and rob them.
[00:26:57.653 --> 00:27:00.574]  And then he goes on 60 Minutes and says, he's not ashamed.
[00:27:02.139 --> 00:27:03.760]  Isn't that just like these leftists?
[00:27:03.800 --> 00:27:10.646]  They're just so filthy, so degenerate, so evil that they must be worshipped.
[00:27:11.727 --> 00:27:17.872]  And he funds anti-free speech in America, tries to overthrow Russia, Ukraine, Arab Spring, every other evil you can imagine.
[00:27:20.034 --> 00:27:27.900]  And then this demonic creature has his organs, media matters, you name it, attacking Drudge, Infowars, constantly.
[00:27:28.581 --> 00:27:30.763]  Five years ago, Politico got one of their secret memos
[00:27:31.783 --> 00:27:35.966]  Where they said we're gonna infiltrate news organizations and bring them down from within.
[00:27:35.986 --> 00:27:44.213]  I mean, when you fight these people... We don't get into it on air, but I mean, it's like a spy movie, okay?
[00:27:45.174 --> 00:27:47.135]  The dirty tricks, you have no idea.
[00:27:47.576 --> 00:27:47.916]  You know what?
[00:27:47.956 --> 00:27:49.277]  I'm not whining about it, I expect it.
[00:27:51.319 --> 00:27:54.221]  I've got providence, and if they're able to take us down, that's what God wants.
[00:27:55.322 --> 00:28:01.307]  But let me tell you, we're toe-to-toe with, I mean... I've said this many times, both my grandfathers almost died in World War II in the Army Air Corps.
[00:28:02.625 --> 00:28:05.748]  I get to be called a Nazi by the ADL with no evidence.
[00:28:06.348 --> 00:28:06.969]  Doesn't hurt me.
[00:28:07.289 --> 00:28:10.812]  They're a horrible organization that gives awards to a Nazi collaborator like him.
[00:28:11.132 --> 00:28:12.714]  And a Schwarzenegger who admits he's a Nazi.
[00:28:13.134 --> 00:28:15.076]  They're an evil organization preying on Jews.
[00:28:15.816 --> 00:28:16.397]  They're a mafia.
[00:28:16.777 --> 00:28:19.159]  They were founded by the Jewish mafia.
[00:28:19.239 --> 00:28:19.780]  In what, 1913?
[00:28:20.240 --> 00:28:20.601]  Look it up.
[00:28:21.421 --> 00:28:22.983]  They're a very evil organization in my view.
[00:28:24.484 --> 00:28:26.406]  But there they are, almost dying fighting Hitler.
[00:28:27.904 --> 00:28:32.034]  And then, I have to fight an agent of Hitler in 2016.
[00:28:33.783 --> 00:28:34.703]  That's stranger than a movie.
[00:28:34.723 --> 00:28:36.644]  That's weirder than a Captain American episode, isn't it?
[00:28:37.024 --> 00:28:42.146]  Let's play Soros basically coming out against Trump and warning Trump.
[00:28:42.186 --> 00:28:42.586]  Here it is.
[00:28:43.086 --> 00:28:46.687]  Donald Trump is doing the work of ISIS.
[00:28:49.088 --> 00:28:58.491]  ISIS and before that Al Qaeda discovered the Achilles heel of a Western civilization.
[00:28:59.451 --> 00:29:00.432]  The fear of death.
[00:29:01.532 --> 00:29:14.380]  And when it interferes with reason, and people do things out of fear, which is actually harmful.
[00:29:15.361 --> 00:29:30.411]  And that's what, by fear-mongering, Donald Trump and the others, Cruz and so on, are doing the work of ISIS.
[00:29:30.811 --> 00:29:31.592]  All right, let's stop there.
[00:29:31.872 --> 00:29:33.693]  There's another video where he also warns Trump.
[00:29:33.713 --> 00:29:35.014]  That's up on InfoWars.com.
[00:29:35.054 --> 00:29:43.180]  When we come back, I'm going to just go through the latest with ISIS, the latest in Europe with the jihadis, and then we'll talk to folks that don't like Donald Trump straight ahead.
[00:29:44.821 --> 00:29:48.424]  Well, then tell me then, you must like the New World Order then, because they hate him.
[00:29:48.444 --> 00:29:48.964]  800-259-9231.
[00:29:48.984 --> 00:29:49.404]  I'm Alex Jones.
[00:29:49.424 --> 00:29:52.086]  The websites are PrisonPlanet.com and InfoWars.com.
[00:29:58.326 --> 00:30:01.347]  We're on the march, the empire's on the run.
[00:30:02.268 --> 00:30:05.029]  Alex Jones and the GCN Radio Network.
[00:30:09.011 --> 00:30:11.452]  Joe Biggs here with InfoWars.com.
[00:30:11.592 --> 00:30:12.633]  Picking a fight.
[00:30:12.853 --> 00:30:19.696]  Obama taps DC judge for Supreme Court slot, defies GOP vow to block.
[00:30:20.036 --> 00:30:23.958]  President Obama named federal appeals judge Merrick Garland on Wednesday
[00:30:24.318 --> 00:30:25.259]  I don't think so.
[00:30:39.426 --> 00:30:51.369]  Senator Mike Lee of Utah, member of the Senate Judiciary Committee, told Fox News minutes before the announcement that neither he nor his colleagues would support the nomination or allow it to go forward.
[00:30:51.589 --> 00:31:01.251]  Now with the death of Antonin Scalia, we might also have the final kill to the Second Amendment because Mayor Garland has extremely liberal views on gun rights.
[00:31:01.571 --> 00:31:05.292]  Obama is bringing in someone to finally finish it off.
[00:31:05.472 --> 00:31:07.553]  Stay tuned for more reports at InfoWars.com.
[00:31:07.673 --> 00:31:08.193]  I'm Joe Biggs.
[00:31:08.713 --> 00:31:10.695]  Brainforce, it's completely different.
[00:31:10.775 --> 00:31:11.816]  Try a bottle of it.
[00:31:12.016 --> 00:31:13.458]  Rob Dew joins us.
[00:31:13.598 --> 00:31:16.420]  You worked, I guess, like 20 plus hours.
[00:31:16.721 --> 00:31:17.762]  Tell us what Brainforce did.
[00:31:17.782 --> 00:31:18.743]  I've been working all day.
[00:31:18.763 --> 00:31:21.105]  I took a couple hours off coaching basketball.
[00:31:21.245 --> 00:31:22.246]  I get in here at 830.
[00:31:22.666 --> 00:31:24.228]  I was kind of run down.
[00:31:24.568 --> 00:31:26.349]  You know, I just didn't feel like I was going to make it.
[00:31:26.509 --> 00:31:28.350]  And I really wanted to do a good job on the interview.
[00:31:28.370 --> 00:31:30.192]  I got my bottle of Brain Force right there.
[00:31:30.232 --> 00:31:30.992]  I popped two of them.
[00:31:31.272 --> 00:31:33.414]  And about 20 minutes later, it's like, bing!
[00:31:33.554 --> 00:31:35.435]  Everything just kind of clears up.
[00:31:35.515 --> 00:31:36.796]  It's got four and a half stars.
[00:31:36.996 --> 00:31:38.057]  People really love it.
[00:31:38.337 --> 00:31:38.857]  Read about it.
[00:31:38.937 --> 00:31:42.680]  Find out why third-party nutraceutical sites give it such high praise.
[00:31:42.780 --> 00:31:48.043]  Because it really does have the best organic-based systems that will blow your socks off.
[00:31:48.243 --> 00:31:52.126]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[00:31:52.266 --> 00:31:58.071]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[00:31:58.411 --> 00:32:04.336]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:08.442 --> 00:32:08.902]  Hey, everyone!
[00:32:09.262 --> 00:32:11.503]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:32:11.543 --> 00:32:15.123]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:32:15.383 --> 00:32:16.984]  You've all heard the shocking statistics.
[00:32:17.464 --> 00:32:27.366]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:32:27.746 --> 00:32:33.707]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:32:34.187 --> 00:32:54.546]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[00:32:54.967 --> 00:32:56.888]  Give your body the gift of good nutrition.
[00:32:56.929 --> 00:32:57.329]  Head over to
[00:32:57.529 --> 00:32:59.090]  Infowarsteam.com.
[00:32:59.350 --> 00:33:01.090]  Your body will be very grateful.
[00:33:01.190 --> 00:33:04.072]  On the web at Infowarsteam.com.
[00:33:04.252 --> 00:33:06.472]  That's Infowarsteam.com.
[00:33:16.816 --> 00:33:23.059]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:26.457 --> 00:33:29.218]  Monday through Friday, from 11 a.m.
[00:33:29.238 --> 00:33:30.218]  to 3 p.m., we're here.
[00:33:31.219 --> 00:33:32.379]  Thank you so much for joining us.
[00:33:32.419 --> 00:33:35.520]  It's InfoWars Live with your host, yours truly, Alex Jones.
[00:33:35.640 --> 00:33:39.222]  Back weeknight, 7 o'clock central, with InfoWars and nightly news.
[00:33:39.282 --> 00:33:48.625]  Find all the details, showtimes, affiliates, free iPhone, droid apps, podcasts, and so much more at InfoWars.com forward slash show.
[00:33:50.954 --> 00:33:53.175]  Obviously they're trying to censor free speech around the world.
[00:33:53.375 --> 00:33:55.215]  Obviously the globalists don't like what we're doing.
[00:33:55.635 --> 00:34:06.799]  People are really waking up, they're really understanding how globalism works, how it's kind of a form of corporate colonialism and feudalism controlled by a technocratic, chronic technocracy.
[00:34:08.098 --> 00:34:10.900]  A technological oligarchy, basically.
[00:34:11.780 --> 00:34:28.810]  And as that paradigm is understood, and as Jean-Claude Van Damme, and Kurt Russell, and the Mayor of London, and the list just goes on and on, come out and talk about this, and go, the EU's a dictatorship of world government taking our countries over.
[00:34:29.030 --> 00:34:29.971]  We've got to get out of it.
[00:34:30.591 --> 00:34:32.072]  It transcends left or right.
[00:34:32.732 --> 00:34:33.813]  At that point, it's game over.
[00:34:37.304 --> 00:34:38.485]  I want to go to your phone calls.
[00:34:38.505 --> 00:34:47.511]  I also want to go into what the jihadis are up to as well, because George Soros says they're not a threat and are no big deal.
[00:34:47.551 --> 00:35:00.180]  They're his little sweetie pies that he's turning loose all over the Middle East to take out Christian and Jewish populations and put Saudi Arabian-backed radicals in charge, because they like totalitarianism.
[00:35:00.720 --> 00:35:02.421]  Carol Quigley wrote the book back in the 60s.
[00:35:02.441 --> 00:35:04.082]  We carry it at Infowarsstore.com.
[00:35:05.799 --> 00:35:07.260]  Tragedy and hope.
