[00:00:15.359 --> 00:00:23.066]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:01.520 --> 01:33:02.201]  I'm not joking.
[01:33:02.881 --> 01:33:06.723]  Now's the time to stand up for free speech and freedom of the press and voting or lose it all.
[01:33:14.008 --> 01:33:16.670]  You're listening to the Alex Jones Show.
[01:33:24.756 --> 01:33:26.237]  We are on the march.
[01:33:26.617 --> 01:33:29.039]  The empire is on the run.
[01:33:29.780 --> 01:33:33.543]  Alex Jones and the GCN Radio Network.
[01:33:34.643 --> 01:33:42.609]  Richard Reeves, for months and months, has been following the Trump campaign, the Cruz campaign, the Hillary campaign, the Sanders campaign.
[01:33:43.730 --> 01:33:52.674]  Filing video reports every single day on the nightly news, almost every day, every few days on the radio slash TV transmission that we're hosting the Sunday edition of right now.
[01:33:53.194 --> 01:34:06.080]  And let me just remind everybody, it takes a lot of money to have three reporters and two camera people in New York, Denver, and then in Portland in the last five days, and then to have Richard out there roving
[01:34:07.140 --> 01:34:09.782]  Uh, with the rest of the great crew, it's expensive.
[01:34:10.322 --> 01:34:15.845]  And to have the writers, the researchers, the crew behind the scenes that are just as important as, you know, anybody out there.
[01:34:15.865 --> 01:34:19.687]  They're like the folks at Cape Canaveral or Houston for the, for the space missions.
[01:34:20.707 --> 01:34:21.408]  To the astronauts.
[01:34:22.389 --> 01:34:45.562]  We need folks to go to InfoWarsStore, that's InfoWarsStore.com, and whether it's a Hillary for Prison shirt, or a Molon Labe come and take it shirt, or 25% off the already discounted price on the best nootropic out there, Brain Force, or DNA Force, or X2, or Silver Bullet Colloidal Silver, or Lung Cleanse, or the Oxy Powder, you name it.
[01:34:47.012 --> 01:34:57.360]  I was just talking to a fellow today whose wife, you know, everybody's getting these bowel disorders because of all the GMO and all the garbage and for about six months she's been taking Oxy-Powder every few weeks and guess what?
[01:34:58.381 --> 01:34:59.682]  Her inflammation is gone.
[01:34:59.722 --> 01:35:00.142]  She's better.
[01:35:00.483 --> 01:35:06.988]  I'm not saying it's a panacea for anybody but it's just higher level oxygen that releases in the upper and lower intestine and really cleans everything out.
[01:35:07.348 --> 01:35:09.089]  Some stuff sold out like Anthroplex.
[01:35:10.110 --> 01:35:23.945]  But the joint formula that's just, well, what is it, nine of the best known organic compounds to help with your joints and inflammation and to help the joints, you know, basically continue to be healthy or to, well, it does a lot.
[01:35:23.965 --> 01:35:27.229]  Just check out Joint Formula, mfulwarslife.com.
[01:35:27.629 --> 01:35:28.170]  Check it out.
[01:35:28.210 --> 01:35:31.554]  Today is the subsection for mfulwarstore.com.
[01:35:32.438 --> 01:35:41.661]  Again, that's InfoWarsLife.com is the subsection where you find all of the high-quality nutraceuticals that we produced with the top laboratories in the United States.
[01:35:41.681 --> 01:35:56.247]  These are true game changers where I set out with the top scientists, chemists, nutritionists, experts, medical doctors, you name it, to develop the ultimate high-quality affordable nutraceuticals with wide spectrum
[01:35:57.588 --> 01:36:05.424]  Benefits super male vitality super female vitality take secret 12 just super high quality methylcobalamin 80% of it is that
[01:36:07.600 --> 01:36:10.821]  And then the other 20% is another type of vitamin B12 that helps you absorb it better.
[01:36:11.542 --> 01:36:13.422]  And it is just simply amazing.
[01:36:14.203 --> 01:36:16.123]  Most of the stuff you go to the doctor to get is synthetic.
[01:36:16.203 --> 01:36:18.884]  This is the real, real thing.
[01:36:19.505 --> 01:36:20.585]  So many other products.
[01:36:20.685 --> 01:36:21.966]  Infowarslife.com.
[01:36:22.426 --> 01:36:25.407]  And we also have free shipping on orders of $50 or more.
[01:36:25.707 --> 01:36:28.148]  Free shipping at Infowarsstore.com.
[01:36:28.168 --> 01:36:29.228]  Infowarslife.com.
[01:36:29.708 --> 01:36:30.509]  And we also have
[01:36:31.289 --> 01:36:34.830]  Other great deals there on the site, like 10% off if you sign up for AutoShip.
[01:36:35.150 --> 01:36:46.532]  Whether it's our non-GMO, organically grown, southern Mexico, high mountain Chiapas, volcanic soil grown coffee, or whether it's Secret 12 or Supermill Vitality.
[01:36:46.912 --> 01:36:50.273]  Something you might want every 15 days, every month, every 60 days, every 90.
[01:36:50.773 --> 01:36:53.214]  You can choose right there and get 10% off.
[01:36:53.254 --> 01:36:54.354]  Cancel any time.
[01:36:55.506 --> 01:37:02.232]  With the auto ship, InfowarsStore.com again is the umbrella site for all of that and your purchases make the broadcast possible.
[01:37:03.473 --> 01:37:16.684]  Now I want to go to our reporter again who's pulled over Skyping in Richard Reeves somewhere in Pennsylvania on his way to Buffalo, New York to cover the big Trump primary that he's set to sweep.
[01:37:17.665 --> 01:37:19.127]  But we've got a major problem here.
[01:37:20.007 --> 01:37:21.569]  Whether you love Trump or hate Trump,
[01:37:23.007 --> 01:37:26.608]  I like him because he's a nationalist and against China and others having unfair trade deals.
[01:37:27.049 --> 01:37:35.632]  It's very, very simple why the Chinese president and the Chinese official communist papers are calling him Hitler when they have mobile execution vans killing their political dissidents.
[01:37:36.112 --> 01:37:43.675]  It's because if they have a 35 to 40 percent tariff, it varies, it's always going up and down, on a daily basis, set by the Communist Party against us.
[01:37:43.735 --> 01:37:44.836]  We can't compete in China.
[01:37:45.116 --> 01:37:47.917]  Plus, no environmental standards, no human rights.
[01:37:48.077 --> 01:37:50.198]  I mean, you just can't compete with China because it's rigged.
[01:37:51.038 --> 01:37:52.459]  And Trump says that's going to stop!
[01:37:54.448 --> 01:37:58.291]  And he's given money to anti-NAFTA and anti-GAFTA initiatives.
[01:37:58.311 --> 01:37:59.932]  He's spoken out against it for 25 years.
[01:38:00.393 --> 01:38:01.654]  That's why they hate him.
[01:38:03.475 --> 01:38:04.336]  He's got some problems.
[01:38:04.676 --> 01:38:05.617]  But he's a nationalist.
[01:38:05.657 --> 01:38:06.617]  He's a real person.
[01:38:06.958 --> 01:38:07.798]  They've got his number.
[01:38:08.058 --> 01:38:08.619]  They're scared.
[01:38:08.879 --> 01:38:13.883]  And you've got the Saudi Arabian government on the Human Rights Commission and others coming out saying, no, Donald Trump.
[01:38:14.243 --> 01:38:15.504]  You've got all this other censorship.
[01:38:15.744 --> 01:38:22.109]  You've got the Pope and the Mexican president, the former Mexican president, telling you as a citizen, bullying you, you can't have Donald Trump.
[01:38:23.350 --> 01:38:24.171]  And now in Tennessee.
[01:38:25.723 --> 01:38:26.183]  In Georgia.
[01:38:28.104 --> 01:38:28.645]  In Arizona.
[01:38:28.665 --> 01:38:29.685]  In all these other states.
[01:38:29.725 --> 01:38:30.246]  Louisiana.
[01:38:30.606 --> 01:38:32.507]  He wins by 10, 20 points.
[01:38:32.807 --> 01:38:34.868]  They just take the delegates and Ted Cruz wins.
[01:38:35.128 --> 01:38:38.990]  And then Ted Cruz, last week in Colorado, this weekend in Wyoming.
[01:38:39.331 --> 01:38:39.971]  Here's the headline.
[01:38:40.011 --> 01:38:48.336]  Cruz wins another voterless contest in Wyoming and has the nerve to call it, quote, a grassroots uprising.
[01:38:49.301 --> 01:38:55.945]  Man, I gotta tell you, Richard never liked Ted Cruz, and he's been heavily involved in Texas politics forever, since I met him 14 years ago.
[01:38:55.985 --> 01:38:57.025]  He's a delegate, you name it.
[01:38:58.046 --> 01:39:02.008]  He used to go to the RNC-DNC with me many years ago, so Richard's an old hand at this.
[01:39:02.648 --> 01:39:05.950]  He predicted all this happening, you know, 10 months ago on air, got Roger Stone on.
[01:39:06.470 --> 01:39:13.554]  But I gotta tell you, Richard, I'm really amazed at how naked and brazen they are.
[01:39:14.628 --> 01:39:15.809]  And it really freaks me out.
[01:39:15.829 --> 01:39:17.209]  I mean, I wonder what's next.
[01:39:17.869 --> 01:39:20.911]  The big banks say they're getting ready to do bail-ins, grab part of our bank accounts.
[01:39:20.951 --> 01:39:24.572]  I mean, this really shows how far down the rat hole we've got.
[01:39:24.592 --> 01:39:26.273]  So you've got a lot to break here today.
[01:39:26.773 --> 01:39:30.694]  A whole cornucopia of issues that you want to break down.
[01:39:30.734 --> 01:39:37.797]  Some of the inside Republican baseball you've been getting when you've been in all these big meetings and at these events and Stone and others helping you get behind the scenes.
[01:39:38.157 --> 01:39:39.898]  Now they're calling for Stone to be banned everywhere.
[01:39:39.938 --> 01:39:41.579]  They're claiming we're calling for violence.
[01:39:42.861 --> 01:39:45.843]  Well, the truth is, they're the ones intimidating free speech everywhere.
[01:39:45.863 --> 01:39:51.387]  Richard Reeves from beautiful, looks like a roadside park there in Pennsylvania.
[01:39:52.308 --> 01:39:53.789]  That's right, Alex, thank you very much.
[01:39:54.189 --> 01:39:57.331]  That is Interstate 80, one of the lifelines of this country.
[01:39:57.371 --> 01:40:00.293]  There's so much freight, so much trucking that goes across that.
[01:40:00.413 --> 01:40:03.836]  When I was a truck driver back in the 80s and 90s, unbelievable amount.
[01:40:03.856 --> 01:40:07.538]  That's the aorta of the United States right there, right along with I-95, I-35.
[01:40:09.199 --> 01:40:11.101]  Anyway, that's not what we're here to talk about.
[01:40:11.481 --> 01:40:26.196]  Basically, this is like that scene in The Wizard of Oz when you, Alex Jones, Toto, pull back the curtain and the wizard is back there feverishly flipping levers, hitting buttons, don't look at the man behind the curtain, and that's why they're acting the way they're acting.
[01:40:26.716 --> 01:40:44.066]  I mean they are really pulling out all the stops and one of the reasons you were talking about you know they hate Donald Trump for all these different reasons and one of those is because I think the issue of 9-11 truth prior to this election season was kind of like one of those Wile E. Coyote Roadrunner cartoons where Wile E. Coyote
[01:40:44.666 --> 01:41:04.308]  He's running up and and he's about to go off a cliff but he puts the brakes on he's sliding right to the edge and he comes to the edge and he's got one toe left on the edge of that cliff and he's just perfectly balanced and he can potentially keep himself from falling off and Donald Trump comes up and just a little puff
[01:41:05.123 --> 01:41:09.284]  And the Wile E. Coyote, 9-11 truth, going off the cliff in a big way.
[01:41:09.304 --> 01:41:09.685]  That's right.
[01:41:09.705 --> 01:41:16.467]  For those that don't know, it's all over the news, mainstream news, saying our government stood down 9-11, bare minimum, allowed Saudi Arabia to attack.
[01:41:16.527 --> 01:41:20.108]  And obviously there's more to it, but when this comes out, it is huge.
[01:41:20.928 --> 01:41:21.448]  It is huge.
[01:41:21.548 --> 01:41:23.610]  Alex, this is not going away, I don't think, this time.
[01:41:23.710 --> 01:41:29.213]  On at least probably three of the big Sunday talking head shows, this issue came up.
[01:41:29.293 --> 01:41:36.737]  And I think on every one of the 9-11, or every one of the big Sunday talking head shows, this story about Saudi Arabia potentially threatening out
[01:41:37.097 --> 01:41:40.758]  Threatening to take 750 billion dollars worth of investment in the United States.
[01:41:41.018 --> 01:41:43.038]  Talk about, are we worried about invasion?
[01:41:43.138 --> 01:41:44.899]  Hey, invasion has happened.
[01:41:44.939 --> 01:41:59.082]  If they have 750 billion dollars worth of assets... We're being held hostage by a third-generation dictatorship who literally ran a white slave trade, kidnapping women on the trade routes.
[01:41:59.122 --> 01:42:03.223]  I mean, that's who the Saudi royal family is, is the literal scum of the earth, slavers.
[01:42:04.062 --> 01:42:06.844]  Right, and just think about this, that they would make this threat.
[01:42:06.924 --> 01:42:13.690]  Oh, we're going to pull out our $750 billion worth of investment if you guys pass this legislation that 9-11 families can sue governments.
[01:42:14.110 --> 01:42:23.597]  Well, I tell you what, you know, just about everywhere I know of in the United States, a jury and a judge would say, hey, that sounds kind of like an admission of guilt to me, Alex.
[01:42:24.238 --> 01:42:25.379]  Sounds like terrorism to me.
[01:42:25.399 --> 01:42:26.119]  We're about to go to break.
[01:42:26.139 --> 01:42:28.141]  You've got a bunch of other points you're going to cover when we come back.
[01:42:28.401 --> 01:42:29.742]  Some of it breaking news on the campaign.
[01:42:29.782 --> 01:42:30.403]  Tell us what's coming up.
[01:42:31.092 --> 01:42:35.516]  Well, one of the things that's coming up is, you know, they've amped up the Hillary-Bernie horse race.
[01:42:35.756 --> 01:42:37.497]  Bernie lost this race a long time ago.
[01:42:37.557 --> 01:42:40.520]  The superdelegates, we talked about that way back in January.
[01:42:41.008 --> 01:42:46.070]  I think they're just amping it up to try to take some of the focus and some of the energy out of the Donald Trump campaign.
[01:42:46.430 --> 01:42:58.914]  But, you know, it just seems like... And the big one, Paul Ryan, you're going to hear it here first, is listed on FCC documents, or Federal Elections Commission documents, as a candidate getting ready to run for El Presidente with no votes.
[01:42:59.335 --> 01:43:01.855]  They'll just give it to him and he'll say, no one ever voted.
[01:43:02.556 --> 01:43:06.777]  What, is that conspiracy theorist Alex Jones or Matt Drudge telling you you vote?
[01:43:07.037 --> 01:43:08.678]  There was never votes in America.
[01:43:09.761 --> 01:43:10.802]  Hollywood actor.
[01:43:11.362 --> 01:43:12.904]  My name is Alex Jones.
[01:43:13.284 --> 01:43:19.229]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[01:43:19.449 --> 01:43:33.621]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day, swimming two, three miles a couple times a week, and lifting weights
[01:43:34.201 --> 01:43:36.123]  They're focusing on fighting the globalists.
[01:43:36.503 --> 01:43:44.329]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[01:43:44.549 --> 01:43:51.654]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[01:43:51.975 --> 01:43:57.699]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[01:43:57.839 --> 01:44:04.024]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[01:44:04.244 --> 01:44:10.507]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[01:44:11.007 --> 01:44:12.387]  Clean, pure drinking water.
[01:44:12.667 --> 01:44:13.948]  You can't survive without it.
[01:44:14.148 --> 01:44:15.048]  But where do you get it?
[01:44:15.349 --> 01:44:21.091]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:44:21.351 --> 01:44:27.094]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:44:27.254 --> 01:44:44.123]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:44:44.503 --> 01:44:46.624]  Filter capacity up to 5,000 gallons.
[01:44:47.005 --> 01:44:48.185]  Stainless steel construction.
[01:44:48.466 --> 01:44:49.226]  Easy assembly.
[01:44:49.506 --> 01:44:50.127]  Low maintenance.
[01:44:50.427 --> 01:44:52.228]  Replacement filters are simple to install.
[01:44:52.508 --> 01:44:59.613]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[01:44:59.793 --> 01:45:04.816]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[01:45:04.996 --> 01:45:07.558]  Go to InfowarsStore.com or call 888-253-3139.
[01:45:10.640 --> 01:45:19.653]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:45:19.733 --> 01:45:27.864]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:45:28.124 --> 01:45:32.806]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:45:32.986 --> 01:45:39.688]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:45:39.788 --> 01:45:46.871]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:45:46.971 --> 01:45:53.813]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:45:53.993 --> 01:45:58.335]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:45:58.475 --> 01:46:01.716]  Available in original or with our immune support infusion blend.
[01:46:01.856 --> 01:46:07.999]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:46:08.159 --> 01:46:09.840]  Available at InfoWarsLife.com
[01:46:10.600 --> 01:46:14.961]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[01:46:15.082 --> 01:46:17.282]  Ladies and gentlemen, I've been on this the last few months.
[01:46:17.382 --> 01:46:24.205]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:46:24.425 --> 01:46:27.686]  One of the worst things with most energy products is it's not sustainable, right?
[01:46:27.706 --> 01:46:28.886]  You're gonna crash afterwards.
[01:46:29.186 --> 01:46:35.588]  And the cool thing about this is it's not just a bunch of energy compounds that are gonna fire your brain up to a higher RPM or whatever, which it does do.
[01:46:35.828 --> 01:46:36.649]  This is sustainable.
[01:46:36.769 --> 01:46:37.409]  This isn't going
[01:46:37.449 --> 01:46:40.730]  It's a spike and you're going to collapse and you're going to feel really bad afterwards.
[01:46:40.950 --> 01:46:44.112]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:46:44.172 --> 01:46:47.213]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:46:47.253 --> 01:46:48.753]  We're looking at the television screen.
[01:46:48.773 --> 01:46:54.476]  For research purposes, whatever we've been doing, trying to learn something or staring at the computer all day, working, doing good, you're still damaging your brain.
[01:46:54.516 --> 01:47:00.358]  You will find Brain Force and other game-changing products at Infowarslife.com or call 888-253-3139.
[01:47:03.559 --> 01:47:09.709]  Get Brain Force at 25% off for a limited time at Infowarslife.com and we thank you for your support.
[01:47:14.056 --> 01:47:16.700]  You're listening to the Alex Jones Show.
[01:47:38.385 --> 01:47:44.507]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:47:44.908 --> 01:47:45.968]  It's Alex Jones.
[01:47:46.028 --> 01:47:49.049]  I was listening to that liner.
[01:47:50.790 --> 01:47:51.890]  Three or four years old.
[01:47:52.510 --> 01:47:57.452]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:47:58.593 --> 01:48:01.314]  And it was like when you go over a big hill in a car and your heart drops.
[01:48:02.227 --> 01:48:04.628]  I was like, we are the heart of the resistance.
[01:48:04.668 --> 01:48:05.429]  We're in trouble.
[01:48:06.109 --> 01:48:07.389]  We're about the best there is.
[01:48:08.570 --> 01:48:10.271]  I'm on the opposite of a power trip, folks.
[01:48:10.811 --> 01:48:14.713]  I'm running around here like a chicken with my head cut off meets Paul Revere.
[01:48:15.814 --> 01:48:22.737]  Just saying, look, folks, they got hundreds of farms across the United States growing humanoids inside cows.
[01:48:24.178 --> 01:48:25.418]  People say, so what's the point?
[01:48:25.538 --> 01:48:26.919]  We're not in Kansas anymore.
[01:48:29.653 --> 01:48:34.337]  And I was talking to my lawyer last week, and he said, yeah, my intern, not my intern, my paralegal brought this up to me.
[01:48:34.737 --> 01:48:36.318]  You're talking about humans growing in cows.
[01:48:36.338 --> 01:48:37.159]  What's this craziness?
[01:48:37.579 --> 01:48:38.880]  So I showed him a news article.
[01:48:39.040 --> 01:48:39.561]  I texted him.
[01:48:39.581 --> 01:48:40.441]  I was talking to him on the phone.
[01:48:40.461 --> 01:48:42.403]  He goes, wow, that's in MIT.
[01:48:42.423 --> 01:48:43.724]  And I went, yeah, man.
[01:48:44.925 --> 01:48:46.686]  Yeah, there's a lot of crazy stuff going on.
[01:48:46.706 --> 01:48:47.647]  That's all I'm saying.
[01:48:48.528 --> 01:48:50.089]  And we got to get a handle on this.
[01:48:50.149 --> 01:48:51.070]  It's out of control.
[01:48:52.685 --> 01:48:57.068]  I interviewed the FBI agents that were ordered to stand down before 9-11.
[01:48:57.168 --> 01:49:01.952]  I interviewed the NSA people that heard the calls.
[01:49:03.373 --> 01:49:05.394]  I've interviewed the colonels that were ordered to stand down.
[01:49:05.695 --> 01:49:07.476]  I've interviewed everybody, basically!
[01:49:07.496 --> 01:49:11.579]  Because I was the only one crazy enough to have whistleblowers on.
[01:49:11.599 --> 01:49:14.421]  The fact that I'm alive really is a marvel.
[01:49:16.923 --> 01:49:18.144]  I've told the story many times about
[01:49:19.266 --> 01:49:22.088]  My dad's first cousin, he called him his uncle because he was ten years older than him.
[01:49:22.128 --> 01:49:23.048]  He died a few years ago.
[01:49:23.068 --> 01:49:32.014]  He just marveled that I wasn't dead because that was the job he had, was going out and getting rid of people here in the United States for the Army.
[01:49:32.695 --> 01:49:39.699]  I mean, the public just needs to grow up, okay, and realize that we have an arrogant, out-of-control government that thinks it's God.
[01:49:41.060 --> 01:49:42.101]  And it's not God.
[01:49:44.322 --> 01:49:47.664]  And I mentioned this earlier, so I should play the clip or folks will say it doesn't exist.
[01:49:47.704 --> 01:49:48.345]  It's Bill Clinton.
[01:49:49.540 --> 01:49:50.961]  Has his truth moment.
[01:49:51.381 --> 01:49:54.882]  Bill Clinton, Sanders, backers would shoot every third person on Wall Street.
[01:49:55.162 --> 01:49:56.363]  That's actually a true statement.
[01:49:56.383 --> 01:50:06.507]  They're a bunch of evil people wearing Sanders shirts with red flags, with hammers and sickles, saying they're not communist, beating people up in wheelchairs.
[01:50:07.528 --> 01:50:08.608]  I even saw that in New York.
[01:50:08.648 --> 01:50:11.009]  I mean, and they can't even fight.
[01:50:11.089 --> 01:50:16.972]  People sit there and let them hit them like they swing their fists from the side like a four-year-old child would do.
[01:50:19.946 --> 01:50:22.688]  I mean, what are they going to do if they hit me and I, like, break their nose?
[01:50:22.829 --> 01:50:24.970]  I mean, and if I want to be mean, I'll aim up.
[01:50:25.110 --> 01:50:28.674]  I mean, what are you going to do when you get punched by a real American?
[01:50:31.556 --> 01:50:34.519]  You're going to sue me and then I'll have to go to court and show that you hit me first.
[01:50:34.579 --> 01:50:37.721]  I mean, I don't want to break your nose.
[01:50:39.102 --> 01:50:41.985]  If you punch me, I'm going to break your nose.
[01:50:46.389 --> 01:50:47.510]  Maybe I'll just break your jaw.
[01:50:49.864 --> 01:50:51.465]  It's kind of like a trick, breaking somebody's jaw.
[01:50:51.485 --> 01:50:52.346]  It's almost like it's magic.
[01:50:52.366 --> 01:50:58.109]  You just gotta punch full power, totally relaxed, punch around the side, just go... And then their jaw breaks, most of the time.
[01:50:58.690 --> 01:51:04.934]  I guarantee you this, they go down to the ground... Gonna be an old man, that even hurt my shoulder, doing that first little explosive move there.
[01:51:05.674 --> 01:51:06.875]  And it's nothing that I'm special.
[01:51:07.315 --> 01:51:08.216]  I'm just a throwback.
[01:51:08.356 --> 01:51:10.257]  I'm the standard model, off the shelf, a hundred years ago.
[01:51:10.277 --> 01:51:10.777]  You understand that?
[01:51:11.558 --> 01:51:13.079]  People need to ask themselves, what have they become?
[01:51:15.420 --> 01:51:16.521]  What have people turned into?
[01:51:20.950 --> 01:51:22.811]  By the way, people say, oh, you're not tough like you could be.
[01:51:22.831 --> 01:51:23.171]  Hey, whatever.
[01:51:23.511 --> 01:51:24.851]  I go out without bodyguards, folks.
[01:51:25.171 --> 01:51:26.112]  What's that tell you right there?
[01:51:28.572 --> 01:51:31.153]  Tells you that I'm not living in this cowardly fantasy land.
[01:51:32.113 --> 01:51:32.873]  I live in the real world.
[01:51:32.913 --> 01:51:33.654]  Back to Richard Reeves.
[01:51:33.714 --> 01:51:36.314]  Richard, you've got the floor until we end this transmission.
[01:51:36.715 --> 01:51:37.835]  Run through this laundry list.
[01:51:37.855 --> 01:51:38.735]  You've got a bunch of stuff.
[01:51:39.135 --> 01:51:42.556]  Paul Ryan gearing up to run, saying he won't.
[01:51:42.916 --> 01:51:44.737]  Other important Ted Bits, Richard Reeves.
[01:51:45.635 --> 01:51:46.456]  Alright Alex, thanks.
[01:51:46.716 --> 01:51:52.842]  You know, coming out of that bottom of the hour break, you were talking about the InfoWarriors support, not only financially, but also their prayers.
[01:51:52.922 --> 01:51:56.305]  I believe strongly their prayers have protected you for all these years.
[01:51:56.385 --> 01:52:00.669]  Who'd have ever thought that when you started this program back in the mid-90s, here we are in 2016.
[01:52:01.770 --> 01:52:03.391]  We are on the field, folks.
[01:52:03.531 --> 01:52:04.731]  We are making history.
[01:52:05.071 --> 01:52:11.033]  The reason the New World Order is doing all the ridiculous things they're doing is because the Infant Warriors are on the field.
[01:52:11.173 --> 01:52:11.834]  We are there.
[01:52:12.134 --> 01:52:13.174]  We are taking them on.
[01:52:13.214 --> 01:52:17.796]  Look, we've got a frontrunner that has talked about 9-11 truth, and he's a frontrunner?
[01:52:18.096 --> 01:52:18.476]  Come on!
[01:52:19.557 --> 01:52:21.998]  The Infowarriors, their prayers, their financial support.
[01:52:22.458 --> 01:52:26.960]  We're going to bring liberty and freedom, not just back into the United States, but we're going to bring it globally, Alex.
[01:52:27.260 --> 01:52:28.080]  And that's what's going to happen.
[01:52:28.100 --> 01:52:28.620]  We are.
[01:52:29.181 --> 01:52:31.702]  You've got a laundry list of stuff you texted me that was really powerful.
[01:52:31.922 --> 01:52:34.943]  Let me hit this point about Paul Ryan.
[01:52:34.963 --> 01:52:38.604]  You know, Paul Ryan came out last week and said, no way, no how, I'm running for president.
[01:52:38.964 --> 01:52:40.565]  Well, it turns out that Mitt Romney
[01:52:41.192 --> 01:52:52.615]  And Paul Ryan had filed statements of organization with the FEC as late as back in 2015, several documents, and the latest documents that have been filed with the FEC... Wait a minute, you mean they lie?
[01:52:52.675 --> 01:52:56.116]  Next you're going to tell them we used to have elections?
[01:52:56.856 --> 01:53:03.078]  Well, he told the truth that he wasn't going to run for president, but he didn't say anything about not running for VP, so he's already made a deal with Mitt Romney.
[01:53:03.518 --> 01:53:06.859]  If they have to parachute somebody in, it's going to be Mitt and Paul Ryan.
[01:53:07.699 --> 01:53:09.660]  Who were on the ticket together four years ago.
[01:53:10.503 --> 01:53:10.903]  That's right.
[01:53:10.943 --> 01:53:12.524]  They were on the ticket together four years ago.
[01:53:12.584 --> 01:53:17.106]  I guess they spooned and got along well four years ago, so they're going to try to do it again.
[01:53:17.166 --> 01:53:19.087]  But here's my thing, Alex.
[01:53:19.427 --> 01:53:22.408]  The establishment, one of their gambits is going into Cleveland.
[01:53:22.468 --> 01:53:30.512]  One of their gambits is they've always had a giant establishment majority in these conventions at the RNC every four years.
[01:53:30.852 --> 01:53:33.333]  They're counting on trying to have that again, but I got news for them.
[01:53:33.853 --> 01:53:39.495]  I think we're going to have an anti-establishment majority of 60 to 70 percent.
[01:53:39.755 --> 01:53:49.699]  I was about to say, even Politico has an article about all these white collar and even wealthy liberals that are sick of de-industrializing America, all these Reagan Democrats.
[01:53:50.339 --> 01:53:58.603]  Basically good liberals, that are liberal socially but don't want to destroy the country, and that their polls show blacks, you name it, massively going to Trump.
[01:53:59.083 --> 01:54:02.205]  I mean, look how many Hispanics he's been getting in different states in the primaries.
[01:54:02.405 --> 01:54:03.365]  That's why they're having to steal it.
[01:54:03.385 --> 01:54:04.025]  They're panicking.
[01:54:04.285 --> 01:54:05.706]  Everybody knows he's not Hitler.
[01:54:05.726 --> 01:54:11.829]  What do you think of the Communist Chinese generals calling in Hitler, when these people are the closest thing to Hitler I've seen?
[01:54:12.729 --> 01:54:16.171]  Well, you know, all these international leaders, they're just pulling their hair out.
[01:54:16.624 --> 01:54:30.306]  Because they're worried about Donald Trump cutting off their big financial gravy train with manufacturing, with jobs, with just... They've hijacked the country, sold America out, and they can't even believe he would dare think about stopping it.
[01:54:31.004 --> 01:54:42.169]  Well, they're used to having pallets of cash dropped on their countries out of C-130s, and they're facing that that might get stopped, and that somebody might actually care about the American people as a nationalist like Donald Trump.
[01:54:42.189 --> 01:54:51.333]  So, these international leaders, yeah, they're wetting their pants, they're quirking in their boots, whatever you want to call it, whatever cliche you want to use to say that, hey, they're really wide-eyed and
[01:54:51.593 --> 01:54:52.094]  I know this.
[01:54:52.434 --> 01:54:54.055]  This is an incredible time to be alive.
[01:54:54.195 --> 01:54:55.376]  What else is coming up?
[01:54:55.416 --> 01:54:57.118]  What are the ramifications of Colorado?
[01:54:58.039 --> 01:55:00.100]  You pointed out that Hillary's totally won and stolen it.
