[00:00:06.568 --> 00:00:07.403]  Sounded real when Chevy.
[00:23:26.125 --> 00:23:29.248]  CNN is so disgusting and dishonest, and I watch it.
[00:23:29.668 --> 00:23:30.629]  It is so unfair.
[00:23:30.649 --> 00:23:32.250]  They call it the Clinton News Network.
[00:23:32.690 --> 00:23:38.015]  If you saw her in the back of the plane, and she used the words bombs also, by the way, that's true.
[00:23:38.175 --> 00:23:42.018]  I heard, I didn't see it, but I heard I was criticized for calling it correctly.
[00:23:42.258 --> 00:23:43.819]  What I said was exactly correct.
[00:23:44.220 --> 00:23:46.822]  I should be a newscaster because I called it before the news.
[00:23:47.142 --> 00:23:48.663]  Yeah, you should be President of the United States.
[00:23:48.683 --> 00:23:51.805]  You've got all the stamina, all the smarts, everything we need for leadership.
[00:23:52.046 --> 00:23:53.286]  You don't want to sell the country out.
[00:23:53.767 --> 00:23:55.128]  You want to let us be competitive.
[00:23:55.828 --> 00:23:57.009]  You're not out to get the country.
[00:23:57.029 --> 00:23:58.330]  You don't want to mount our head on the wall.
[00:23:58.510 --> 00:23:59.110]  You're an American.
[00:23:59.271 --> 00:23:59.791]  He's an American.
[00:23:59.811 --> 00:24:01.112]  He wants to bring back the American system.
[00:24:01.152 --> 00:24:01.792]  Doesn't mean he's perfect.
[00:24:02.353 --> 00:24:02.473]  Now...
[00:24:04.261 --> 00:24:05.442]  Let's expand on this now.
[00:24:05.902 --> 00:24:06.463]  Let's go ahead.
[00:24:06.483 --> 00:24:15.309]  Now, this is a shorter clip because we played the minute and a half clip yesterday where she comes out and says, I heard about the bombs going off in New York and New Jersey and blah, blah, blah.
[00:24:15.489 --> 00:24:17.790]  And then CNN goes like a minute later.
[00:24:17.810 --> 00:24:21.853]  Now, Trump was precipitous and came out and said it was a bomb before we knew.
[00:24:21.873 --> 00:24:24.335]  They were still not calling it a bomb at that time.
[00:24:24.355 --> 00:24:25.316]  She goes, well, that's horrible.
[00:24:25.336 --> 00:24:26.196]  See, that's how bad he is.
[00:24:28.498 --> 00:24:32.581]  But then CNN after that would edit out the first part so she wouldn't look like
[00:24:34.386 --> 00:24:42.348]  A psychologically kleptocratic deceiver on par with the devil who tells a lie when the truth would suit him better.
[00:24:42.549 --> 00:24:43.129]  Let's play the clip.
[00:24:44.189 --> 00:24:50.371]  I've been briefed about the bombings in New York and New Jersey and the attack in Minnesota.
[00:24:52.517 --> 00:24:58.343]  Obviously, we need to do everything we can to support our first responders, also.
[00:24:58.923 --> 00:25:05.830]  Okay, so that's what she originally said that they cut out of the next clip where she criticizes Trump in the same minute and a half.
[00:25:06.471 --> 00:25:07.331]  Everybody's already seen that.
[00:25:07.812 --> 00:25:14.118]  Now let's go to the edited clip where they show her on the same plane, in the same minute and a half, criticizing Trump.
[00:25:14.218 --> 00:25:14.538]  Here it is.
[00:25:16.080 --> 00:25:20.463]  Obviously, we need to do everything we can to support our first responders.
[00:25:24.397 --> 00:25:25.397]  Pray for the victims.
[00:25:26.598 --> 00:25:28.878]  We have to let this investigation unfold.
[00:25:29.138 --> 00:25:41.601]  We've been in touch with various officials, including the mayor's office in New York, to learn what they are discovering as they conduct this investigation.
[00:25:42.241 --> 00:25:45.042]  And I'll have more to say about it when we actually know some facts.
[00:25:46.503 --> 00:26:01.517]  Well, I think it's important to know the facts about any incident like this.
[00:26:02.517 --> 00:26:10.505]  That's why it's critical to support the first responders, the investigators who are looking into it, trying to determine what did happen.
[00:26:12.108 --> 00:26:22.895]  I think it's always wiser to wait until you have information before making conclusions.
[00:26:23.416 --> 00:26:27.078]  Okay, so, on the timeline, we have it all DVR'd.
[00:26:27.999 --> 00:26:40.327]  Five minutes before, CNN put that out and said, moments ago, they have her live, talking to a few members of the press from her airplane, barely able to stand up, looking like she's on massive amounts of depressants, so she doesn't have more seizures.
[00:26:40.868 --> 00:26:41.108]  Okay?
[00:26:42.793 --> 00:26:43.714]  That's a society shit.
[00:26:44.756 --> 00:26:51.064]  And she says, well, I heard about the bombs going off in New York and New Jersey, then goes into that whole spiel you just heard, then criticizes Trump.
[00:26:52.146 --> 00:26:55.310]  A few minutes later, they re-air the clip and cut the front part off.
[00:26:56.252 --> 00:26:59.516]  Now, since Trump mentioned Bill Clinton,
[00:27:00.336 --> 00:27:03.557]  When you look at that collapse, that video that was taken, you wonder if
[00:27:23.135 --> 00:27:24.316]  If it's not more serious.
[00:27:24.576 --> 00:27:24.976]  No, no.
[00:27:25.016 --> 00:27:26.237]  She's been dehydrated.
[00:27:26.297 --> 00:27:33.941]  She's been, uh... Well, if it is, it's a mystery to me and all of her doctors, because it's frequently... Not frequently, I thought.
[00:27:34.822 --> 00:27:43.307]  Rarely, but on more than one occasion over the last many, many years, the same sort of things happened to her when she just got severely dehydrated.
[00:27:45.428 --> 00:27:46.549]  Here's the edited piece.
[00:27:49.431 --> 00:27:49.831]  No, no.
[00:27:49.871 --> 00:27:51.413]  She's been dehydrated.
[00:27:52.794 --> 00:27:55.176]  Well, if it is, it's a mystery to me and all of her doctors.
[00:27:55.596 --> 00:28:04.083]  Rarely, but on more than one occasion over the last many, many years, the same sort of things happened to her when she just got severely dehydrated.
[00:28:05.164 --> 00:28:06.004]  So, there you go.
[00:28:07.085 --> 00:28:15.632]  And unfortunately, we don't have enough time every day, and neither do you, to just go through all their different designs, all their deceptions, all the things they're doing.
[00:28:16.272 --> 00:28:17.794]  But I've got stacks
[00:28:19.119 --> 00:28:27.928]  of clips here, where they're editing, where they're censoring, where they're deceiving, where they're blocking, where they're controlling, and they're doing it more and more and more.
[00:28:28.228 --> 00:28:29.049]  Here's the good news.
[00:28:29.089 --> 00:28:34.054]  The American people are now watching and are now finally aware of this, so it's not going well.
[00:28:35.370 --> 00:28:50.036]  We've got massive coverage of the latest attacks, the manhunt, the fact that the supposed mastermind of all of this, the alleged mastermind, Ahmed Khan Rahami, has been shot twice and is wounded.
[00:28:50.116 --> 00:28:53.197]  Two police officers have also been wounded.
[00:28:53.237 --> 00:28:54.157]  That's being reported.
[00:28:54.618 --> 00:28:57.059]  The problem is CNN's reporting it, so you never know.
[00:28:57.439 --> 00:29:02.361]  But it's being reported by other news outlets, so it may be true, but only because
[00:29:03.968 --> 00:29:06.650]  They're getting the information from locals and then being forced to report it.
[00:29:07.111 --> 00:29:14.957]  It's a scary thing to know the type of things that CNN's been caught doing when they're in control of a story and are the ones running the whole show.
[00:29:15.118 --> 00:29:23.565]  Now, when we come back, I want to get into the Islamification of this country and the world and the master plan behind it.
[00:29:24.566 --> 00:29:27.368]  I want to play the ads that are airing in Sweden and Germany.
[00:29:28.209 --> 00:29:31.452]  Basically saying, your time is over, convert to Islam, submit to it.
[00:29:32.406 --> 00:29:38.429]  That is the plan, with the jihadi mayor of London here shaking his fist at us in New York today.
[00:29:38.449 --> 00:29:47.374]  Again, it's all part of rubbing our noses in it, dominating, squatting on top of us, and basically trying to make us submit to their tyranny.
[00:29:47.394 --> 00:29:49.095]  We've got a lot of other key clips.
[00:29:49.195 --> 00:29:53.357]  Michael Savage is joining us again, wow, twice in two weeks, and a lot more.
[00:29:53.377 --> 00:29:54.358]  Our reporters are in New York.
[00:29:54.378 --> 00:29:57.059]  On the march, the empire's on the run.
[00:29:57.979 --> 00:30:00.661]  Alex Jones and the GCN Radio Network.
[00:30:04.571 --> 00:30:09.174]  Could top Democrats push for a suspension of the presidential election if Hillary Clinton drops out due to her health?
[00:30:09.334 --> 00:30:13.017]  Would Obama then attempt to stay in office despite constitutional limits?
[00:30:13.297 --> 00:30:20.783]  In August, Secret Service sources told InfoWars that Hillary's campaign will be forced into making a big announcement soon regarding her medical condition.
[00:30:20.943 --> 00:30:25.226]  That announcement came September 11th when her campaign blamed pneumonia for her nasty fall.
[00:30:25.366 --> 00:30:32.691]  Although this explanation is already under severe doubt given that the campaign initially lied by claiming Hillary had merely overheated before her collapse in New York.
[00:30:32.952 --> 00:30:33.472]  Overheated?
[00:30:33.632 --> 00:30:36.093]  The temperature was in the low to mid 70s Fahrenheit.
[00:30:36.193 --> 00:30:44.297]  The Secret Service sources also told InfoWars that government vehicles that transport Hillary to campaign events had to be fitted with disabled access due to her health.
[00:30:44.417 --> 00:30:50.079]  Now we see why in the video shot on September 11th showing Secret Service having to practically carry Hillary into a vehicle.
[00:30:50.219 --> 00:30:56.905]  Paul Joseph Watson reported that top DNC strategists are now holding a crisis meeting to discuss whether to replace Hillary with another candidate.
[00:30:56.946 --> 00:30:59.828]  So will the establishment attempt to suspend the entire election?
[00:30:59.908 --> 00:31:02.691]  To find out more, visit InfoWars.com.
[00:31:02.771 --> 00:31:04.012]  This is Kit Daniels reporting.
[00:31:04.453 --> 00:31:10.619]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[00:31:10.979 --> 00:31:13.802]  Dr. Grip, you took years for you to develop DNA Force for us.
[00:31:14.182 --> 00:31:19.384]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:31:19.804 --> 00:31:25.766]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:31:25.926 --> 00:31:29.047]  Telomeres are the little cups on the end of our chromosomes.
[00:31:29.207 --> 00:31:30.648]  And when it runs out, you start dying.
[00:31:30.868 --> 00:31:35.012]  We chose the PQQ because it has over 175 different clinical trials.
[00:31:35.192 --> 00:31:38.055]  It's one of the most effective substances in the world.
[00:31:38.135 --> 00:31:39.717]  It works like an antioxidant.
[00:31:39.817 --> 00:31:42.980]  It works to repair nerve growth factor.
[00:31:43.280 --> 00:31:45.603]  So this is a formula to deliver the maximum amount.
[00:31:45.883 --> 00:31:46.844]  It's in powder form.
[00:31:46.944 --> 00:31:49.647]  We have so many five-star reviews.
[00:31:49.827 --> 00:31:50.828]  I take this.
[00:31:50.948 --> 00:31:52.229]  This is the product that I take.
[00:31:52.349 --> 00:31:54.311]  Infowarslife.com and the profit we make.
[00:31:55.132 --> 00:31:55.914]  We fight the Globals.
[00:31:55.934 --> 00:31:56.775]  We fight the New World Order.
[00:31:57.095 --> 00:32:01.281]  Secure your DNA Force today at Infowarslife.com or call toll free 888-253-3139.
[00:32:04.446 --> 00:32:13.471]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best-tasting, 100% organic coffee on the planet.
[00:32:13.531 --> 00:32:21.775]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:21.935 --> 00:32:26.598]  We have now managed to secure these sought-after beans in a highly customized blend.
[00:32:26.818 --> 00:32:33.522]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:32:33.602 --> 00:32:40.686]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:32:40.786 --> 00:32:42.587]  Hands down, this is my favorite coffee.
[00:32:42.687 --> 00:32:47.650]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:32:47.810 --> 00:32:52.153]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:32:52.293 --> 00:32:55.495]  Available in original or with our immune support infusion blend.
[00:32:55.675 --> 00:33:01.800]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:33:01.960 --> 00:33:04.182]  Available at Infowarslife.com.
[00:33:12.188 --> 00:33:14.270]  Waging war on corruption.
[00:33:16.572 --> 00:33:22.236]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:33:27.909 --> 00:33:32.073]  We have so much to cover.
[00:33:32.113 --> 00:33:35.236]  Quite frankly, I probably shouldn't even announce this or launch this today, but I am.
[00:33:36.957 --> 00:33:37.898]  We spent a lot of money on it.
[00:33:39.019 --> 00:33:39.700]  It's a free app.
[00:33:39.720 --> 00:33:47.126]  In about two months, part two will be added to the app, where it's going to have even more incredible features, but it's got a bunch of them right now.
[00:33:49.008 --> 00:33:52.151]  We've got an app that we came out with about five years ago that's just an audio app.
[00:33:52.898 --> 00:33:54.799]  That over a million people have downloaded for free.
[00:33:55.139 --> 00:33:56.620]  It's the Apple app.
[00:33:57.141 --> 00:34:00.763]  There's a bunch of other apps that are out there that other people have made.
[00:34:00.823 --> 00:34:03.004]  They're Droid apps that are not ours.
