[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[00:23:58.839 --> 00:23:59.640]  Now we know she does.
[00:23:59.940 --> 00:24:00.821]  Now we know there's a cover-up.
[00:24:01.442 --> 00:24:07.548]  They say don't talk about all these other things because the head of CNN has told everybody you don't do it.
[00:24:07.828 --> 00:24:08.889]  Same thing with MSNBC.
[00:24:09.249 --> 00:24:12.812]  So it's our job at Infowars to break through that electronic Berlin Wall.
[00:24:13.735 --> 00:24:14.736]  And to force that discussion.
[00:24:15.116 --> 00:24:16.657]  Does Alex Jones get demonized?
[00:24:16.697 --> 00:24:17.497]  Do I get attacked?
[00:24:17.517 --> 00:24:18.938]  Do I get ridiculed by mainstream media?
[00:24:18.998 --> 00:24:19.498]  Absolutely.
[00:24:20.159 --> 00:24:21.880]  And 15 years ago, that would hurt us.
[00:24:21.920 --> 00:24:23.881]  They still had maybe 40% credibility.
[00:24:25.122 --> 00:24:26.522]  They have 6% credibility.
[00:24:29.524 --> 00:24:35.588]  This is a criminal, deceptive combine that admittedly the WikiLeaks prove even more, get daily directives and talking points.
[00:24:35.608 --> 00:24:36.168]  We already know that.
[00:24:37.381 --> 00:24:46.783]  And it's the non-talking point media that's only a handful of groups that now has more viewers and listeners than all the giant spectrum of mainstream media that's falling apart.
[00:24:47.343 --> 00:24:50.904]  And their answer, as they fall apart, is to get the wagons closer together.
[00:24:53.624 --> 00:24:55.205]  To centralize the control even more.
[00:24:55.245 --> 00:24:56.805]  I have a stack of WikiLeaks after the break.
[00:24:56.825 --> 00:24:57.965]  I'm going to go over that to show that.
[00:24:58.966 --> 00:24:59.566]  The latest ones.
[00:24:59.986 --> 00:25:00.706]  Total control.
[00:25:00.966 --> 00:25:05.707]  When she's on CNN, when she's on MSNBC, there is a teleprompter behind the reporter.
[00:25:07.642 --> 00:25:09.083]  He's asking prepared questions.
[00:25:09.563 --> 00:25:11.684]  She is responding in a totally scripted event.
[00:25:11.965 --> 00:25:13.245]  We already knew that from the emails.
[00:25:13.325 --> 00:25:15.387]  Now it comes out that the whole thing's scripted.
[00:25:16.007 --> 00:25:16.667]  Word for word.
[00:25:17.748 --> 00:25:19.529]  Actors, actresses at her events.
[00:25:19.709 --> 00:25:20.570]  Fake town halls.
[00:25:21.410 --> 00:25:24.952]  When she does have real ones, people show up behind her with Bill Clinton rape shirts.
[00:25:25.933 --> 00:25:27.394]  Obama goes out in public yesterday.
[00:25:27.714 --> 00:25:32.337]  Three people, over 20 minutes, pop up and say Bill Clinton's a rapist and expose it.
[00:25:33.257 --> 00:25:34.678]  He then goes into the whole diatribe that
[00:25:37.617 --> 00:25:39.057]  Oh, this demonization campaign.
[00:25:39.457 --> 00:25:45.959]  This talk show host you wouldn't name, but everybody in the news is seeing your name, Alex Jones, says I'm literally a demon and stink.
[00:25:46.019 --> 00:25:48.939]  Well, I mean, I asked people, why are there always flies landing on you and Hillary?
[00:25:48.959 --> 00:25:50.980]  And they said, we don't know what it is, but they both smell.
[00:25:51.120 --> 00:25:52.160]  And they didn't say sulfur.
[00:25:52.180 --> 00:25:56.141]  They actually said, like, like, S.H., you know what?
[00:25:56.161 --> 00:26:02.502]  I don't know what's going on with you people, but hey, Mao Zedong reportedly stunk so bad, even when he was young.
[00:26:03.242 --> 00:26:03.622]  Look it up!
[00:26:04.483 --> 00:26:04.803]  Linen.
[00:26:05.383 --> 00:26:06.043]  Totally stunk.
[00:26:09.326 --> 00:26:13.010]  These people just, I guess they don't care about anybody, so they don't even take baths or something, I don't know.
[00:26:13.270 --> 00:26:18.896]  The point is, is that she funds jihadis worldwide, kills hundreds of thousands of Christians, that's demonic.
[00:26:19.097 --> 00:26:23.041]  They fund abortuaries selling 8th and 9th month baby parts.
[00:26:23.081 --> 00:26:24.623]  They keep babies alive while they butcher them.
[00:26:25.203 --> 00:26:26.104]  They try to cover up that.
[00:26:26.124 --> 00:26:31.170]  Obama hates bitter clingers on the Bible and the guns.
[00:26:33.370 --> 00:26:37.393]  But the most interesting part is they say, how dare them become so mean and vitriolic.
[00:26:37.613 --> 00:26:39.355]  They say we're doing that because we're losing.
[00:26:40.116 --> 00:26:43.098]  No, we defeated you trying to block the Tea Party Liberty Movement.
[00:26:43.178 --> 00:26:44.199]  It's surging, you know it.
[00:26:44.439 --> 00:26:46.200]  You actually admit that in your internal WikiLeaks.
[00:26:46.321 --> 00:26:47.121]  We covered it yesterday.
[00:26:47.982 --> 00:26:49.083]  They admit we're winning, they're losing.
[00:26:51.265 --> 00:26:51.725]  So what do they do?
[00:26:51.765 --> 00:26:52.726]  They say we're being mean.
[00:26:53.026 --> 00:26:57.770]  You say that half of the Trump supporters are deplorable racists.
[00:26:58.751 --> 00:27:01.213]  Then you say I'm racist with no history or no statement of that.
[00:27:02.335 --> 00:27:09.480]  You then say, your surrogates on CNN, MSNBC, ABC say actually all Trump supporters are deplorable.
[00:27:09.760 --> 00:27:13.283]  Trump supporters are attacked nationwide, physically.
[00:27:14.744 --> 00:27:19.227]  Trump towers are firebombed, vandalized on a weekly basis.
[00:27:20.488 --> 00:27:22.429]  You call us all sorts of horrible names.
[00:27:22.930 --> 00:27:25.371]  You say if we don't support Obamacare, that's a giant screwjob.
[00:27:27.753 --> 00:27:28.954]  That we're racists.
[00:27:31.015 --> 00:27:31.776]  Oh, that's okay.
[00:27:33.635 --> 00:27:34.416]  All that's okay.
[00:27:35.136 --> 00:27:38.519]  But then we stand up for ourselves, and you again try to dictate the rules.
[00:27:39.540 --> 00:27:49.769]  So this is about a facade media that has almost no viewers, no listeners, getting together and just creating the hoax.
[00:27:49.829 --> 00:28:01.619]  The only power they have is that they are so lock-stepped, so they put out the exact same talking point, and even people don't trust mainstream media, when they see it in a hundred newspapers and ten different networks, all said the same way,
[00:28:02.674 --> 00:28:07.975]  And they've got MSNBC, CNN, ABC, NBC, CBS going, Bill Clinton never settled sexual assault cases.
[00:28:08.195 --> 00:28:10.336]  Bill Clinton never, even though he settled like four of them.
[00:28:11.316 --> 00:28:14.977]  People start questioning, kind of like, there is no death panel on Obamacare.
[00:28:15.097 --> 00:28:15.877]  It is free.
[00:28:16.237 --> 00:28:17.518]  You can keep your doctor.
[00:28:20.058 --> 00:28:21.479]  And then people started getting the fines.
[00:28:22.139 --> 00:28:22.839]  The price went up.
[00:28:23.749 --> 00:28:31.512]  You learned it was a screw job, and then they were so arrogant, Gruber and others, the architects, would go on C-SPAN and say, thank God the public's so dumb.
[00:28:32.232 --> 00:28:49.779]  Now they have celebrations on Charlie Rose's show, saying, thank God they're so dumb, we told them you can get your doctor, and all the sick little lawyers in a club, these young punk lawyers that help write it, brag to Rose that they helped screw the American people, because they don't think you watch Charlie Rose.
[00:28:51.738 --> 00:28:56.882]  They want, criminals want to celebrate the criminal action in their own criminal organization.
[00:28:56.902 --> 00:28:57.583]  This is criminology.
[00:28:59.464 --> 00:29:05.489]  So that's why there's all these videos of the head of the State Department spokesperson, you know, saying, ha ha ha, thank God we're so corrupt, they're so dumb.
[00:29:05.909 --> 00:29:12.915]  That's why you see Gruber sing, and it's why you see these celebrations, is because, we played the videos last week, is because they want to rub it into you.
[00:29:13.135 --> 00:29:16.818]  Remember the top WikiLeaks, from their top advisor,
[00:29:17.967 --> 00:29:28.691]  To Hillary, Mr. Ivey, he says, as I've mentioned, we've all been quite content to demean government, drop civics, and in general conspire to produce unaware and compliant citizenry, he writes.
[00:29:29.492 --> 00:29:30.052]  He's serious.
[00:29:30.492 --> 00:29:32.173]  He goes, and the unawareness remains strong.
[00:29:32.913 --> 00:29:34.714]  But compliance is obviously fading rapidly.
[00:29:36.576 --> 00:29:39.757]  The problem demands some serious, serious thinking and not just poll driven.
[00:29:39.997 --> 00:29:41.598]  We want demographically inspired messaging.
[00:29:41.758 --> 00:29:42.358]  That means race war.
[00:29:42.779 --> 00:29:45.139]  And that's come out in the Soros emails.
[00:29:46.120 --> 00:29:47.320]  So now you understand.
[00:29:47.701 --> 00:29:48.461]  They're sinking.
[00:29:48.701 --> 00:29:49.441]  They're imploding.
[00:29:49.721 --> 00:29:56.964]  Their only move now is to try to steal the election and start all sorts of civil war, class war in America.
[00:29:57.424 --> 00:29:58.485]  A 1917 operation.
[00:29:59.445 --> 00:30:00.346]  We're on the march.
[00:30:00.826 --> 00:30:02.446]  The empire's on the run.
[00:30:03.367 --> 00:30:06.048]  Alex Jones and the GCN Radio Network.
[00:30:10.663 --> 00:30:15.606]  There's an unprecedented crackdown underway against Christians worshipping in secret in Iran.
[00:30:15.787 --> 00:30:20.910]  Iranian police enter family parties and weddings in an effort to find those who turned their backs on Islam.
[00:30:21.190 --> 00:30:33.178]  Iranian Christian news source Mohabbat News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[00:30:33.278 --> 00:30:40.483]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[00:30:40.503 --> 00:30:40.863]  I think so.
[00:31:10.911 --> 00:31:12.633]  Electrify your day with Secret 12.
[00:31:13.233 --> 00:31:14.554]  It's like lightning in a bottle.
[00:31:14.795 --> 00:31:18.318]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:31:18.698 --> 00:31:26.425]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:31:26.645 --> 00:31:31.450]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:31:31.610 --> 00:31:37.075]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:31:37.415 --> 00:31:44.937]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:31:45.178 --> 00:31:49.639]  It pairs two forms of vitamin B12 into one explosive formula.
[00:31:49.899 --> 00:31:58.702]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[00:31:58.922 --> 00:32:02.225]  Electrify your mind and body and take your health to the next level.
[00:32:02.485 --> 00:32:06.168]  Experience the power of Seeker 12 at Infowarslife.com.
[00:32:06.388 --> 00:32:08.450]  That's Infowarslife.com.
[00:32:10.251 --> 00:32:11.633]  Clean, pure drinking water.
[00:32:11.913 --> 00:32:13.214]  You can't survive without it.
[00:32:13.394 --> 00:32:14.295]  But where do you get it?
[00:32:14.595 --> 00:32:20.360]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:32:20.580 --> 00:32:26.305]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:32:26.485 --> 00:32:43.352]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:32:43.732 --> 00:32:45.874]  Filter capacity up to 5,000 gallons.
[00:32:46.234 --> 00:32:47.435]  Stainless steel construction.
[00:32:47.695 --> 00:32:48.476]  Easy assembly.
[00:32:48.736 --> 00:32:49.356]  Low maintenance.
[00:32:49.656 --> 00:32:51.458]  Replacement filters are simple to install.
[00:32:51.738 --> 00:32:58.863]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:32:59.023 --> 00:33:04.027]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:33:04.227 --> 00:33:06.789]  Go to InfowarsStore.com or call 888-253-3139.
[00:33:14.562 --> 00:33:16.803]  It's Wednesday, October 12th, 2016.
[00:33:18.604 --> 00:33:21.866]  Only 26 days left in the final countdown.
[00:33:22.606 --> 00:33:23.807]  Election 2016.
[00:33:25.188 --> 00:33:26.769]  Americanism vs. Globalism.
[00:33:27.909 --> 00:33:32.672]  You're listening to the Alex Jones Show, broadcasting from Austin, Texas, worldwide.
