[00:00:14.902 --> 00:00:16.103]  Isn't this Bing Crosby?
[01:28:55.032 --> 01:28:55.493]  No, no, I hear you.
[01:28:55.513 --> 01:28:57.655]  Let me give you the inside baseball.
[01:28:58.516 --> 01:28:59.036]  Here's the problem.
[01:28:59.056 --> 01:29:00.337]  At this level, they're all watching.
[01:29:00.378 --> 01:29:02.480]  Should I give people the inside baseball?
[01:29:02.500 --> 01:29:03.140]  Should I let you know?
[01:29:03.160 --> 01:29:05.923]  I think they're smart enough to already know.
[01:29:09.305 --> 01:29:12.246]  As Americans, this whole country is under attack.
[01:29:12.786 --> 01:29:14.367]  And the reason why is very simple.
[01:29:14.407 --> 01:29:18.088]  If you don't take down the biggest guy on the block, then you don't have anything yet.
[01:29:18.809 --> 01:29:25.691]  And so this new world order, most of the people around the world have no idea what's going on, so they're very easy to knock over.
[01:29:26.192 --> 01:29:32.374]  But America has always been on the forefront of intellectual and education and knowledge.
[01:29:33.034 --> 01:29:57.077]  technology so unless you can destroy this base of resistance to tyranny then you haven't done anything that's why they are continuing to attack America because America is the only country left that offers freedom and liberty and justice for all and all of that kind of ideas and thinking that came that came out of the Renaissance and so
[01:29:57.837 --> 01:29:58.677]  Yeah, you're right.
[01:30:00.358 --> 01:30:01.438]  We are under attack.
[01:30:01.458 --> 01:30:25.787]  This is why in the book, Fire in the Minds of Men, James Billington, who is today the Chief Librarian for the Library of Congress, this is Bill Slouch, Chief Librarian for the Library of Congress, wrote a book called Fire in the Minds of Men, in which he explained this whole idea of calling things democratic.
[01:30:26.507 --> 01:30:26.708]  I think?
[01:30:37.492 --> 01:30:46.377]  We need to understand that when you use the word democratic today, it does not mean the people's democratic thinking and from the Grecian Empire.
[01:30:46.397 --> 01:30:52.301]  We're talking about corporate democracy, which is actually today called communism.
[01:30:52.801 --> 01:30:58.365]  Sure, so we're not talking about a constitutional republic like ours, the first and pretty much only.
[01:30:58.385 --> 01:30:58.785]  No, not at all.
[01:30:58.805 --> 01:31:05.209]  We're talking about a democratic republic, which means a politburo, a secretariat, a totally staged event.
[01:31:05.869 --> 01:31:27.458]  Precisely, and that's exactly why today the communist movement throughout the world is absolutely elated when Obama was made president, because finally, they finally got a full-blown Marxist-Leninist Soviet communist, old-school Soviet communist
[01:31:28.338 --> 01:31:34.859]  Oh, they even use the classic communist paintings where it shows her face and other faces and it's the exact same iconography.
[01:31:55.863 --> 01:31:56.484]  Absolutely.
[01:31:56.564 --> 01:32:04.406]  So, you need to understand that democracy today in America is not a people's democracy where people matter.
[01:32:04.666 --> 01:32:08.688]  It's a corporate democracy under world communism.
[01:32:08.908 --> 01:32:12.749]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[01:32:13.069 --> 01:32:20.292]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[01:32:20.532 --> 01:32:31.703]  The all-new Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:32:31.983 --> 01:32:39.490]  In the history of Infowars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[01:32:39.790 --> 01:32:43.551]  But I am most proud of the product we're now launching today.
[01:32:43.691 --> 01:32:53.654]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:32:53.894 --> 01:33:00.617]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[01:33:00.957 --> 01:33:02.277]  That means it's clean.
[01:33:02.417 --> 01:33:03.517]  That means it's pure.
[01:33:03.577 --> 01:33:06.278]  That's infowarswife.com and Vitamin Mineral Fusion.
[01:33:06.498 --> 01:33:08.179]  Take action now before we sell out.
[01:33:11.488 --> 01:33:17.451]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:31.038 --> 01:33:37.282]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:33:38.939 --> 01:33:47.106]  Well, I was told this a few hours ago when I was still at home, and then I got some calls here about 30 minutes ago, and it just went live on Infowars.com.
[01:33:48.387 --> 01:33:52.570]  Trump names Priebus, chief of staff, Bannon's senior counselor.
[01:33:53.611 --> 01:33:55.552]  Now, again, Priebus knows how D.C.
[01:33:55.592 --> 01:33:55.853]  works.
[01:33:55.893 --> 01:33:57.454]  He knows who the people are.
[01:33:57.474 --> 01:33:58.295]  He knows Congress.
[01:33:58.915 --> 01:34:02.638]  He stabbed Trump in the back, I don't know, 40 times, is what I was told by an insider.
[01:34:04.099 --> 01:34:07.382]  And Trump knows that, but, I mean, these people roll over to whoever their master is.
[01:34:07.402 --> 01:34:08.403]  That's what they do, is follow orders.
[01:34:09.443 --> 01:34:18.087]  So if he knows, kind of like the janitor that knows where all the keys fit and where all the detergent is, I'm trusting Trump because the enemy hates him.
[01:34:18.587 --> 01:34:21.808]  He's already trying to deliver on tax cuts, controlling the border, and so much more.
[01:34:21.868 --> 01:34:24.809]  But stuff on InfoWars.com is from Fox News.
[01:34:25.269 --> 01:34:28.271]  Trump names Priebus Chief of Staff Bannon Senior Counselor.
[01:34:29.851 --> 01:34:33.673]  So that just means that Bannon will be up there helping make the decisions, but then Priebus will carry out the will.
[01:34:33.693 --> 01:34:34.353]  So that's a good thing.
[01:34:34.753 --> 01:34:37.975]  Trump said that Priebus and Bannon will work as equal partners.
[01:34:38.055 --> 01:34:38.575]  So that's good.
[01:34:40.407 --> 01:34:46.851]  President-elect Donald Trump on Sunday appointed Republican National Committee Chairman Rentz Priebus as the White House.
[01:34:46.971 --> 01:34:48.893]  That's almost like putting Paul Ryan in.
[01:34:48.933 --> 01:34:52.435]  I mean, Paul Ryan's many times worse and a total demon.
[01:34:52.475 --> 01:35:00.421]  But Trump also announced that campaign CEO Stephen Bannon, the executive chairman of Breitbart News, will be his chief strategist and senior counselor.
[01:35:01.121 --> 01:35:06.304]  Bannon was notably given top billing in the press release announcing the appointments, and that's what I was going to say earlier.
[01:35:06.764 --> 01:35:07.624]  We have this clip.
[01:35:08.145 --> 01:35:13.147]  Kathleen Conway said Steve Bannon has been the general in this campaign, but says that Priebus is being looked at.
[01:35:13.487 --> 01:35:17.589]  Let's cue that up, play that, and then go back to phone calls, because this really says it all.
[01:35:17.889 --> 01:35:20.471]  Now again, Trump said 100 with me.
[01:35:22.298 --> 01:35:23.378]  And he's staying at 100.
[01:35:24.279 --> 01:35:26.239]  He gets in in 60-something days.
[01:35:27.000 --> 01:35:27.800]  We see delivery.
[01:35:28.360 --> 01:35:28.700]  67 days.
[01:35:29.401 --> 01:35:30.581]  We see him fighting hard on this.
[01:35:30.621 --> 01:35:31.061]  That's great.
[01:35:31.621 --> 01:35:34.442]  But these Republican weasels will tell him whatever they want to hear.
[01:35:34.462 --> 01:35:39.164]  Oh, they're cooking up scandals behind the scenes and leaking information to everybody under the sun.
[01:35:39.884 --> 01:35:42.225]  And I think he just put Henry Kissinger in his administration.
[01:35:43.006 --> 01:35:44.086]  I think this is a bad move.
[01:35:48.891 --> 01:35:50.992]  And I told him it was a bad move Friday, but whatever.
[01:35:51.012 --> 01:35:52.213]  Trump can do whatever he wants, I'm sure.
[01:35:52.253 --> 01:35:53.854]  He's smarter than I am anyway, so whatever.
[01:35:54.915 --> 01:35:55.595]  I'm not pissed.
[01:35:55.635 --> 01:35:56.556]  I'm very, very happy.
[01:35:56.636 --> 01:35:58.777]  We've defeated the globalists on so many fronts.
[01:36:00.038 --> 01:36:01.019]  The media is discredited.
[01:36:01.039 --> 01:36:01.939]  The pollsters are discredited.
[01:36:01.959 --> 01:36:02.880]  They're in total pain.
[01:36:03.680 --> 01:36:05.481]  Trump's getting ready to turn the power plants back on.
[01:36:05.522 --> 01:36:07.743]  I mean, he's not out to get us.
[01:36:07.823 --> 01:36:08.383]  It's wonderful.
[01:36:09.044 --> 01:36:10.845]  But I'll tell you what I really think.
[01:36:10.865 --> 01:36:15.248]  I think Priebus is a grand weasel.
[01:36:16.314 --> 01:36:17.775]  But maybe he can be Trump's weasel.
[01:36:17.815 --> 01:36:21.657]  Maybe he's just, you know, maybe he's just a good little servant and does whatever he's told.
[01:36:21.717 --> 01:36:25.279]  I mean, I've seen a major flip in some media figuring out there's a new sheriff in town.
[01:36:25.319 --> 01:36:25.679]  We'll see.
[01:36:26.240 --> 01:36:32.043]  But here is Conway, former head of the campaign, the spokeswoman, talking about this earlier today.
[01:36:32.790 --> 01:36:44.358]  The two leading candidates are reportedly Republican party chair and insider Reince Priebus and campaign CEO Steve Bannon, who's a fierce anti-establishment critic of Washington.
[01:36:45.319 --> 01:37:00.650]  Won't that, Kellyanne, tell us a lot about how Mr. Trump plans to govern, whether he chooses an insider, maybe he still wants to change it, but by using an insider, or whether he chooses somebody from the outsider who really does view Washington as a swamp?
[01:37:02.102 --> 01:37:10.951]  Well, it tells you a great deal about President Trump that both of those men are thought to have very important roles in his administration, very senior roles.
[01:37:11.491 --> 01:37:14.535]  And that, regardless of title, that is absolutely what's going to happen.
[01:37:14.555 --> 01:37:20.701]  And that is probably the case for most of his very small but loyal and frankly effective senior team in our circle.
[01:37:21.221 --> 01:37:27.304]  But I, you know, the thing about Steve Bannon that people don't understand is that in this campaign he's been the general.
[01:37:27.444 --> 01:37:31.566]  And he's worked very closely with Reince Priebus and the rest of us as part of that small core team.
[01:37:31.926 --> 01:37:34.087]  We couldn't have done it without Priebus or Bannon.
[01:37:34.207 --> 01:37:36.328]  I can say that unequivocally as the campaign manager.
[01:37:36.348 --> 01:37:38.649]  Sure, and we weren't there for all things that happened.
[01:37:38.709 --> 01:37:40.970]  And by the way, I never convince myself of what I want to believe.
[01:37:40.990 --> 01:37:42.210]  I go with my gut.
[01:37:42.991 --> 01:37:45.852]  And I don't trust Priebus, but I'll say this, it just clicked.
[01:37:46.960 --> 01:37:48.100]  Trump is really smart.
[01:37:48.401 --> 01:38:02.286]  He's got the outsider that'll give him the vice and be his chief counselor, who then just send a little gremlin down the rat hole, a little goblin, to take him through the different portals and different entrances and exits.
[01:38:02.326 --> 01:38:05.247]  And I'll say this, knowing Trump, because it all just clicked while I was watching that clip.
[01:38:05.967 --> 01:38:09.029]  If Priebus doesn't deliver, his ass will be gone in a month or two.
[01:38:09.589 --> 01:38:14.511]  In fact, I think once Priebus, I'm predicting this now, unless he totally rolls over to Liberty,
[01:38:15.458 --> 01:38:17.219]  But Trump never forgives a traitor, I can tell you that.
[01:38:18.179 --> 01:38:20.321]  I think Priebus is gone in 90 days.
[01:38:20.821 --> 01:38:22.182]  After they're in office.
[01:38:23.442 --> 01:38:31.807]  I'll bet you that by... I bet by May of 2017, Priebus is gone.
[01:38:32.007 --> 01:38:32.647]  Or demoted.
[01:38:33.828 --> 01:38:34.228]  You heard it.
[01:38:35.845 --> 01:38:40.491]  Because I know how Trump works, and I know my gut tells me he's on the right target, and I know the enemy is scared of him.
[01:38:40.531 --> 01:38:41.131]  But here's the deal.
[01:38:41.732 --> 01:38:42.433]  I don't want to say this.
[01:38:42.473 --> 01:38:44.215]  We got 67 days left.
[01:38:44.355 --> 01:38:45.637]  The globalists are scared to death.
[01:38:46.037 --> 01:38:50.202]  If Trump doesn't play possum a little bit, they'll probably try to kill him or start a war.
[01:38:50.242 --> 01:38:50.583]  I don't know.
[01:38:51.224 --> 01:38:53.606]  The problem is they're, well, they underestimated Trump already, so.
[01:38:55.247 --> 01:38:57.828]  The point is, is that I think, I'm betting on Trump.
[01:38:58.628 --> 01:39:01.329]  I mean, he's already trying to get rid of the Obamacare.
[01:39:01.349 --> 01:39:03.110]  Oh, that's another lie, he's not getting rid of Obamacare.
[01:39:03.870 --> 01:39:05.811]  He's getting rid of the provision that is the forced mandate.
[01:39:06.531 --> 01:39:10.952]  But that insurance companies have to have pre-existing condition if they take your money, that's only fair.
[01:39:11.713 --> 01:39:18.655]  And that 26-year-olds, you're 26 and you're telling your parents insurance, that sounds reasonable because that's when you're out of college by then.
[01:39:19.815 --> 01:39:20.916]  That's stuff that everybody agreed to.
[01:39:21.578 --> 01:39:25.839]  But then they spin it, oh, he backed off, oh, he's not gonna deport every person illegally!
[01:39:25.859 --> 01:39:27.820]  He's not gonna have a force that goes to every building!
[01:39:28.140 --> 01:39:29.440]  We already have a force that does that.
[01:39:29.820 --> 01:39:36.962]  But notice, Paul Ryan comes out and lies there by the news and goes, I'll assure you, we're not doing any of this, Congress isn't doing it, I speak for Trump.
[01:39:37.002 --> 01:39:37.202]  What?
[01:39:38.642 --> 01:39:43.943]  Undermining him, undermining, undermining, playing games, because he wants the big money.
[01:39:43.983 --> 01:39:47.124]  He's still, we haven't kicked the globalists out yet, we haven't drained the swamp.
[01:39:47.404 --> 01:39:49.765]  We've gotta have somebody that knows the depths of the swamp,
[01:39:51.227 --> 01:39:54.771]  It's against the swamp, but I... What do you think?
[01:39:54.791 --> 01:39:58.995]  You got Rusty and Charles and Dean and Raven and so many others.
[01:39:59.015 --> 01:40:01.578]  Who should we talk to first?
[01:40:01.618 --> 01:40:02.619]  Let's talk to Raven.
[01:40:03.239 --> 01:40:04.581]  Raven in North Carolina.
[01:40:07.361 --> 01:40:12.346]  Alex, I couldn't vote for John McCain or Mitt Romney because I knew who they were.
[01:40:13.087 --> 01:40:17.572]  I couldn't vote for Barack Hussein Obama because the writing was all over the law.
[01:40:17.952 --> 01:40:22.457]  You don't seem to have a very good memory, but you had exposed him before the first election that he ran in.
[01:40:23.195 --> 01:40:23.415]  Are you
[01:40:37.856 --> 01:40:38.216]  I think?
[01:41:01.108 --> 01:41:12.576]  Impartial, complete investigation of Hillary Clinton and her crimes, with her foundation, all of that stuff, all these other criminals, and the Justice Department.
[01:41:22.253 --> 01:41:25.096]  Yeah, I'm hoping... I'll be honest with you.
[01:41:25.156 --> 01:41:26.637]  I never followed Trump in my whole life.
[01:41:26.697 --> 01:41:27.558]  I don't have television.
[01:41:27.578 --> 01:41:29.260]  I haven't had television in like 10 years.
[01:41:29.300 --> 01:41:32.282]  So I mean, I heard... So what told you to like him?
[01:41:32.302 --> 01:41:33.784]  Just the fact that the enemy was against him?
[01:41:35.135 --> 01:41:35.956]  Yeah, yeah.
[01:41:36.016 --> 01:41:38.297]  All of his enemies, all the people that are coming out against him.
[01:41:39.258 --> 01:41:44.681]  No one was ever able to convince me that Donald Trump hated America like all these others.
[01:41:44.701 --> 01:41:45.181]  He doesn't.
[01:41:45.961 --> 01:41:54.927]  They either hate him, they either hate America, or they're willing, they're a bunch of weasels and snakes, and they're willing to sell us out and they actually... Or they really are racist.
[01:41:54.987 --> 01:41:57.728]  I mean, it's not just white racists, there's anti-white racists as well.
[01:41:57.748 --> 01:42:02.111]  Oh, and they're self-hating white racists as well.
[01:42:02.830 --> 01:42:04.031]  Well, that seems to be who leads it.
[01:42:04.071 --> 01:42:06.613]  I don't get this whole... It's crazy.
[01:42:06.673 --> 01:42:08.074]  So what's your gut tell you?
[01:42:08.634 --> 01:42:09.755]  Alex, come on, man.
[01:42:10.055 --> 01:42:12.376]  Let's be genuine here.
[01:42:12.396 --> 01:42:16.419]  A lot of these people that we're calling white don't consider themselves to be white.
[01:42:16.439 --> 01:42:18.841]  They consider themselves to be above white.
[01:42:19.721 --> 01:42:22.263]  They're Jewish, and they don't consider themselves to be black.
[01:42:23.364 --> 01:42:30.549]  And one other point, uh, I know you've got liberal Jews, conservatives, you've got people fighting the new world order that are Jewish across the board.
[01:42:30.569 --> 01:42:35.832]  So how do you just sit there and say, oh, you know, Jews, I mean, I, I want to get past all the names and just promote freedom.
[01:42:36.727 --> 01:42:38.687]  They always seem to frame the debate.
[01:42:38.747 --> 01:42:40.168]  They always seem to frame the narrative.
[01:42:40.188 --> 01:42:42.588]  They take the left and the right, and then they control it.
[01:42:42.608 --> 01:42:43.308]  You get that simply.
[01:42:43.368 --> 01:42:44.168]  Well, I'll tell you this.
[01:42:44.188 --> 01:42:44.988]  Here's the good news.
[01:42:45.028 --> 01:42:45.769]  Here's the good news.
[01:42:45.909 --> 01:42:47.089]  This whole thing's getting shattered.
[01:42:47.569 --> 01:42:48.749]  People don't want to have World War III.
[01:42:48.769 --> 01:42:50.609]  I don't care whether they're German, Jewish, or Chinese.
[01:42:50.629 --> 01:42:52.570]  But, listen, I'll agree with you on this.
[01:42:53.490 --> 01:42:54.170]  Trump's for real.
[01:42:54.530 --> 01:42:56.650]  He's got the system scared, and he's got my back.
[01:42:56.670 --> 01:42:58.931]  I want to see what he does once he gets in.
[01:42:58.971 --> 01:43:01.191]  I'm going to let him navigate the waters he's in.
[01:43:01.231 --> 01:43:02.011]  I'm not there with him.
[01:43:03.111 --> 01:43:04.592]  But, I mean, I really do have a good feeling.
[01:43:04.612 --> 01:43:05.652]  We'll be right back with more calls.
[01:43:09.485 --> 01:43:14.288]  More than 20 years ago, when I started InfoWars, I was a fitness addict.
[01:43:14.428 --> 01:43:21.492]  As time went on, my metabolism slowed down, I quit working out, I was working 18 hours a day, and I gained right at 100 pounds.
[01:43:21.752 --> 01:43:24.154]  I started to exercise really hard again.
[01:43:24.614 --> 01:43:30.239]  And I started to try to eat healthy, started taking third party supplements, started seeing some more gains.
[01:43:30.760 --> 01:43:41.150]  But when I started working with Dr. Group and some of the other top formulators in the country, they said, Alex, it's all about trace elements and things that the population is absolutely deficient in.
[01:43:41.310 --> 01:43:41.570]  Boom!
[01:43:41.991 --> 01:43:45.414]  Weight started pouring off, toxins started coming out of my body.
[01:43:45.894 --> 01:43:47.055]  Then, by early 2016,
[01:43:49.097 --> 01:43:52.459]  I was in the best shape of my life since I've been in really good shape in my 20s.
[01:43:52.479 --> 01:43:53.540]  But the election heated up.
[01:43:53.580 --> 01:43:55.961]  I started working 14, 15, 16 hours a day.
[01:43:56.081 --> 01:44:05.326]  But more importantly, I stopped taking supplements because we rearranged the kitchen and somebody took the Lazy Susan off the kitchen table where I took some every morning and I just kind of forgot about it.
[01:44:05.546 --> 01:44:06.507]  It was out of sight, out of mind.
[01:44:06.687 --> 01:44:10.369]  And so then I realized this morning, I said, we're going to put the Lazy Susan back on the table.
[01:44:11.189 --> 01:44:17.237]  And I'm going to start taking it religiously again, and I'm going to work out like I've been the last few weeks at the same level.
[01:44:17.257 --> 01:44:18.618]  It's the holidays, so I'll probably eat more.
[01:44:18.678 --> 01:44:22.243]  And whatever the results are, I'm going to publish the findings.
[01:44:24.076 --> 01:44:30.881]  I put the Lazy Susan back on the table, I'm religiously taking the products, and in just one week, I thought I'd lose two or three pounds.
[01:44:31.221 --> 01:44:37.685]  I've lost five pounds religiously taking just, what, four or five of the products.
[01:44:38.086 --> 01:44:38.606]  It's amazing.
[01:44:38.926 --> 01:44:41.288]  Infowarslife.com products are incredible.
[01:44:41.568 --> 01:44:44.270]  Go read the five-star reviews for yourself.
[01:44:44.470 --> 01:44:53.056]  And to be clear, I'm exercising the same amount, it's the holidays, so I'm eating pumpkin pie, pecan pie, I ate a candy bar last night,
[01:44:54.480 --> 01:44:57.622]  I mean, quite frankly, I eat more junk during the holidays like everybody else.
[01:44:58.082 --> 01:44:59.323]  So I'm eating worse.
[01:44:59.963 --> 01:45:07.328]  But because I've got these trace elements, or whatever it's doing in DNA Force and X2 and Supermail, I have lost 5 pounds.
[01:45:07.488 --> 01:45:08.008]  It's incredible.
[01:45:09.029 --> 01:45:10.950]  I thought I might lose 10 to 15 in a month.
[01:45:11.190 --> 01:45:12.451]  If this continues, it'll be 20.
[01:45:12.571 --> 01:45:14.973]  But generally, it's more dramatic up front.
[01:45:15.593 --> 01:45:16.454]  This is an experiment.
[01:45:16.574 --> 01:45:17.334]  Everybody's watching.
[01:45:17.574 --> 01:45:18.395]  We'll see what happens.
[01:45:18.835 --> 01:45:19.696]  This is Part 2.
[01:45:23.814 --> 01:45:25.575]  Well here we are, another week has passed.
[01:45:26.176 --> 01:45:38.265]  If memory serves, I lost 5 pounds the first week, 3 pounds the next, and only 1 pound this week because it's the holidays, there's fudge, there's candy, it's everywhere, and I've been picking out eggnog, you name it.
[01:45:38.305 --> 01:45:41.628]  This is the worst time of year, but usually you're gaining weight, I've lost a pound.
[01:45:42.128 --> 01:45:43.109]  So we're now up to 9 pounds.
[01:45:44.662 --> 01:45:48.865]  And I've only got a week and a half left or so until we see what happens in this experiment.
[01:45:48.885 --> 01:45:50.466]  But I'm pretty happy with 9 pounds.
[01:45:50.506 --> 01:45:52.567]  But I want to lose 5 or 6 more.
[01:45:53.428 --> 01:45:58.111]  But as I said, I'm working out less, I'm eating more, I'm taking the supplements, I'm losing weight.
[01:45:58.651 --> 01:46:01.113]  Whatever is doing to me metabolically is amazing.
[01:46:01.213 --> 01:46:02.794]  Let's see what happens next week.
[01:46:09.497 --> 01:46:11.299]  We hold these truths to be self-evident.
[01:46:11.419 --> 01:46:13.140]  That all men are created equal.
[01:46:13.340 --> 01:46:16.843]  That they are endowed by their creator with certain unalienable rights.
[01:46:17.023 --> 01:46:20.146]  That among these are life, liberty, and the pursuit of happiness.
[01:46:20.466 --> 01:46:27.252]  That to secure these rights, governments are instituted among men, deriving their just powers from the consent of the governed.
[01:46:27.512 --> 01:46:36.640]  That whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it, and to institute new government.
[01:46:38.306 --> 01:46:39.827]  Independence isn't a day.
[01:46:40.087 --> 01:46:40.887]  It's a mindset.
[01:46:41.127 --> 01:46:43.769]  An attitude that says, I will not be your dependent.
[01:46:43.889 --> 01:46:45.209]  I will not be your slave.
[01:46:45.509 --> 01:46:51.052]  Dependence and slavery is a chain that is forged link by link with gradual infringements.
[01:46:51.572 --> 01:46:55.814]  When you trade your liberty for safety, to that extent, you become their slave.
[01:46:56.535 --> 01:46:57.995]  Slaves are never safe.
[01:46:58.415 --> 01:47:00.737]  You won't get rich by being a slave.
[01:47:01.417 --> 01:47:02.117]  Guard your liberty.
[01:47:02.517 --> 01:47:05.259]  Regard with suspicion anyone who tries to take it.
[01:47:05.879 --> 01:47:07.760]  For Infowars.com, I'm David Knight.
[01:47:11.744 --> 01:47:15.848]  Leading a frontal assault on the lies of the New World Order.
[01:47:16.368 --> 01:47:17.709]  It's Alex Jones.
[01:47:21.793 --> 01:47:23.314]  We are on the march.
[01:47:23.855 --> 01:47:26.097]  The Empire is on the run.
[01:47:26.737 --> 01:47:30.281]  Alex Jones and the GCN Radio Network.
[01:47:30.441 --> 01:47:33.083]  I'm waiting in my cold cell.
[01:47:41.142 --> 01:47:43.004]  Reflecting on my past life.
[01:47:47.067 --> 01:47:50.229]  Real advanced intellects can look forward and backward in the future.
[01:47:52.750 --> 01:47:57.994]  And they know that the time for me is running low.
[01:47:58.014 --> 01:48:02.037]  Let's crank this up.
[01:48:03.238 --> 01:48:05.019]  Sands of time for all of us.
[01:48:06.059 --> 01:48:06.700]  Individually.
[01:48:07.492 --> 01:48:08.233]  ...are running low.
[01:48:09.794 --> 01:48:16.278]  But for the species, if we survive, the sands run on for eternity.
[01:48:16.418 --> 01:48:19.260]  And we are so close to that mark.
[01:48:19.300 --> 01:48:19.780]  So close.
[01:48:22.001 --> 01:48:22.782]  Running low.
[01:48:22.802 --> 01:48:25.503]  I'll be back tomorrow.
[01:48:25.563 --> 01:48:27.725]  By the way, we're gonna take some more phone calls.
[01:48:27.745 --> 01:48:27.845]  11 a.m.
[01:48:27.885 --> 01:48:28.305]  to 3 p.m.
[01:48:28.365 --> 01:48:30.006]  Central, with a weekday transmission.
[01:48:31.387 --> 01:48:35.790]  And to say InfoWars is hitting on all cylinders is, uh, putting it lightly.
[01:48:36.915 --> 01:48:40.876]  I have pushed so hard, I have seen everything we've prayed for and worked for come true.
[01:48:40.896 --> 01:48:43.437]  I want to thank you, the listeners, for making it all possible.
[01:48:44.217 --> 01:48:55.520]  We're not out of the woods, as I said earlier, but we are really seeing that we can affect change, we can come together, we can challenge the lies and the intimidators, and that mainstream media isn't all powerful.
[01:48:57.220 --> 01:49:01.941]  What matters is, is what you stand for, what you do, what you say, what you speak.
[01:49:04.242 --> 01:49:04.602]  Briefly,
[01:49:06.107 --> 01:49:09.749]  We are having a sale that ends, finally, it will end today, will not be there tomorrow.
[01:49:09.789 --> 01:49:13.831]  Free shipping, store-wide, infowarestore.com, at 30 to 40% off.
[01:49:14.212 --> 01:49:25.418]  High-quality storable foods, the high-quality supplements that are just amazing, non-GMO heirloom seeds, massive discounts on ProGun apparel, Molon Labe.
[01:49:25.898 --> 01:49:33.222]  You're the ones making it all possible, bucking the system, bucking the curb, funding an operation, we'll tell the truth, that is now kicking butt.
[01:49:33.242 --> 01:49:34.283]  Now, I mean, look,
[01:49:35.242 --> 01:49:39.727]  Mainstream media, CNN was down to basically 15 million viewers a day.
[01:49:40.047 --> 01:49:42.970]  Their smaller shows 100,000 viewers, their bigger shows a million viewers.
[01:49:43.671 --> 01:49:48.036]  We were having 20 million views a day just on different videos a month ago.
[01:49:48.516 --> 01:49:50.338]  And Threshold Radio, 5 million viewers a day.
[01:49:50.439 --> 01:49:52.301]  So the average day was 25-30 million viewers.
[01:49:53.922 --> 01:49:55.744]  In a week, just six months ago, it was 30 million.
[01:49:57.739 --> 01:50:03.443]  80-something million last week just on video views, and just 5 million today on the radio.
[01:50:03.503 --> 01:50:05.444]  Just one of the biggest media events in the world.
[01:50:05.504 --> 01:50:09.347]  I mean, we're definitely bigger than Rush Limbaugh, which I don't go, I'm bigger than Rush Limbaugh, that's great.
[01:50:10.127 --> 01:50:11.308]  The point is, is that we are.
[01:50:11.328 --> 01:50:14.750]  You know, total reach in what we're doing.
[01:50:16.711 --> 01:50:18.252]  And we're going to get bigger, because I want to win.
[01:50:18.313 --> 01:50:18.753]  That's nothing.
[01:50:20.034 --> 01:50:24.877]  It's because of you supporting us, so thank you for your support, your prayers, sending our videos out, our articles out.
[01:50:24.957 --> 01:50:33.802]  You are the InfoWars, so no matter what color you are or where you came from, whether you're in England or Russia or Mexico or some place in the continent of Africa or wherever you are, I love you.
[01:50:33.822 --> 01:50:36.124]  I want you to have a great future and I want us to work together.
[01:50:36.744 --> 01:50:37.865]  So thank you for the support.
[01:50:38.365 --> 01:50:42.848]  We've got great products that you need, from BioPCA to Knockout to
[01:50:47.205 --> 01:51:03.659]  Alex, I'm so glad you picked me right after that introduction there where you're speaking about the things that we have accomplished.
[01:51:03.719 --> 01:51:05.140]  I wanted to reflect a little bit.
[01:51:05.160 --> 01:51:11.245]  I've been listening to you since 2004 when I first ordered martial law 9-11 rise of the police state.
[01:51:11.969 --> 01:51:15.490]  And it woke up tremendously with you and your videos since then.
[01:51:16.370 --> 01:51:26.172]  Um, I've passed them out from Little Rock to Orlando, left them on windshields of cars, and my wife tracking me down said, get out of there, get away from there, but I've done it.
[01:51:26.192 --> 01:51:30.492]  You were the original, you folks spreading our films before the internet even spread stuff viral, you did it.
[01:51:31.493 --> 01:51:33.533]  That's right, and I'm so, I'm so thrilled to be here.
[01:51:33.553 --> 01:51:35.033]  But do you see how long it took though?
[01:51:35.753 --> 01:51:38.994]  Like Force 10 from Navarone, they bombed the dam, it didn't blow up for 30 minutes.
[01:51:40.014 --> 01:51:41.535]  That's right, but you know what?
[01:51:42.135 --> 01:51:45.136]  We finally got here and we got a little beachhead like you've been saying.
[01:51:46.217 --> 01:51:56.442]  I just wanted to say that I'm just so thrilled to hear those numbers and that those of you that are out there listening, you've been a part of this and you've been helping the InfoWar.
[01:51:57.646 --> 01:52:01.770]  And we've finally got a beachhead, and that's something to be proud of.
[01:52:01.850 --> 01:52:02.911]  Well, I'll tell you the paradox.
[01:52:03.171 --> 01:52:09.176]  I know now why they've got to put billions a year from Carlos Slim, Mexican kingpins in the New York Times, and everything.
[01:52:09.196 --> 01:52:14.321]  Because listen, you'd think, the economy's so shot, you'd think with those listeners and viewers, we'd have extra money.
