[00:00:24.070 --> 00:00:27.763]  You're listening to an InfoWars.com Frontline Report.
[01:32:29.645 --> 01:32:31.546]  That you can then send on to others.
[01:32:31.566 --> 01:32:51.500]  We've all got to start thinking about censorship and actively fighting it, getting more active and not taking independent liberty-based media for granted, which I know you don't do, but really having a sense of urgency and getting the info out more while building new avenues on cutting-edge tech and cutting-edge platforms, but also old tech like email.
[01:32:51.760 --> 01:32:52.821]  So please join
[01:32:53.701 --> 01:32:59.145]  Hundreds of thousands of others that have been signing up every few months at InfoWars.com forward slash newsletter.
[01:32:59.465 --> 01:33:08.751]  And you can also spread the word about our free feeds and more podcasts, droid apps, iPhone apps, it's all free at InfoWars.com forward slash show.
[01:33:14.115 --> 01:33:16.756]  You're listening to the Alex Jones Show.
[01:33:23.711 --> 01:33:28.578]  Defending the republic from enemies foreign and domestic.
[01:33:28.598 --> 01:33:30.941]  It's Alex Jones.
[01:33:35.487 --> 01:33:36.627]  Welcome back to the Alex Jones Show.
[01:33:36.647 --> 01:33:37.187]  I'm David Knight.
[01:33:37.207 --> 01:33:41.488]  On this Sunday, June 5, 2016, the day there was a referendum in Switzerland.
[01:33:41.968 --> 01:33:48.550]  Headline, via Drudge, Swiss reject free income plan after a worker versus robot debate.
[01:33:49.090 --> 01:33:50.370]  There's a lot to this story.
[01:33:50.390 --> 01:33:51.590]  We're going to unpack this for you.
[01:33:51.610 --> 01:33:56.772]  We're going to show you something really bizarre that happened in Switzerland this weekend as well.
[01:33:57.072 --> 01:33:58.032]  Before we do, real quickly,
[01:33:58.672 --> 01:34:02.434]  The products that we sell at Infowars are what fund our organization here.
[01:34:03.054 --> 01:34:07.196]  We don't run a lot of other sponsors to fund this organization.
[01:34:07.256 --> 01:34:08.897]  We sell products that we believe in.
[01:34:08.957 --> 01:34:12.899]  Products that are going to help you with your health, with your family's health.
[01:34:12.939 --> 01:34:25.624]  And of course, one of the things that you need to be concerned about as you try to make your house more energy efficient, as you try to get it airtight in many cases for air conditioning or for heating, you can trap the air in there.
[01:34:25.644 --> 01:34:26.625]  It can get very stale.
[01:34:27.205 --> 01:34:28.406]  You need to be aware of this.
[01:34:28.546 --> 01:34:30.027]  We've talked about this in the past.
[01:34:30.067 --> 01:34:36.953]  Dr. Group has talked about the dangers of domestic pollution within your home, within your office.
[01:34:37.013 --> 01:34:40.035]  We have something now that can help you with that at an excellent price.
[01:34:40.135 --> 01:34:43.498]  An introductory price is 25% off its already low price.
[01:34:44.018 --> 01:34:45.419]  Alexa Pure Breeze.
[01:34:45.799 --> 01:34:50.043]  It's an energy efficient HEPA filter with ion cluster air purification.
[01:34:50.703 --> 01:34:51.904]  This is very energy efficient.
[01:34:51.944 --> 01:34:55.285]  It cycles 120 square feet every 12 minutes.
[01:34:55.885 --> 01:34:57.766]  Does an air change per hour.
[01:34:58.446 --> 01:35:01.147]  Exceeds allergy and asthma foundation recommendations.
[01:35:01.227 --> 01:35:02.168]  It's a very small design.
[01:35:02.228 --> 01:35:04.128]  It's only about the size of a large briefcase.
[01:35:04.409 --> 01:35:11.892]  So you get one purification unit with an ion cluster technology, one pre-filter, one true HEPA filter, and a carbon activated filter.
[01:35:11.972 --> 01:35:12.592]  That's all for $189.99.
[01:35:12.632 --> 01:35:13.412]  That's over 25% off the retail price.
[01:35:17.654 --> 01:35:19.294]  Take a look at Infowarsstore.com.
[01:35:19.815 --> 01:35:22.975]  Check that, check the other products that we have for your health, for your preparedness.
[01:35:23.436 --> 01:35:30.437]  And also, my favorite supplement, I'd be remiss if I didn't mention this, at Infowarslife.com is Brain Force.
[01:35:30.558 --> 01:35:35.559]  Brain Force is absolutely my favorite supplement that I take.
[01:35:35.579 --> 01:35:46.522]  You know, most of the supplements that I take, I do them because I do the research, I read the reviews on our site, I see what people have to say, I see what doctors and health experts say in terms of vitamins and supplements that I believe that I need.
[01:35:47.202 --> 01:35:53.667]  But when it comes to something like Brain Force, unlike many of these supplements, I don't feel something if I take a multivitamin, right?
[01:35:53.927 --> 01:35:57.750]  I just look at it and I take it based on what's in that multivitamin with the Brain Force.
[01:35:58.490 --> 01:36:00.772]  It really does help to focus me.
[01:36:00.852 --> 01:36:04.815]  As I said before, if I was going to name the product, I would have called it Brain Focus.
[01:36:05.555 --> 01:36:07.595]  My favorite supplement is now in stock.
[01:36:07.655 --> 01:36:10.396]  Get it while supplies last at Infowarslife.com.
[01:36:10.696 --> 01:36:15.257]  Thank you for supporting us, and look at the other products that we have on site.
[01:36:15.357 --> 01:36:24.879]  Right now, as I point out, our biggest sale is the 25% off the new product we have, the large air filter supply there, Alexa Pure Filter.
[01:36:25.779 --> 01:36:29.100]  Okay, today, Drudge had up a story about what happened in Switzerland.
[01:36:29.800 --> 01:36:32.041]  They have basically rejected Berninomics.
[01:36:33.343 --> 01:36:35.364]  Or you could call it free lunch socialism.
[01:36:35.785 --> 01:36:37.566]  Or you could call it Hillary's socialism.
[01:36:37.586 --> 01:36:46.511]  You know, Hillary says that she's on with all the free lunch stuff that Bernie Sanders wants to do, but she kind of gives a wink and a nod to Wall Street because they know, nah, she's really not.
[01:36:46.551 --> 01:36:48.432]  She's going to be our crony capitalist there.
[01:36:48.493 --> 01:36:50.354]  But she would enact a lot of that stuff.
[01:36:50.414 --> 01:36:54.957]  And we're going to talk a little bit here in just a moment about the true cost of
[01:36:55.837 --> 01:36:59.679]  Free college tuition and open borders, when you start to combine just those two factors.
[01:36:59.699 --> 01:37:02.200]  We're going to talk about that in a little bit, but take a look at what Switzerland did.
[01:37:02.761 --> 01:37:12.826]  They were presented with the idea, they were going to provide as a guarantee, anybody that is 18 years or older would get a guaranteed income of $2,500 per month.
[01:37:12.926 --> 01:37:14.206]  Now what does that work out to?
[01:37:14.226 --> 01:37:16.768]  That's about $31,000 a year, US.
[01:37:17.748 --> 01:37:18.849]  Or, if you want to break it down to
[01:37:19.429 --> 01:37:24.533]  An hourly wage, okay, of course they wouldn't be working, okay, necessarily, regardless of how much they work.
[01:37:24.853 --> 01:37:30.398]  But if you assume that they were going to have a 40-hour work week, assuming they were working, they would get $16 an hour.
[01:37:30.438 --> 01:37:35.402]  So that's even better than the Bernie-nomics, where they want to give people a $15 an hour minimum wage.
[01:37:35.962 --> 01:37:38.725]  So this was a pretty generous stipend that they wanted to give everybody.
[01:37:38.765 --> 01:37:40.286]  How did they justify this?
[01:37:40.506 --> 01:37:41.767]  The people who put this on the ballot.
[01:37:41.787 --> 01:37:48.430]  And of course, Switzerland has a pretty open referendum system, so it's pretty easy for people to bring things up for a vote.
[01:37:48.450 --> 01:37:49.771]  It was soundly rejected.
[01:37:49.791 --> 01:37:53.073]  It was rejected by 75-80% of the people there.
[01:37:54.053 --> 01:37:55.874]  But, I'm sorry, it was 85%.
[01:37:59.485 --> 01:37:59.865]  Let's see.
[01:37:59.905 --> 01:38:00.866]  Well, I'm not sure exactly.
[01:38:00.886 --> 01:38:01.786]  They don't have the total here.
[01:38:01.826 --> 01:38:02.867]  He said he reckoned that he would get 15%.
[01:38:02.947 --> 01:38:07.090]  It looks like it's now going to be 20% or maybe even 25%.
[01:38:07.430 --> 01:38:11.032]  So the article, this happened today, so I don't have the exact amount.
[01:38:11.052 --> 01:38:13.094]  But basically, it was soundly rejected, okay?
[01:38:13.134 --> 01:38:15.335]  They rejected EU membership by about 75%.
[01:38:17.176 --> 01:38:19.197]  Switzerland is not in the European Union.
[01:38:19.477 --> 01:38:20.117]  You understand that?
[01:38:20.197 --> 01:38:23.058]  They didn't throw away the Swiss franc for the EU either.
[01:38:23.458 --> 01:38:24.298]  They're not fools.
[01:38:24.938 --> 01:38:27.479]  And so they didn't buy this free lunch socialism.
[01:38:27.899 --> 01:38:29.939]  But why was it being sold to them?
[01:38:30.620 --> 01:38:31.800]  That's what I think is interesting.
[01:38:31.820 --> 01:38:36.041]  It was being sold to them because they said, well, you know, the robots are going to take our jobs.
[01:38:36.061 --> 01:38:37.081]  We're not going to have any jobs.
[01:38:37.121 --> 01:38:38.022]  What are we going to do?
[01:38:38.322 --> 01:38:42.323]  So they're selling this to them already as this kind of
[01:38:43.371 --> 01:38:44.052]  Reservation.
[01:38:44.672 --> 01:38:46.434]  That's what we did to the Indians in this country.
[01:38:46.674 --> 01:38:53.521]  We said, you know, you had this lifestyle where you sustained yourself, you were hunters, gatherers, or whatever you were doing.
[01:38:53.541 --> 01:38:54.662]  We're not going to let you do that anymore.
[01:38:54.682 --> 01:38:56.724]  We're going to confine you into a very small area.
[01:38:57.484 --> 01:39:00.968]  We're not going to let you do any of the things that you did before to make a living.
[01:39:01.713 --> 01:39:06.798]  We are going to shut down any kind of business efforts that you want on the Indian Reservation.
[01:39:06.818 --> 01:39:08.019]  We're going to control that very tightly.
[01:39:08.059 --> 01:39:08.560]  But don't worry.
[01:39:08.580 --> 01:39:10.282]  We're going to give you free health care.
[01:39:10.322 --> 01:39:11.543]  We're going to give you a stipend.
[01:39:11.563 --> 01:39:12.684]  We're going to give you welfare.
[01:39:12.704 --> 01:39:13.805]  We're going to contain you.
[01:39:14.105 --> 01:39:23.555]  That reservation system that our government has been doing to the Indians for over 100 years, that is what they're now bringing to us with sustainable development.
[01:39:24.542 --> 01:39:26.803]  It's the UN Agenda for Sustainability.
[01:39:27.123 --> 01:39:28.724]  And we look at this article from Reuters.
[01:39:28.744 --> 01:39:32.006]  They even put down here, sustainable solution, quote-unquote.
[01:39:32.066 --> 01:39:35.708]  They say, champions of the plan portrayed a more automated future.
[01:39:36.348 --> 01:39:38.530]  And a poster that was bigger than a soccer field.
[01:39:38.550 --> 01:39:41.411]  And they ask, what would you do if your income was secure?
[01:39:41.851 --> 01:39:46.334]  They also had marched robots down the streets of Zurich.
[01:39:47.094 --> 01:39:49.517]  And handed out free 10 franc notes.
[01:39:50.157 --> 01:39:50.558]  There you go.
[01:39:50.958 --> 01:39:56.844]  Don't worry, the robots are coming, the robots are going to take your job, but don't worry, they're going to hand you out money.
[01:39:57.425 --> 01:39:58.126]  You really think so?
[01:39:58.726 --> 01:39:59.427]  You really think so?
[01:40:00.448 --> 01:40:05.733]  As we've said many times, when you look at what's on the horizon, if we don't get control
[01:40:06.937 --> 01:40:10.538]  of AI, of automation, of this UN Agenda 21.
[01:40:10.818 --> 01:40:12.739]  It's an agenda that comes from the UN.
[01:40:12.759 --> 01:40:13.739]  They called it Agenda 21.
[01:40:13.979 --> 01:40:15.660]  It was the agenda for the 21st century.
[01:40:16.060 --> 01:40:20.261]  Now the new name, they renamed it because they've got a more specific time frame.
[01:40:20.761 --> 01:40:22.542]  At first it was Agenda 21.
[01:40:23.282 --> 01:40:24.722]  Sometime in the 21st century we're going to do it.
[01:40:24.782 --> 01:40:29.404]  Now it's the 2030 UN Agenda for Sustainable Development.
[01:40:29.444 --> 01:40:31.704]  So when these people say, is this a sustainable solution?
[01:40:32.164 --> 01:40:33.085]  Yeah, that's right.
[01:40:33.265 --> 01:40:33.825]  They think it is.
[01:40:34.485 --> 01:40:46.115]  They're going to put you in a welfare state, they're going to put you in a reservation where you can't do anything, where you become completely dependent upon them, and even more passive because they're going to have the robots hand you the money.
[01:40:47.416 --> 01:40:50.439]  You're not going to have a job, you're not going to have possibility to do anything else.
[01:40:50.699 --> 01:41:00.687]  And when I look at this, I look at Switzerland having the good sense to reject this, but surprisingly it wasn't 100% rejection as you would think.
[01:41:01.936 --> 01:41:07.078]  You still have situations as Swiss have maintained their independence from the EU.
[01:41:07.578 --> 01:41:10.439]  And I thought, you know, what does it take to become a Swiss citizen?
[01:41:11.160 --> 01:41:17.182]  Because we have Hillary lecturing us on how we need to open up our borders and Barack Obama and everything.
[01:41:17.542 --> 01:41:19.523]  Are the Swiss open?
[01:41:19.863 --> 01:41:20.503]  No, they're not.
[01:41:20.643 --> 01:41:21.704]  They don't have open borders.
[01:41:21.924 --> 01:41:24.605]  Listen to what it takes to become a Swiss citizen.
[01:41:25.305 --> 01:41:30.147]  Children born in Switzerland from non-Swiss parents do not automatically become Swiss.
[01:41:31.206 --> 01:41:33.108]  They don't have Anchor Babies in Switzerland.
[01:41:33.368 --> 01:41:33.808]  And you know what?
[01:41:34.149 --> 01:41:35.650]  We don't have them in our Constitution either.
[01:41:35.870 --> 01:41:36.951]  We need to call that bluff.
[01:41:37.312 --> 01:41:39.154]  And that's something that Donald Trump did early on.
[01:41:39.174 --> 01:41:41.256]  We need to call the bluff of Anchor Babyism.
[01:41:41.276 --> 01:41:41.316]  OK?
[01:41:41.896 --> 01:41:42.977]  We're going to call it that way.
[01:41:43.618 --> 01:41:49.563]  But anyway, they say, to become a naturalized citizen, you need to have resided in Switzerland for at least 12 years.
[01:41:51.405 --> 01:41:56.888]  Three of which occurred within the previous five years prior to your request for citizenship.
[01:41:56.908 --> 01:41:59.810]  And you have to provide them with references.
[01:41:59.830 --> 01:42:01.971]  You have to go before local boards, okay?
[01:42:01.991 --> 01:42:08.474]  You have to go to the municipality where you reside, then from there it'll be sent to another municipality.
[01:42:08.494 --> 01:42:12.577]  And what they're going to do is they're going to look to see if you've been integrated into the Swiss community.
[01:42:13.197 --> 01:42:15.439]  Are you accustomed to the Swiss way of life?
[01:42:15.979 --> 01:42:17.000]  To Swiss practices?
[01:42:17.561 --> 01:42:19.883]  Do you comply with the Swiss legal system?
[01:42:20.403 --> 01:42:25.848]  Now that would be a big no if you marched across the border and started demanding that people take care of you.
[01:42:26.148 --> 01:42:32.013]  I think they would say, no I don't think that they understand the Swiss and comply with the Swiss legal system.
[01:42:32.513 --> 01:42:38.238]  And you have to be in no way compromising the internal or external security of Switzerland.
[01:42:38.258 --> 01:42:38.898]  Okay?
[01:42:39.904 --> 01:42:49.051]  And there's a story from a Swiss publication, The Local, where they talk about how an expat was denied Swiss citizenship after 39 years.
[01:42:49.091 --> 01:42:49.951]  This guy is an American.
[01:42:50.212 --> 01:42:51.873]  He's from California, interestingly enough.
[01:42:52.193 --> 01:42:53.854]  He's lived in Switzerland since 1975.
[01:42:53.974 --> 01:42:55.055]  He taught at a university.
[01:42:57.737 --> 01:43:03.961]  And then when we retired, they said they applied for citizenship and they said, no, we don't think you know enough about the region.
[01:43:04.021 --> 01:43:06.242]  We don't think you're integrated enough into the region.
[01:43:06.262 --> 01:43:08.964]  And when we come back, we're going to tell you the really weird stuff in Switzerland.
[01:43:08.984 --> 01:43:09.884]  Stay with us.
[01:43:10.485 --> 01:43:11.505]  Brain force is here.
[01:43:12.026 --> 01:43:14.327]  Ladies and gentlemen, I've been on this the last few months.
[01:43:14.567 --> 01:43:20.270]  You probably notice I've been more crazed, more focused, less brain fog, more energy, more special reports.
[01:43:20.771 --> 01:43:22.392]  And it's because of brain force.
[01:43:23.177 --> 01:43:26.319]  One of the worst things with most energy products is it's not sustainable.
[01:43:26.619 --> 01:43:26.739]  Right?
[01:43:26.759 --> 01:43:29.101]  You're gonna crash and you're gonna feel really bad afterwards.
[01:43:29.481 --> 01:43:32.983]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:43:33.043 --> 01:43:36.185]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:43:36.665 --> 01:43:41.468]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:43:42.008 --> 01:43:43.849]  For example, the L-theanine inside of it.
[01:43:44.190 --> 01:43:48.612]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:43:48.772 --> 01:43:50.794]  This just increases the compounds you already have.
[01:43:51.414 --> 01:43:52.875]  This is what you're actually designed to run on.
[01:43:53.015 --> 01:43:53.275]  Exactly.
[01:43:53.295 --> 01:43:57.117]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:43:57.597 --> 01:44:05.581]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[01:44:10.225 --> 01:44:12.047]  It's not just our water we need to filter.
[01:44:12.107 --> 01:44:13.989]  It's not just our food that needs to be cleaned.
[01:44:14.149 --> 01:44:16.992]  It's the air we're breathing, especially for our children.
[01:44:17.052 --> 01:44:22.898]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:44:23.118 --> 01:44:30.486]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed
[01:44:30.606 --> 01:44:31.987]  Alexa Pure Breeze.
[01:44:32.287 --> 01:44:39.469]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children, to do the best job you can to purify your air.
[01:44:39.809 --> 01:44:43.230]  One of these systems can keep 800 square feet incredibly clean.
[01:44:43.410 --> 01:44:49.953]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:44:50.053 --> 01:44:52.093]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[01:44:53.914 --> 01:45:00.682]  It's normally $220 plus, but right now for a limited time it's less than $200 at InfoWarsTore.com.
[01:45:00.822 --> 01:45:03.365]  And the small profit we make goes to fund our reporters.
[01:45:03.506 --> 01:45:04.787]  This is a 360 win.
[01:45:04.987 --> 01:45:08.912]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:45:10.140 --> 01:45:11.981]  It's not just our water we need to filter.
[01:45:12.041 --> 01:45:13.923]  It's not just our food that needs to be cleaned.
[01:45:14.063 --> 01:45:16.845]  It's the air we're breathing, especially for our children.
[01:45:16.965 --> 01:45:22.829]  The artificial particulates, the chemicals, is absolutely weighing down our immune systems.
[01:45:23.030 --> 01:45:30.395]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed
[01:45:30.535 --> 01:45:31.916]  Alexa Pure Breeze.
[01:45:32.216 --> 01:45:37.077]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[01:45:37.277 --> 01:45:39.438]  Do the best job you can to purify your air.
[01:45:39.738 --> 01:45:43.179]  One of these systems can keep 800 square feet incredibly clean.
[01:45:43.339 --> 01:45:49.862]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[01:45:49.982 --> 01:45:52.022]  The Alexa Pure Breeze will be a steal at $300, $400, $500.
[01:45:53.863 --> 01:46:00.630]  It's normally $220 plus, but right now for a limited time it's less than $200 at InfoWarsTore.com.
[01:46:00.731 --> 01:46:03.293]  And the small profit we make goes to fund our reporters.
[01:46:03.434 --> 01:46:04.715]  This is a 360 win.
[01:46:04.915 --> 01:46:08.839]  Find out why this system is so revolutionary today at InfoWarsTore.com.
[01:46:10.169 --> 01:46:19.176]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:46:19.256 --> 01:46:27.323]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:46:27.643 --> 01:46:32.345]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:46:32.526 --> 01:46:39.249]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[01:46:39.309 --> 01:46:46.412]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:46:46.493 --> 01:46:53.356]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:46:53.516 --> 01:46:57.880]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:46:58.000 --> 01:47:01.263]  Available in original or with our immune support infusion blend.
[01:47:01.384 --> 01:47:07.529]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:47:07.689 --> 01:47:09.912]  Available at Infowarslife.com.
[01:47:13.635 --> 01:47:16.258]  You're listening to the Alex Jones Show.
[01:47:21.761 --> 01:47:26.778]  From the front lines of the Information War, it's Alex Jones!
[01:47:36.340 --> 01:47:37.620]  Welcome back to the Alex Jones Show.
[01:47:37.640 --> 01:47:38.660]  I'm David Knight, your host.
[01:47:39.361 --> 01:47:54.344]  We were just talking in the last segment about the wisdom of the Swiss in terms of rejecting Bernie's economics and Hillary's socialism, saying we're not going to guarantee $31,000 a year for every citizen over the age of 18.
[01:47:54.544 --> 01:47:59.625]  That's $16 an hour if they're working, but they were going to give that to everybody whether they worked or not.
[01:48:00.265 --> 01:48:00.966]  That was a proposal.
[01:48:01.006 --> 01:48:10.493]  They resoundingly rejected that, just as they've rejected participation in the EU, as well as not turning over their currency to the European Union.
[01:48:10.553 --> 01:48:20.060]  They also are not opening up their borders because they understand it will destroy their country if they bring people in who have absolutely no respect for their legal system or their culture.
[01:48:20.080 --> 01:48:21.642]  I mean, we stop and look at this.
[01:48:23.237 --> 01:48:35.730]  Would it be reasonable for us to have the Chinese just come in, in whatever massive numbers they want, so that they can, during the time of Mao, so they could have the cultural revolution in our country as well?
[01:48:35.750 --> 01:48:40.735]  I mean, at what point do open borders and uncontrolled immigration become an invasion?
[01:48:41.809 --> 01:48:44.631]  At what point do we have any control over that?
[01:48:44.671 --> 01:48:52.957]  If we're going to say that open borders are the greatest goal that we can have, and we're going to play you a clip in just a moment from Hillary Clinton saying just that very thing.
[01:48:53.418 --> 01:48:57.501]  She wants to, within the first 100 days, make everybody legal that are here illegally.
[01:48:58.101 --> 01:49:02.765]  Her greatest goal is to open up our borders to everyone in the world to come here without any restriction.
[01:49:03.325 --> 01:49:04.086]  If we were to do that,
[01:49:05.387 --> 01:49:11.290]  Then what would keep our country from turning into Communist China, for example, during the Cultural Revolution?
[01:49:11.310 --> 01:49:12.231]  Mao could have done that.
[01:49:13.111 --> 01:49:14.692]  No, it absolutely makes no sense.
[01:49:14.772 --> 01:49:18.334]  And yet, there is something rotten in the state of Switzerland.
[01:49:19.074 --> 01:49:21.035]  Not just Denmark, but Switzerland.
[01:49:21.735 --> 01:49:24.177]  When I was looking this story up about
[01:49:25.592 --> 01:49:26.713]  The referendum that they had.
[01:49:26.913 --> 01:49:37.419]  I saw this ceremony that they had on June 1st, opening up the deepest, longest railroad tunnel in the world at Goddard Base.
[01:49:37.879 --> 01:49:38.940]  The Goddard Base Tunnel.
[01:49:39.941 --> 01:49:41.221]  Truly bizarre.
[01:49:41.322 --> 01:49:45.724]  And if you're looking at this, and we're probably going to have, I'm sure somebody will want to do a report on this tomorrow.
[01:49:45.784 --> 01:49:48.026]  It's not really the sort of thing I like to focus on.
[01:49:48.826 --> 01:49:52.748]  But the pictures on this thing are unbelievably bizarre.
[01:49:52.768 --> 01:50:09.015]  Now, the picture that's up there right now, it's like this angel, topless angel girl with a giant baby head and feathered wings and people bowing down, floating in the midair, okay, it's part of this, people bowing down to it in orange jumpsuits.
[01:50:09.656 --> 01:50:10.896]  And there you can see the people doing that.
[01:50:10.936 --> 01:50:12.577]  There's a video of it right there.
[01:50:13.137 --> 01:50:13.878]  Incredibly bizarre.
[01:50:13.898 --> 01:50:16.299]  This looks like something, for those of you listening on the radio,
[01:50:17.159 --> 01:50:19.401]  Remember Terry Gilliam's Brazil?
[01:50:20.101 --> 01:50:24.925]  Okay, it looks like those kind of nightmare scenarios, but also has a lot of satanic imagery in it.
[01:50:24.945 --> 01:50:32.651]  It also has a lot of imagery of people in these orange jumpsuits that look like they're prisoners or in a trance at their control.
[01:50:32.691 --> 01:50:38.035]  They have this expression on their faces, they march real slowly and mechanically down this thing.
[01:50:38.715 --> 01:50:51.864]  Understand, too, I think that there is a satanic element to it, as Drudge has a story up about the, there you can see the people marching with this satanic, kind of this trance-like robotic march that they've got going on.
[01:50:52.184 --> 01:50:58.128]  Everything about this was creepy, bizarre, over-sexualized with satanic images.
[01:50:58.288 --> 01:50:59.129]  It's unbelievable.
[01:50:59.509 --> 01:51:05.353]  And when we look at the symbolism that they use, when they do this on 616 with 600 actors, musicians, etc.
[01:51:05.373 --> 01:51:05.673]  Okay?
[01:51:09.576 --> 01:51:11.396]  And they've got symbolism here.
[01:51:11.416 --> 01:51:19.220]  They've got, like, besides these zombies and orange jumpsuits, they've also got simulated bestiality, Satanism.
[01:51:19.240 --> 01:51:21.802]  They got people marching around in bafflement characters.
[01:51:22.782 --> 01:51:29.385]  One of the people on Twitter says, um, the opening ceremony show for the new Goddard Tunnel is embarrassing.
[01:51:29.546 --> 01:51:32.327]  As a Swiss citizen, I apologize.
[01:51:33.007 --> 01:51:34.648]  It's absolutely incredible.
[01:51:34.768 --> 01:51:36.489]  Understand that they put a lot of, uh,
[01:51:38.510 --> 01:51:40.551]  Put a lot of importance on these sixes.
[01:51:40.571 --> 01:51:40.631]  The 666.
[01:51:41.472 --> 01:51:42.652]  That's what they're doing in L.A.
[01:51:42.712 --> 01:51:45.574]  The Satanists there say they're going to put a pentagram over L.A.
[01:51:45.654 --> 01:51:49.235]  and they're going to do it on June the 6th and 2016.
[01:51:49.476 --> 01:51:52.277]  That's where they get their three sixes.
[01:51:52.337 --> 01:51:53.838]  So it means something to them folks.
[01:51:54.551 --> 01:51:58.313]  And you've got to understand, question what these people are really into.
[01:51:58.373 --> 01:52:07.339]  This is something that was established by the elitists that had the Prime Ministers and Presidents from Germany, France, and Italy there in attendance.
[01:52:07.399 --> 01:52:11.842]  A lot of high officials, a lot of EU officials, and it's very disturbing to watch that.
[01:52:12.002 --> 01:52:12.602]  Really bizarre.
[01:52:12.622 --> 01:52:16.825]  I want to talk now about what's happening with our open borders.
[01:52:17.540 --> 01:52:21.784]  And of course we've got President Obama who cannot bring people in this country quickly enough.
[01:52:21.824 --> 01:52:23.406]  So he doesn't want to vet them at all.
[01:52:23.946 --> 01:52:28.791]  I think maybe President O is going to become, maybe we should start calling him Patient Zero.
[01:52:29.251 --> 01:52:33.135]  Because now we're bringing in tuberculosis in large numbers.
[01:52:33.175 --> 01:52:35.437]  This is a story that was up on the Drudge Report.
[01:52:36.437 --> 01:52:41.399]  Today more than one-third of refugees, well actually this is a story from June the 2nd.
[01:52:41.419 --> 01:52:47.141]  The one that was up today on Drudge Report was two workers in Minnesota coming down with tuberculosis.
[01:52:47.521 --> 01:52:54.364]  Now these are American workers coming down with tuberculosis, but just a few days ago we saw this coming out of Vermont.
[01:52:54.384 --> 01:53:03.148]  The Vermont Watchdog published data from the Vermont Department of Health that shows that more than one-third of refugees resettled in Vermont test positive for tuberculosis.
[01:53:04.008 --> 01:53:06.812]  About 35% of them tested positive.
[01:53:07.433 --> 01:53:13.142]  Now, you know, you may, as an American, as a first world person, you may not really think about this too much.
[01:53:13.162 --> 01:53:14.724]  You probably don't think about tuberculosis.
[01:53:15.538 --> 01:53:18.259]  But it's a big issue in other parts of the world.
[01:53:18.339 --> 01:53:23.460]  And it's going to become a big issue in America if we don't screen people for anything.
[01:53:23.480 --> 01:53:25.980]  We don't screen them for being terrorists or criminals.
[01:53:26.320 --> 01:53:30.641]  We don't screen them for having the ability to support themselves or the skills to find a job.
[01:53:31.341 --> 01:53:33.402]  We just bring them in and see what happens.
[01:53:34.082 --> 01:53:36.783]  Because that's what Obama and Hillary Clinton are about.
[01:53:36.903 --> 01:53:38.263]  I want to play for you this clip.
[01:53:39.295 --> 01:53:48.342]  Where she gave a speech campaigning in California, what she says is the true goal, the center, the center of her presidential campaign is this, Hillary says.
[01:53:48.963 --> 01:53:52.565]  Immigration is at the center of this presidential campaign.
[01:53:52.886 --> 01:53:57.910]  In my first 100 days, I will introduce legislation for comprehensive immigration.
[01:53:59.351 --> 01:54:00.111]  There you go, see?
[01:54:00.352 --> 01:54:01.633]  The center of her campaign.
[01:54:02.666 --> 01:54:03.987]  is immigration.
[01:54:04.527 --> 01:54:15.473]  And she is going to legalize everybody who has come here flaunting our laws, flaunting our culture, demanding largesse from you, the American taxpayer.
[01:54:15.933 --> 01:54:28.961]  And I want to, I want you to hear, she has these, it's not a press conference, she doesn't do press conferences, okay, this is a campaign dog and pony show where she's got a lot of people in there who are dreamers, you know, like the people that have been
