[00:00:10.407 --> 00:00:11.214]  Silent Railway Chevy.
[00:23:04.036 --> 00:23:08.738]  I listened to NPR this morning while I was exercising for about 45 minutes, and it sounded like a joke.
[00:23:09.979 --> 00:23:16.723]  Like some future authoritarian, you know, radio program that was so over the top, it's meant to be satirical.
[00:23:19.825 --> 00:23:25.549]  And just the breathlessness over, he's a sexual assaulter, he is an assaulter, he is an assaulter.
[00:23:26.849 --> 00:23:27.370]  And then they'd have,
[00:23:29.625 --> 00:23:32.727]  A guest on, after like 15 minutes will go, well now it hasn't been proven yet.
[00:23:32.787 --> 00:23:34.088]  Oh yes, it's been proven, there's all these women.
[00:23:34.288 --> 00:23:35.669]  You don't think sexual assault's a bad thing?
[00:23:36.950 --> 00:23:40.352]  What about Hillary coming up for a sexual assault that's real, where Bill's settled?
[00:23:40.593 --> 00:23:42.014]  What about her funding radical jihadis?
[00:23:42.034 --> 00:23:52.501]  What about the UN using the water supply unit that costs more than $15 million and then using it as a toilet to defecate in?
[00:23:53.301 --> 00:23:53.962]  And then giving
[00:23:55.134 --> 00:23:57.915]  The defecation water to the Haitians, it killed more than 10,000.
[00:23:58.255 --> 00:23:59.976]  That's admitted by the U.N.
[00:23:59.996 --> 00:24:00.376]  itself!
[00:24:00.616 --> 00:24:01.177]  And there's the U.N.
[00:24:01.217 --> 00:24:05.779]  as usual sitting around doing nothing with these big giant white helicopters we've got on video.
[00:24:06.219 --> 00:24:15.503]  And there are just Gary Haven and Biggs and Michael Zimmerman trying to video loading on these cargo planes, loading people that are dying on.
[00:24:15.823 --> 00:24:20.665]  One guy died by the time they got him to the hospital.
[00:24:22.086 --> 00:24:22.266]  I mean,
[00:24:24.462 --> 00:24:25.863]  That's the kind of stuff we've got on tape.
[00:24:27.004 --> 00:24:31.946]  Little kids with broken backs, I mean, and the UN is doing nothing.
[00:24:31.967 --> 00:24:33.407]  They won't give anybody any aid, you name it.
[00:24:33.467 --> 00:24:38.671]  They're there to make you give them the food aid, and then they fly off with it to do Lord knows what.
[00:24:40.011 --> 00:24:41.152]  And where's the Clinton Foundation?
[00:24:41.352 --> 00:24:42.253]  They talk to people all over.
[00:24:42.273 --> 00:24:43.393]  They go, we've never seen them.
[00:24:43.433 --> 00:24:44.334]  They give us nothing.
[00:24:45.134 --> 00:24:50.858]  They all know Gary Haven, who for, well, since the earthquake has been flying in there at least every month,
[00:24:53.464 --> 00:24:53.985]  It's powerful.
[00:24:54.446 --> 00:24:58.134]  And Gary Haber is going to join us from Haiti via phone, probably sat phone.
[00:24:59.337 --> 00:25:02.423]  And then we're going to have Joe Biggs and Michael Zimmerman in here ahead of...
[00:25:06.311 --> 00:25:11.453]  Roger Stone, who had now concurred, he said the sources are, you called it, Alex, is what he told me last night.
[00:25:11.733 --> 00:25:12.513]  He says it's crazy.
[00:25:12.533 --> 00:25:19.556]  It looks like their October surprise will be a huge cyber attack, which they've announced on Russia, and then even military incursions in Ukraine to start a war.
[00:25:20.016 --> 00:25:25.239]  That way you can really, I guess, cancel the election or divert everybody, you know, with that news while you steal it.
[00:25:25.339 --> 00:25:29.140]  I mean, this is such a critical time to be alive right now.
[00:25:29.920 --> 00:25:33.562]  But, to McClatchy's credit,
[00:25:35.071 --> 00:25:41.573]  Anytime I'm looking at mainstream media and something is incisive, something's on target, something is actually well-researched, it's from them.
[00:25:43.713 --> 00:25:54.016]  They're the ones that have exposed Warren Buffett getting $400-plus billion of the banker bailout money, himself almost $10 billion, and then running around saying, raise your taxes because he gets the money.
[00:25:58.237 --> 00:25:59.037]  See, that's the problem.
[00:25:59.117 --> 00:26:00.018]  Trump didn't hit him hard enough.
[00:26:01.431 --> 00:26:03.212]  Buffett takes the same exemptions I do.
[00:26:03.272 --> 00:26:03.552]  No, no.
[00:26:03.572 --> 00:26:05.212]  He has tax-free foundations, bro.
[00:26:05.552 --> 00:26:09.573]  And then sets up dummy corporations and bankrupts them and then gets taxpayer money.
[00:26:10.173 --> 00:26:13.134]  He's total criminal in my research view.
[00:26:13.394 --> 00:26:16.675]  You have taken some of the loopholes that you have admitted you would get rid of.
[00:26:16.975 --> 00:26:19.836]  But until we have a level playing field, you can't or you'll be bankrupt.
[00:26:20.816 --> 00:26:21.437]  He's totally honest.
[00:26:21.457 --> 00:26:26.438]  He goes, I buy ties from Mexico because they cost a third the price or high quality and no one wants to buy ties that cost too much.
[00:26:26.778 --> 00:26:29.799]  So as soon as we fix these deals, I'll be able to make my ties in America.
[00:26:30.899 --> 00:26:31.900]  I have done that myself.
[00:26:32.460 --> 00:26:36.243]  Go get a shirt made in America, 10 bucks, sell it for 22, nobody wants it.
[00:26:36.283 --> 00:26:38.384]  They want the one that's 15, you pay for $5.
[00:26:39.144 --> 00:26:41.266]  They just won't buy the one made in America.
[00:26:42.987 --> 00:26:51.232]  We got all, everything's made in America on one side, buy the same shirt made in Mexico or Honduras for 15 bucks instead of 22 bucks, you buy the one made there.
[00:26:51.353 --> 00:26:52.553]  That's your choice, you get it.
[00:26:53.114 --> 00:26:54.274]  And I don't blame you.
[00:26:54.695 --> 00:26:56.336]  The point is we have unfair trade deals.
[00:26:57.714 --> 00:27:03.882]  And as someone trying to operate a real business to fund this liberty movement, I've been sitting in the very same seat Trump is.
[00:27:04.984 --> 00:27:06.526]  Anybody else who's run a business knows that.
[00:27:08.134 --> 00:27:31.488]  The problem is most Americans are disconnected and I see, you know, more and more when I see somebody driving in the fast lane, 55 miles an hour in a 70, I'll pull up and look, and they've always got an education sticker, they're always a professor, or they've got a Hillary sticker or a Bernie sticker, and I saw a guy this morning, I was late to work, I was almost out of gas, I pulled over, and as I pull in, this guy pulls in front of me and parks right in the middle between the pumps where I couldn't hardly pull in.
[00:27:32.769 --> 00:27:34.570]  I saw the education sticker, he got out,
[00:27:36.823 --> 00:27:39.745]  He got mad because he could barely get out of his car, and I said, hey, how you doing?
[00:27:39.785 --> 00:27:44.069]  He's like, he ignores me, walks around, he's too much of a god, and I couldn't help it.
[00:27:44.089 --> 00:27:45.410]  I didn't pull my iPhone out and tape it.
[00:27:46.231 --> 00:27:49.534]  But I looked at him and I said, who are you supporting in the election?
[00:27:51.295 --> 00:27:53.357]  He looked at me and he looked down, and he goes, why?
[00:27:53.397 --> 00:27:54.278]  And I said, I'm just asking.
[00:27:55.353 --> 00:27:57.074]  He said, well Hillary of course.
[00:27:57.754 --> 00:28:06.299]  And I just should have videotaped it because who else every time parks in the middle between the two gas pumps where someone else can't get gas.
[00:28:06.600 --> 00:28:09.661]  These people, it's their religion to drive 55 at a 70.
[00:28:10.342 --> 00:28:12.283]  It's their religion to block your way.
[00:28:12.903 --> 00:28:15.425]  They're unhappy energy vampires.
[00:28:16.606 --> 00:28:17.146]  They're demons.
[00:28:18.266 --> 00:28:20.588]  And it's time to exercise the entire nation of these people.
[00:28:21.476 --> 00:28:23.418]  When I say that, that's a figure of speech.
[00:28:23.558 --> 00:28:25.399]  I mean, we need to understand who they are.
[00:28:25.720 --> 00:28:28.322]  And they get these little clubs of rats.
[00:28:28.362 --> 00:28:29.162]  They all hate each other.
[00:28:29.182 --> 00:28:30.103]  They're all dishonorable.
[00:28:30.123 --> 00:28:31.504]  They're all incredibly unhappy.
[00:28:31.524 --> 00:28:35.988]  I mean, I've been inside NPR, I guess, several times, locally and nationally.
[00:28:36.308 --> 00:28:38.851]  It is the most soulless, unhappy, empty group.
[00:28:39.131 --> 00:28:40.252]  CNN, the same thing.
[00:28:40.492 --> 00:28:42.033]  They are pathetic.
[00:28:43.815 --> 00:28:44.675]  And they know they are.
[00:28:46.257 --> 00:28:49.239]  But there he was, just... Because I'm already pulling in.
[00:28:49.279 --> 00:28:49.780]  He pulls in.
[00:28:51.192 --> 00:28:59.807]  And there's a car parked here, and I see him on this side, so I'm not going to park here because there's two pumps, but I'm not going to park here because I'm trying to be nice, so I'll just go over here.
[00:29:01.069 --> 00:29:02.571]  And he just stops right in the middle.
[00:29:03.544 --> 00:29:04.444]  And I went, you know, I'm late.
[00:29:04.544 --> 00:29:05.325]  I'm just going to squeeze in here.
[00:29:05.345 --> 00:29:07.885]  I could barely get out up against the gas tank, scratch my car.
[00:29:08.326 --> 00:29:10.026]  Up against the pump, caught up.
[00:29:10.266 --> 00:29:11.006]  He's looking at me.
[00:29:11.026 --> 00:29:12.227]  Keaton barely got out.
[00:29:12.407 --> 00:29:13.907]  I think I heard him bump my other door.
[00:29:13.927 --> 00:29:14.808]  I'm like, whatever, I don't care.
[00:29:15.068 --> 00:29:15.848]  He looks so pissed.
[00:29:15.868 --> 00:29:19.069]  It's like, dude, you just thought you'd have a little power over me.
[00:29:19.449 --> 00:29:21.730]  You look back, you saw me, you thought you'd piss on me.
[00:29:21.910 --> 00:29:22.990]  Didn't happen, did it, boy?
[00:29:23.750 --> 00:29:25.991]  And the point is, is that I know who you are.
[00:29:26.011 --> 00:29:27.112]  I knew who you were.
[00:29:27.132 --> 00:29:31.253]  I analyzed and assessed you in seconds, but I confirmed it.
[00:29:32.964 --> 00:29:34.766]  You're probably a community college professor.
[00:29:35.587 --> 00:29:37.148]  You're still huge in massive debt.
[00:29:37.228 --> 00:29:38.490]  You hope the government gets you out.
[00:29:38.510 --> 00:29:38.830]  He was like 65.
[00:29:40.312 --> 00:29:41.933]  You think that's your mommy and your daddy.
[00:29:41.953 --> 00:29:42.914]  You hate prosperity.
[00:29:43.114 --> 00:29:46.078]  And all you can do is piss on Texans because you came here from California.
[00:29:46.098 --> 00:29:46.818]  You've already collapsed.
[00:29:48.260 --> 00:29:52.044]  Now, I'm going to get to all the huge news, incredible clips, and so much more straight ahead.
[00:29:52.404 --> 00:29:53.565]  The latest on WikiLeaks as well.
[00:29:53.605 --> 00:29:54.026]  Stay with us.
[00:29:57.608 --> 00:30:00.598]  We're on the march, the Empire's on the run.
[00:30:01.541 --> 00:30:04.230]  Alex Jones and the GCN Radio Network.
[00:30:08.547 --> 00:30:12.928]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[00:30:13.048 --> 00:30:15.229]  Ladies and gentlemen, I've been on this the last few months.
[00:30:15.349 --> 00:30:22.170]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[00:30:22.390 --> 00:30:25.671]  One of the worst things with most energy products is it's not sustainable, right?
[00:30:25.691 --> 00:30:26.851]  You're gonna crash afterwards.
[00:30:27.152 --> 00:30:28.992]  And the cool thing about this is it's not just a bunch of
[00:30:29.312 --> 00:30:33.554]  Energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do.
[00:30:33.794 --> 00:30:34.594]  This is sustainable.
[00:30:34.714 --> 00:30:38.696]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[00:30:38.916 --> 00:30:42.077]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:30:42.137 --> 00:30:45.198]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:30:45.218 --> 00:30:46.699]  We're looking at the television screen.
[00:30:46.739 --> 00:30:52.441]  For research purposes, whatever we've been doing, trying to learn something or staring at the computer all day, working, doing good, you're still damaging your brain.
[00:30:52.481 --> 00:30:53.802]  You will find brain force.
[00:30:54.062 --> 00:30:54.723]  We're good to go.
[00:31:08.351 --> 00:31:16.818]  As reported by Breitbart, Matt Drudge of the Drudge Report has warned presidential hopeful Hillary Clinton that he is about to drop a bombshell about her, quote, sex stuff.
[00:31:17.018 --> 00:31:21.021]  In a tweet, Drudge said, oh, on the sex stuff, Hillary is about to get hers.
[00:31:21.221 --> 00:31:27.166]  He then tweeted a picture of Hillary on the Ellen DeGeneres Show, her first appearance since the last debate with Donald Trump.
[00:31:27.386 --> 00:31:34.871]  Now, we know that there have been decades of speculation about Clinton's sexuality, and those close to her camp have reported that Hillary has a trove of secrets herself.
