[00:00:00.757 --> 00:00:02.158]  World War Three.
[00:27:46.307 --> 00:27:53.013]  When we went out, and you can see it in the livestream, yeah, obviously you've got the people flicking us off and spitting at us and cursing at us.
[00:27:53.113 --> 00:27:54.174]  That's always going to be the case.
[00:27:54.494 --> 00:27:55.435]  It was busy downtown.
[00:27:55.975 --> 00:28:01.720]  But I would say nine of the ten people yesterday were in support of what we were doing.
[00:28:02.100 --> 00:28:09.326]  And we obviously, in the final upload video, you know, we show you the middle finger people and we show you a lot of people screaming because it's a little more entertaining, it's a little fun.
[00:28:10.467 --> 00:28:11.788]  To show how psychotic these people are.
[00:28:11.828 --> 00:28:18.913]  But the truth is, if you go watch the longer live streams that are hours long, you'll see that most people are in support of us.
[00:28:19.673 --> 00:28:21.214]  Most people agree with what we're saying now.
[00:28:21.575 --> 00:28:23.016]  I'm getting my hair cut today.
[00:28:24.278 --> 00:28:31.004]  And everyone in the barbershop, it used to be just me and my barber would kind of talk shop on politics and really get conspiratorial.
[00:28:31.484 --> 00:28:33.486]  Now everyone's getting conspiratorial.
[00:28:33.766 --> 00:28:39.151]  Now everyone's like, yeah, I used to think conspiracy theorists were crazy, but now I think you guys are right on about everything.
[00:28:39.611 --> 00:28:41.192]  That's how crazy it's become.
[00:28:42.613 --> 00:28:46.076]  Now I can go on, I've got other personal examples, but I'll just stop right there.
[00:28:47.068 --> 00:28:50.509]  And so, I'm sure you've been experiencing something similar.
[00:28:50.549 --> 00:28:56.652]  I don't think my life experience is too much different than yours, other than what I just go through for working here and being a talk show host.
[00:28:58.713 --> 00:29:02.394]  So everywhere you turn, everywhere you look, the awakening is certainly on.
[00:29:02.634 --> 00:29:09.797]  They've got another story in the Washington Post today attacking the Reawaken America tour because it's so popular.
[00:29:11.343 --> 00:29:14.824]  You don't have anything like this on the Democrat side of the aisle.
[00:29:15.064 --> 00:29:21.307]  There's no mass exodus of the Republican Party of any sect of the American population.
[00:29:22.007 --> 00:29:27.869]  You don't have any big tours promoting Democrat Party values that are going on that are successful right now.
[00:29:28.009 --> 00:29:29.489]  It just doesn't exist.
[00:29:29.950 --> 00:29:43.806]   So, I say that because you need to know that, you need to understand that, you need to remember that, and you need to know that You should believe your eyes, you should believe your ears, you should believe the world in front of you.
[00:29:44.788 --> 00:29:49.397]  Because part of the mainstream media is, don't believe your lion eyes, believe us.
[00:29:51.437 --> 00:29:58.121]  So if Democrats win in the midterms, they'll tell you, hey, ignore the facts that you can't find a person that votes Democrat.
[00:29:58.601 --> 00:30:01.783]  Ignore the facts that millions of people are leaving the Democrat Party.
[00:30:02.184 --> 00:30:09.348]  Ignore the facts that even in the midterm elections, in the primaries, more Republican voters turned out than Democrats.
[00:30:09.868 --> 00:30:15.892]  And when that all goes sideways in the midterm elections coming up in 15 days, they'll say, nope, this is legitimate.
[00:30:16.492 --> 00:30:31.718]   And just like in 2020, when you had a million people in Washington, D.C., Realizing the election was stolen from Trump, you will have that same phenomenon, except it will be millions more people that now realize our elections cannot be trusted.
[00:30:32.018 --> 00:30:33.618]  Now, I'm not saying people are going to go to DC.
[00:30:33.658 --> 00:30:34.778]  I don't expect that to happen.
[00:30:35.939 --> 00:30:37.459]  But I do expect the awakening.
[00:30:37.599 --> 00:30:40.079]  I do expect more people to realize it now than ever before.
[00:30:40.139 --> 00:30:51.990]   In fact, Ted Cruz was on The View today, and maybe we'll have this clip coming up, And they're attacking Ted Cruz about Republican election deniers.
[00:30:52.471 --> 00:30:54.112]  And Ted Cruz says, hey, wait a second.
[00:30:54.172 --> 00:30:58.236]  Hillary Clinton denied the results of the 2016 presidential election.
[00:30:58.276 --> 00:31:00.378]  Stacey Abrams denied the results of her election.
[00:31:00.418 --> 00:31:03.260]  And The View said, yeah, because those elections were illegitimate.
[00:31:03.901 --> 00:31:04.521]  Beautiful.
[00:31:05.582 --> 00:31:06.042]  Perfect.
[00:31:06.123 --> 00:31:06.903]  Thank you so much.
[00:31:07.244 --> 00:31:09.445]  So when a Republican wins, it's illegitimate.
[00:31:09.465 --> 00:31:11.407]  When a Democrat wins, it's all above board.
[00:31:12.208 --> 00:31:14.190]  We always knew that that was their logic.
[00:31:15.211 --> 00:31:16.031]  Now they just admit it.
[00:31:16.091 --> 00:31:18.773]  So Democrats are allowed to question elections.
[00:31:19.233 --> 00:31:20.093]  You're not.
[00:31:20.494 --> 00:31:21.914]  But let's look at Joe Biden here.
[00:31:23.175 --> 00:31:25.096]  Let's look at Joe Biden.
[00:31:25.116 --> 00:31:26.857]  Now he says he's running again.
[00:31:26.877 --> 00:31:30.498]  And I guess that's the truth.
[00:31:30.538 --> 00:31:31.899]  I guess he does plan on running again.
[00:31:31.939 --> 00:31:39.623]  They have started the Biden pack and everything you normally do in this time space to run for president.
[00:31:41.155 --> 00:31:46.301]  But here he is in a clip saying that he could drop dead tomorrow.
[00:31:46.682 --> 00:31:53.791]  So how can Joe Biden run for president in two years if he thinks he's going to drop dead tomorrow like he says here in clip two?
[00:31:54.452 --> 00:31:56.434]  So let's say Trump doesn't run again.
[00:31:56.454 --> 00:32:00.233]   Convince Aunt Gloria that She should stick with you.
[00:32:00.233 --> 00:32:03.354]  Well, I think, I think Gloria should take a look.
[00:32:03.354 --> 00:32:08.873]   I think it's a legitimate thing to be concerned about anyone's age, including mine.
[00:32:08.873 --> 00:32:10.713]  I think that's totally legitimate.
[00:32:10.713 --> 00:32:15.913]   But I think the best way to make a judgment is to, you know, watch me.
[00:32:15.954 --> 00:32:18.757]  Am I slowing up?
[00:32:18.897 --> 00:32:20.038]  Don't I have the same pace?
[00:32:20.058 --> 00:32:27.567]  And that old joke, everybody talks about the new 70s, 50s, all that stuff.
[00:32:27.386 --> 00:32:30.047]  of the new 70s, 50s, all that stuff.
[00:32:30.047 --> 00:32:34.986]   You know, I, you know, it could be, I'm a great respecter of fate.
[00:32:34.986 --> 00:32:36.466]  I could get.
[00:32:36.355 --> 00:32:39.635]  a disease tomorrow. I could, you know, drop dead tomorrow.
[00:32:39.635 --> 00:32:40.275]  No.
[00:32:40.275 --> 00:32:47.475]   But I, you know, in terms of my energy level, in terms of how much I'm able to do,
[00:32:47.475 --> 00:32:54.276]   I think people should look and say, does he still have the same passion for what he's doing?
[00:32:54.276 --> 00:32:58.115]   If they think I do and I can do it, then that's fine. If they don't, then they should vote against
[00:32:58.115 --> 00:33:03.475]   me. Not against me, they should encourage me not to go. But that's not how I feel.
[00:33:04.115 --> 00:33:06.756]  I can't even say the age I'm gonna be.
[00:33:06.756 --> 00:33:08.755]  Whoa, whoa, whoa, Joe!
[00:33:08.480 --> 00:33:09.721]  Hands to yourself, Joe!
[00:33:09.741 --> 00:33:13.683]  And then he goes in for the rub job on the neck of that reporter.
[00:33:14.163 --> 00:33:15.704]  He can't keep his hands off of people.
[00:33:15.724 --> 00:33:16.824]  He can't keep his hands to himself.
[00:33:16.844 --> 00:33:19.125]  And he says, am I slowing down?
[00:33:19.245 --> 00:33:20.066]  I'm doing great.
[00:33:20.126 --> 00:33:21.266]  My energy level's high.
[00:33:21.346 --> 00:33:23.147]  I could drop dead tomorrow, but vote for me.
[00:33:23.167 --> 00:33:34.192]  You know, I forgot to mention one other major factor of proof, I believe, that there is a groundswell of support for Republicans and not Democrats.
[00:33:34.292 --> 00:33:36.814]  Look at the ratings in the media.
[00:33:38.002 --> 00:33:46.287]  All the Fox News shows double and triple the audience size of all the other nightly news shows out there.
[00:33:46.707 --> 00:33:54.972]  I mean, hell, this audience, the InfoWars audience, which is, I mean, these transmissions have been completely banned across the internet.
[00:33:55.592 --> 00:33:58.854]  We have a bigger audience than most mainstream Democrats do.
[00:33:59.354 --> 00:34:04.937]  Like Barack Obama, Hillary Clinton, they go launch podcasts and nobody listens.
[00:34:05.418 --> 00:34:05.778]  Nobody.
[00:34:06.954 --> 00:34:10.255]  They try to get 2.75 trillion dollars from Alex Jones.
[00:34:10.515 --> 00:34:11.695]  Our audience just gets bigger.
[00:34:13.155 --> 00:34:14.715]  But that's just a little addition.
[00:34:14.755 --> 00:34:17.776]  Now I want to get back to the subject matter.
[00:34:17.796 --> 00:34:21.777]  So you just heard Joe Biden say he could drop dead any day, but he's running for office.
[00:34:22.217 --> 00:34:23.617]  He said, look at my speed.
[00:34:24.137 --> 00:34:25.317]  Look at how great I'm doing.
[00:34:27.318 --> 00:34:28.818]  You forget where you are half the time.
[00:34:28.838 --> 00:34:29.938]  You're lost half the time.
[00:34:30.238 --> 00:34:32.258]  You spend a quarter of the time on vacation.
[00:34:32.678 --> 00:34:34.139]  Yeah, we've noticed, Joe.
[00:34:34.159 --> 00:34:34.819]  Believe me.
[00:34:36.141 --> 00:34:36.781]  We've noticed.
[00:34:38.302 --> 00:34:43.485]  And he gets confused again here talking about the student loan bailout.
[00:34:43.566 --> 00:34:45.247]  So this is going back and forth in the courts.
[00:34:45.307 --> 00:34:45.847]  It's illegal.
[00:34:45.907 --> 00:34:46.367]  It's legal.
[00:34:46.427 --> 00:34:46.968]  It's illegal.
[00:34:47.028 --> 00:34:47.488]  It's legal.
[00:34:47.548 --> 00:34:50.610]  It's just going back and forth in the courts like a ping pong ball.
[00:34:52.202 --> 00:34:53.663]  And the truth is, it doesn't even matter.
[00:34:54.063 --> 00:35:00.405]  The Democrat voter is so stupid that all Biden has to say is, I pass student loan forgiveness.
