[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[00:25:08.559 --> 00:25:11.001]  Dr. Zev Zelenko, straight ahead, his final words.
[00:25:11.041 --> 00:25:12.421]  Stay with us, InfoWars.com.
[00:25:13.102 --> 00:25:26.830]  Well, I saw something extremely powerful yesterday afternoon after I learned that Dr. Zev Zelenko, just a wonderful fighter against medical tyranny and for human liberty, that I learned he had made a few days ago before he died.
[00:25:29.331 --> 00:25:32.413]  And it has his last public words on it, and it's extremely powerful.
[00:25:34.014 --> 00:25:35.715]  We're going to be playing that coming up here.
[00:25:37.102 --> 00:25:38.123]  In just a few minutes.
[00:25:41.124 --> 00:25:58.733]  But when you think about the magnitude of what we've been hit by, and how the system is targeting Dr. Peter McCullough, trying to take his license right now, because he's become very prominent and well-spoken here and on Joe Rogan and Fox News and so many places, it's criminal.
[00:25:59.573 --> 00:26:13.470]   And it shows that they've got to silence leaders Who are willing to stand up to their tyranny so that other leaders who are thinking about standing up think there's no hope and roll over to the tyranny.
[00:26:15.452 --> 00:26:27.644]  There is nothing but hope and assured victory if we have courage and get rid of the fear and take action and do the right thing like Dr. Zelenko did very early on and prominently.
[00:26:29.261 --> 00:26:36.926]  What you should all be concerned about is people being cowards and being intimidated by this intimidation and rolling over.
[00:26:38.587 --> 00:26:43.810]  Next segment, I'm going to play a very powerful clip of Joe Rogan making just these points.
[00:26:43.850 --> 00:26:48.753]  But first, I'm going to go to the Dr. Zelenko clip here in just a moment.
[00:26:49.625 --> 00:26:57.873]  But let me read to you the last 30 seconds of what he had to say, and then we're going to play the clip in full, his last public words.
[00:26:58.593 --> 00:27:01.596]  Dr. Zev Zelenko, right here on air today.
[00:27:03.338 --> 00:27:11.305]  The world has now chosen sides, those that will worship the machinations of man and those that will bow down to the Creator.
[00:27:12.246 --> 00:27:13.227]  So let the culling begin.
[00:27:14.195 --> 00:27:15.575]  The world needs a cleaning.
[00:27:16.236 --> 00:27:21.937]  When the process is done, the world will be filled with the knowledge of God, just like the waters cover the seas.
[00:27:22.998 --> 00:27:25.898]  The sociopaths have a big thing coming for them.
[00:27:26.739 --> 00:27:27.719]  They think they are gods.
[00:27:27.739 --> 00:27:29.099]  They think they're ruling the world.
[00:27:29.459 --> 00:27:30.040]  We'll see.
[00:27:31.040 --> 00:27:32.120]  Let the games begin.
[00:27:32.140 --> 00:27:37.782]  I have no problem falling in battle, because this is a hill we need to die on.
[00:27:38.142 --> 00:27:41.822]  Otherwise, our progeny will have nowhere to breathe free.
[00:27:41.822 --> 00:27:51.102]  And that is his final public words.
[00:27:51.307 --> 00:27:57.550]  Otherwise, our progeny, our children and their children, our future will have nowhere to breathe free.
[00:28:00.311 --> 00:28:01.572]  This clip's on Bandit Video.
[00:28:01.612 --> 00:28:02.432]  I hope you share it.
[00:28:02.472 --> 00:28:04.273]  We love you, Dr. Vladimir Zelenko.
[00:28:04.333 --> 00:28:06.613]  You're a great patriot and you will live on forever.
[00:28:06.633 --> 00:28:08.574]  And we know we'll see you on the other side.
[00:28:08.994 --> 00:28:10.455]  Here is Dr. Zelenko's final words.
[00:28:11.315 --> 00:28:15.497]  And if I have to leave the world, I accept God's will.
[00:28:16.312 --> 00:28:25.312]   But I encourage and plead with everyone else to up your game and stand up and resist.
[00:28:25.312 --> 00:28:36.312]   Hi, this is Dr. Zelenko and I'm making this video from my hospital bed.
[00:28:37.324 --> 00:28:38.685]  I just want to give a quick update.
[00:28:39.505 --> 00:28:44.488]  Many, many people have expressed their love and prayers and I'm very grateful.
[00:28:44.708 --> 00:28:44.988]  Thank you.
[00:28:46.424 --> 00:29:00.995]  Unfortunately, I had an MRI and a transesophageal echocardiogram called a TE, and it found a tumor in my right ventricle.
[00:29:02.195 --> 00:29:06.258]  That's the lower right chamber of the heart.
[00:29:07.459 --> 00:29:09.781]  And on top of that tumor is a blood clot.
[00:29:13.043 --> 00:29:14.004]  That's not pretty good news.
[00:29:14.344 --> 00:29:15.565]  It's not good news.
[00:29:16.797 --> 00:29:24.443]  And the treatment would be to go on blood thinners, which I'm on, to try to dissolve the clot.
[00:29:25.163 --> 00:29:27.685]  And then we have to figure out what to do with that tumor.
[00:29:30.047 --> 00:29:35.310]  To be frank, if that clot breaks off, that's a ticket to the next world.
[00:29:38.092 --> 00:29:43.256]  Also, there are more tumors around my lower left lobe and my lung.
[00:29:45.211 --> 00:29:49.152]  So, I'm in a precarious situation.
[00:29:50.192 --> 00:29:58.595]  However, as King David writes, even though I walk in the shadow of death, I shall fear no evil, for God is with me.
[00:29:59.355 --> 00:30:05.157]  And I do really feel that way, and those words resonate in my soul more now than ever in my life.
[00:30:06.297 --> 00:30:13.379]  And there is a Talmudic teaching that even if the sword is on your neck, a person should never give up hope.
[00:30:14.497 --> 00:30:17.418]  And so I'm in a very good state of mind.
[00:30:17.438 --> 00:30:44.691]   And as I frequently said, they don't have to carry my body off the battlefield because my resolve to help humanity, the vulnerable, the innocent, decent people overcome This terrible darkness and plague that is upon us has never been stronger.
[00:30:45.671 --> 00:30:49.974]  And if I have to leave the world, I accept God's will.
[00:30:50.914 --> 00:30:59.698]  But I encourage and plead with everyone else to up your game and stand up and resist.
[00:31:00.939 --> 00:31:04.501]  Resist first within yourselves against giving in to fear.
[00:31:05.777 --> 00:31:15.743]  And then resist publicly against the policies of tyranny, which are coming again, because it's pretty obvious what's going to happen right now.
[00:31:16.724 --> 00:31:27.991]  The World Health Organization, which is essentially funded by the sociopath Gates, is gaining more and more power over sovereign nations.
[00:31:29.031 --> 00:31:34.655]  Gates messaged, I think five or six months ago, that smallpox is a big threat.
[00:31:35.586 --> 00:31:49.417]  And then, supposedly, it was eradicated in 1980, and it was only found in two labs in America and in Russia, in DSL Level 4 labs, the highest maximum security labs.
[00:31:49.877 --> 00:32:07.280]   And yet, five days after the sociopath criminal Gates said his prophetic words, a few vials of smallpox were found in an unsecure refrigerator in a Uh, Merck Laboratory in Philadelphia.
[00:32:08.161 --> 00:32:12.363]  And so, it's not surprising to me now that we're seeing monkeypox.
[00:32:13.604 --> 00:32:17.206]  Uh, I anticipate, um, global panic about it.
[00:32:17.226 --> 00:32:40.927]   This will be the next media horror narrative that, uh, will continue the fear campaign to, and lockdown campaign, and mass campaign to, uh, Create anxiety, isolate you from people you love and dehumanize you with with these face diapers.
[00:32:41.887 --> 00:32:46.848]  And so this is their playbook.
[00:32:47.988 --> 00:33:29.358]   And they're going to keep on sending wave after wave of their evil agenda until we make internal resolutions To kick the evil out from within us, we should, in my opinion, denounce the worship of false gods, the god of technology, the god of science, the god of corrupt governments, money, power, fame, and reconcile our hearts with our creator, who's making us anew every instant in time.
[00:33:30.699 --> 00:33:33.001]  Basically, the world has now chosen sides.
[00:33:34.401 --> 00:33:42.666]  Those that will worship the machinations of man and those that will bow down to the Creator.
[00:33:43.807 --> 00:33:45.448]  And so let the calling begin.
[00:33:45.468 --> 00:33:53.973]  You know, the world needs a cleaning.
[00:33:58.924 --> 00:34:05.310]  And when the process is done, the world will be filled with the knowledge of God, just like the waters cover the seas.
[00:34:06.771 --> 00:34:10.214]  And the sociopaths have a big thing coming for them.
[00:34:11.055 --> 00:34:13.156]  They think they're gods.
[00:34:13.216 --> 00:34:14.658]  They think that they're ruling the world.
[00:34:16.499 --> 00:34:16.839]  We'll see.
[00:34:18.801 --> 00:34:19.742]  So let the games begin.
[00:34:21.423 --> 00:34:26.728]  And I have no problem falling in battle, because this is a hill that we need to dive.
[00:34:27.912 --> 00:34:34.912]   because otherwise our progeny will have nowhere to breathe free.
[00:34:34.912 --> 00:34:41.912]  All the waiting's over!
[00:34:42.099 --> 00:34:44.921]  We tried to stop it, but the Bible said it would be fulfilled so it will.
[00:34:45.881 --> 00:34:48.023]  Can't say that I still didn't try to fight it and stop it.
[00:34:48.743 --> 00:34:49.924]  God says we're supposed to do that.
[00:34:50.484 --> 00:34:52.325]  We'll be overcome in the first major battle.
[00:34:54.414 --> 00:35:00.618]  That's the battle we're entering, but the biggest revival and awakening and the biggest victory ever will come after it.
[00:35:01.138 --> 00:35:08.503]  Satan wins some battles, but Satan knows he's already lost the war.
[00:35:10.364 --> 00:35:18.090]  And all we got to do in this boot camp, it's this life, is prove we've got the metal it takes to get taken to the next level.
[00:35:18.230 --> 00:35:21.732]  And believe me, believe me, you want to be there.
[00:35:22.512 --> 00:35:23.173]  I want to be there.
[00:35:24.164 --> 00:35:24.664]  It's private.
[00:35:25.525 --> 00:35:26.306]  I don't get into it.
[00:35:26.406 --> 00:35:31.009]  But if you think the things I've covered here are next level, you have not seen anything yet.
[00:35:31.229 --> 00:35:33.071]  And I know a lot of you probably seen what I've seen.
[00:35:33.892 --> 00:35:37.334]  King David talks about the quiet place, the most high.
[00:35:37.394 --> 00:35:38.775]  Others talk about the third heaven.
[00:35:40.276 --> 00:35:42.258]  You see the heavens, that's just in this dimension.
[00:35:42.278 --> 00:35:43.259]  There's the third heaven.
[00:35:44.039 --> 00:35:45.500]  And it's very, very real, my friends.
[00:35:46.241 --> 00:35:47.002]  And you want to see it.
[00:35:48.283 --> 00:35:54.868]   Now, Let's talk about something really important.
[00:35:56.629 --> 00:36:25.454]   I think as listeners and viewers you care about this broadcast is why you're here and I have become such a servant of truth that when I was pulled over a year and a half ago and it had a half bottle of sake by my house and the police said have you been drinking even though I knew I'd get arrested I had not told a lie, because I'd lied some to my parents and lied to girlfriends and stuff like that.
[00:36:25.534 --> 00:36:26.334]  I didn't like to lie.
[00:36:26.775 --> 00:36:27.795]  I was not what you call a liar.
[00:36:27.815 --> 00:36:28.796]  I'm a very faithful guy.
[00:36:28.816 --> 00:36:29.917]  I'll make a deal with you.
[00:36:29.957 --> 00:36:33.099]  I'm going to really try to fulfill it, and if I can't, I'll try to make amends.
[00:36:33.159 --> 00:36:35.360]  But, I mean, I'm like Tony Montana.
[00:36:35.740 --> 00:36:41.063]  I got two things in this world, and that's my word and my balls, and I don't break them for anybody.
[00:36:42.624 --> 00:36:47.747]  But some would call it neurotic, but I don't think it's neurotic.
[00:36:48.368 --> 00:36:53.750]   If I lied to those police, And I get, in the military, being a spy, you're supposed to lie in the Bible.
[00:36:54.070 --> 00:36:55.270]  You can lie if you're fighting an enemy.
[00:36:55.931 --> 00:36:59.132]  I just said, you know, yeah, I had a couple of glasses of wine.
[00:36:59.853 --> 00:37:06.116]  I'm below the alcohol level, but that's what happened.
[00:37:06.136 --> 00:37:07.717]  And then I got Achilles that's gone.
