[00:00:00.731 --> 00:00:01.532]  Monday Live!
[00:23:45.371 --> 00:23:48.073]  I was basically following the political system.
[00:23:49.389 --> 00:23:55.793]  Of going through who is the designated campaign PAC manager to run speeches and events.
[00:23:56.093 --> 00:23:58.915]  When Trump goes and gives a speech, folks, it's not the White House running that.
[00:23:58.955 --> 00:24:00.696]  It's not government money paying for that.
[00:24:00.937 --> 00:24:05.520]  When Trump comes to Pennsylvania or Texas to give a speech, that's paid for by the campaign.
[00:24:06.300 --> 00:24:07.460]  That's paid for by donations.
[00:24:07.480 --> 00:24:09.781]  So there's also that confusion going on.
[00:24:10.221 --> 00:24:19.483]  I went there to have a peaceful political rally, to put peaceful political pressure on Congress, to have a 10-day investigation by the Senate, because that's what I thought was right, it's what my listeners wanted.
[00:24:19.683 --> 00:24:21.283]  And that was my motive, and it's what I did.
[00:24:21.623 --> 00:24:24.884]  And it's a horrible, historic fiasco, and I wish it would have never happened.
[00:24:25.324 --> 00:24:26.324]  We'll be right back, stay with us.
[00:24:26.344 --> 00:24:32.225]  Alright, I got some final information I want to hit on the January 6th committee and where all this is going.
[00:24:34.400 --> 00:24:35.421]  And then I got a bunch of other news.
[00:24:35.441 --> 00:24:36.882]  I'm going to go ahead and take the rest of the hour.
[00:24:36.902 --> 00:24:38.443]  And Owen Schroer is loaded for bear.
[00:24:38.463 --> 00:24:41.365]  He's going to host the second and third hour today.
[00:24:41.405 --> 00:24:42.726]  Then Gerald Cilente is on the fourth.
[00:24:42.766 --> 00:24:45.227]  And then Owen comes back for the vaunted war room.
[00:24:46.028 --> 00:24:57.136]  And remember, the reason I take this so serious is Owen Schroer has been charged with attacking the Capitol, disorderly conduct, a bunch of stuff he didn't do.
[00:24:58.123 --> 00:24:59.444]  And it's facing years in prison.
[00:25:00.324 --> 00:25:04.806]  So that's why this is so dangerous, not just to myself, but the whole country and the whole world.
[00:25:04.866 --> 00:25:18.493]  But to finish up my statements to the January 6th committee, because I can't say it under oath, because if I said that the background behind me is purple, they would say, well, actually, there's some black in it.
[00:25:18.593 --> 00:25:19.834]  So it's not really purple.
[00:25:19.894 --> 00:25:20.374]  You lied.
[00:25:20.854 --> 00:25:21.215]  Prison.
[00:25:21.455 --> 00:25:21.875]  Five years.
[00:25:24.096 --> 00:25:27.798]  And so when you're dealing with that level of stuff, you just you can't talk to them.
[00:25:29.051 --> 00:25:31.072]  Because they'll twist everything you say.
[00:25:31.092 --> 00:25:33.634]  I've witnessed this time and time again.
[00:25:33.674 --> 00:25:40.698]  But to answer the other few questions here, did I hear about violence?
[00:25:40.938 --> 00:25:41.819]  And the answer is...
[00:25:45.362 --> 00:25:45.642]  Yeah.
[00:25:46.163 --> 00:25:50.327]  All over the news, Democrats were calling for burning down the cities, for killing Trump and his family.
[00:25:50.847 --> 00:25:59.495]  New York Times writers, Washington Post writers, Hollywood comedians, they were all saying kill Trump, kill his family, kill Trump supporters.
[00:25:59.975 --> 00:26:02.858]  Antifa was shooting Trump supporters in the back of the head all over the country.
[00:26:03.198 --> 00:26:04.139]  Cops were getting shot.
[00:26:05.080 --> 00:26:06.921]  Antifa was firebombing federal buildings.
[00:26:06.961 --> 00:26:12.684]   They attacked the Portland Federal Courthouse, what was it, almost 100 days in a row, they attacked police with hatchets.
[00:26:13.845 --> 00:26:17.386]  The then-Vice Presidential candidate bailed them out of jail.
[00:26:19.687 --> 00:26:24.769]  Antifa was coming to members of Congress' houses, bashing on their doors and breaking windows out.
[00:26:25.529 --> 00:26:27.410]  And so, yeah, that raised the temperature a lot.
[00:26:27.970 --> 00:26:33.952]  But I heard no one around me call for offensive violence or talk about any plans for violence.
[00:26:35.619 --> 00:26:42.445]  I saw rhetoric on conservative TV and radio about it might be a civil war and, you know, it might be time of the Second Amendment.
[00:26:42.465 --> 00:26:43.766]  That was a background noise.
[00:26:44.086 --> 00:26:46.348]  But you always hear that in politics in America.
[00:26:46.368 --> 00:26:48.730]  I mean, hell.
[00:26:50.134 --> 00:26:57.576]  You can read a dozen articles this week with Democrat publications talking about shooting wars and what it's going to look like in the breakup of the country.
[00:26:57.996 --> 00:27:02.097]  Let's get something clear for the committee and for my audience and everybody else.
[00:27:02.958 --> 00:27:06.459]  I don't want a civil war in this country, and that's a terrible idea.
[00:27:06.799 --> 00:27:10.920]  And I don't want lawlessness by anybody, and I don't want anybody attacking anybody, okay?
[00:27:12.659 --> 00:27:16.582]  Now do I use rhetoric like, if you want to fight, you better believe you've got one?
[00:27:16.603 --> 00:27:18.384]  Yeah, in the info war.
[00:27:18.744 --> 00:27:27.772]  It's time for us to stand up in the info war and say, I don't know how this is going to end, but if you want to fight, you better believe you've got one.
[00:27:28.373 --> 00:27:31.055]  In the info war.
[00:27:31.396 --> 00:27:32.737]  That's what that means over there.
[00:27:33.715 --> 00:27:36.356]  Infowar means we fight with information.
[00:27:36.876 --> 00:27:37.996]  We fight with the truth.
[00:27:38.336 --> 00:27:41.977]  That's the whole point, is it's a non-violent war.
[00:27:42.457 --> 00:27:43.837]  That's what Alex Jones does.
[00:27:45.298 --> 00:27:46.338]  He fights with words.
[00:27:47.358 --> 00:27:49.778]  The pen is mightier than the sword.
[00:27:50.459 --> 00:27:53.239]  The word processor is mightier than the tank.
[00:27:55.340 --> 00:28:00.941]  Newspaper ink is more powerful than nuclear weapons because it can stop people from using them.
[00:28:01.755 --> 00:28:08.457]  And as they say in the 1983 TV show or movie, war games, the only way to win this game is not to play.
[00:28:09.357 --> 00:28:10.137]  I have children.
[00:28:11.077 --> 00:28:11.918]  I don't want a war.
[00:28:11.938 --> 00:28:13.638]  A war is not going to fix this.
[00:28:14.118 --> 00:28:20.540]  It's a global corporate corruption we have using behavioral psychology to manipulate us against each other that's done this.
[00:28:22.380 --> 00:28:24.821]  And I knew that 10 years ago and I really know that now.
[00:28:25.899 --> 00:28:32.305]  I have a real sense of foreboding with the situation with Russia, and with our borders, and the economy, and the collapsing cities, and all of it.
[00:28:32.726 --> 00:28:38.131]  And we better, as Americans and as humans, keep our distance from violence.
[00:28:39.413 --> 00:28:41.234]  And not be a party to it.
[00:28:42.015 --> 00:28:42.596]  Offensively.
[00:28:43.277 --> 00:28:44.378]  Defend yourself all the way.
[00:28:46.474 --> 00:28:52.280]  So they also, you know, asked the question, basically, or we're trying to get at the question, well, do you use Oath Keepers as security?
[00:28:52.320 --> 00:28:54.663]  Do you use Proud Boys as security?
[00:28:54.863 --> 00:29:02.672]  I had my own security, but obviously, everywhere we went, people followed us around, of every different type and every different group.
[00:29:03.928 --> 00:29:13.535]  And Stuart Rhodes, I later learned from news articles, would assign someone to us because he was kind of doing the whole playing the general type thing.
[00:29:13.555 --> 00:29:15.156]  And I saw it all as LARPing.
[00:29:16.036 --> 00:29:23.001]  I mean, I didn't see the Oath Keepers as bad people, but I saw a lot of it as playing soldier in the backyard.
[00:29:23.622 --> 00:29:27.004]  And they do go out to burning cities and try to help businesses, and that's not LARPing.
[00:29:27.044 --> 00:29:27.544]  That's real.
[00:29:27.865 --> 00:29:48.974]   You know, their mission was something I really agreed with for most of its Operations, but if the indictment's true that they thought that they could foment and kickstart and detonate a rebellion at the Capitol that would then lead to a larger war, that is not something I knew about or something I support or something I want.
[00:29:49.946 --> 00:29:53.588]  So again, you're really getting my unofficial testimony here to the committee.
[00:29:54.268 --> 00:29:58.810]  So I can speak off the cuff and tell you as accurately and truthfully as I can what's going on.
[00:29:59.290 --> 00:30:00.791]  Because I want the audience to know this too.
[00:30:00.811 --> 00:30:03.432]  And the audience is like, Alex, we know, we listen to the show.
[00:30:03.793 --> 00:30:04.873]  We know you don't want violence.
[00:30:05.213 --> 00:30:06.154]  We know you weren't part of it.
[00:30:06.174 --> 00:30:07.374]  We know you were pissed that day.
[00:30:07.974 --> 00:30:12.116]  You know, I was screaming at the crew and just frothing mad at what a disaster it was.
[00:30:12.537 --> 00:30:13.577]  And I wasn't mad at the crew.
[00:30:13.677 --> 00:30:15.238]  I was just in having a fit.
[00:30:17.268 --> 00:30:20.289]  And they're like, hey, the Democrats storm capitals all the time and burn stuff.
[00:30:20.569 --> 00:30:23.850]  I mean, sure, it's not good, boss, but I mean, we're not as bad as they are.
[00:30:24.110 --> 00:30:27.231]  And I was like, they're going to make this the end of the world.
[00:30:27.511 --> 00:30:29.312]  They're going to try to launch martial law.
[00:30:29.512 --> 00:30:31.032]  They're going to make us all terrorists.
[00:30:31.212 --> 00:30:32.973]  They're going to never shut up about this.
[00:30:35.632 --> 00:30:36.933]  And sure enough, that's what happened.
[00:30:37.493 --> 00:30:38.634]  So I know how the media works.
[00:30:38.934 --> 00:30:40.936]  Democrats can run around and murder and kill whoever they want.
[00:30:40.976 --> 00:30:42.177]  It's cute and funny and sweet.
[00:30:42.557 --> 00:30:44.818]  Republicans do a wrong thing, we're all to blame.
[00:30:45.038 --> 00:30:48.781]  Like some crazy person goes out and shoots somebody with a gun, and then all gun owners are to blame.
[00:30:48.861 --> 00:30:49.682]  I know how this works.
[00:30:50.422 --> 00:30:53.304]  So, that's what's going on with that.
[00:30:55.766 --> 00:31:00.249]  And that's the basics of what I wanted to get to.
[00:31:03.171 --> 00:31:09.494]  And let me answer the question like this in the final equation, because this is what the whole broadcast for me today is really about.
[00:31:09.534 --> 00:31:12.555]  It's what yesterday's Sunday show that I thought was really informative was about.
[00:31:12.595 --> 00:31:14.596]  You should find it at Band.Video and share it.
[00:31:14.616 --> 00:31:18.718]  Let me put the show headline up, guys.
[00:31:18.798 --> 00:31:20.599]  Again, thank you so much to the crew for putting up with me.
[00:31:21.519 --> 00:31:27.542]  Monday live, humanity is carrying out its own great reset against the planet's corrupt elite.
[00:31:30.066 --> 00:31:35.651]  There is a populist movement of every color, of every race, of every persuasion, that just wants freedom.
[00:31:36.412 --> 00:31:37.292]  And wants civilization.
[00:31:38.554 --> 00:31:52.106]  And powerful corporate interests have doubled their wealth the last two years, while the average person has lost more than 25% of their wealth, and tens of millions of people have gone into poverty, and tens of millions have starved to death extra, according to the UN's own numbers.
[00:31:53.419 --> 00:32:00.222]  Not from the virus, but from the lockdown from the virus that Klaus Schwab brags was carried out for a great reset.
[00:32:02.384 --> 00:32:11.208]  And the great news is the world's waking up and all these mainline liberals are coming out against the scam and against the biomedical tyranny and saying no.
[00:32:12.709 --> 00:32:21.533]  And people are realizing that their own common sense has been left at the door and that their own common interests are being destroyed by the globalists and that it doesn't matter.
