[00:00:00.000 --> 00:00:06.000]  [Screaming]
[00:24:28.568 --> 00:24:36.574]  Outrage as Boston University creates COVID strain that kills 80% of humans in humanized mice human clones.
[00:24:37.615 --> 00:24:40.096]  Absolutely insane, ladies and gentlemen.
[00:24:40.537 --> 00:24:41.598]  That is what's going on.
[00:24:41.618 --> 00:24:54.653]   And we were able to pull up Information I talked about decades ago, where they released the genetic sequencing on how to synthetically make a mousepox that kills 90 plus percent of humans.
[00:24:55.333 --> 00:24:57.035]  This is what's going on.
[00:24:57.075 --> 00:24:58.677]  And they deny they're making it in labs.
[00:24:59.217 --> 00:25:00.858]  It is more dangerous than nuclear weapons.
[00:25:00.919 --> 00:25:03.781]  It's got to be stopped right now.
[00:25:03.801 --> 00:25:05.803]  So we're going to be covering that in a moment.
[00:25:05.823 --> 00:25:09.727]  But remember, the people running this operation want global depopulation.
[00:25:10.694 --> 00:25:16.458]  That's why my book, The Great Reset and the War for the World, has been number one the last two months off and on to the top 50 consecutively.
[00:25:17.398 --> 00:25:34.950]  The book is incredible and now it's available at Amazon.com on audiobook and of course you can buy signed copies of the book as a fundraiser at InfoWarsTore.com or also buy the book there with the audiobook now available on hundreds of different platforms to the chagrin of the establishment.
[00:25:36.033 --> 00:25:37.918]  Also, we've only got a few days left on this.
[00:25:37.938 --> 00:25:40.183]  We've got to end the sale because a bunch of the products are about to sell out.
[00:25:40.303 --> 00:25:42.668]  Some of the stuff will continue on, but the big sale will end.
[00:25:43.749 --> 00:25:48.771]  Storewide 40-50% off with promo code 1776, an additional 10% off.
[00:25:49.132 --> 00:25:50.893]  That's 50% off on X3.
[00:25:51.553 --> 00:25:53.974]  That's 60% with the promo code.
[00:25:54.294 --> 00:25:56.575]  That's 60% off on Vitamin Mineral Fusion.
[00:25:56.615 --> 00:25:59.197]  That's 60% off on DNA Force Plus.
[00:25:59.217 --> 00:26:05.119]  These are top-of-the-line products that are on record to empower your cells, empower your immunity, and supercharge your body.
[00:26:05.159 --> 00:26:09.944]   Going into the fall and winter, It is a very smart thing to do, plus it supports the broadcast.
[00:26:10.344 --> 00:26:11.566]  Infowarsstore.com or 888-253-3139.
[00:26:11.606 --> 00:26:12.747]  Infowarsstore.com or 888-253-3139.
[00:26:12.826 --> 00:26:20.705]  253-3139, Infowarsstore.com or 888-253-3139.
[00:26:20.705 --> 00:26:30.606]   So I mentioned this earlier and again, Chapel Hill, Obama, 2015, their own scientists go
[00:26:30.606 --> 00:26:36.067]   public and say they're weaponizing SARS to make it highly infective, transmit to humans
[00:26:36.067 --> 00:26:37.067]  and kill large numbers.
[00:26:37.663 --> 00:26:38.883]  Then we learned they were developing it.
[00:26:38.923 --> 00:26:44.904]  Wuhan even called it COVID-19 six months before it was released in their own codes and emails.
[00:26:45.344 --> 00:26:52.826]  So they even used the name they were using for COVID-19 that is way, way, way weaker than the other strains that they've got.
[00:26:53.766 --> 00:27:04.928]  So there's all those clips of Fauci and the rest of them up there in Congress telling Senator Paul that, oh no, we never did this, when they have the documents, they have the records, and now it's mainstream news.
[00:27:05.308 --> 00:27:14.910]  They claim it's part of bioweapons research to treat people who've been hit by a bioweapon, when these things are so incredibly specific.
[00:27:15.270 --> 00:27:23.754]   How would the Chinese or Russians or somebody create the exact virus out of billions of different combinations that supposedly they're making vaccines for.
[00:27:24.114 --> 00:27:35.840]  These are bioweapon programs disguised as biodefense, but regardless, they are completely and absolutely illegal under U.S.
[00:27:36.480 --> 00:27:37.521]  and international law.
[00:27:37.581 --> 00:27:38.561]  So I went over that.
[00:27:38.881 --> 00:27:43.504]  Here's some of the background news and information that I was mentioning earlier.
[00:27:44.517 --> 00:27:47.498]  Australians create deadly mouse virus.
[00:27:48.038 --> 00:27:49.999]  New York Times, 2001.
[00:27:50.419 --> 00:27:51.479]  I said 15 years ago.
[00:27:51.519 --> 00:27:54.060]  It was 21 years ago that I remember covering this.
[00:27:54.800 --> 00:27:56.060]  Oh, it was accidental.
[00:27:56.740 --> 00:28:01.442]  They created a mouse pox that kills the vast majority of the mice.
[00:28:02.142 --> 00:28:05.623]  Bioterror researchers build a more lethal mouse pox.
[00:28:06.243 --> 00:28:05.623]  2003.
[00:28:06.283 --> 00:28:13.645]  But the news was 15 years ago when the universities developed it in Australia and in New Jersey in the US.
[00:28:16.434 --> 00:28:22.639]  Release the ingredient list and how to synthetically build it.
[00:28:23.339 --> 00:28:25.120]  They released the genetic code of the world.
[00:28:25.501 --> 00:28:31.485]  Why would you release the genetic code to a bioweapon that kills over 80% of humans?
[00:28:33.328 --> 00:28:33.988]  Why would you release it?
[00:28:34.008 --> 00:28:35.649]  For plausible deniability.
[00:28:35.949 --> 00:28:38.950]  Killer mousepox virus raises bioterror fears.
[00:28:39.210 --> 00:28:40.690]  New York Post, London Guardian.
[00:28:40.970 --> 00:28:43.191]  Lab created killer virus by accident.
[00:28:43.271 --> 00:28:44.431]  It's an accident!
[00:28:45.152 --> 00:28:48.553]  But now they say at Boston University it wasn't an accident.
[00:28:49.413 --> 00:28:51.794]  They did it on purpose.
[00:28:52.694 --> 00:28:53.994]  But to keep you safe, of course.
[00:28:55.915 --> 00:28:58.736]  While they told Congress they weren't doing it.
[00:29:00.071 --> 00:29:04.854]  Scientist Research Antidotes to Super Mouthpox Virus that they created.
[00:29:05.654 --> 00:29:07.835]  It goes on and on from there.
[00:29:07.855 --> 00:29:20.823]  And now we have Jack Posobiec, who's former Naval Intelligence, one of the brain folks behind Trump's victory, and one of the most prolific people in the world now, reaching millions and millions of people a day.
[00:29:20.843 --> 00:29:24.605]  I know I'm gonna be on his Sunday show, look forward to that.
[00:29:25.425 --> 00:29:29.270]   Wow, Jack, We're going to go to break here in a few minutes and it's great to have you.
[00:29:29.590 --> 00:29:30.411]  Where do you want to start?
[00:29:30.511 --> 00:29:36.300]  Russia, the economy, this Boston University bombshell, the midterms.
[00:29:36.320 --> 00:29:37.001]  What do you want to hit first?
[00:29:38.021 --> 00:29:49.230]  Well, Steve, the main thing I want to talk about is Steve Bannon, yourself, these show trials that we've seen, the rise of show trial justice here in America.
[00:29:49.250 --> 00:29:56.836]  I mean, this is like Beria under the NKVD in his famous quote, show me the man and I will show you the crime.
[00:29:56.856 --> 00:29:57.997]  So we're seeing Steve Bannon.
[00:29:58.720 --> 00:30:01.161]  They are going to lock him up this Friday.
[00:30:01.221 --> 00:30:04.243]  Garland wants a six month sentence for him.
[00:30:04.283 --> 00:30:05.824]  They want to put him behind bars.
[00:30:06.024 --> 00:30:08.266]  And we saw what happened to Jeffrey Epstein behind bars.
[00:30:08.706 --> 00:30:12.708]  They want him shut up for the midterms because they see what he's done.
[00:30:12.848 --> 00:30:14.849]  They see the power of the War Room Posse.
[00:30:15.089 --> 00:30:16.570]  They see the power of what you've done.
[00:30:16.870 --> 00:30:17.951]  That's why they've come after you.
[00:30:18.271 --> 00:30:24.495]  And they've seen the power of other platforms out there like myself over at Human Events Daily, Charlie Kirk at Turning Point, Tucker, etc.
[00:30:25.208 --> 00:30:28.831]  They're putting all of us in the exact same boat.
[00:30:29.231 --> 00:30:30.132]  Why are they doing this?
[00:30:30.332 --> 00:30:30.873]  It's simple.
[00:30:31.273 --> 00:30:32.854]  Because they are cracking down.
[00:30:33.135 --> 00:30:34.416]  And you said it yourself the other day.
[00:30:35.276 --> 00:30:38.299]  The propaganda would not be necessary if they were winning.
[00:30:38.319 --> 00:30:42.863]  What I would add to that, the crackdowns would not be necessary if they were winning.
[00:30:43.163 --> 00:31:02.075]   They're seeing more people than ever are now tuning into the truth and they are waking up to the fact that our countries have been taken over by this These force of these elitist globalists, like the Davos, Klaus Schwab and his thugs, they came and tried to lock me up.
[00:31:02.095 --> 00:31:03.675]  They detained me at gunpoint.
[00:31:03.715 --> 00:31:07.876]  My entire crew frisked me in the front and in the back when we went over to expose them.
[00:31:07.916 --> 00:31:20.661]  We're filming this documentary series, The Great Global Reset, that we just put out the first two episodes of, and he locks us all, they try to lock us up, they try to take our equipment, stop the camera, show us the footage, try to take my guys out.
[00:31:20.961 --> 00:31:21.421]  Why is that?
[00:31:21.960 --> 00:31:22.320]  Why is that?
[00:31:22.340 --> 00:31:23.420]  I'll tell you exactly why that is.
[00:31:23.440 --> 00:31:24.821]  It's not because of what we were doing.
[00:31:25.081 --> 00:31:31.463]  We were standing there filming a, you know, I was wearing a jacket and a pair of sunglasses and standing in front of the camera talking, you know, kind of like a reporter.
[00:31:32.363 --> 00:31:33.043]  It wasn't because of that.
[00:31:33.404 --> 00:31:38.705]  It's because they knew who we were and because of what we were saying and that we were putting a thorn in the side.
[00:31:38.725 --> 00:31:39.805]  And that's what it all is, Alex.
[00:31:40.406 --> 00:31:41.966]  That's why they're talking about censorship.
[00:31:41.986 --> 00:31:44.367]  That's why they're talking about, and you've seen the new precedent, by the way.
[00:31:44.827 --> 00:31:46.788]  The new precedent that they're trying to set with you.
[00:31:46.627 --> 00:31:48.467]  They don't care about what you said.
[00:31:48.467 --> 00:31:51.466]  They only care about what they can get you on.
[00:31:51.466 --> 00:31:54.067]   So we're seeing the new precedent that's going to be applied to Kanye, that's going to be
[00:31:54.067 --> 00:31:55.508]  applied to Elon Musk.
[00:31:55.508 --> 00:31:59.587]   It's going to be applied to anyone who works in this space because the real point of all
[00:31:59.587 --> 00:32:03.607]   of this is stripping away the freedom of speech and the First Amendment that's enshrined in
[00:32:03.607 --> 00:32:04.986]  our Constitution.
[00:32:04.986 --> 00:32:08.947]   So they'll do the exact same thing, by the way, when it comes to their people.
[00:32:08.947 --> 00:32:10.466]  Just look at DC right now.
[00:32:10.466 --> 00:32:13.207]  Look at Washington, DC, just this week.
[00:32:13.207 --> 00:32:17.307]   The exact same area, the DC jury pool, the DC area jury pool.
[00:32:17.307 --> 00:32:18.666]  Igor Danchenko, right?
[00:32:19.193 --> 00:32:22.557]  The guy who was the source of the fake, dirty dossier.
[00:32:22.637 --> 00:32:24.499]  Jake Tapper was out there putting it out on CNN.
[00:32:25.340 --> 00:32:26.421]  He lies to the FBI.
[00:32:26.461 --> 00:32:27.322]  He lies up and down.
[00:32:27.742 --> 00:32:28.563]  They let him walk.
[00:32:29.264 --> 00:32:36.071]  The very same week, they're going to frog march Steve Bannon in, and they want to put him in chains, and they want to put him behind bars.
[00:32:37.381 --> 00:32:38.483]  Why are they able to do this?
[00:32:38.843 --> 00:32:44.951]  Because the Republicans, by the way, by and large, have not set up a system to counteract any of it.
[00:32:45.171 --> 00:32:50.778]  And because the left is moving farther and farther and farther because they know, by the way, that you don't believe the propaganda anymore.
[00:32:50.818 --> 00:32:51.339]  They already know.
[00:32:52.520 --> 00:32:53.441]  They already get that.
[00:32:53.802 --> 00:33:09.832]   So the only powers, Alex, that they have left It's the power of fines, the power of levies, and the cold, hard, brutal power of being able to go and raid a pro-life activist in front of his eight children crying and screaming at seven in the morning in Bucks County, Pennsylvania.
[00:33:10.613 --> 00:33:12.634]  That's right, Jack Masovic, stay right there.
[00:33:13.274 --> 00:33:15.516]  Stay right there, because I asked you what's the biggest issue, and you're right.
[00:33:15.596 --> 00:33:16.676]  None of the other issues matter.
[00:33:17.056 --> 00:33:18.277]  We don't have the speech to counter it.
[00:33:18.297 --> 00:33:19.538]  We'll come right back with Jack Masovic.
[00:33:20.987 --> 00:33:22.410]  Well, Jack Posobiec's prolific.
[00:33:22.450 --> 00:33:29.122]  He's got TPUSA, he does human events, he co-hosts with Steve Bannon, so much more, and of course dominates Twitter.
[00:33:32.040 --> 00:33:40.506]  And out of all the cornucopia I threw out, he said no one will talk about censorship because if we don't have a voice with our popular true information, we will be crushed.
