[00:00:00.000 --> 00:00:02.000]  [static]
[01:41:11.990 --> 01:41:22.373]  In that video, I explained that child trafficking through a major retail brand is a real thing, but the Wayfair conspiracy was designed to be a red herring.
[01:41:22.573 --> 01:41:39.101]   The purpose of this is so that one day, when it is eventually revealed to be true that major retail brands do engage in child trafficking, Well, people will be able to point back to the debunked Wayfair conspiracy to just say, no, that's all ridiculous nonsense.
[01:41:39.501 --> 01:41:41.502]  That conspiracy is already being debunked.
[01:41:41.843 --> 01:41:48.687]  And interestingly enough, guys, just hours after I posted that video, my YouTube channel got terminated.
[01:41:48.847 --> 01:41:54.851]  Then seven months later, YouTube apologized for the inconvenience and they reinstated my channel.
[01:41:54.971 --> 01:42:01.896]  So at the risk of losing it all again, I'm bringing you this bombshell information which has to be exposed.
[01:42:02.116 --> 01:42:07.919]  The company does realize that they've been busted here so they just issued this apology.
[01:42:08.059 --> 01:42:12.982]  We sincerely apologize for any offense our holiday campaign may have caused.
[01:42:13.482 --> 01:42:17.885]  Our plush bear bags should not have been featured with children in this campaign.
[01:42:18.245 --> 01:42:21.447]  We have immediately removed the campaign from all platforms.
[01:42:21.647 --> 01:42:23.808]  This isn't an apology because they are sorry.
[01:42:24.329 --> 01:42:26.110]  It's an apology because they got caught.
[01:42:26.010 --> 01:42:30.729]   They even claimed ignorance when it came to the Supreme Court case prop.
[01:42:30.729 --> 01:42:35.489]   We apologize for displaying unsettling documents in our campaign.
[01:42:35.489 --> 01:42:40.829]   We take this matter very seriously and are taking legal action against the parties responsible
[01:42:40.829 --> 01:42:47.810]   for creating the set and including unapproved items for our Spring '23 campaign photoshoot.
[01:42:47.810 --> 01:42:51.889]  We strongly condemn abuse of children in any form.
[01:42:51.889 --> 01:42:54.770]  We stand for children, safety and well-being.
[01:42:54.889 --> 01:43:01.972]  The company recently left Twitter, and they also deleted their Instagram account with over 14 million followers.
[01:43:02.532 --> 01:43:05.374]  Not something that a company who is innocent would do.
[01:43:05.614 --> 01:43:09.055]  So, what's the big takeaway from all of this, my friends?
[01:43:09.315 --> 01:43:21.881]   If you climb your way up the corporate ladder, all the way to the top of politics and finance, You're going to find a cabal of pedophiles who use their power and influence to cover up crimes against children.
[01:43:22.061 --> 01:43:24.542]  This is no longer conspiracy theory, my friends.
[01:43:25.222 --> 01:43:26.602]  This is conspiracy fact.
[01:43:26.782 --> 01:43:36.546]  I mean, just look at Jeffrey Epstein, who was seen hanging out with powerful billionaires after he was arrested and convicted of having sex with minors.
[01:43:36.866 --> 01:43:38.568]  So this is serious, my friends.
[01:43:38.689 --> 01:43:45.258]  We must expose this for what it is, and we must counter the normalization of pedophilia.
[01:43:45.478 --> 01:43:53.890]  You can help doing that by sharing this video, because nothing's going to change until there's enough people who know that there's a problem in the first place.
[01:43:54.110 --> 01:43:57.032]  So please, take a moment to do that today, folks.
[01:43:57.072 --> 01:44:00.354]  For the sake of the kids, this all needs to stop.
[01:44:00.735 --> 01:44:08.480]  And if you appreciate my efforts to bring you this information, please take a moment to check me out at pressfortruth.ca slash donate.
[01:44:08.860 --> 01:44:10.642]  Links are located in the description below.
[01:44:10.662 --> 01:44:12.063]  And that's all for today, my friends.
[01:44:12.103 --> 01:44:13.444]  Thank you so much for watching.
[01:44:13.484 --> 01:44:17.446]  Don't forget to click that thumbs up button, share this video, and stay tuned.
[01:44:17.466 --> 01:44:19.988]  We're going to have more video reports coming soon, God willing.
[01:44:20.489 --> 01:44:22.490]  This is Dan Dix reporting for Press for Truth.
[01:44:22.770 --> 01:44:34.994]   Until about 150 Until about 150 years ago, cultures all over the world believed that people got sick and died in many cases in the winter because of something called vapors.
[01:44:35.514 --> 01:44:39.495]  They associated these poisonous vapors with cold weather.
[01:44:39.975 --> 01:44:43.896]  Of course, it wasn't the cold weather or catching a chill that killed people.
[01:44:44.316 --> 01:44:47.900]  What was killing people was a lack of vitamin D3.
[01:44:48.380 --> 01:44:53.965]  You see, the sun, via your skin, helps your body produce vitamin D3.
[01:44:54.425 --> 01:45:02.573]  But, if you're not getting enough sun, you will not produce vitamin D3, and then it's very easy for viruses and other things to start replicating and taking your body over.
[01:45:03.073 --> 01:45:16.830]  So now it's more important than ever, because the winner's here, to take high quality vitamin D3 and we have the best with our vitamin D3 gummies with calcium for better upload into your body for 50% off at InfoWarStore.com with promo code 1776.
[01:45:17.871 --> 01:45:18.311]  Don't wait!
[01:45:18.572 --> 01:45:22.857]  Support the InfoWar and your immune system with vitamin D3 gummies at InfoWarStore.com.
