[00:00:00.000 --> 00:00:01.000]  [BEEP]
[00:22:39.669 --> 00:22:54.944]   And you know this, Alex, nobody is really dealing with that, because when you're dealing with the world of derivatives and what you're talking about in derivatives, Are just basically liar's paper that everybody is packaging somebody else's debt and trying to sell it.
[00:22:55.304 --> 00:22:56.204]  Clip coupons.
[00:22:56.545 --> 00:23:03.629]  And now I believe this has the potential and really to bring the whole system down.
[00:23:04.029 --> 00:23:15.227]   Because prior to FTX, and this is what's critical, Remember, the sleight of hand, the sleight of hand, the magician keeps you occupied with his left hand, does the trick with the right hand, so you don't see what's going on.
[00:23:15.687 --> 00:23:24.192]  And we're watching now the revulsion and the repelling, if you will, of the American dollar being set aside.
[00:23:24.633 --> 00:23:28.815]  And that is the absolute straw that breaks the camel's back.
[00:23:29.235 --> 00:23:35.559]   We're watching just absolute, how should I say this, Financial decimation.
[00:23:35.699 --> 00:23:37.960]  And somebody said, well, how do we pay all this money back?
[00:23:38.140 --> 00:23:39.120]  The point is we don't.
[00:23:39.501 --> 00:23:40.841]  The point is they don't care to.
[00:23:40.901 --> 00:23:41.782]  They know they can't.
[00:23:42.182 --> 00:23:44.403]  So now we hear about a central bank, U.S.
[00:23:44.523 --> 00:23:50.125]  Digital Bank, 12 major banks are going to give, you know, basically a programmable digital dollar.
[00:23:50.185 --> 00:23:51.446]  Who's going to trust them?
[00:23:52.066 --> 00:23:53.167]  Who's going to trust them?
[00:23:53.227 --> 00:23:53.667]  Nobody.
[00:23:54.027 --> 00:23:59.970]  And now behind the scenes, Alex, there are a lot of people making claims against their T-bills, T-bonds, U.S.
[00:24:00.170 --> 00:24:00.750]  Treasury bills.
[00:24:01.730 --> 00:24:05.213]  Roger Bonds and UST Notes, they want something real.
[00:24:05.514 --> 00:24:06.855]  They want commodities.
[00:24:06.915 --> 00:24:08.636]  They want farmland.
[00:24:08.676 --> 00:24:10.498]  They want our natural resources.
[00:24:10.958 --> 00:24:20.767]  But what most people can't understand is that when you see $100 billion, you brought the number up, you know, that would bring our total support for Zelensky to $100 billion.
[00:24:21.628 --> 00:24:40.763]  Can anybody put two and two together and say, and I don't believe, I believe your listeners can, our listeners can, but the bottom line is, is that where is the disconnect that we're being raped and pillaged and plundered as the American taxpayer, and they're throwing money away, and then you come to find out the whole things of Ponzi scheme.
[00:24:40.783 --> 00:25:02.115]   Now I'm being told, and this is exclusive to your podcast today, broadcast today, Is the fact that they're already setting up another vehicle, another crypto, and I call them kleptocurrency, somebody, I didn't make that name up, but Alex, we're watching the cryptocurrencies turn into kryptonite for the financial systems.
[00:25:02.796 --> 00:25:11.460]  Everybody who's cross-collateralized, AOs, BOCs, CD and EO, FG and H, and on down the line.
[00:25:11.480 --> 00:25:15.082]  Just like the 2008 crisis, anything that this is involved in, it infects it.
[00:25:16.414 --> 00:25:18.055]  Absolutely, and that's a great word.
[00:25:18.095 --> 00:25:21.837]  This is a financial doomsday infection.
[00:25:22.397 --> 00:25:23.377]  That's a great word.
[00:25:24.238 --> 00:25:30.921]  And the financial doomsday, and I want people to understand, what happens when the world says, we don't want your dollars anymore?
[00:25:31.241 --> 00:25:33.102]  We're watching that with the BRICS Nation.
[00:25:33.122 --> 00:25:35.883]  We watched, again, we watched... No, I totally agree.
[00:25:35.903 --> 00:25:38.044]  What is your intel on what brought this down?
[00:25:38.084 --> 00:25:42.607]  Because I saw some of the other more legitimate exchanges and groups attacking FTX last year.
[00:25:43.047 --> 00:25:45.208]  It built to a crescendo of them saying it was Democrat front.
[00:25:45.848 --> 00:25:48.655]  Was it some good group striking or just the internet's common sense?
[00:25:49.056 --> 00:25:51.521]  I mean, it obviously hurts the deep state that FTX has fallen.
[00:25:51.802 --> 00:25:52.984]  Or was that part of their larger plan?
[00:25:54.561 --> 00:25:57.922]  That's part of their larger plan.
[00:25:58.363 --> 00:26:00.683]  Because again, ladies and gentlemen, remember this.
[00:26:01.044 --> 00:26:07.706]  In the crypto world, there's a lot of people that were common that got onto it and saw it in an early stage and bought into it.
[00:26:08.126 --> 00:26:11.087]  But now, remember, they don't want just something.
[00:26:11.407 --> 00:26:14.388]  To quote a Schwab, they want it all.
[00:26:14.509 --> 00:26:16.949]  They're going to own it all and you'll own nothing and be happy.
[00:26:17.009 --> 00:26:17.730]  Well, you'd be dead.
[00:26:18.090 --> 00:26:20.931]  But the point is, is that the bigger picture is this.
[00:26:21.551 --> 00:26:26.736]  And notice the ruble is the strongest currency next to the dollar in the world.
[00:26:26.556 --> 00:26:31.315]   against Russia. When President Putin, listen this is fact, when President Putin
[00:26:31.315 --> 00:26:37.956]   backed the ruble with gold he took the the infinite ability to print US
[00:26:37.956 --> 00:26:42.355]   dollars away. And notice the ruble is the strongest currency next to the dollar in
[00:26:42.355 --> 00:26:46.786]  the world. It was a weak currency previous to that one move.
[00:26:46.786 --> 00:26:48.716]  That one move.
[00:26:47.121 --> 00:27:04.327]  And then, and I want to share something, and then with the brilliance of a chess master, look, I wouldn't want to play chess against him, but the President Putin recognized one thing, that he's, and look, I'm not an apologist, okay?
[00:27:04.607 --> 00:27:11.530]  And because you tell the truth, that commodities ultimately, Alex, are the basis of all trade policy.
[00:27:12.290 --> 00:27:16.714]  Fiat stuff is only bound to real tangible energy and real products.
[00:27:17.755 --> 00:27:17.996]  Right.
[00:27:18.116 --> 00:27:21.339]  And again, you know, here's this, ladies and gentlemen, the great reset.
[00:27:21.879 --> 00:27:24.021]  Just get rid of that Bravo Sierra.
[00:27:24.322 --> 00:27:25.983]  It's the great destruction.
[00:27:26.083 --> 00:27:29.006]  It's the total destruction of nation states.
[00:27:29.026 --> 00:27:33.751]  Because again, I want to say this, Alex, COP 27 in Egypt, people don't understand this.
[00:27:34.131 --> 00:27:43.941]  But they rewrote the Ten Commandments and evidently, you know, they thought they could do a better job than God, making literally the creation their God, worshiping the creation.
[00:27:43.961 --> 00:27:49.867]  But in the meantime, they're doing stuff behind the sight of the common man.
[00:27:50.107 --> 00:27:52.009]  By the way, 400 private jets.
[00:27:52.509 --> 00:27:56.113]  You know, 400 private jets going to Mount Sinai.
[00:27:56.133 --> 00:27:58.376]  By the way, the one they went to wasn't the real one.
[00:27:58.396 --> 00:28:01.600]  The real Mount Sinai is in Saudi Arabia.
[00:28:01.760 --> 00:28:15.288]   But where they went to have their meeting, Alex, I'm being told, I don't think anybody said this publicly, but I'm being told by people that know that interface of that world that they've already decided who
[00:28:15.288 --> 00:28:17.209]  the coming world leader is.
[00:28:17.209 --> 00:28:22.169]   And they kept him hidden, but this is the same guy that Prince Charles, now King Charles,
[00:28:22.169 --> 00:28:29.127]   referred to at that global summit. So, ladies and gentlemen, all of this politicus distracticus.
[00:28:29.127 --> 00:28:33.607]   And I want to say something. Isn't that the definition of insanity? And Alex, I don't know
[00:28:33.607 --> 00:28:40.088]   if you've addressed it, but how is it that people think that elections in the midterms would not be
[00:28:40.088 --> 00:28:45.088]  stolen like they were in the presidential race.
[00:28:43.590 --> 00:28:47.092]  And how is it that we're going to see any change?
[00:28:47.152 --> 00:28:49.634]  And now I hear a same mind control.
[00:28:49.654 --> 00:28:50.835]  Hold on, stay there, stay there.
[00:28:50.875 --> 00:28:52.016]  You brought up the event.
[00:28:52.336 --> 00:28:54.298]  They called for world government, global currency.
[00:28:54.658 --> 00:28:59.302]  We'll get to Russia, we'll get to the Mark of the Beast, the Antichrist, straight ahead with Steve Powell.
[00:29:00.401 --> 00:29:04.422]  Let me tell you about all the latest specials right now at InfoWarsStore.com.
[00:29:04.462 --> 00:29:05.542]  Let me go down the list here.
[00:29:05.602 --> 00:29:10.503]  Now again, folks, you came through yesterday and shopped at InfoWarsStore.com, so I'm going to be able to take the truck out.
[00:29:10.563 --> 00:29:12.283]  Thanks to everybody for tuning in, for sharing it.
[00:29:12.303 --> 00:29:14.084]  We're going to be going over two hours as well.
[00:29:14.104 --> 00:29:14.904]  It's a huge success.
[00:29:15.464 --> 00:29:16.644]  Big up to the crew behind me.
[00:29:16.724 --> 00:29:20.525]  Big up to the riders in the studio putting up the story at InfoWars.com.
[00:29:20.605 --> 00:29:23.926]  Remember, folks, if you like this, go shop at InfoWarsStore.com.
[00:29:23.966 --> 00:29:25.086]  They're trying to shut us down.
[00:29:25.787 --> 00:29:28.755]  It's so funny, they all come out and are like, oh, you owe a trillion dollars!
[00:29:28.775 --> 00:29:30.460]  You owe two trillion, three trillion dollars!
[00:29:30.580 --> 00:29:31.002]  Oh, really?
[00:29:31.463 --> 00:29:33.489]  No, we've got you, and that's all we need.
[00:29:33.917 --> 00:29:35.758]  InfoWarsStore.com.
[00:29:36.039 --> 00:29:37.520]  No big groups funding us.
[00:29:37.620 --> 00:29:39.881]  It's just you shopping at InfoWarsStore.com.
[00:29:39.901 --> 00:29:41.843]  That's why we're still on the air.
[00:29:42.003 --> 00:29:44.665]  And of course, the big specials live right now.
[00:29:45.285 --> 00:29:50.749]  If you're a fan of any of these supplements from InfoWarsStore.com, now is the time to make a purchase.
[00:29:50.809 --> 00:29:51.890]  Listen to these big discounts.
[00:29:52.290 --> 00:29:54.492]  The Whole Food Multivitamin is 40% off.
[00:29:54.552 --> 00:29:55.473]  This has been a top seller.
[00:29:55.493 --> 00:30:00.056]  You know, we really don't even market it that much, but Whole Food Multivitamins are so popular right now.
[00:30:00.276 --> 00:30:03.979]  In the supplement industry, people are just finding ours and realizing it's the best out there.
[00:30:04.019 --> 00:30:06.822]  Vitamin D3 gummies, 40% off, but selling out quickly.
[00:30:06.902 --> 00:30:07.602]  Winner is here.
[00:30:07.662 --> 00:30:13.307]  You gotta make sure you're getting your Vitamin D. Great way to do it is the Vitamin D3 gummies at InfoWarsStore.com.
[00:30:13.547 --> 00:30:13.687]  40% off.
[00:30:13.968 --> 00:30:15.949]  Vitamin Z plus Zinc, same story folks.
[00:30:15.989 --> 00:30:17.010]  Build that immune system up.
[00:30:17.050 --> 00:30:19.672]  Vitamin C plus Zinc, 40% off at InfoWarsStore.com.
[00:30:19.812 --> 00:30:21.754]  DNA Force Plus, 50% off.
[00:30:22.094 --> 00:30:23.095]  Flagship supplement.
[00:30:23.195 --> 00:30:24.116]  Fizzy Magnesium, 50% off.
[00:30:24.156 --> 00:30:24.757]  Brain Force Ultra, 50% off.
[00:30:24.877 --> 00:30:29.701]   Brain Force Plus, I took my Brain Force Plus today.
[00:30:29.721 --> 00:30:30.362]  60% off.
[00:30:30.582 --> 00:30:33.165]  Organic Greens, Fiber Caps, 50% off.
[00:30:33.205 --> 00:30:35.548]  Super Male and Super Female Vitality, 50% off.
[00:30:36.068 --> 00:30:38.271]  Ultimate Krill Oil, back in stock, 40% off.
[00:30:38.471 --> 00:30:41.013]  Knockout Sleep Support, almost sold out, but 40% off.
[00:30:41.174 --> 00:30:42.755]  Alpha Power, almost sold out, but 40% off.
[00:30:43.356 --> 00:30:45.138]  The immune support formula, 40% off.
