[00:00:00.369 --> 00:00:03.111]  I guess we all know Joe Biden is not running this country.
[00:25:48.997 --> 00:25:51.539]  They're evil, run by Bill Gates and the WEF.
[00:25:51.579 --> 00:25:57.986]  And they now admit they get their talking points and their orders at the World Health Organization from these international criminals.
[00:25:58.646 --> 00:26:02.029]   And so now, Almost three years into hindsight.
[00:26:02.090 --> 00:26:03.471]  We know they cooked it up in a lab.
[00:26:03.811 --> 00:26:06.393]  We know they've cooked up stuff even worse at labs all over the world.
[00:26:06.733 --> 00:26:10.316]  Not just in China, but places like Boston University.
[00:26:10.336 --> 00:26:17.501]  And now it's completely come out that it makes you sick, erases your immune system, gives you blood clots, makes you infertile.
[00:26:18.766 --> 00:26:24.234]  And the courts are ruling that it was authoritarian and using words like totalitarian and using words like criminal.
[00:26:24.835 --> 00:26:27.439]  So let's see some indictments.
[00:26:28.100 --> 00:26:31.064]  And they may have full control of the Justice Department and the FBI.
[00:26:32.383 --> 00:26:35.665]  But they do not have control of all the local jurisdictions.
[00:26:36.105 --> 00:26:52.916]  So just like Democrat-controlled jurisdictions can be weaponized to go after myself or go after President Trump for nothing, well, we're not going to weaponize jurisdictions that are in conservative or just common sense areas who don't want to be hit with bioweapons or lockdowns or open borders or fentanyl.
[00:26:54.389 --> 00:26:55.209]  Or World War III.
[00:26:55.249 --> 00:27:02.751]  No, we just need those grand juries and those prosecutors to start prosecuting and start filing criminal charges.
[00:27:03.071 --> 00:27:08.092]  And that bully pulpit alone will force the Justice Department and Congress to do the right thing.
[00:27:08.332 --> 00:27:13.973]  But we can't wait for this new Congress, hopefully to get in there, then get past the election fraud and do the right thing.
[00:27:14.113 --> 00:27:18.654]  We have to beat the drum for criminal investigations and criminal charges.
[00:27:19.014 --> 00:27:23.735]  Not billion dollar fines by Pfizer and the companies that do this over and over again.
[00:27:24.275 --> 00:27:26.616]  No, we want criminal charges.
[00:27:26.656 --> 00:27:40.299]  These people are not above the law and they need to have the fear of God put in them legally and lawfully in a non-violent way until they have been convicted by a jury and had their appeals.
[00:27:40.719 --> 00:27:43.160]  They need to be on death row.
[00:27:43.480 --> 00:27:45.080]  They are mass murderers.
[00:27:45.700 --> 00:27:55.826]   And Bayer got away with putting HIV and hepatitis in over 8,000, excuse me, 8 million doses of Factor VIII reportedly killed around 2 million people.
[00:27:55.846 --> 00:27:56.346]  It's on record.
[00:27:56.786 --> 00:28:02.070]  And these other companies get away with this over and over and over and over again.
[00:28:02.130 --> 00:28:10.515]  And now they've hit us with something much, much worse on a much wider scale that we won't know the full effects of for decades, but we already know is devastating.
[00:28:10.935 --> 00:28:15.838]  Estimates, conservative ones, are between 6 and 20 million dead from the shots.
[00:28:16.158 --> 00:28:20.983]  We have the insurance actuaries, but you see, I said I was going to be calm about it.
[00:28:21.703 --> 00:28:29.510]  It's just, it's so upsetting to watch these mass murderers like Borla and Yates and Fauci and Tasik.
[00:28:30.814 --> 00:28:33.916]  And all the rest of them up there laughing at us while they do this.
[00:28:34.596 --> 00:28:42.321]  But thank God we've got good people like DeSantis and his Surgeon General coming out and saying, hands off the children, and yes, the shots don't work.
[00:28:42.681 --> 00:28:50.386]  And no one's blaming DeSantis that at first he said, okay, maybe you should take your shot if you want it, but who knows if it really works.
[00:28:50.506 --> 00:28:52.067]  And then he backed off of it and said he was wrong.
[00:28:53.359 --> 00:28:57.443]  But other people like Trump have not done that yet, which is so incredibly dangerous.
[00:28:57.483 --> 00:29:02.627]  And so more and more Trump is moving into the orbit of Gates and Fauci.
[00:29:02.647 --> 00:29:04.108]  And he's not stupid.
[00:29:04.168 --> 00:29:06.190]  He's embarrassed he got hoodwinked.
[00:29:06.650 --> 00:29:07.952]  He doesn't want to admit he was wrong.
[00:29:08.712 --> 00:29:10.754]  He thinks they'll crucify him if he admits he's wrong.
[00:29:11.334 --> 00:29:12.916]  And we all know that it's the opposite.
[00:29:12.956 --> 00:29:19.561]  We would really forgive Trump if he would just get behind stopping them coming after more of our children and our innocence.
[00:29:19.982 --> 00:29:20.863]  It's beyond critical.
[00:29:22.310 --> 00:29:29.835]  It's beyond critical that these mass murderers continue to be exposed and brought to justice, or they're going to do it again and again and again and again.
[00:29:30.255 --> 00:29:32.777]  We are all in grave danger, as Senator Paul has said.
[00:29:33.357 --> 00:29:38.341]  And Fauci sits up there and lies to Congress and says there's no gain of function anywhere in the U.S.
[00:29:38.481 --> 00:29:47.106]  arsenal or development system when, again, a COVID that kills 80% of humans is at Boston University right now.
[00:29:47.527 --> 00:29:48.787]  It should be destroyed.
[00:29:49.835 --> 00:29:50.796]  It should be seized.
[00:29:51.377 --> 00:29:53.759]  The army should go in there.
[00:29:53.779 --> 00:29:55.821]  They're the ones that deal with that stuff.
[00:29:56.161 --> 00:30:03.268]  And Fort Detrick should remove that with a federal warrant and take it and have it incinerated in a damn incinerator.
[00:30:03.728 --> 00:30:10.394]  But instead, ladies and gentlemen, it's right there in a Level 4 lab with a bunch of college students poking and messing with it.
[00:30:11.175 --> 00:30:15.117]  So, because that's who they've got as their interns and technicians in that damn facility.
[00:30:15.437 --> 00:30:17.118]  Nothing against college kids, I'm just saying.
[00:30:17.418 --> 00:30:25.382]  Got a bunch of mad scientists with a bunch of PhD students in there with stuff that'll end our world as we know it.
[00:30:25.862 --> 00:30:27.323]  And I'm telling you, the clock is ticking.
[00:30:27.343 --> 00:30:29.784]  We are all in grave, grave danger.
[00:30:29.864 --> 00:30:31.505]  So please say a prayer for awakening.
[00:30:31.865 --> 00:30:33.366]  Please say a prayer for discernment.
[00:30:33.666 --> 00:30:38.148]  Please say a prayer that God give you the will to get out there and speak at every city council.
[00:30:39.549 --> 00:30:51.475]  Every county commissioner meeting, every state house event, every town hall, you can get in for your voice to be heard that this gain of function must stop and the people that launched the lockdowns and the attempted forced injections should be brought to justice.
[00:30:51.535 --> 00:30:53.316]  Remember, they tried to make you take it.
[00:30:53.596 --> 00:30:55.597]  They did bully tens of millions into taking it.
[00:30:55.917 --> 00:30:57.318]  And now tens of millions have died.
[00:30:57.618 --> 00:30:59.259]  It's us or them.
[00:30:59.399 --> 00:31:05.284]   And please, in closing, before Owen takes over, We are battling the globalists toe-to-toe.
[00:31:05.644 --> 00:31:07.206]  We are so close to beating them together.
[00:31:07.626 --> 00:31:09.788]  We are having the biggest effect together we've ever had.
[00:31:09.909 --> 00:31:16.135]  But we need funds for the final show trial on Sandy Hook coming up in a few months in Texas, and for our appeals.
[00:31:16.556 --> 00:31:17.817]  And we will win on the appeals.
[00:31:17.937 --> 00:31:24.424]  Every legal expert we've talked to says yes, or they're throwing out the whole Constitution if they certify these kangaroo trials.
[00:31:25.345 --> 00:31:35.656]  And we need funds in the chapter 5, chapter 11 bankruptcy reorganization to show that we're profitable so that the company will continue to go into the future indefinitely.
[00:31:36.036 --> 00:31:40.941]  And our enemies are hopping mad about that and are strategizing every way they can to shut us down.
[00:31:41.222 --> 00:31:45.012]   But one thing Action stops that.
[00:31:45.272 --> 00:31:48.114]  Your prayer, your word of mouth, and your financial support.
[00:31:48.454 --> 00:31:49.074]  Do not wait.
[00:31:49.334 --> 00:31:50.835]  Go to InfoWarsTore.com.
[00:31:51.796 --> 00:31:53.077]  We're only running this through Friday.
[00:31:53.137 --> 00:31:54.338]  It's got to end on Saturday.
[00:31:54.538 --> 00:31:59.041]  I'm coming in on Saturday to cut new ads and new promos for a new sale, but this is the biggest of the year so far.
[00:31:59.941 --> 00:32:06.246]  We won't have sales like this probably until maybe right before Christmas, and it won't be as massive because a lot of the products are about to be sold out.
[00:32:06.786 --> 00:32:09.689]  Up to 60% off with promo code 1776.
[00:32:10.729 --> 00:32:11.730]  Promo code 1776.
[00:32:13.191 --> 00:32:20.237]  Massive 60% off on many items, 50% off on all the rest, because some are 40%, some are 50% already on sale.
[00:32:20.297 --> 00:32:27.943]  But with promo code 1776 on DNA Force Plus, Vitamin Mineral Fusion, X3, and so many other great products.
[00:32:28.383 --> 00:32:37.129]  We're talking, ladies and gentlemen, 60% off at InfoWarsStore.com with promo code 1776.
[00:32:37.450 --> 00:32:40.612]  Great products that boost your immune system, that do so much for your body.
[00:32:41.252 --> 00:32:49.759]  The vitamin D3 gummies with calcium, the Linus Pauling 1100% organic, the vitamin C with rose hips, and zinc.
[00:32:50.079 --> 00:32:51.820]  Incredible for your immune system and health and body.
[00:32:52.200 --> 00:32:53.521]  It's 60% off.
[00:32:53.541 --> 00:33:00.646]   They're all All those specials are just amazing at InfoWarsTore.com or 888-253-3139.
[00:33:01.346 --> 00:33:05.369]  Owen Schroer takes over from the ATX Command Center.
[00:33:08.090 --> 00:33:13.894]  All right, ladies and gentlemen, now live inside the InfoWars World Headquarters here in Austin, Texas.
[00:33:13.954 --> 00:33:20.418]  When we come back, I've got a whole stack here of midterm election news we're going to get into.
[00:33:22.299 --> 00:33:32.302]   I've got Some geopolitical news we're going to get into and following up on the vaccine news with Alex with some new data that is really bad.
[00:33:33.222 --> 00:33:33.782]  Really bad.
[00:33:33.802 --> 00:33:37.243]  And then Elon Musk is at Twitter today.
[00:33:37.263 --> 00:33:42.764]  And of course, liberals are panicked that he might bring free speech back to Twitter.
