[00:00:00.129 --> 00:00:01.752]  Emergency Friday broadcast.
[00:25:53.463 --> 00:25:54.964]  Highly infectious variant.
[00:25:55.384 --> 00:25:57.105]  Makes people ill twice as quick.
[00:25:57.866 --> 00:26:00.447]  Oh, and it's strangely connected to COVID, they're telling us.
[00:26:01.048 --> 00:26:05.010]  This is just the cover story, of course, put out by MI6 at the Daily Mail.
[00:26:06.483 --> 00:26:15.808]  A new super mutant HIV strain that makes infected individuals ill twice as fast as current versions of the virus has been detected in the Netherlands.
[00:26:16.388 --> 00:26:23.491]  The new mutant, called the VB variant, has infected at least 109 people according to a study by Oxford University.
[00:26:23.631 --> 00:26:24.272]  Oh my goodness!
[00:26:25.092 --> 00:26:33.236]  The strain damages the immune system and weakens a person's ability to fight everyday infections and diseases faster than previous versions of the virus.
[00:26:33.965 --> 00:26:35.506]  Now, what is now confirmed?
[00:26:35.566 --> 00:26:43.392]  Because they have this lie that Fauci said a year ago, people in the hospital, 99% dying have not had the vaccine.
[00:26:44.132 --> 00:26:45.373]  Total lie, been proven so.
[00:26:45.753 --> 00:26:48.455]  Now they say, oh, 90% of the hospitalizations are that.
[00:26:48.675 --> 00:26:50.416]  They just repeat it, never giving you a source.
[00:26:50.717 --> 00:26:51.197]  It's made up.
[00:26:54.159 --> 00:26:59.543]  But the vaccine itself, it's a gene therapy, does turn off your killer T's.
[00:27:01.280 --> 00:27:02.361]  It continues.
[00:27:02.441 --> 00:27:13.670]  So a lot of this is, oh, you're sick, you have HIV, and now they've got tests that are tailored where when they test you, you've had COVID-19 from the lab leak, the lab release, or you've had it from the vaccine.
[00:27:14.231 --> 00:27:18.434]  We've had top scientists on, does the exact same thing, because the shots are even worse than actually catching it.
[00:27:18.634 --> 00:27:21.846]   You get a larger load and it Tends to replicate better in the body.
[00:27:22.246 --> 00:27:26.388]  And then now they skew the test over before to not call it HIV.
[00:27:26.428 --> 00:27:28.629]  Now they change the test and go, Oh my God!
[00:27:28.649 --> 00:27:29.810]  This is happening.
[00:27:29.850 --> 00:27:44.057]  It's all over the news like Houston, Texas record HIV, LA record HIV, New York, Detroit, Miami, London, Frankfurt, Tokyo, Durban, Mexico City.
[00:27:45.922 --> 00:27:55.289]  Rio de Janeiro, just type it in, record HIV, and it's worse, and it's bad, and they get fevers, and their immune system's gone, and they die, and they get cancer real quick.
[00:27:56.010 --> 00:27:58.752]  What have we been saying 85 billion times on air?
[00:27:58.872 --> 00:27:59.532]  Let's not exaggerate.
[00:27:59.552 --> 00:28:01.754]  5,000, 10,000 times in the last two years?
[00:28:02.094 --> 00:28:05.657]  Myself, Mike Adams, Dr. Boyle, bunch of medical doctors.
[00:28:07.338 --> 00:28:09.280]  These shots will turn your immune system off.
[00:28:10.399 --> 00:28:15.343]  And then you get cancer, or you can jack it way up, the way it's designed, and they call it ADE.
[00:28:15.883 --> 00:28:17.364]  Antibody Dependency Enhancement.
[00:28:20.426 --> 00:28:21.907]  So, oh my gosh!
[00:28:22.408 --> 00:28:27.151]  The virus and the vaccine creates the HIV spike protein.
[00:28:27.631 --> 00:28:36.842]   You set the test to either not pick up the spike protein, so people don't get scared they've been given HIV, Or then when you want to tell them, "Oh, now the new plague
[00:28:36.842 --> 00:28:40.922]  is super HIV that just showed up everywhere."
[00:28:40.922 --> 00:28:45.161]  [Laughter]
[00:28:45.161 --> 00:28:46.161]  [Inhales]
[00:28:46.161 --> 00:28:48.161]  Wow!
[00:28:47.915 --> 00:28:49.176]  Wow.
[00:28:49.556 --> 00:28:50.797]  Isn't that just sick?
[00:28:53.519 --> 00:28:56.222]  And if you're dumb enough to take it, I guess they think you deserve it.
[00:28:59.184 --> 00:28:59.985]  But the children don't.
[00:29:01.923 --> 00:29:03.404]  And you're like, well, I just won't take the shot.
[00:29:03.484 --> 00:29:04.005]  It doesn't matter.
[00:29:04.045 --> 00:29:05.986]  These bodies then breed it and replicate it.
[00:29:06.006 --> 00:29:07.468]  Get the Dr. Malone clip from two days ago.
[00:29:07.488 --> 00:29:07.968]  I never played.
[00:29:09.289 --> 00:29:09.769]  Ready, guys?
[00:29:10.790 --> 00:29:11.311]  Remember Malone?
[00:29:11.671 --> 00:29:12.572]  He said this two years ago.
[00:29:12.592 --> 00:29:13.252]  The inventor of mRNA.
[00:29:13.292 --> 00:29:14.333]  And he said it again a year ago.
[00:29:14.393 --> 00:29:15.134]  Said it again a month ago.
[00:29:15.414 --> 00:29:16.134]  Said it again this week.
[00:29:17.155 --> 00:29:17.996]  Had this clip since Monday.
[00:29:18.036 --> 00:29:18.636]  Haven't played it yet.
[00:29:19.437 --> 00:29:21.078]  He says, listen, I don't want to fearmonger here.
[00:29:21.318 --> 00:29:22.319]  So he dials it way down.
[00:29:22.359 --> 00:29:29.445]  He goes, but when you give billions of people a shot while they have a virus, it causes it to mutate, become more aggressive.
[00:29:30.350 --> 00:29:33.552]  Normally, if somebody has a virus, it mutates and becomes less aggressive.
[00:29:34.453 --> 00:29:35.073]  That's what they do.
[00:29:35.394 --> 00:29:47.482]  But when you, when you, during a big outbreak, go give people something like this that then goes and suppresses it, it then causes it to spike worse and become more powerful, just like bugs becoming resistant to pesticides.
[00:29:48.863 --> 00:29:54.267]  You know, the Nietzschean saying, that which does not kill you only makes you stronger.
[00:29:54.627 --> 00:29:59.696]   So let me just show you a few back, Headlines this took the crew about two minutes or before the show.
[00:30:00.096 --> 00:30:24.982]   I said just go search engine InfoWars HIV COVID-19 And they got dozens of articles from January of 2020 two years ago plus but here's the whole headline About the super deadly kills you really quick spreads really easy might be able just to touch somebody and get it Because it's COVID-19, it's the vaccine.
[00:30:25.142 --> 00:30:26.363]  It's what it does.
[00:30:26.683 --> 00:30:34.448]  It's another form of HIV that turns on your own immune system.
[00:30:36.209 --> 00:30:36.949]  Look at this one.
[00:30:38.410 --> 00:30:48.116]  February 3rd, Dr. Francis Boyle, creator of BioWeapons, acts as coronavirus' bio-welfare weapon, and then he links it to HIV and says it'll have AIDS-like effects on people.
[00:30:48.576 --> 00:30:53.139]  That is a big, detailed report right there for you.
[00:30:55.479 --> 00:30:58.301]  Israel's study offers strongest proof yet of vitamin D's power.
[00:30:58.361 --> 00:30:59.562]  Oops, that should have been in the stack.
[00:30:59.722 --> 00:31:00.983]  No, evil vitamin D. Get away.
[00:31:01.764 --> 00:31:02.204]  Here's another one.
[00:31:02.305 --> 00:31:07.389]  Australia cancels COVID vaccine trial over unexpected false positives for HIV.
[00:31:07.649 --> 00:31:10.331]  Then they just tell them, ignore those, ignore those.
[00:31:10.531 --> 00:31:12.953]  But now they think you've forgotten, so now they're going to tell you what they didn't tell you.
[00:31:13.794 --> 00:31:16.035]  That's Zero Hedge with links to the Australian News.
[00:31:17.436 --> 00:31:22.300]  Indian scientists discover coronavirus engineered with HIV-AIDS-like insertions.
[00:31:23.441 --> 00:31:29.990]   February 1st, 2020.
[00:31:29.009 --> 00:31:29.990]  India Newswire.
[00:31:31.071 --> 00:31:33.874]  HIV in the vaccine.
[00:31:35.956 --> 00:31:40.360]  Australia scraps COVID-19 vaccine that produced HIV false positives.
[00:31:40.781 --> 00:31:42.262]  Oh, but now they're going to tell you.
[00:31:43.223 --> 00:31:43.924]  That's New York Times.
[00:31:44.244 --> 00:31:48.909]  At gatherings of HIV AIDS pioneers, raw memories mixed with current conflicts.
[00:31:51.323 --> 00:31:56.847]  Soros joins World Health Group to battle drug-resistant TB HIV explosion.
[00:31:56.887 --> 00:31:57.307]  Yes.
[00:31:58.748 --> 00:32:02.991]  Scientists discover HIV-like mutation which makes coronavirus extremely infectious.
[00:32:03.351 --> 00:32:09.675]  Oh, it's a HIV-like mutation welded directly on and Fauci owns the patent to doing that.
[00:32:09.875 --> 00:32:10.576]  Just no big deal.
[00:32:13.334 --> 00:32:13.734]  COVID!
[00:32:13.774 --> 00:32:16.655]  Australian vaccine abandoned over false HIV response.
[00:32:16.935 --> 00:32:19.516]  Oh, but two years later, it's like, actually, it's no big deal.
[00:32:19.616 --> 00:32:20.616]  Oh, yeah, you got it.
[00:32:21.256 --> 00:32:23.156]  Scientists discover HIV-like mutation.
[00:32:23.196 --> 00:32:24.157]  Goes on and on.
[00:32:24.716 --> 00:32:26.716]  That's a News Wars article.
[00:32:26.716 --> 00:32:32.716]  Info Wars, February 26th.
[00:32:32.879 --> 00:32:38.080]  Scientists discover HIV-like mutation in the virus.
[00:32:39.360 --> 00:32:39.841]  Here's one.
[00:32:40.121 --> 00:32:43.141]   Info Wars, January 31st, 2020.
[00:32:44.021 --> 00:32:45.702]  That's first, folks.
[00:32:47.262 --> 00:32:49.523]  Coronavirus contains HIV insertions.
[00:32:49.883 --> 00:32:51.864]  Stoke fears of artificially created bioweapon.
[00:32:52.104 --> 00:32:52.224]  Oh.
[00:32:55.965 --> 00:32:58.646]  Indian scientists discover coronavirus engineered with HIV.
[00:33:02.447 --> 00:33:03.207]  And it just goes on.
[00:33:05.569 --> 00:33:11.693]  And of course, Bayer says it settled decades-old HIV-tainted blood cases where they gave millions of people HIV on purpose.
[00:33:12.273 --> 00:33:12.413]  Hmm.
[00:33:12.854 --> 00:33:13.394]  NBC News.
[00:33:14.235 --> 00:33:15.115]  So they've done this before.
[00:33:15.135 --> 00:33:17.056]  They're doing it on a much bigger scale now.
[00:33:17.457 --> 00:33:21.959]  And people better wake up to this and understand that it's being injected in you with the vaccine.
[00:33:22.380 --> 00:33:27.083]  People are being given an AIDS-like disease with the vaccine, and now the hospitals are full of the dead and dying.
[00:33:27.103 --> 00:33:27.903]  It's going to get a lot worse.
[00:33:28.343 --> 00:33:28.904]  Very, very sick.
[00:33:29.770 --> 00:33:36.293]  Sick evolution to a state where it may be more pathogenic and more able to elude immune response.
[00:33:37.253 --> 00:33:41.815]  So in sum, I don't wish to scare, we've had enough fear porn.
[00:33:42.996 --> 00:33:58.943]  But if we continue to pursue universal vaccination, the high probability is that what we will continue to see is the evolution of additional escape mutants that are increasingly infectious and may well become more pathogenic.
[00:34:00.239 --> 00:34:10.245]  This policy of forced universal vaccination is absolutely contrary to all of our understanding about basic viral evolution.
[00:34:10.926 --> 00:34:15.789]  We are clearly seeing the development of escape mutants that are resistant to the vaccine.
[00:34:16.549 --> 00:34:22.553]  Omicron is not only resistant to the vaccine, but its infectivity seems to be facilitated by the vaccine.
[00:34:23.573 --> 00:34:28.236]  And in my opinion, this must stop for the sake of the world.
[00:34:29.037 --> 00:34:29.177]  Over.
[00:34:30.038 --> 00:34:33.801]  I'm going to boil this down very, very simply on the Alex Jones Show on this Friday edition.
[00:34:36.724 --> 00:34:40.086]  Christians believe in treating everybody good and standing up for the innocent.
[00:34:40.867 --> 00:34:42.668]  Pagans believe in survival of the fittest.
[00:34:43.429 --> 00:34:50.815]  And they believe that if you can dominate and control and kill people and exercise your will, it means that you have a right to do it and you're making the world a better place.
[00:34:53.717 --> 00:34:55.639]  And there's arguments for both schools of thought.
[00:34:58.208 --> 00:35:01.171]  But at the end of the day, the globalists aren't even doing survival of the fittest to empower us.
[00:35:01.211 --> 00:35:05.235]  They're doing it to end humanity as we know it.
[00:35:07.897 --> 00:35:12.702]  So you wonder why Fauci and these globalists have released a new version of HIV as a vaccine.
[00:35:14.604 --> 00:35:16.125]  And remember how they attacked me two years ago.
[00:35:16.185 --> 00:35:21.571]  Jones is claiming that it was made in a lab connected to HIV and that the vaccine will give you HIV.
[00:35:24.229 --> 00:35:31.331]  I don't know, that's just, you know, the owner and the creator of it, the guy that owns the Spike Pro team, and the guy that ran the lab, and the guy that says he wants to kill you and your family.
[00:35:31.751 --> 00:35:34.051]  On record, Bill Gates and Fauci want to depopulate you.
[00:35:34.231 --> 00:35:37.012]  They go to depopulation summons and talk about how they want to kill everybody.
