[00:00:00.189 --> 00:00:01.772]  Oh, no!
[00:29:16.721 --> 00:29:20.623]  And that's why I can't figure out which one I want to support, because it's the left-right paradigm!
[00:29:21.964 --> 00:29:24.125]  Like never before, right there in front of us!
[00:29:25.926 --> 00:29:31.649]  I just look at how authoritarian the Democrats are, and how they're pushing race-baiting everywhere, it is despicable!
[00:29:33.533 --> 00:29:35.455]  While saying they're the anti-racist.
[00:29:35.535 --> 00:29:37.296]  It's so frustrating.
[00:29:37.356 --> 00:29:38.978]  I'm so tired of it.
[00:29:41.674 --> 00:29:46.195]  We're going to get into just the collapse that's happening in the Northeast, New York, New Jersey.
[00:29:46.556 --> 00:29:52.137]  Government, as usual, is not helping anyone, doing a horrible job, going out and arresting people that try to help their neighbors.
[00:29:52.597 --> 00:29:57.359]  We're going to get into the calls for rioting, if Obama loses, that are intensifying.
[00:29:57.399 --> 00:29:59.599]  Big article up at InfoWars.com on that.
[00:30:00.239 --> 00:30:01.260]  Bev Harris is coming up.
[00:30:01.680 --> 00:30:02.560]  We're on the march.
[00:30:03.060 --> 00:30:04.681]  The empire's on the run.
[00:30:05.601 --> 00:30:08.262]  Alex Jones and the GCN Radio Network.
[00:30:12.335 --> 00:30:18.320]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:30:18.860 --> 00:30:21.242]  78% of the Midwest corn belt is in drought conditions.
[00:30:21.463 --> 00:30:26.547]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:30:26.847 --> 00:30:30.110]  The cost to feed livestock is forcing farmers and ranchers out of business.
[00:30:30.270 --> 00:30:31.550]  Blowing up your food prices.
[00:30:31.791 --> 00:30:39.193]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoodsDirect now.
[00:30:39.433 --> 00:30:43.134]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:30:43.314 --> 00:30:44.895]  Now is the time to get your supply.
[00:30:45.095 --> 00:30:48.976]  I recently increased my supply from eFoodsDirect because we've all known this was coming.
[00:30:49.116 --> 00:30:51.737]  You know about their delicious long-term storable foods.
[00:30:52.017 --> 00:30:54.658]  The fact is, you can eat it any time to save money today.
[00:30:54.798 --> 00:30:59.221]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:30:59.361 --> 00:30:59.901]  Don't wait!
[00:31:00.001 --> 00:31:05.083]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:31:05.263 --> 00:31:09.606]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:31:09.786 --> 00:31:11.627]  You can bet your life on eFoodsDirect.
[00:31:12.147 --> 00:31:14.108]  Cold and flu season is upon us.
[00:31:14.628 --> 00:31:20.469]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:31:20.869 --> 00:31:32.012]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:31:32.572 --> 00:31:42.334]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia,
[00:31:42.654 --> 00:31:43.915]  We're good to go!
[00:32:11.917 --> 00:32:14.980]  Alex Jones here with a very important announcement for truth seekers.
[00:32:15.380 --> 00:32:21.105]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:32:21.325 --> 00:32:27.710]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:32:27.910 --> 00:32:33.335]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:32:33.615 --> 00:32:37.238]  This film exposes the fraud that Obama is like nothing I've seen.
[00:32:37.418 --> 00:32:41.002]  If you want to know who Obama's real daddy is, this is the film for you.
[00:32:41.242 --> 00:32:45.626]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:32:45.846 --> 00:32:48.169]  You'll also find it at Infowarshop.com.
[00:32:48.329 --> 00:32:51.872]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:32:52.193 --> 00:32:56.477]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[00:32:56.637 --> 00:32:59.260]  This book is coffin nails to the globalist takeover.
[00:32:59.560 --> 00:33:06.110]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:33:06.410 --> 00:33:10.656]  These titles and a lot more are all available at InfoWarshop.com.
[00:33:24.326 --> 00:33:27.330]  You can run on for a long time.
[00:33:27.990 --> 00:33:30.253]  Run on for a long time.
[00:33:30.934 --> 00:33:33.056]  Run on for a long time.
[00:33:33.757 --> 00:33:36.160]  Sooner or later gotta cut you down.
[00:33:36.760 --> 00:33:39.183]  Sooner or later gotta cut you down.
[00:33:41.828 --> 00:33:59.023]  If you go to Infowars.com, and I'm Alex Jones, your host, thank you for tuning in, or PrisonPlanet.com, you'll notice we've changed the normal format on the front pages to a big puppet theater with Obama and Romney up there.
[00:34:01.457 --> 00:34:09.086]  And we're going to be tracking election fraud, which comes out every election, both off-year elections and big presidential elections.
[00:34:10.387 --> 00:34:11.609]  And we've made a lot of headway.
[00:34:11.629 --> 00:34:13.110]  A lot of people have gone to jail.
[00:34:13.651 --> 00:34:15.433]  Fraud's been certified in multiple states.
[00:34:17.677 --> 00:34:26.502]  Diebold executives have gone public, others have gone public admitting fraud in the black boxes that they say are proprietary with the system.
[00:34:27.182 --> 00:34:38.209]  Whoever controls them, depending on, in the case of Senator Hagel in Nebraska, 90 plus percent of the votes for him cast on machines he owned, or whether it's hard inner civics, predominantly controlled by the Romney family.
[00:34:38.869 --> 00:34:47.835]  And one of Romney's sons controlling a large portion of the votes, or Democratic-connected groups controlling large swaths of the country that use different machines.
[00:34:47.955 --> 00:34:53.139]  It is really unprecedented that this is right in our face, what Stalin said.
[00:34:53.179 --> 00:34:57.682]  I don't care who votes, I care who counts the ballots, to paraphrase his famous quote.
[00:34:58.542 --> 00:35:26.233]  So, we stand here at the threshold, and I remember 10-12 years ago interviewing Bev Harris, and I remember interviewing the Collier brothers before they died, I remember interviewing their daughter, I remember interviewing all the different election fraud specialists, but Bev Harris is preeminent amongst them because of her tireless work and her history as a corporate fraud investigator, that now most people, I've seen national polls, 80-90 plus percent, depending on which one, say they know there's problems with voting in this country.
[00:35:27.595 --> 00:35:35.100]  My issue is the UN is so corrupt with what they do, overthrowing countries and things, that I don't think you can have Satan come judge Beelzebub or Lucifer.
[00:35:35.680 --> 00:35:39.162]  You know, the pot can't expose the kettle here, basically.
[00:35:39.462 --> 00:35:41.083]  Out of the frying pan, into the fire.
[00:35:41.884 --> 00:35:44.005]  But the UN is running around as well.
[00:35:44.625 --> 00:35:48.527]  People out in California are being fired from the elections if they complain about it.
[00:35:49.448 --> 00:35:52.310]  In several states, like Texas, they're saying they're going to arrest UN monitors.
[00:35:53.464 --> 00:35:55.885]  I think it's fine as long as they're not in the polling place itself.
[00:35:56.246 --> 00:35:58.127]  But see, they're not going after the machines.
[00:35:58.587 --> 00:36:02.529]  They're going after, you know, people not being able to vote repeatedly.
[00:36:02.589 --> 00:36:04.270]  So it's that classic socialist mode.
[00:36:04.290 --> 00:36:11.495]  But Bev Harris is an American writer, activist, and founder of Black Box Voting, Inc., a national nonpartisan nonprofit educational watchdog group.
[00:36:11.875 --> 00:36:16.778]  She helped to popularize the term Black Box Voting while authoring the book of the same title.
[00:36:17.998 --> 00:36:27.504]  In 2003, she discovered the source code for voting manufacturer Diebold Election Systems, which now operates under the name Premier Election Systems, and she proved it was designed to go in and flip it and then cover it up.
[00:36:28.085 --> 00:36:29.225]  Oh yeah, it's really nice.
[00:36:29.706 --> 00:36:40.552]  After examining these files, Harris wrote an article in July of 08-2003 detailing how to bypass passwords and manipulate election results on the Diebold Jim's central tally system.
[00:36:41.013 --> 00:36:41.893]  And of course they made a
[00:36:43.277 --> 00:36:45.258]  Blockbuster film and air on HBO.
[00:36:46.219 --> 00:36:47.539]  Hacking democracy with her.
[00:36:48.840 --> 00:36:55.804]  And Harris also filed a whistleblower lawsuit alleging that Diebold Election Systems had made false claims when selling their system to Alameda County, California.
[00:36:56.184 --> 00:36:59.546]  Diebold paid the state of California $2.6 million to settle the case.
[00:37:01.147 --> 00:37:01.627]  We're good to go.
[00:37:19.445 --> 00:37:24.629]  Well, one thing I'm seeing is a really big effort to focus people's attention away from the insiders.
[00:37:25.990 --> 00:37:32.154]  You know, we're starting to see, oh, some guy came out and claimed on the internet that he had voted four times in North Carolina.
[00:37:32.714 --> 00:37:34.416]  Understand what that is.
[00:37:34.916 --> 00:37:42.862]  That is an attempt to focus your eyes away from the insiders and instead put them on outsiders.
[00:37:43.695 --> 00:37:46.976]  The problem isn't outsiders coming in to commit fraud.
[00:37:46.996 --> 00:37:49.097]  The problem is happening on the inside.
[00:37:49.477 --> 00:37:53.419]  And, you know, you mentioned we've made a lot of progress with public awareness.
[00:37:53.459 --> 00:37:54.359]  We really have.
[00:37:54.919 --> 00:38:01.622]  And I think now they know that the public knows there's something wrong, so they're going, well, what do we do next?
[00:38:01.662 --> 00:38:04.003]  Well, let's focus their attention on the outside game.
[00:38:04.423 --> 00:38:10.005]  No, we have to pay attention to where it's happening, and that's the people with inside access.
[00:38:11.789 --> 00:38:14.750]  And I guess they call that comptroller-style fraud.
[00:38:14.770 --> 00:38:20.293]  That's always the biggest threat, just like we saw John Corzine ordering millions of dollars to disappear.
[00:38:20.954 --> 00:38:21.414]  Right, right.
[00:38:21.734 --> 00:38:35.501]  I mean, if you look at bank robbery, although it's always in the papers about, you know, a guy with a mask who comes in with a gun to rob a bank, most theft from banks happens from the inside, from their own accounting staff.
[00:38:36.520 --> 00:38:43.686]  Inside fraud is, outnumbers outside fraud, probably in elections, you know, a hundred, a thousand, a one.
[00:38:44.387 --> 00:38:57.198]  Sure, so you're saying retail fraud is always the distraction when it's the centralized fraud and the fact that the integrity of the system is a proven scam, that's the big kahuna?
[00:38:57.887 --> 00:39:17.697]  Right, and we have to get still a little bit better at detecting, you know, at getting our BS beater to perform better because the idea that we're watching, you know, if you're seeing it all over national TV, you're, somebody is allowing it to get to national TV.
[00:39:19.380 --> 00:39:28.332]  That's right, they fight tooth and nail to suppress for decades the electronic voting machine fraud that you and others have forced out in the open, but they never want to cover that.
