[00:00:15.137 --> 00:00:16.518]  You want to fight?
[00:21:46.921 --> 00:21:52.306]  So you pay for one, create a username and passcode you can share, give it in e-cards to friends and family.
[00:21:52.326 --> 00:21:54.188]  We've got some of those we're about to put up in the next few days.
[00:21:54.729 --> 00:21:56.410]  Or you can make your own, or just send it as an email.
[00:21:56.430 --> 00:21:57.491]  Hey, here's your PrisonPlanet.tv.
[00:21:58.232 --> 00:22:19.384]  TV membership, get the daily radio show with video, get the nightly news show that's three hours tonight with Ron Paul film premiering, all my films, Paul Watson's book, my book, nine plus years up and operating, 17 years of material since I've been on air, 15 day free trial, but 10 memberships for the price of one, $5.95 a month, 59 cents a piece, you cannot beat that.
[00:22:20.004 --> 00:22:24.627]  And by the way, ProPure, the best stainless steel gravity-fed filters out there with fluoride filtration, you name it.
[00:22:25.287 --> 00:22:26.108]  They're all available.
[00:22:26.608 --> 00:22:28.330]  15% off until December 10th.
[00:22:28.971 --> 00:22:29.932]  While supplies last.
[00:22:29.972 --> 00:22:33.415]  We have a horde of these, but we've got the lowest price anywhere, so they're selling out.
[00:22:34.015 --> 00:22:37.659]  I think it will last until, I say September, until December 10th.
[00:22:38.660 --> 00:22:39.821]  So, time's flying here.
[00:22:40.161 --> 00:22:45.406]  You can get the ProPure Gravity Fed Filters with the promo code WATER15 at Infowarestore.com.
[00:22:45.667 --> 00:22:48.029]  The lowest price anywhere, so be sure and take advantage of that.
[00:22:48.309 --> 00:22:48.970]  The LifeStraw.
[00:22:49.310 --> 00:22:49.590]  All of it.
[00:22:50.231 --> 00:22:53.813]  You get great products at low prices and support the transmission.
[00:22:53.853 --> 00:22:55.293]  The globalists hate what's happening.
[00:22:55.533 --> 00:22:56.654]  You're voting with your dollars.
[00:22:56.974 --> 00:23:09.980]  InfoWareStore.com, InfoWareShop.com, or call 888, 24 hours a day, 888-253-3139 to order the ProPure, the LifeStraw, any of it, promo code WATER15.
[00:23:11.200 --> 00:23:12.201]  Okay, we're going to go to break.
[00:23:13.172 --> 00:23:17.376]  And we're going to have a report by Jakari Jackson on the drone mob coming up.
[00:23:17.496 --> 00:23:19.678]  The citizen drone mob, we should name it, I think now.
[00:23:20.839 --> 00:23:26.124]  Zilker Park this Saturday with Melissa Melton and others in Austin, Texas to draw attention to the police state.
[00:23:26.484 --> 00:23:28.986]  Kind of a drone protest of sorts, but we have our drones too.
[00:23:30.047 --> 00:23:32.849]  And because they're going to try to ban us having him, make no mistake.
[00:23:33.109 --> 00:23:38.152]  And then we'll get into the Lindsey Williams, and then Ron Paul, and then Dr. Wallach, and pharmacist Ben Fuchs.
[00:23:38.552 --> 00:23:42.254]  All this and more straight ahead on InfoWars Nightly News.
[00:23:42.294 --> 00:23:45.476]  And if you're watching this transmission, you are the resistance.
[00:23:50.515 --> 00:23:58.581]  I'm Jakari Jackson for the InfoWars Nightly News, bringing you our Drone Minute, because remember, we're having our Drone Mob this Saturday, December 8th, right here in Austin, Texas.
[00:23:58.601 --> 00:23:59.562]  We have an article for you.
[00:23:59.602 --> 00:24:04.686]  Headline, DARPA-sponsored company unveils drone that can fly through doors and windows.
[00:24:05.087 --> 00:24:06.388]  You guys should check out the video there.
[00:24:06.948 --> 00:24:16.996]  The military's tech research arm has developed a drone that can fly through doors and windows and relay back high-resolution surveillance video indefinitely without a break-in signal.
[00:24:17.546 --> 00:24:25.708]  I'm sure this has good applications for things such as burning buildings, finding survivors there within, but we also have another article here.
[00:24:26.389 --> 00:24:30.090]  Headline, government documents prove domestic drones are for spying.
[00:24:30.590 --> 00:24:34.311]  If you take a look at this document, you'll see that police departments in Little Rock
[00:24:34.850 --> 00:24:41.093]  Seattle, Miami, and the Texas Department of Public Safety all admit that they want to use these drones for spy purposes.
[00:24:41.794 --> 00:24:44.455]  Join InfoWars this Saturday as we meet at Zilker Park.
[00:24:44.776 --> 00:24:46.176]  You can see it right here behind me.
[00:24:46.476 --> 00:24:48.778]  This is the area where they have the Austin City Limits.
[00:24:48.798 --> 00:24:50.619]  You can see there's Barton Springs Road right down here.
[00:24:50.859 --> 00:24:54.581]  And if we can zoom in a little bit, we'll show you the parking lot where we'll actually be meeting.
[00:24:54.661 --> 00:24:55.622]  It's right here in this area.
[00:24:55.942 --> 00:24:58.583]  And just north of here is where we will be having our drones.
[00:24:58.863 --> 00:25:03.326]  We will have the InfoWars flag flying high, so make sure you look for this.
[00:25:04.006 --> 00:25:05.046]  Statement of freedom.
[00:25:06.167 --> 00:25:09.288]  So be sure to join us this Saturday at 11 a.m.
[00:25:09.308 --> 00:25:13.830]  There will also be a video contest for the best video filmed at the event and posted on YouTube.
[00:25:13.850 --> 00:25:17.671]  So make sure you check out InfoWars.com and hashtag DroneMob for more details.
[00:25:18.031 --> 00:25:20.172]  I'm Ja'Kari Jackson for the InfoWars Nightly News.
[00:25:21.181 --> 00:25:32.229]  Recently, the Harvard School of Health looked at more than a dozen scientific studies concerning fluoride and confirmed what countless other scientists have been documenting for decades.
[00:25:33.090 --> 00:25:38.554]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:25:39.074 --> 00:25:45.679]  You see, the aluminum industry and the fertilizer industries would have to pay to store all the toxic waste they produce.
[00:25:45.959 --> 00:25:50.262]  But instead, they get our counties and cities to pay to put the poison in our water.
[00:25:50.622 --> 00:25:55.785]  It's not just fluoride we're getting, but lead, mercury, arsenic, the list goes on and on.
[00:25:56.086 --> 00:25:58.687]  And a lot of this toxic waste comes from China.
[00:25:59.068 --> 00:26:06.132]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:26:06.432 --> 00:26:08.794]  We're battling the globalists on so many fronts.
[00:26:09.154 --> 00:26:12.435]  Health is an area where we can all take control of our lives.
[00:26:12.595 --> 00:26:15.535]  And it all starts with that basic building block of water.
[00:26:15.875 --> 00:26:18.636]  It is time to purify our family's water.
[00:26:18.916 --> 00:26:25.597]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:26:25.797 --> 00:26:30.898]  Infowarsstore.com already has the lowest prices on ProPure water filtration.
[00:26:31.098 --> 00:26:34.019]  But until December 10th, we are going to offer 15% off
[00:26:35.359 --> 00:26:36.780]  The already lowest price.
[00:26:37.120 --> 00:26:39.182]  I know what I'm giving my family this Christmas.
[00:26:39.442 --> 00:26:40.003]  ProPure.
[00:26:40.163 --> 00:26:46.148]  Go to infowarestore.com and get 15% off the already lowest price out there with the code WATER15.
[00:26:46.168 --> 00:26:48.489]  WATER15 and you get 15% off at infowarestore.com.
[00:27:21.753 --> 00:27:22.514]  And we are back.
[00:27:22.574 --> 00:27:24.616]  It is InfoWars Nightly News.
[00:27:24.656 --> 00:27:36.906]  We're about to have a commercial-free, for the next 45 minutes or so, interview with Pastor Lindsey Williams, author, researcher, and sleuth who has some amazing inside sources on the New World Order and what they have planned for us.
[00:27:37.266 --> 00:27:39.148]  And we're going to go to break, and I'm very excited.
[00:27:39.168 --> 00:27:41.890]  We're going to come back and bring you
[00:27:42.871 --> 00:27:44.413]  Ron Paul, the film.
[00:27:44.493 --> 00:27:45.694]  Ron Paul, the movie.
[00:27:47.075 --> 00:27:52.500]  Basically built around his farewell speech in Congress three weeks ago.
[00:27:52.661 --> 00:27:53.601]  Very powerful.
[00:27:54.202 --> 00:27:55.683]  Very excited about this.
[00:27:56.204 --> 00:28:04.432]  And then I want to add, when the show's over tonight, going out to PrisonPlanet.tv viewers, we're going to go live with this at the Alex Jones Channel on YouTube.
[00:28:05.273 --> 00:28:06.334]  We're putting it on the main channel.
[00:28:07.674 --> 00:28:12.157]  And I want you to get it and have it go out to everybody you know.
[00:28:12.777 --> 00:28:17.759]  So that is coming up as soon as the transmission is over tonight.
[00:28:18.359 --> 00:28:30.986]  Now, I wanted to get Pastor Williams on because you've got an hour-long show, you've got 15 minutes of ads with intros and outros, you've probably got like 35 minutes to really get into 10 new big points that his insider gave him.
[00:28:31.106 --> 00:28:33.127]  One of the insiders died a few years ago.
[00:28:34.267 --> 00:28:40.131]  Well, we're able to release his name, obviously, and he was head of operations at Atlantic Richfield.
[00:28:40.151 --> 00:28:42.953]  You know, a high-level position at the highest councils in the New World Order.
[00:28:42.974 --> 00:28:45.375]  Not the highest level in the New World Order, but in and around those councils.
[00:28:45.696 --> 00:28:48.498]  The other guy's even bigger, a former CEO of a big three-year-old company.
[00:28:48.958 --> 00:28:56.563]  Pastor Williams, more than 30 years ago, just to reintroduce, most of you know this, was able to be around all these people for three years on the Trans-Alaska Pipeline.
[00:28:56.864 --> 00:28:59.786]  They used him as kind of the liaison out to the different crews.
[00:29:00.186 --> 00:29:07.776]  A bunch of oil companies together, that's how they work, carving up different things, getting disputes settled, and they used him as kind of a liaison.
[00:29:07.796 --> 00:29:12.923]  That's actually pretty common to pick some upstanding pastor, preacher, local that everybody seems to like.
[00:29:13.983 --> 00:29:16.164]  Uh, to, uh, you know, to work with the oil companies.
[00:29:16.704 --> 00:29:18.665]  And he learned about how energy was controlled.
[00:29:18.705 --> 00:29:26.307]  Now, this is more and more admitted today in a lot of what his Energy Non-Crisis book first broke in the early 80s has now been declassified and been admitted.
[00:29:26.868 --> 00:29:27.548]  And so much.
[00:29:27.588 --> 00:29:28.828]  He told us about the Arab Spring.
[00:29:28.848 --> 00:29:30.389]  He said there'll be uprisings in Bedlam.
[00:29:30.409 --> 00:29:31.649]  A year and a half before it even started.
[00:29:32.230 --> 00:29:32.970]  That, I give him.
[00:29:33.650 --> 00:29:36.431]  Uh, he said gas prices one year would go up to $150 a barrel.
[00:29:36.451 --> 00:29:37.511]  Everybody laughed at him.
[00:29:37.711 --> 00:29:38.052]  There were like 60.
[00:29:39.472 --> 00:29:39.852]  It happened.
[00:29:39.872 --> 00:29:41.914]  Then he said, well, get ready there and go down to 40.
[00:29:42.294 --> 00:29:42.714]  It happened.
[00:29:43.214 --> 00:29:43.575]  Went down to 38.
[00:29:45.476 --> 00:29:50.919]  So, almost everything his elite sources have told him has come true.
[00:29:51.239 --> 00:29:53.600]  You can say, well, this didn't exactly happen.
[00:29:53.620 --> 00:29:55.882]  But then Lindsey would say, well, that's how you interpret what they say.
[00:29:55.922 --> 00:30:01.625]  But even if you're talking to the highest level person in the Bilderberg Group, everything they say they want to do, they're not God.
[00:30:01.705 --> 00:30:02.245]  They want to be.
[00:30:02.285 --> 00:30:02.926]  They think they are.
[00:30:03.466 --> 00:30:04.627]  They're not going to get it all done.
[00:30:04.727 --> 00:30:05.388]  Things change.
[00:30:05.448 --> 00:30:06.148]  Programs change.
[00:30:06.408 --> 00:30:07.509]  There's splits in the elite.
[00:30:07.709 --> 00:30:11.132]  Because they're getting down to the endgame now where you've got global government being set up.
[00:30:11.572 --> 00:30:13.614]  Mega banks and 1.5 quadrillion.
[00:30:13.874 --> 00:30:15.255]  They're trying to get people to sign on to.
[00:30:16.335 --> 00:30:18.677]  We have this article as we go to Lindsay Williams.
[00:30:20.819 --> 00:30:29.365]  The head of the Bank of England, one of the most powerful private central banks in the world, owns part of our Federal Reserve, said this is like a new world war.
[00:30:30.609 --> 00:30:32.491]  And basically, there's no way to get out of the collapse.
[00:30:32.872 --> 00:30:36.296]  And now, the Bank of England is being taken over by another globalist from Canada.
[00:30:36.656 --> 00:30:42.103]  And now that's back in the news today, and the London Guardian saying a dictatorial power is being given to them.
[00:30:42.543 --> 00:30:44.245]  That's happening in Greece, Spain...
[00:30:46.087 --> 00:30:47.088]  They tried it in Iceland.
[00:30:47.108 --> 00:30:47.668]  They defeated it.
[00:30:47.748 --> 00:30:48.589]  The only place to do it.
[00:30:48.849 --> 00:30:50.450]  They've done it in third world countries everywhere.
[00:30:50.470 --> 00:30:51.351]  They've done it to Ireland.
[00:30:51.531 --> 00:30:52.272]  They've done it here.
[00:30:52.312 --> 00:30:52.912]  They brag.
[00:30:53.272 --> 00:30:55.914]  Banksters declare they've conquered America.
[00:30:56.134 --> 00:31:00.718]  But today, if you just type in to the search engine, I had it pulled up in there on the screen.
[00:31:01.198 --> 00:31:09.364]  If you just type in Bank of England head, the first articles of London Guardian with the outgoing head saying this is dictatorial, this is a takeover.
[00:31:09.924 --> 00:31:12.826]  There's also Infowars.com with our article where they all admit it.
[00:31:13.146 --> 00:31:14.106]  Bankers declare U.S.
[00:31:14.146 --> 00:31:14.887]  and Europe conquered.
[00:31:14.927 --> 00:31:20.769]  So, that's how they get the power as they control the fiat made-up derivatives, just like Bernie Madoff.
