[00:00:00.029 --> 00:00:01.213]  Correct from Austin.
[01:42:32.754 --> 01:42:32.934]  Ever.
[01:42:38.004 --> 01:42:38.244]  Ever.
[01:42:40.005 --> 01:42:40.285]  Ever.
[01:42:42.666 --> 01:42:46.628]  The only time I fail is when I follow my flesh and not my spirit.
[01:42:47.729 --> 01:42:48.869]  You know what my spirit says?
[01:42:50.690 --> 01:42:54.071]  Alex, don't get sad that the wicked seem to thrive and can't be stopped.
[01:42:55.532 --> 01:42:58.513]  They will be cut down come the harvest.
[01:42:59.594 --> 01:43:01.095]  They will cut themselves down.
[01:43:02.895 --> 01:43:04.136]  They will destroy themselves.
[01:43:04.556 --> 01:43:06.057]  The house of Rothschild will fall.
[01:43:09.395 --> 01:43:17.081]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:43:17.521 --> 01:43:21.144]  Alex and his staff have used these pure soap products for years.
[01:43:21.584 --> 01:43:28.409]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:43:28.890 --> 01:43:31.372]  See them on the web at 5starsoap.com.
[01:43:31.912 --> 01:43:36.415]  Or call 800-340-7091 for a free catalog.
[01:43:36.755 --> 01:43:42.419]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:43:42.679 --> 01:43:47.782]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:43:48.102 --> 01:43:49.723]  This is an amazing deal.
[01:43:50.084 --> 01:43:54.687]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:43:55.307 --> 01:43:58.449]  See them on the web at 5starsoap.com or call
[01:43:58.689 --> 01:43:59.910]  Call 800-340-7091 for a free catalog.
[01:44:07.040 --> 01:44:12.303]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:44:12.543 --> 01:44:14.745]  Start purifying your water with ProPure.
[01:44:14.965 --> 01:44:23.910]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:44:24.070 --> 01:44:27.252]  Its filters are silver impregnated to prevent bacterial growth.
[01:44:27.512 --> 01:44:28.933]  There's no priming required.
[01:44:29.194 --> 01:44:31.235]  It's NSF-42 certified.
[01:44:31.475 --> 01:44:33.956]  Optional fluoride filters can reduce fluoride up to 95%.
[01:44:35.017 --> 01:44:36.357]  Easy to set up and use.
[01:44:36.557 --> 01:44:37.858]  Doesn't require electricity.
[01:44:37.978 --> 01:44:40.838]  Purify water from lakes, streams, ponds, and wells.
[01:44:41.139 --> 01:44:44.319]  This filter system leaves in beneficial minerals, which is key.
[01:44:44.519 --> 01:44:46.300]  Save money by not buying bottled water.
[01:44:46.420 --> 01:44:48.500]  And avoid BPA that leaches from the plastic.
[01:44:48.660 --> 01:44:51.261]  ProPure is the best gravity-fed filter out there.
[01:44:51.401 --> 01:44:52.701]  It's what my family uses.
[01:44:52.981 --> 01:44:56.182]  Infowars.com already has the lowest price on ProPure.
[01:44:56.282 --> 01:45:01.904]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:45:02.124 --> 01:45:03.264]  You can also call to order.
[01:45:04.424 --> 01:45:04.685]  888-253-3139.
[01:45:06.765 --> 01:45:09.567]  Have you ever wanted to generate your own supply of electrical power?
[01:45:09.827 --> 01:45:11.508]  Even save money on your electric bill?
[01:45:11.808 --> 01:45:15.129]  If so, this could be one of the most important messages you will ever hear.
[01:45:15.429 --> 01:45:17.510]  Solar power generators are now available.
[01:45:17.630 --> 01:45:21.072]  These emergency backup systems provide life-saving electrical power.
[01:45:21.272 --> 01:45:27.094]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:45:27.354 --> 01:45:30.736]  It's like having an electrical power plant running quietly in your own home.
[01:45:31.056 --> 01:45:35.658]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:45:35.798 --> 01:45:41.520]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:45:41.780 --> 01:45:42.840]  And here's the best news.
[01:45:43.060 --> 01:45:50.023]  A remarkable fall truckload sale is going on right now that gets you $1,700 in bonuses when you buy a solar generator.
[01:45:50.143 --> 01:45:54.224]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so,
[01:45:55.965 --> 01:45:57.847]  Go to falltruckloadsale.com.
[01:45:57.967 --> 01:45:59.829]  That's falltruckloadsale.com.
[01:46:00.050 --> 01:46:02.112]  Generate your own supply of electricity.
[01:46:02.232 --> 01:46:04.174]  Go to falltruckloadsale.com.
[01:46:04.294 --> 01:46:06.156]  That's falltruckloadsale.com.
[01:46:06.637 --> 01:46:09.720]  Alex Jones here with a very important announcement for truth seekers.
[01:46:10.101 --> 01:46:15.767]  We've carried a lot of amazing films and books over the years on the online video bookstore at infowars.com.
[01:46:16.027 --> 01:46:22.395]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:46:22.616 --> 01:46:25.700]  And that's Dreams from My Real Father by Joel Gilbert.
[01:46:25.960 --> 01:46:28.023]  Available at Infowars.com.
[01:46:28.323 --> 01:46:31.968]  This film exposes the fraud that Obama is like nothing I've seen.
[01:46:32.148 --> 01:46:35.689]  If you want to know who Obama's real daddy is, this is the film for you.
[01:46:35.949 --> 01:46:40.330]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:46:40.550 --> 01:46:42.850]  You'll also find it at Infowarshop.com.
[01:46:43.030 --> 01:46:46.591]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:46:46.891 --> 01:46:51.172]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:46:51.312 --> 01:46:53.953]  This book is coffin nails to the globalist takeover.
[01:46:54.273 --> 01:47:00.798]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:47:01.098 --> 01:47:05.821]  These titles and a lot more are all available at Infowarshop.com.
[01:47:08.242 --> 01:47:11.204]  Coast to Coast, direct from Austin.
[01:47:11.825 --> 01:47:15.928]  You're listening to the Alex Jones Broadcasting Network.
[01:47:22.472 --> 01:47:23.833]  We now take you live
[01:47:24.680 --> 01:47:36.128]  All right, let's take some phone calls here in the final segment.
[01:47:36.189 --> 01:47:39.091]  I'll be back tomorrow, 12 noon Eastern, 11 a.m.
[01:47:39.131 --> 01:47:42.594]  Central, with a three-hour mainline weekday transmission.
[01:47:43.434 --> 01:47:48.238]  I'm in kind of a dark mood today, just because I understand reality to a deeper and deeper level.
[01:47:48.658 --> 01:47:52.481]  During the break, John Bowden, there running the board and the video cameras and the rest of it, he said,
[01:47:53.742 --> 01:47:57.404]  M4's Nightly News reporter, The Moonlight's here running the radio show.
[01:47:57.464 --> 01:48:01.066]  He said, you know, they call our libertarian movement a movement.
[01:48:01.106 --> 01:48:02.647]  They call conservatism a movement.
[01:48:02.667 --> 01:48:03.887]  They call communism a movement.
[01:48:04.408 --> 01:48:05.688]  Why don't we call this a movement?
[01:48:05.708 --> 01:48:06.489]  And I said, it has a name.
[01:48:06.529 --> 01:48:07.709]  It's called Organized Evil.
[01:48:09.550 --> 01:48:14.533]  It's really a eugenics movement, a playing God movement, a mad scientist movement.
[01:48:16.556 --> 01:48:18.518]  A final revolution is what they call it.
[01:48:19.179 --> 01:48:32.291]  And they said they would construct kind of a false political socio-economic reality and use the media to keep us within that confined area and then with a dumbed-down mash
[01:48:33.172 --> 01:48:50.598]  There's really no way to revolt against it because once you've dumbed people down multi-generationally and reduced the language, which has now happened, it's almost impossible to even communicate with people, especially when they've been given a psychological compulsion, an almost psychological trigger to defend their servitude.
[01:48:51.550 --> 01:48:53.532]  Because they don't want to admit they're slaves.
[01:48:54.092 --> 01:49:01.859]  Not just because they're cowards, but because at a base level they have no respect for themselves and don't believe they can do anything, and they're lazy.
[01:49:02.620 --> 01:49:07.744]  But it isn't up to ruined, dumbed-down sheeple to defeat this evil.
[01:49:07.824 --> 01:49:11.608]  It's to those of us that aren't perfect but have enough virtue
[01:49:12.208 --> 01:49:20.852]  And understanding, and who can glimpse the beauty of our species, our greater angels, instead of our lesser angels, to reach towards the stars.
[01:49:21.152 --> 01:49:23.333]  Because we certainly can do amazing things.
[01:49:23.893 --> 01:49:33.257]  The globalists force us the most vile garbage to kind of have us resonate at a very low level, so that we're easily managed.
[01:49:35.089 --> 01:49:37.231]  I've never tried to keep people in darkness.
[01:49:37.271 --> 01:49:39.494]  That is so inathema to what I stand for.
[01:49:39.894 --> 01:49:41.376]  I would think that would be commonplace.
[01:49:41.836 --> 01:49:45.861]  But it turns out in this modern world, that is so rare.
[01:49:46.542 --> 01:49:50.186]  Because good people do not have an instinct to a will to power.
[01:49:51.630 --> 01:49:52.130]  Evil does.
[01:49:52.690 --> 01:49:55.071]  But you better get the will to fight these people.
[01:49:55.731 --> 01:49:57.652]  And so many good people try to overthink it.
[01:49:57.672 --> 01:50:00.993]  They've got to come up with a master plan how you're going to beat them by yourself.
[01:50:01.753 --> 01:50:03.174]  No, just start engaging them.
[01:50:03.214 --> 01:50:04.074]  Start speaking out.
[01:50:04.114 --> 01:50:05.034]  Start saying no.
[01:50:05.755 --> 01:50:06.975]  Start educating others.
[01:50:09.477 --> 01:50:11.118]  Now is the time, ladies and gentlemen.
[01:50:11.158 --> 01:50:13.900]  Spread the word about InfoWars.com and PrisonPlanet.com.
[01:50:14.341 --> 01:50:16.762]  Give them a gift subscription to InfoWars magazine.
[01:50:17.062 --> 01:50:20.165]  Twelve issues at cost, delivered to people's door.
[01:50:20.645 --> 01:50:23.647]  One time you pay, twelve go to your friends and family's door.
[01:50:23.987 --> 01:50:25.188]  Great chance to wake them up.
[01:50:25.949 --> 01:50:27.830]  Get a PrisonPlanet.tv membership.
[01:50:27.890 --> 01:50:29.992]  It's 59 cents a month per person.
[01:50:30.792 --> 01:50:32.994]  One membership, $5.95, is ten memberships.
[01:50:33.795 --> 01:50:46.725]  You create one username and passcode that's easy to remember, that you don't have for other stuff, and then give that as an e-card and say, here's a great documentary film archive, and you can see this guy's show, and give nine friends and family the gift.
[01:50:46.865 --> 01:50:48.467]  Keep the one for yourself.
[01:50:49.627 --> 01:50:50.448]  It's so simple.
[01:50:50.828 --> 01:50:52.089]  PrisonPlanet.tv.
[01:50:52.390 --> 01:50:53.290]  Break out of the prison.
[01:50:54.341 --> 01:50:55.541]  Hey Alex, thanks for taking my call.
[01:50:55.661 --> 01:50:56.622]  I'm calling from FEMA Region 4.
[01:50:56.662 --> 01:50:58.942]  I was actually calling about the succession that's moving.
[01:50:58.962 --> 01:51:06.905]  I was wondering if we should start, if we wanted to succeed for the federal government, should we start a petition for that?
[01:51:18.226 --> 01:51:19.826]  Well, you don't go to the federal government.
[01:51:19.866 --> 01:51:29.748]  It made news attention when people go to Obama asking a foreign agent of the UN who violated Article 1, Section 9 to become the head of the Security Council a few years ago.
[01:51:29.768 --> 01:51:31.528]  I mean, that was high treason, totally illegal.
[01:51:33.189 --> 01:51:35.969]  But it's a way to publicly say we don't like what's happening.
[01:51:36.469 --> 01:51:40.550]  I'm saying not a Civil War secession, a Declaration of Independence.
[01:51:40.590 --> 01:51:44.731]  The states are all that's left, the only remnant of the old republic.
[01:51:45.231 --> 01:51:50.333]  They've got to use the secession power because it says they can remake the government however they see fit.
[01:51:50.593 --> 01:51:52.574]  Well, we choose the real republic.
[01:51:53.034 --> 01:51:54.255]  Who will argue against that?
[01:51:54.895 --> 01:51:58.836]  They're trying to brand secession as, you know, the Civil War Ku Klux Klan.
[01:51:59.036 --> 01:52:02.458]  Notice they've been selling Lincoln the last three, four years as God.
[01:52:03.058 --> 01:52:08.723]  With all these movies and books and video games and stuff, because they want to have the federal government come in and crush the states.
[01:52:09.143 --> 01:52:13.307]  They know when they put the economy into cardiac arrest, the states are going to say no.
[01:52:13.728 --> 01:52:19.673]  And any refusal by the states, if Congress says no to anything the president does, they're going to be called secessionists.
[01:52:20.914 --> 01:52:23.576]  Congress is told the UN commands our military.
[01:52:23.937 --> 01:52:25.178]  We've been conquered, sir.
[01:52:27.347 --> 01:52:28.927]  Yes, I saw the reports and all of that.
[01:52:29.327 --> 01:52:31.228]  Yeah, now they want to mop up what's left.
[01:52:31.248 --> 01:52:37.149]  Now they want to mop up the states and the media and stuff, and we got to dig in and say no.
[01:52:37.189 --> 01:52:37.589]  Go ahead.
[01:52:38.790 --> 01:52:39.710]  What do we do about Congress?
[01:52:39.730 --> 01:52:41.770]  Congress is supposed to put a stop to all of this nonsense.
[01:52:42.291 --> 01:52:46.191]  Absolutely, but they've hired a bunch of criminals or they've got them blackmailed.
[01:52:46.211 --> 01:52:47.332]  I appreciate your call, sir.
[01:52:47.392 --> 01:52:53.353]  We're in deep trouble, but the only hope we've got is admitting how bad a trouble we've gotten into.
[01:52:53.373 --> 01:52:55.714]  Okay, let's go to Mike in Oregon.
[01:52:55.754 --> 01:52:56.494]  Real fast, Mike.
[01:52:57.802 --> 01:52:59.844]  Hey Alex, how's it going, my bill of rights brother?
[01:52:59.984 --> 01:53:00.225]  Good.
[01:53:01.466 --> 01:53:05.030]  Well, I was calling to talk to you about the disinformed...
[01:53:05.979 --> 01:53:12.063]  People down here are trying to tell me that the climate change and Hurricane Sandy was caused by our SUVs.
[01:53:12.303 --> 01:53:16.526]  Yeah, they think if they pay the Rothschild-Gore exchange, that's literally who owns it.
[01:53:17.026 --> 01:53:19.048]  Al Gore and the Rothschilds are all invested in it.
[01:53:19.108 --> 01:53:20.789]  It's a Rothschild-owned exchange, totally.
[01:53:21.149 --> 01:53:22.150]  It's their exchange.
[01:53:22.170 --> 01:53:23.231]  Look it up in mainstream news.
[01:53:23.511 --> 01:53:24.712]  That that will stop hurricanes.
[01:53:24.732 --> 01:53:25.932]  There's always been storms.
[01:53:26.573 --> 01:53:30.836]  And it's the new global government tax, and they tell a bunch of primitive, dumbed-down idiots
[01:53:31.596 --> 01:53:32.876]  Look, magic is back.
[01:53:32.916 --> 01:53:34.657]  People believe in voodoo now again.
[01:53:34.897 --> 01:53:41.678]  They're a bunch of superstitious idiots that can't even read or write, and they think paying the globalist money will stop hurricanes.
[01:53:43.178 --> 01:53:43.639]  I know.
[01:53:43.959 --> 01:53:45.299]  It's driving me crazy.
[01:53:45.419 --> 01:53:48.860]  I can't even conceive or anything how these people are even thinking.
[01:53:49.320 --> 01:53:50.280]  And it's driving me so crazy.
[01:53:50.300 --> 01:53:53.061]  I was wondering if we could do a war ground on air.
[01:53:53.701 --> 01:53:54.301]  Absolutely.
[01:53:54.341 --> 01:53:54.841]  Go ahead, sir.
[01:53:57.435 --> 01:53:58.175]  Thanks for the call.
[01:53:58.716 --> 01:53:59.936]  I gotta jump here, man.
[01:54:00.697 --> 01:54:02.618]  Daniel in Louisiana, go ahead.
[01:54:03.338 --> 01:54:04.839]  Hey Alex, how are you today, man?
[01:54:05.099 --> 01:54:06.800]  I'm pretty freaked out how bad stuff's getting.
[01:54:07.421 --> 01:54:08.861]  Yeah, me too, me too.
[01:54:09.182 --> 01:54:12.703]  I was just listening to you and I jotted down some points and I was going to make a couple of points.
[01:54:12.723 --> 01:54:14.464]  Go ahead.
[01:54:14.584 --> 01:54:22.429]  You know, one of the things that scares me a lot is how people have thrown out their common sense and also people
[01:54:25.367 --> 01:54:28.229]  They lack a respect for the invisible world.
[01:54:28.509 --> 01:54:38.914]  And when we talk about the chemicals in the food, water, and also our invisible government, people have thrown out their common sense and they don't respect the invisible world like we're just talking about.
[01:54:39.214 --> 01:54:41.615]  But the shadow government is now public.
[01:54:42.336 --> 01:54:50.400]  Obama signs an order, because Congress wouldn't pass it, we know what the order was, handed over to the UN, and he says, well I'll just sign it in secret and implement it.
[01:54:51.133 --> 01:54:54.675]  And Congress for a week says we'd like to see that, and Obama says no.
[01:54:55.055 --> 01:54:58.197]  Folks, the Congress writes the stinking laws.
[01:54:58.517 --> 01:55:00.198]  The Congress raises the taxes.
[01:55:00.438 --> 01:55:01.558]  They declare the war.
[01:55:02.419 --> 01:55:04.440]  People, man, we're in trouble.
[01:55:04.740 --> 01:55:05.520]  I just, get ready.
[01:55:07.421 --> 01:55:08.382]  Yeah, yeah, yeah.
[01:55:08.442 --> 01:55:12.143]  You know, we need reform in all of our institutions.
[01:55:12.163 --> 01:55:16.045]  The educational, our medical, our government.
[01:55:16.085 --> 01:55:17.066]  We need mad reform.
[01:55:19.679 --> 01:55:20.900]  Hi, Gray Brother, great points.
[01:55:20.940 --> 01:55:22.761]  Sorry, I waited until the end to go to calls.
[01:55:22.801 --> 01:55:23.942]  I'll try to be better tomorrow.
[01:55:25.082 --> 01:55:26.283]  Frank, Louisiana, real quick.
[01:55:26.323 --> 01:55:26.663]  Go ahead.
[01:55:27.644 --> 01:55:29.165]  Yeah, Alex, how you doing, buddy?
[01:55:29.185 --> 01:55:30.786]  I'm pretty freaked out, actually.
[01:55:30.806 --> 01:55:39.091]  The legal basis that you have to do on the secession movement is not only the Tenth Amendment, it's the powerful Article 4, Section 4 clause of the Constitution.
[01:55:39.872 --> 01:55:47.857]  The guarantee clause says the United States guarantees the several states who have the power now, because they're given the guarantee, a republic.
[01:55:48.596 --> 01:55:52.777]  Well, if your Congress doesn't issue you currency, you're not a republic, you're literally a plutocracy.
[01:55:52.877 --> 01:55:55.418]  If your Congress doesn't control your military, you're not a republic.
[01:55:55.758 --> 01:56:02.920]  If your Congress doesn't know what the cybersecurity order is, I mean, that is red alert level.
[01:56:03.140 --> 01:56:04.421]  But, I mean, exactly.
[01:56:05.438 --> 01:56:05.778]  I agree!
[01:56:05.818 --> 01:56:14.446]  No, the power is all there for the states who can remake the government, get rid of it, remake it, whatever they want, anytime they want, Declaration of Independence, and as you said, Article 4, Section 4.
[01:56:14.566 --> 01:56:17.128]  But look at Obama, violating Article 1, Section 9, heading up the U.N.
[01:56:33.001 --> 01:56:36.586]  I mean, that was like a king coronation when he did that, and the media didn't even cover it.
[01:56:37.227 --> 01:56:40.331]  Let's go ahead and talk to Mike in FEMA Region 10.
[01:56:40.371 --> 01:56:43.095]  I guess that's out on the Old West Coast.
[01:56:43.336 --> 01:56:43.856]  Go ahead, sir.
[01:56:44.437 --> 01:56:44.838]  Yes, sir.
[01:56:44.878 --> 01:56:46.620]  Hey, I just got a crazy story real quick.
[01:56:46.921 --> 01:56:48.503]  When I was 19, I wasn't awake.
[01:56:49.068 --> 01:56:49.288]  Yeah.
[01:56:49.409 --> 01:56:52.752]  And this girl who I went to high school with called me one day.
[01:56:52.792 --> 01:56:54.434]  She's like, hey, the police department's here.
[01:56:54.474 --> 01:56:58.619]  They're giving us a speech on domestic terrorism in our country.
[01:56:58.639 --> 01:56:59.280]  And I'm like, OK.
[01:56:59.640 --> 01:57:05.127]  And she's like, you know, back then, Myspace, you know, I had a picture of me with one of my rifles on Myspace.
[01:57:05.760 --> 01:57:09.804]  And they were giving this presentation and they showed the picture of me during the presentation.
[01:57:09.824 --> 01:57:14.648]  My eyes blacked out and were like, this is a domestic terrorist that could live in your area.
[01:57:14.728 --> 01:57:17.510]  So she asked the officer, hey, can you print this up?
[01:57:17.550 --> 01:57:21.494]  All these, you know, my PowerPoint pictures on to, you know, print them up out of the printer.
[01:57:21.514 --> 01:57:22.695]  So she brought me a copy of it.
[01:57:23.235 --> 01:57:25.638]  And there I was, domestic terrorist, because I owned a gun.
[01:57:25.658 --> 01:57:28.342]  Listen, I'm out of time, but you should do a YouTube video on it.
[01:57:28.402 --> 01:57:28.682]  I know.
[01:57:29.143 --> 01:57:30.304]  Police have sent me those.
[01:57:30.705 --> 01:57:33.548]  They say George Washington and Thomas Jefferson are terrorists.
[01:57:33.629 --> 01:57:35.050]  I mean, I got it on video.
[01:57:35.070 --> 01:57:35.851]  Bigger than Dallas.
[01:57:36.312 --> 01:57:37.293]  Shot in Kansas City.
[01:57:38.114 --> 01:57:39.056]  I'm out of time, man.
[01:57:39.096 --> 01:57:40.618]  Look, we're all under attack.
[01:57:41.815 --> 01:57:43.116]  I believe in you out there.
[01:57:43.716 --> 01:57:44.177]  All of you.
[01:57:44.737 --> 01:57:47.739]  You better get involved and get informed and find out just how bad it is.
[01:57:48.000 --> 01:57:51.342]  If you look into what I'm claiming, you're gonna find out it's true, and then some.
[01:57:51.642 --> 01:57:52.923]  What are you gonna do for your family?
[01:57:53.143 --> 01:57:54.284]  You gonna roll over and die?
[01:57:57.873 --> 01:58:08.057]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[01:58:08.497 --> 01:58:19.222]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[01:58:19.662 --> 01:58:26.945]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[01:58:27.205 --> 01:58:34.071]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[01:58:34.411 --> 01:58:38.835]  This product was designed to be an invaluable part of your vital preparations.
[01:58:39.175 --> 01:58:45.520]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers
