[00:00:02.011 --> 00:00:03.131]  We've got it better.
[01:35:22.648 --> 01:35:24.849]  You tell your friends about CaravanaMidnight.com.
[01:35:24.869 --> 01:35:29.930]  Because we have articles on there that, you know, they're not going to post on other homepages other than InfoWars.
[01:35:29.990 --> 01:35:31.270]  Some of them come from InfoWars.
[01:35:32.891 --> 01:35:46.410]  Then what you do is, when your mainstream media fails to report these things, such as two witnesses saw three or four guys at the Sikh temple doing the shooting, not one guy who conveniently shot himself and disappeared.
[01:35:47.853 --> 01:35:59.244]  You tell them, if you don't knock this off, we're going to contact your advertisers and we're going to tell them that we're going to start a massive movement and we won't be buying products that are advertised on your particular network.
[01:35:59.544 --> 01:36:02.527]  If you don't stop this, if you want to get somebody's attention...
[01:36:03.655 --> 01:36:04.696]  Hit them where it hurts.
[01:36:05.397 --> 01:36:06.438]  Hit them in their wallet.
[01:36:06.738 --> 01:36:09.300]  And trust me, you will get their attention.
[01:36:09.981 --> 01:36:10.902]  Tell your friends.
[01:36:10.962 --> 01:36:12.844]  Involve everybody who will listen.
[01:36:13.484 --> 01:36:14.245]  Ask questions.
[01:36:14.305 --> 01:36:15.326]  Do not make statements.
[01:36:15.426 --> 01:36:16.367]  Be persuasive.
[01:36:17.448 --> 01:36:18.469]  Bring them into the fold.
[01:36:19.289 --> 01:36:19.749]  You nailed it.
[01:36:19.829 --> 01:36:26.532]  I mean, it's get organized and start asking questions and don't put up with the status quo answers.
[01:36:26.552 --> 01:36:27.112]  File a suit.
[01:36:27.132 --> 01:36:28.392]  It's done every day.
[01:36:28.492 --> 01:36:29.112]  File a suit.
[01:36:29.152 --> 01:36:29.953]  File a bunch of suits.
[01:36:29.993 --> 01:36:31.133]  Let that get into the press.
[01:36:31.293 --> 01:36:32.774]  Let that go viral on the net.
[01:36:32.954 --> 01:36:33.874]  You know, get it on.
[01:36:33.954 --> 01:36:34.594]  Take them on.
[01:36:34.894 --> 01:36:36.095]  Look, we're all toast anyway.
[01:36:36.435 --> 01:36:39.096]  Every one of us is going to pass away from this life.
[01:36:39.456 --> 01:36:41.336]  Now, do you want to stand for something while you're here?
[01:36:41.776 --> 01:36:43.437]  Or do you just want to sit there and take it?
[01:36:43.837 --> 01:36:44.257]  Well said.
[01:36:44.398 --> 01:36:44.878]  Well said, John.
[01:36:44.898 --> 01:36:45.739]  Let's go to the next caller.
[01:36:45.799 --> 01:36:47.340]  Watchman from Florida.
[01:36:47.820 --> 01:36:49.842]  You're on the air with John B. Wells.
[01:36:49.862 --> 01:36:50.762]  Go ahead, Watchman.
[01:36:50.802 --> 01:36:51.503]  Welcome to the show.
[01:36:52.844 --> 01:36:54.065]  Thank you for taking my call.
[01:36:55.646 --> 01:37:09.016]  I wanted to make a statement here that basically being prepared for what's coming and the insanity that we see taking place within our own government, I think it's very wise to prepare.
[01:37:09.656 --> 01:37:10.357]  That is key.
[01:37:10.757 --> 01:37:11.238]  However,
[01:37:12.361 --> 01:37:22.971]  I think people must look past that because I, as a Christian, I believe the Word of God and it tells us that these things are coming.
[01:37:23.711 --> 01:37:28.296]  Now, no matter how much water prepares in the physical, that's not going to stop.
[01:37:28.816 --> 01:37:33.961]  I mean, it's a great protest against things that we know are not constitutional.
[01:37:34.901 --> 01:37:46.444]  But, in the end, we all need to make sure that our souls are prepared because, as Jesus stated, what shall it profit a man if he gains the whole world and loses his own soul?
[01:37:46.524 --> 01:37:54.427]  So if you've got a lot of food stored up and ammunition and all that, if you lose your soul in the end, none of that stuff is really going to even matter.
[01:37:54.547 --> 01:37:55.807]  Yeah, good point, Watchman.
[01:37:55.847 --> 01:37:56.808]  Go ahead, John, your comments.
[01:37:57.308 --> 01:37:59.788]  Watchman, you do have an extraordinary point.
[01:37:59.828 --> 01:38:00.309]  You really do.
[01:38:02.189 --> 01:38:08.475]  Gee, you know, it's really kind of an unfashionable thing to be Christian and to profess it these days.
[01:38:09.736 --> 01:38:21.006]  Mostly because the ones who are not Christians don't understand that it is known that we are going to make mistakes and sin and lust and do things and do things we didn't even mean to.
[01:38:21.977 --> 01:38:25.582]  I believe what you're talking about is spiritual defense.
[01:38:25.983 --> 01:38:28.546]  And believe me, that is a large component.
[01:38:29.728 --> 01:38:30.629]  Motorcycle crash.
[01:38:30.649 --> 01:38:31.831]  Now, people do this all the time.
[01:38:31.871 --> 01:38:33.313]  So this is my little personal experience.
[01:38:33.353 --> 01:38:36.757]  Of course, I have my unique perception of the events.
[01:38:37.638 --> 01:38:38.900]  There were also witnesses to it.
[01:38:39.361 --> 01:38:49.294]  When I crash this bike, the last thing I see on the speedometer is 67 miles per hour, and I go instantly to the pavement, tumbling in morning traffic that's moving very quickly, very congested.
[01:38:49.394 --> 01:38:52.938]  I know that there's traffic around me, none of this stuff hits me, and then the witness to this says,
[01:38:53.900 --> 01:38:56.261]  Control settled over the whole situation.
[01:38:56.281 --> 01:38:58.321]  No slamming of brakes, no horns, nothing.
[01:38:58.381 --> 01:39:00.622]  It was just everything came to a calm halt.
[01:39:01.542 --> 01:39:04.603]  Well, I know what name I cried out for, but it was a call.
[01:39:04.664 --> 01:39:06.844]  It wasn't like, yeah, I'm checking out, help me, help me.
[01:39:06.864 --> 01:39:09.145]  It was just like, hey, I've got a problem here.
[01:39:10.145 --> 01:39:11.506]  And I was answered.
[01:39:12.066 --> 01:39:21.569]  So, you will find many metaphysical and paranormal things, people don't know those expressions, within the pages of the scripture.
[01:39:22.734 --> 01:39:32.355]  And, uh, they can be scientifically shown to have effect, and what they call the, that thing that was out years ago, the secret, all about manifesting things, like, they're not going to tell you that's scriptural, but it is.
[01:39:33.115 --> 01:39:35.936]  Because they don't want to be aligned with those nasty Christians now, do they?
[01:39:36.056 --> 01:39:44.699]  Well, just the very idea of prayer, which I know to have been medically shown to actually accelerate healing of those who are kept in mind in the prayer.
[01:39:44.719 --> 01:39:50.060]  You know, prayer obviously is a non-physical outside the realm of known physics, but it works.
[01:39:50.680 --> 01:39:53.241]  So that is, by definition, metaphysical.
[01:39:53.261 --> 01:39:55.202]  I mean, by definition.
[01:39:55.242 --> 01:40:01.824]  A friend of mine was hit by an illegal alien who fled back across the border, leaving him in the street with his skull broken in 13 places.
[01:40:01.844 --> 01:40:02.664]  He went into a coma.
[01:40:03.479 --> 01:40:04.380]  And some, yes.
[01:40:05.761 --> 01:40:07.282]  I don't care about the temple underwear.
[01:40:07.362 --> 01:40:08.703]  I don't care about the polygamy.
[01:40:08.783 --> 01:40:09.263]  I don't care.
[01:40:09.323 --> 01:40:09.964]  I'm just saying.
[01:40:10.404 --> 01:40:16.608]  A group of Mormons came into his hospital room voluntarily and held hands and prayed for him.
[01:40:16.868 --> 01:40:21.892]  And there are witnesses that saw the indicators for his vital signs.
[01:40:22.732 --> 01:40:48.102]  Go up in the direction they wanted to go up and nobody touched him all they did was pray for him So look, I don't remember where I was before I got here Except in little glimpses in dreams and we can either decide well, you know, we're just here It's no big deal or we can recognize that there are way too many extras from the strawberry to the bluebird that would not be necessary if we were just
[01:40:49.156 --> 01:40:54.459]  Completely un-unique little blobs of some sort of living material.
[01:40:54.519 --> 01:40:58.461]  There's too much going on here to deny an intelligent design.
[01:40:58.481 --> 01:41:02.864]  That's my story and I'm sticking to it until shown otherwise and no one has shown me yet.
[01:41:03.564 --> 01:41:06.506]  I agree with you, but I've covered the physics community.
[01:41:06.526 --> 01:41:11.669]  Conventional physics believes that we are biological robots without any free will, no consciousness.
[01:41:11.949 --> 01:41:13.970]  When you die, it's lights out, they say.
[01:41:13.990 --> 01:41:16.692]  In fact, they don't even think they're alive.
[01:41:16.932 --> 01:41:19.953]  Which is weird because then they write books about it and they put their name on it.
[01:41:19.993 --> 01:41:23.633]  It's like, who wrote the book if you're not even a being with a soul?
[01:41:24.594 --> 01:41:27.254]  I would have to say if their view is that narrow, perhaps they're right.
[01:41:27.294 --> 01:41:28.194]  Perhaps they aren't alive.
[01:41:28.974 --> 01:41:30.135]  Maybe they're the zombies.
[01:41:31.015 --> 01:41:32.195]  Physics by zombies.
[01:41:32.495 --> 01:41:34.696]  Zombie physics.
[01:41:35.076 --> 01:41:36.756]  Feelings are hard to describe in words.
[01:41:37.356 --> 01:41:41.117]  Thoughts must be described in words if they're to be communicated to another person.
[01:41:41.697 --> 01:41:49.847]  So, if you limit your thoughts, or if you limit your vocabulary, you limit your thoughts, and if you limit your thoughts, you also limit your vocabulary, because you have none to express.
[01:41:49.867 --> 01:41:58.918]  There are all sorts of wild theories, but the short answer to that one is, well, once upon a time, everybody thought that the Earth was the center of this galaxy, and that it was completely flat.
[01:41:59.454 --> 01:41:59.634]  Yeah.
[01:42:00.135 --> 01:42:12.225]  Well, and another, you know, here's another thought on this, is that sometimes the status quo will call you or I a pessimist because we're realists, because we ask questions and we look at things and we see where are they going.
[01:42:12.265 --> 01:42:16.469]  We can project a little bit into the future and sort of see maybe what's going to happen.
[01:42:16.809 --> 01:42:20.052]  But isn't it the ultimate pessimism
[01:42:20.692 --> 01:42:24.158]  To believe that we're not even living beings with a soul.
[01:42:24.218 --> 01:42:25.219]  We don't have a free will.
[01:42:25.239 --> 01:42:25.981]  We don't have a mind.
[01:42:26.021 --> 01:42:26.842]  We don't have a conscience.
[01:42:27.082 --> 01:42:28.565]  We don't have connection with the creator.
[01:42:28.925 --> 01:42:30.508]  Isn't that the ultimate pessimism?
[01:42:31.753 --> 01:42:32.413]  Oh, absolutely.
[01:42:32.433 --> 01:42:33.854]  It's the ultimate pessimism.
[01:42:34.194 --> 01:42:42.436]  Somebody made a joke the other day that said an optimist is someone who is frequently disappointed, but a pessimist is one who is occasionally pleasantly surprised.
[01:42:42.856 --> 01:42:44.816]  And we laugh about this and we say, yeah, yeah.
[01:42:45.196 --> 01:42:49.417]  But in the laughing and in the making a joke out of it, we sort of embrace it a little.
[01:42:49.577 --> 01:42:50.498]  We're going to break, okay?
[01:42:50.598 --> 01:42:51.438]  Alright, sorry to interrupt you.
[01:42:51.758 --> 01:42:52.178]  Going to break.
[01:42:52.198 --> 01:42:54.499]  We'll be right back with more calls for John B. Wells.
[01:42:54.539 --> 01:42:56.179]  Stay with us here on the Alex Jones Show.
[01:43:01.721 --> 01:43:07.705]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:43:08.246 --> 01:43:10.628]  78% of the Midwest corn belt is in drought conditions.
[01:43:10.848 --> 01:43:15.932]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:43:16.232 --> 01:43:20.935]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:43:21.196 --> 01:43:28.501]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[01:43:28.821 --> 01:43:32.523]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:43:32.703 --> 01:43:34.263]  Now is the time to get your supply.
[01:43:34.483 --> 01:43:38.345]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[01:43:38.505 --> 01:43:41.146]  You know about their delicious, long-term, storable foods.
[01:43:41.426 --> 01:43:44.047]  The fact is, you can eat at any time to save money today.
[01:43:44.187 --> 01:43:48.629]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:43:48.749 --> 01:43:49.289]  Don't wait!
[01:43:49.409 --> 01:43:54.451]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[01:43:54.671 --> 01:43:54.891]  Call 800-409-5633.
[01:43:56.912 --> 01:43:58.994]  Or eFoodsDirect.com forward slash Alex.
[01:43:59.174 --> 01:44:00.995]  You can bet your life on eFoodsDirect.
[01:44:01.496 --> 01:44:06.740]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:44:07.000 --> 01:44:09.202]  Start purifying your water with ProPure.
[01:44:09.402 --> 01:44:14.926]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[01:44:15.126 --> 01:44:18.349]  And it's available discounted at InfoWars.com.
[01:44:18.509 --> 01:44:21.692]  Its filters are silver impregnated to prevent bacterial growth.
[01:44:21.972 --> 01:44:23.373]  There's no priming required.
[01:44:23.633 --> 01:44:25.654]  It's NSF-42 certified.
[01:44:25.894 --> 01:44:28.396]  Optional fluoride filters can reduce fluoride up to 95%.
[01:44:28.556 --> 01:44:30.817]  Easy to set up and use.
[01:44:30.997 --> 01:44:32.298]  Doesn't require electricity.
[01:44:32.418 --> 01:44:35.280]  Purify water from lakes, streams, ponds, and wells.
[01:44:35.580 --> 01:44:38.762]  This filter system leaves in beneficial minerals, which is key.
[01:44:38.962 --> 01:44:42.964]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:44:43.124 --> 01:44:45.706]  ProPure is the best gravity-fed filter out there.
[01:44:45.846 --> 01:44:47.166]  It's what my family uses.
[01:44:47.427 --> 01:44:50.628]  Infowars.com already has the lowest price on ProPure.
[01:44:50.749 --> 01:44:53.310]  But if you add the promo code WATER at checkout,
[01:44:53.390 --> 01:44:56.372]  You get an additional 10% off at Infowars.com.
[01:44:56.552 --> 01:45:00.375]  You can also call to order.
[01:45:00.395 --> 01:45:00.715]  888-253-3139.
[01:45:01.236 --> 01:45:03.978]  Alex Jones here with a message to fellow freedom lovers.
[01:45:04.258 --> 01:45:09.082]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:45:09.262 --> 01:45:16.447]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:45:16.567 --> 01:45:21.989]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:45:22.209 --> 01:45:25.930]  These are items that I did research on, that I personally use.
[01:45:26.230 --> 01:45:30.752]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:45:30.952 --> 01:45:36.174]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:45:36.414 --> 01:45:39.496]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:45:39.656 --> 01:45:41.898]  When Disaster Strikes by Matthew Stein.
[01:45:42.158 --> 01:45:46.741]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:45:46.901 --> 01:45:49.362]  Hand cranked shortwave AM FM radios.
[01:45:49.803 --> 01:45:56.847]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:45:57.027 --> 01:45:58.068]  We're getting prepared.
[01:45:58.288 --> 01:45:58.689]  Are you?
[01:45:58.949 --> 01:45:59.789]  Infowarshop.com
[01:46:03.166 --> 01:46:10.853]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:46:11.293 --> 01:46:14.917]  Alex and his staff have used these pure soap products for years.
[01:46:15.357 --> 01:46:22.183]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:46:22.663 --> 01:46:25.466]  See them on the web at 5starsoap.com.
[01:46:25.686 --> 01:46:30.168]  Or call 800-340-7091 for a free catalog.
[01:46:30.508 --> 01:46:36.170]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:46:36.450 --> 01:46:41.551]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:46:41.852 --> 01:46:43.492]  This is an amazing deal.
[01:46:43.832 --> 01:46:48.454]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:46:49.074 --> 01:46:51.555]  See them on the web at 5starsoap.com.
[01:46:51.835 --> 01:46:56.739]  Or call 800-340-7091 for a free catalog.
[01:47:02.663 --> 01:47:03.844]  Coast to Coast.
[01:47:04.205 --> 01:47:05.606]  Direct from Austin.
[01:47:06.246 --> 01:47:09.469]  You're listening to the Alex Jones Broadcasting Network.
[01:47:14.748 --> 01:47:18.791]  Defending the Republic from enemies foreign and domestic.
[01:47:19.712 --> 01:47:21.233]  It's Alex Jones!
[01:47:25.441 --> 01:47:36.164]  We're back for a final segment here on the Alex Jones Show with John B. Wells, our special guest, and we've been taking some calls and talking about, well, some philosophy, believe it or not, in the last segment.
[01:47:36.184 --> 01:47:38.805]  A little bit of preparedness info and much more.
[01:47:38.885 --> 01:47:43.066]  Let's take one more call today and let's go to Fred in Michigan.
[01:47:43.126 --> 01:47:45.427]  Fred, you're on the air here on the Alex Jones Show.
[01:47:45.547 --> 01:47:46.347]  What's on your mind, man?
[01:47:47.338 --> 01:47:53.823]  Hey, it's an honor and a pleasure to be with you two today, my two favorite hosts of all time.
[01:47:53.843 --> 01:48:01.349]  Hey, John, I have many things to get out as quickly as I can.
[01:48:01.429 --> 01:48:09.536]  You mentioned that distant relative, I believe HG, I think he might have authored a book entitled Open Conspiracy.
[01:48:11.017 --> 01:48:13.239]  When I'm finished with my presentation, maybe you can
[01:48:19.503 --> 01:48:20.424]  Directed to us.
[01:48:20.544 --> 01:48:26.367]  You have rights, natural, unalienable rights, antecedent to all earthly governments.
[01:48:27.568 --> 01:48:33.632]  Rights, natural, unalienable, that cannot be repealed nor restrained by human law.
[01:48:34.192 --> 01:48:36.473]  Rights derived from the Great I Am.
[01:48:37.554 --> 01:48:40.636]  Now as I see it, my friends, what has
[01:48:48.916 --> 01:48:49.496]  We're good to go.
[01:49:17.395 --> 01:49:23.017]  And it is that entity that promulgates, creates the statutory public policy acts.
[01:49:23.097 --> 01:49:24.198]  Good points, Fred.
[01:49:24.378 --> 01:49:31.421]  Let me send this to John here to comment on what you think are the power groups that are in play today.
[01:49:31.541 --> 01:49:33.862]  Is the bar one of them, in your experience?
[01:49:35.682 --> 01:49:36.803]  Absolutely the bar.
[01:49:37.823 --> 01:49:38.664]  Absolutely it is.
[01:49:41.045 --> 01:49:43.986]  But I'm not sure what the overall question is here.
[01:49:44.807 --> 01:50:06.866]  Well, I just wanted to give you a chance to comment on it, but Fred, that's a really good point that you've brought up, and I appreciate your call, but, you know, we've been subjugated, I think is his point, and it's... Well, yes, we have, and one time I got into it with a guy on the air, it was the Alan Combs Show, and I decided to just call in as a caller.
[01:50:07.466 --> 01:50:12.931]  It was a guy who wanted to take an undergraduate out of the Pledge of Allegiance, and I just said, look, your hypocrisy
[01:50:13.906 --> 01:50:15.628]  ...and equality statements.
[01:50:15.829 --> 01:50:17.771]  About the hypocrisy, you're using the law.
[01:50:17.971 --> 01:50:19.333]  All law comes from religion.
[01:50:19.373 --> 01:50:24.720]  I don't care if you're a tree worshipper on the high plains, or in ancient Germany, or a sun worshipper on the high plains.
[01:50:25.141 --> 01:50:31.709]  Your law comes from religion, and you're using this mechanism to take out the religion.
[01:50:32.810 --> 01:50:37.013]  You're using the religious-based mechanism to take the religion out of the mechanism.
[01:50:37.573 --> 01:50:38.994]  And the second thing is the equality.
[01:50:39.515 --> 01:50:46.839]  If you make everybody just like everybody else, that's exactly the same thing as making everybody nobody, to where there is no more individuality.
[01:50:46.859 --> 01:50:52.823]  And the bar has everything to do with that, because, well, I think we already talked about law enforcement.
[01:50:54.184 --> 01:50:54.484]  Didn't we?
[01:50:54.504 --> 01:50:55.445]  Yes, yes.
[01:50:55.465 --> 01:51:02.149]  So I suppose whatever the law of the land happens to be, you'll be bound to it, or you have to change it.
[01:51:02.569 --> 01:51:12.596]  First you'll resist it and people will be hurt for it, and then eventually it'll be changed, and the moment that you relax your vigilance, it'll go right back to the way that it was, where your protest began.
[01:51:12.796 --> 01:51:28.036]  Well, hence the need for the Bill of Rights and the Constitution and what should be called the unalienable rights that are granted to us by our Creator and from which the Bill of Rights was written as an expression that tried to codify those laws.
[01:51:28.436 --> 01:51:31.117]  And thank you very much for pronouncing that word correctly.
[01:51:31.157 --> 01:51:32.718]  Everybody says unalienable.
[01:51:32.818 --> 01:51:35.099]  It's not what we're going to be alienated from or rise like.
[01:51:35.119 --> 01:51:36.900]  No, it's unalienable.
[01:51:36.960 --> 01:51:38.240]  They can't be transferred.
[01:51:38.280 --> 01:51:40.201]  They cannot be possessed or taken away.
[01:51:40.782 --> 01:51:41.082]  Exactly.
[01:51:41.102 --> 01:51:41.642]  Thank you, Mike.
[01:51:41.682 --> 01:51:46.384]  You're the only one other than myself and one other person that's ever said that word that way.
[01:51:46.624 --> 01:51:46.924]  Really?
[01:51:47.305 --> 01:51:47.545]  Really?
[01:51:47.585 --> 01:51:49.606]  That strikes me as kind of scary.
[01:51:50.126 --> 01:51:50.966]  They don't do it.
[01:51:50.986 --> 01:51:52.667]  They think it's unalienable and it's not.
[01:51:52.867 --> 01:51:54.248]  No, it's unalienable.
[01:51:55.529 --> 01:51:59.413]  Which, yeah, again, back to the language games and the mind tricks.
[01:51:59.433 --> 01:52:01.274]  We have to get the language squared away.
[01:52:01.575 --> 01:52:11.363]  Like, for example, every time a US military helicopter is shot down in the Middle East by enemy soldiers, they never say it gets shot down, they say it crashed.
[01:52:11.863 --> 01:52:13.705]  As if it were a training exercise or something.
[01:52:13.885 --> 01:52:16.167]  Well, yeah, it crashed after it got blown up!
[01:52:17.348 --> 01:52:19.749]  I mean, when you blow up a helicopter, it tends to crash.
[01:52:20.149 --> 01:52:21.129]  This is basic physics.
[01:52:21.590 --> 01:52:23.190]  Every time, and they're not pretty either.
[01:52:23.230 --> 01:52:26.932]  They don't land gracefully and gently without power.
[01:52:26.992 --> 01:52:29.573]  They just kind of flop like a mattress off the tenth floor.
[01:52:29.653 --> 01:52:30.713]  It's kind of rough, really.
[01:52:30.853 --> 01:52:31.273]  I guess so.
[01:52:31.293 --> 01:52:36.335]  Now, John, this is our last segment, and I want to get to a little bit of your preparedness.
[01:52:36.835 --> 01:52:41.457]  I don't know if you're willing to share this publicly, but I want to ask you, what are you doing
[01:52:41.997 --> 01:52:44.478]  To get prepared for whatever you see might be coming.
[01:52:44.538 --> 01:52:45.999]  I mean, do you have extra food?
[01:52:46.019 --> 01:52:50.582]  Do you have extra ammo, if you're willing to say that on the air and risk being called an extremist?
[01:52:50.642 --> 01:52:52.323]  I mean, what are you doing today, man?
[01:52:53.023 --> 01:52:53.643]  Well, here's the thing.
[01:52:53.663 --> 01:52:57.565]  If it gets down to guns and knives against the authorities, it's going to be rough.
[01:52:57.625 --> 01:52:59.787]  You shoot a bullet at them, they're going to shoot a missile at you.
[01:52:59.847 --> 01:53:00.567]  We don't want that.
[01:53:01.087 --> 01:53:02.648]  Number one, we don't want that.
[01:53:03.369 --> 01:53:09.632]  We do not want to do anything to engender any further mistrust of the people by the police.
[01:53:09.972 --> 01:53:11.293]  Sometimes it's justifiable.
[01:53:13.221 --> 01:53:13.542]  We don't.
[01:53:13.582 --> 01:53:13.982]  We don't.
[01:53:14.022 --> 01:53:16.785]  We want to minimize this distrust between citizens and police.
[01:53:17.185 --> 01:53:21.250]  Remember, the police are not obligated to give over their life to save yours.
[01:53:21.370 --> 01:53:22.491]  That's not in their contract.
[01:53:22.531 --> 01:53:23.572]  It's not in their pay grade.
[01:53:24.386 --> 01:53:30.409]  And the other part is that the police are not the military, so don't allow it to be militarized.
[01:53:30.829 --> 01:53:31.610]  That's number one.
[01:53:31.850 --> 01:53:33.691]  Mike Adams is absolutely completely correct.
[01:53:33.711 --> 01:53:34.952]  Nutrition is number one.
[01:53:34.992 --> 01:53:42.675]  Without proper nutrition, not only do you get out of shape, you can't even think straight, which is why breakfast is the most important meal of the day.
[01:53:42.715 --> 01:53:46.778]  If you have something to do, if you don't have anything to do but sit around and watch TV until noon, that's probably not.
[01:53:46.798 --> 01:53:47.758]  Eat whenever you want.
[01:53:48.478 --> 01:53:49.299]  Carbs in the morning?
[01:53:50.584 --> 01:53:51.545]  Meat at night.
[01:53:52.105 --> 01:53:54.406]  No carbs after two, you will be fit.
[01:53:54.867 --> 01:53:55.187]  Water.
[01:53:55.907 --> 01:53:56.527]  Absolutely.
[01:53:56.567 --> 01:53:58.288]  Get rid of the fluoride, get rid of the chlorine.
[01:53:58.569 --> 01:54:02.651]  Number three, environmental integrity confirmation.
[01:54:02.951 --> 01:54:15.418]  Meaning, Scott Portsline was on the show a weekend before, well Saturday before last night, and he said it was his opinion, always has been, that Three Mile Island was caused by sabotage.
[01:54:16.239 --> 01:54:16.399]  So,
[01:54:17.401 --> 01:54:22.343]  It's not going to hurt you to have a little Geiger counter, and it's not going to hurt you to have a little shortwave radio.
[01:54:22.363 --> 01:54:25.764]  And as far as firearms and ammunition are concerned, let me just leave you with this.
[01:54:25.824 --> 01:54:28.986]  Nobody needs to know where your stuff is except for you.
[01:54:29.746 --> 01:54:33.227]  Rule number one, though, overall is, except for the nutrition, you got to have that.
[01:54:34.548 --> 01:54:35.828]  Your papers must be in order.
[01:54:35.989 --> 01:54:41.071]  What's the last thing the bad guy says to the good guy before the good guy escapes to Switzerland?
[01:54:41.551 --> 01:54:43.752]  He says, your papers appear to be in order.
[01:54:43.772 --> 01:54:44.732]  You may go.
[01:54:45.712 --> 01:54:46.773]  Keep your papers in order.
[01:54:47.768 --> 01:54:54.751]  Take care of business, think, network with your friends, and remember this big power outage.
[01:54:54.871 --> 01:54:56.772]  Alex was talking about backup power.
[01:54:57.312 --> 01:55:09.777]  Very, very important because all those, you know, the better part of a billion people wound up without electricity, but the authorities said, but it's not a big deal because many of these people live without electricity anyway.
[01:55:09.797 --> 01:55:12.938]  The numbers they were counting were just populations in those areas.
[01:55:13.018 --> 01:55:15.599]  It's like most of those people didn't have electricity to start with.
[01:55:16.289 --> 01:55:18.071]  That's a different deal if our grid goes down.
[01:55:18.211 --> 01:55:18.591]  Absolutely.
[01:55:18.611 --> 01:55:19.812]  Everything runs on that.
[01:55:21.013 --> 01:55:30.741]  Well, very good information and advice, John, and I want to thank you so much for spending your time with us today after hosting Coast to Coast last night, and here you are with us today.
[01:55:30.761 --> 01:55:34.024]  It's been a great segment with you, and I really appreciate you coming on.
[01:55:34.873 --> 01:55:36.595]  A real pleasure, my fellow radical.
[01:55:36.635 --> 01:55:40.218]  You know, that which used to be normal is now considered radical.
[01:55:40.618 --> 01:55:41.659]  Feels kind of good, doesn't it?
[01:55:41.979 --> 01:55:42.800]  Yeah, I guess so.
[01:55:42.840 --> 01:55:45.982]  I mean, you know how we both like to pay with cash, right?
[01:55:46.002 --> 01:55:47.023]  I pay with cash everywhere.
[01:55:47.323 --> 01:55:56.891]  If you think about it, paying with cash also supports local businesses because they don't have to lose the 3% that they pay to Visa or MasterCard to process your credit card.
[01:55:56.911 --> 01:55:59.754]  So, cash actually supports local businesses.
[01:56:00.334 --> 01:56:08.015]  I'd like to leave you with this, and I'll do it very quickly because I know we're on a clock, but with Caravan of Midnight on the Russian radiation detectors, I got a bunch of them.
[01:56:08.215 --> 01:56:09.496]  I was lucky and got a bunch of them.
[01:56:09.536 --> 01:56:12.156]  So I knocked 50 bucks off of each one of the Russian units.
[01:56:12.176 --> 01:56:14.597]  We have some by Vince Mazur that are more sophisticated.
[01:56:15.077 --> 01:56:24.758]  They all do the same thing, but Vince's stuff you can track with this, and you can track the radiation readings over a period of time that you can program into the device.
[01:56:24.778 --> 01:56:27.279]  So go to caravanofmidnight.com and check it out.
[01:56:27.319 --> 01:56:28.219]  But the other thing is this.
[01:56:29.122 --> 01:56:30.883]  We're going to stop taking credit cards pretty soon.
[01:56:30.923 --> 01:56:34.606]  We did that because we wanted it to be convenient to our customers.
[01:56:34.666 --> 01:56:41.450]  However, when we started looking at not only how the big banks treat us, but treat everybody else.
[01:56:41.610 --> 01:56:41.890]  Right.
[01:56:42.211 --> 01:56:47.234]  I've just decided that I don't want these devices not to get in the hands of people who want them.
[01:56:48.141 --> 01:56:50.224]  But I'm done with the big banks.
[01:56:50.664 --> 01:56:51.385]  I'm done with it.
[01:56:51.425 --> 01:56:56.271]  Until when the whole legislature says, yeah, let's, uh, let's audit the Fed.
[01:56:56.511 --> 01:56:59.715]  And then, uh, I think it was Reid said, it'll never get through the Senate.
[01:57:00.295 --> 01:57:00.576]  Right, right.
