[00:00:00.209 --> 00:00:01.229]  Mainstream media.
[00:25:49.539 --> 00:25:54.521]  Dave is coming to town next week to Austin and I'll just leave it at that.
[00:25:54.541 --> 00:25:58.462]  We'll have some surprises for you with that with Dave Mustaine.
[00:26:02.003 --> 00:26:03.324]  But I talked to him this morning.
[00:26:04.423 --> 00:26:06.825]  Luckily, I was going through old voicemails and text messages.
[00:26:06.845 --> 00:26:08.466]  I'm like, look at all these messages from Dave.
[00:26:09.167 --> 00:26:10.648]  I've got to get a new cell phone.
[00:26:10.668 --> 00:26:13.070]  I've had this cell phone for 12 years.
[00:26:13.190 --> 00:26:15.772]  Well, listen to this phone number.
[00:26:16.593 --> 00:26:19.275]  Because I know I had it when I snuck into Bohemian Grove, this current number.
[00:26:19.315 --> 00:26:20.737]  And it's out there everywhere.
[00:26:21.477 --> 00:26:22.858]  And people just pound it.
[00:26:22.958 --> 00:26:24.400]  Everyone's giving it out to everybody.
[00:26:24.860 --> 00:26:25.821]  And they just pound it.
[00:26:25.841 --> 00:26:27.342]  And it just rings and rings.
[00:26:27.442 --> 00:26:33.147]  And text messages just boom, boom, boom, boom, boom, boom, come into it to where it's basically worthless.
[00:26:34.209 --> 00:26:38.393]  People always ask me, why do you not have email?
[00:26:38.613 --> 00:26:39.854]  Why can't I send you an email?
[00:26:39.915 --> 00:26:44.539]  And it's because I get 10,000 emails a day on the addresses I have, or more.
[00:26:44.639 --> 00:26:45.700]  And I'm not complaining.
[00:26:46.221 --> 00:26:55.970]  It's just, you know, I'll hear from Discovery Channel, or History Channel, or a famous musician, or whatever it is, or a congressperson with breaking news.
[00:26:56.010 --> 00:26:57.832]  And they're like, I've tried to get ahold of you for three months.
[00:26:58.703 --> 00:27:02.666]  So I've got to just get crew dedicated to just going over the email.
[00:27:02.927 --> 00:27:04.208]  I don't know how Drudge does it.
[00:27:04.568 --> 00:27:05.849]  You can send Drudge an email.
[00:27:05.869 --> 00:27:07.050]  You can put it in a little box.
[00:27:07.610 --> 00:27:09.912]  And a lot of times he'll post it in an hour.
[00:27:09.952 --> 00:27:10.753]  It was interesting news.
[00:27:11.794 --> 00:27:18.079]  I mean, he's actually, I guess, on it and better at it than I am because I am just overwhelmed.
[00:27:18.459 --> 00:27:23.443]  And that's what the globalists are trying to do to everyone.
[00:27:24.895 --> 00:27:32.959]  With so much happening in your daily life, so much work, so many little odds and ends, so much red tape, so much information that you just tune it all out.
[00:27:33.299 --> 00:27:34.339]  You kind of roll over to it.
[00:27:35.079 --> 00:27:36.260]  And I far from do that.
[00:27:36.320 --> 00:27:40.722]  Instead of rolling over to the information and just giving up, I kind of dive into it.
[00:27:41.082 --> 00:27:47.945]  But then whatever I run into first, or whatever I think is the most threatening thing, I kind of tunnel vision into that.
[00:27:48.485 --> 00:27:51.707]  And then weeks go by, months go by, and it seems like hours now.
[00:27:53.159 --> 00:27:59.663]  Uh, and everybody's talking about this speeding up of time to where I look down and my children are growing.
[00:27:59.683 --> 00:28:03.145]  It looks like an inch a day or something, but really it's an inch every six months.
[00:28:04.006 --> 00:28:07.448]  They're growing up and I'm busy here fighting the new world order.
[00:28:08.008 --> 00:28:08.529]  But you know what?
[00:28:08.549 --> 00:28:10.690]  They have no future if we don't do this.
[00:28:10.730 --> 00:28:12.511]  So it's, it's all worth it.
[00:28:12.691 --> 00:28:14.152]  And, uh, then some.
[00:28:16.417 --> 00:28:17.537]  And the same thing happens.
[00:28:18.337 --> 00:28:33.081]  This whole speeding up of time, this whole speeding up of life running to and fro, all these little whack-a-mole things we've got to do, that feeds in to the denial as well, because people are so busy they just go, whatever, I can't deal with it.
[00:28:33.441 --> 00:28:36.781]  You know, more and more people say, look, you're not making this stuff up about tyranny.
[00:28:36.821 --> 00:28:37.602]  Okay, you're right.
[00:28:38.082 --> 00:28:39.242]  You were right about all this.
[00:28:40.367 --> 00:28:42.468]  Which is no consolation because people don't take action.
[00:28:42.528 --> 00:28:43.349]  So what if I'm right?
[00:28:43.389 --> 00:28:45.911]  This isn't about being right before other people were.
[00:28:46.331 --> 00:28:50.434]  This isn't about going and studying history and globalist activities and being right.
[00:28:50.814 --> 00:28:53.856]  It's about being right and waking people up and stopping this.
[00:28:55.197 --> 00:29:00.280]  More and more people don't say, oh, you're a conspiracy terrorist making stuff up, or ha ha ha, you're kooky.
[00:29:00.620 --> 00:29:01.501]  They go, yeah, you're right.
[00:29:01.561 --> 00:29:02.422]  Okay, you're right about it all.
[00:29:02.462 --> 00:29:03.002]  What are we going to do?
[00:29:03.702 --> 00:29:04.523]  There's nothing you can do.
[00:29:05.203 --> 00:29:07.565]  Well, there is stuff we can do when we do take action.
[00:29:08.049 --> 00:29:12.470]  And in my speech, Blueprint to Defeat the New World Order, I talked a lot about that.
[00:29:13.970 --> 00:29:16.571]  And that's what I'm doing now, here today.
[00:29:16.871 --> 00:29:22.492]  But I'm going to reset, and I am going to come back to give you the big news.
[00:29:22.972 --> 00:29:26.132]  Ethicists argue killing newborn babies should be out.
[00:29:27.612 --> 00:29:29.653]  Also, they admit FEMA camps for homeless.
[00:29:32.053 --> 00:29:36.054]  And a lot more, coming up today.
[00:29:38.274 --> 00:29:42.637]  We're also going to get to the states a lot to get the AA's payloads.
[00:29:43.417 --> 00:29:46.419]  We're on the march, the Empire's on the run.
[00:29:47.340 --> 00:29:50.041]  Alex Jones and the GCN Radio Network.
[00:29:54.602 --> 00:29:55.603]  I had tried everything.
[00:29:55.663 --> 00:30:00.729]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[00:30:01.149 --> 00:30:05.634]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:30:05.995 --> 00:30:12.362]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:30:12.842 --> 00:30:23.325]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:30:24.045 --> 00:30:28.187]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:30:28.527 --> 00:30:34.549]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[00:30:34.789 --> 00:30:35.929]  Now that's results.
[00:30:36.349 --> 00:30:48.474]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products and you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:30:48.874 --> 00:30:51.095]  Start your journey to health and wellness today.
[00:30:51.415 --> 00:30:52.716]  Infowarsteam.com
[00:30:54.428 --> 00:30:59.849]  When you're out on the road, the last place you want to be is on the road.
[00:31:01.069 --> 00:31:05.850]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:31:06.210 --> 00:31:12.991]  There's a place down in Tennessee, where they make blue diamond gusset jeans.
[00:31:14.932 --> 00:31:17.132]  They sew pride in every stitch.
[00:31:19.013 --> 00:31:20.953]  Guarantee you'll love the way they fit.
[00:31:23.302 --> 00:31:27.323]  They put a diamond gusset in the crotch where you need it most.
[00:31:28.024 --> 00:31:31.145]  Blue diamond gussets got it.
[00:31:31.865 --> 00:31:32.665]  Others don't.
[00:31:33.105 --> 00:31:34.966]  We turn jeans inside out.
[00:31:35.246 --> 00:31:36.727]  Diamond gusset jeans.
[00:31:37.027 --> 00:31:39.587]  Made in the USA with unparalleled quality.
[00:31:39.908 --> 00:31:46.170]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:31:46.530 --> 00:31:48.751]  Order yours at gusset.com.
[00:31:49.231 --> 00:31:51.271]  Diamond gusset jeans got it.
[00:31:51.612 --> 00:31:52.472]  Others don't.
[00:31:54.810 --> 00:31:56.312]  Hi folks, this is Alex Jones.
[00:31:56.532 --> 00:32:01.557]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:32:01.837 --> 00:32:03.198]  Saving means to make money.
[00:32:03.359 --> 00:32:12.167]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:32:12.888 --> 00:32:19.993]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:32:20.413 --> 00:32:28.038]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:32:28.418 --> 00:32:35.822]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[00:32:38.544 --> 00:32:40.625]  You walk into this room at your own risk.
[00:32:40.645 --> 00:32:42.447]  Because it leads to the future.
[00:32:42.467 --> 00:32:44.188]  Not a future that will be, but one that might be.
[00:32:44.208 --> 00:32:44.988]  This is not a new world.
[00:32:45.088 --> 00:32:48.210]  It is simply an extension of what began in the old one.
[00:33:08.354 --> 00:33:15.840]  It has patterned itself after every dictator who has ever planted the ripping imprint of a boot on the pages of history since the beginning of time.
[00:33:16.781 --> 00:33:23.706]  It has refinements, technological advances and a more sophisticated approach to the destruction of human freedom.
[00:33:24.827 --> 00:33:29.491]  But like every one of the super states that preceded it, it has one iron rule.
[00:33:30.552 --> 00:33:32.814]  Logic is an enemy and truth is a menace.
[00:33:42.586 --> 00:33:44.470]  The answer to 1984 is 1776.
[00:33:44.530 --> 00:33:50.581]  You're listening to The Alex Jones Show.
[00:33:55.083 --> 00:33:56.905]  It is good to be here.
[00:33:57.046 --> 00:33:58.127]  We have fought hard.
[00:33:58.207 --> 00:34:00.330]  Our listeners and supporters have fought hard.
[00:34:00.390 --> 00:34:12.846]  Our crew has worked hard to be able to be reaching you on XM Channel 166, over 100 AM and FM affiliates, Global Shortwave WWCR, and of course number one on the audio streams online.
[00:34:13.587 --> 00:34:35.089]  And this is one of our I guess maiden voyages It is the maiden voyage officially going out and speaking to large groups of fellow patriots Traveling around the country and I appreciate all of you joining us today those of you that are listening And those of you that are watching at prison planet dot TV
[00:34:36.095 --> 00:34:43.015]  Now coming up, FEMA puts out contract for emergency camps to house displaced citizens.
[00:34:43.976 --> 00:34:49.079]  Solicitation calls for camps to be ready for occupation within 72 hours.
[00:34:49.119 --> 00:34:54.023]  There's new documents backing up some of the documents that came out two months ago.
[00:34:54.783 --> 00:34:59.226]  Paul Joseph Watson has that report at InfoWars.com.
[00:34:59.286 --> 00:35:03.989]  Also, Rights Group petitions FAA on use of drones in U.S.
[00:35:04.009 --> 00:35:04.429]  skies.
[00:35:04.970 --> 00:35:07.311]  Says it will be used against the American people.
[00:35:07.411 --> 00:35:08.072]  It already is.
[00:35:10.713 --> 00:35:11.594]  And against political
[00:35:12.985 --> 00:35:13.505]  Dissonance.
[00:35:14.526 --> 00:35:33.337]  Now continuing here, I remember 14-15 years ago reading one of the top professors, well he's the head of the biology department at Princeton, Dr. Peter Singer, and countless others studying the globalists, studying the enemy and what they're into.
[00:35:34.782 --> 00:35:43.753]  And I would say the vast majority, more than 70% of the heads of psychology departments, anthropology, sociology, biology...
[00:35:44.913 --> 00:36:06.851]  And ethics sections in medical schools, if you just go randomly check the head of your medical school, the head of the biology department at a major university or medical school, and type in their name under population control, eugenics, things like that, you're going to find out that about 70 plus percent on average are public eugenicists.
