[00:00:00.009 --> 00:00:01.980]  Visit GCNLive.com today!
[00:26:35.002 --> 00:26:40.026]  My physical focused intent, I'm going to go to break here and come back and go to your calls.
[00:26:41.014 --> 00:26:45.940]  Is hire more people, expand, make more films, more TV shows, fight the enemy.
[00:26:46.201 --> 00:26:51.407]  But I'm just telling you, ladies and gentlemen, if you're a new listener and you're like, oh, this guy's fear-mongering, you know what?
[00:26:51.447 --> 00:26:52.648]  I wish every second I was.
[00:26:54.050 --> 00:26:56.013]  I told you Sandusky wasn't acting alone.
[00:26:56.313 --> 00:26:58.215]  I told you Paterno and all of them were involved.
[00:26:58.836 --> 00:27:00.078]  You notice he conveniently died.
[00:27:02.073 --> 00:27:07.640]  They just hired the head of that university to work at the NSA and said, oh, it's in national security.
[00:27:07.680 --> 00:27:09.242]  We can't tell you what he's doing.
[00:27:09.883 --> 00:27:11.605]  That's what world government is.
[00:27:11.725 --> 00:27:13.767]  Are you ready for the announcement?
[00:27:15.189 --> 00:27:16.871]  It is a league of criminals.
[00:27:17.964 --> 00:27:37.399]  Who declare that they have diplomatic immunity, have the media shell the hoax, have big armored limos and secret service standing around them in a status thing, so we all stand back and go, ooh, ah, and let them then commence in their takeover.
[00:27:37.699 --> 00:27:41.682]  World government is a group of criminals with diplomatic immunity.
[00:27:43.603 --> 00:27:45.545]  They've got a bill very close to passing.
[00:27:47.312 --> 00:28:01.179]  In fact, they're saying it's probably going to pass where Monsanto and other GMO companies get total liability protection forever, cannot be sued, and everything gets automatically approved.
[00:28:02.998 --> 00:28:10.145]  That's their answer to a giant backlash is, you can't label, and by the way, we're going to make you eat this.
[00:28:10.906 --> 00:28:23.218]  And then we've got all their documents where their own people, their own genetic engineers on their high-tech reservations at the Monsanto facilities a decade ago, 12 years ago, just type in Monsanto cafeteria, no GMO.
[00:28:23.438 --> 00:28:25.360]  They refuse to eat what they're producing for you.
[00:28:25.640 --> 00:28:27.362]  Yeah, because it's a bio weapon.
[00:28:29.926 --> 00:28:30.907]  Total immunity.
[00:28:31.207 --> 00:28:34.889]  I mean, this is a total globalist assault we're in the middle of.
[00:28:35.649 --> 00:28:37.470]  There is no left, there is no right.
[00:28:37.850 --> 00:28:41.792]  You've got idiots that are trendies that believe in the system and are totally gullible.
[00:28:42.032 --> 00:28:42.753]  Those are liberals.
[00:28:43.293 --> 00:28:44.894]  Poor, pathetic jellyfish.
[00:28:45.254 --> 00:28:49.476]  Above them, craven, hardcore criminals who act like they're liberals who aren't.
[00:28:50.657 --> 00:28:50.937]  Okay?
[00:28:51.577 --> 00:28:52.618]  Mercenaries, you name it.
[00:28:53.883 --> 00:28:58.666]  On the right, you've got well-meaning dupes as well who are pro-Second Amendment, pro-family.
[00:28:58.686 --> 00:29:05.210]  They've got good values, but they're total dupes when it comes to thinking Fox News and these people are their friends.
[00:29:05.611 --> 00:29:08.813]  Even when Savage says you don't need semi-auto or big clips.
[00:29:09.413 --> 00:29:12.515]  Even when Bill O'Reilly says ban all semi-auto.
[00:29:12.795 --> 00:29:13.876]  Bill Kristol says it.
[00:29:14.777 --> 00:29:15.977]  Rupert Murdoch says it.
[00:29:16.197 --> 00:29:18.059]  And it's like, well, maybe we should turn them in.
[00:29:19.219 --> 00:29:21.201]  They think if you're a businessman,
[00:29:22.845 --> 00:29:26.486]  Oh, well, we better, you know, get this guy for office because he's a businessman.
[00:29:26.686 --> 00:29:28.367]  Was he a businessman that invented something?
[00:29:28.767 --> 00:29:35.669]  Or is he some globalist front group who used government to shut down their competition?
[00:29:35.909 --> 00:29:37.930]  Who got government bailouts, government contracts?
[00:29:37.970 --> 00:29:40.531]  See, we're just in a heap of trouble.
[00:29:41.231 --> 00:29:48.193]  And I'm basically here so that as all of this unfolds, you have a chance to understand what's happening.
[00:29:50.489 --> 00:29:51.731]  We're gonna come back with your phone call.
[00:29:51.751 --> 00:29:52.131]  Stay with us.
[00:29:52.151 --> 00:29:52.732]  We'll be right back.
[00:29:53.694 --> 00:29:54.595]  We're on the march.
[00:29:55.096 --> 00:29:56.698]  The Empire's on the run.
[00:29:57.619 --> 00:30:00.303]  Alex Jones and the GCN Radio Network.
[00:30:04.352 --> 00:30:10.336]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:30:10.496 --> 00:30:13.258]  78% of the Midwest corn belt is in drought conditions.
[00:30:13.458 --> 00:30:18.561]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:30:18.841 --> 00:30:23.564]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:30:23.824 --> 00:30:31.129]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:30:31.449 --> 00:30:35.171]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:30:35.331 --> 00:30:36.892]  Now is the time to get your supply.
[00:30:37.112 --> 00:30:40.974]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:30:41.134 --> 00:30:43.755]  You know about their delicious, long-term, storable foods.
[00:30:44.035 --> 00:30:46.676]  The fact is, you can eat at any time to save money today.
[00:30:46.816 --> 00:30:51.238]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:30:51.378 --> 00:30:51.899]  Don't wait!
[00:30:52.039 --> 00:30:57.101]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:30:57.281 --> 00:30:57.501]  Call 800-409-5633.
[00:31:04.144 --> 00:31:09.466]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:31:09.586 --> 00:31:14.647]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:31:14.787 --> 00:31:15.628]  Why spend more?
[00:31:15.768 --> 00:31:23.530]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy to grow heirloom seeds.
[00:31:23.811 --> 00:31:24.291]  Yes, only $37.95.
[00:31:24.351 --> 00:31:25.271]  That's 70% less than our competitors.
[00:31:27.972 --> 00:31:31.135]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:31:31.355 --> 00:31:37.840]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:31:38.000 --> 00:31:40.642]  Plus, all orders over $49 ship free.
[00:31:40.822 --> 00:31:44.485]  MyPatriotSupply.com is American owned by patriots like you.
[00:31:44.705 --> 00:31:46.487]  Passionate about freedom and preparedness.
[00:31:46.707 --> 00:31:49.550]  Call now, 866-229-0927.
[00:31:49.870 --> 00:31:52.492]  That's 866-229-0927.
[00:31:52.873 --> 00:31:58.578]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:31:58.718 --> 00:31:59.699]  Choose the original.
[00:31:59.819 --> 00:32:03.383]  Choose the survival seed vault at MyPatriotSupply.com.
[00:32:03.983 --> 00:32:07.066]  Alex Jones here with a very important announcement for truth seekers.
[00:32:07.446 --> 00:32:13.171]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:32:13.391 --> 00:32:19.797]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:32:19.977 --> 00:32:25.402]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:32:25.682 --> 00:32:29.325]  This film exposes the fraud that Obama is like nothing I've seen.
[00:32:29.505 --> 00:32:33.068]  If you want to know who Obama's real daddy is, this is the film for you.
[00:32:33.309 --> 00:32:37.693]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:32:37.913 --> 00:32:40.235]  You'll also find it at Infowarshop.com.
[00:32:40.415 --> 00:32:43.958]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:32:44.258 --> 00:32:48.542]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[00:32:48.703 --> 00:32:51.345]  This book is coffin nails to the globalist takeover.
[00:32:51.645 --> 00:32:58.175]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:32:58.475 --> 00:33:03.102]  These titles and a lot more are all available at InfoWarshot.com.
[00:33:12.327 --> 00:33:13.207]  I'm Alex Jones.
[00:33:13.347 --> 00:33:28.971]  I'm your host as we blast out across the world on global shortwave WWCR simulcast at XM 166 and transmitting on over 115 AM and FM stations here in the former Republic of the United States now captured.
[00:33:29.491 --> 00:33:31.312]  They are mopping up what's left of the First Amendment.
[00:33:31.932 --> 00:33:37.476]  Deploying paramilitary police and regular army and other armed services across the country.
[00:33:38.016 --> 00:33:52.566]  They are preparing to launch new wars where they can take our rights and liberties during the wartime progress and are continuing their psych warfare attacks on the family and everything decent through the television set that they assault people's psyche with on a daily basis.
[00:33:53.046 --> 00:33:59.751]  The globalists are losing control even as they expand and are panicking trying to shut down the web and the free press.
[00:34:00.191 --> 00:34:04.252]  But I'm here to tell them the genie is out of the bottle, the train left the station.
[00:34:05.733 --> 00:34:08.373]  There is no putting your New World Order back together again.
[00:34:08.673 --> 00:34:09.794]  So go ahead and try to build it.
[00:34:11.234 --> 00:34:13.915]  Even as you build it, it's collapsing under you.
[00:34:15.315 --> 00:34:23.758]  Alright, we're going to go to your phone calls now on the, you know, just the big general subject of, well we're busy talking about Obama, Romney,
[00:34:24.989 --> 00:34:32.693]  Labor, Tory, in whatever the case is in your country, while we're busy fighting over this, you notice it's global standardization.
[00:34:33.213 --> 00:34:35.414]  A global corporate monopoly takeover.
[00:34:36.515 --> 00:34:38.956]  And it's not just like these corporations want to run our lives.
[00:34:39.596 --> 00:34:43.418]  They want to set up a total planetary system to cut off resources.
[00:34:43.478 --> 00:34:45.179]  That is the stated goal.
[00:34:45.919 --> 00:34:47.660]  That is the stated plan.
[00:34:48.260 --> 00:34:49.521]  They do not like wealth.
[00:34:49.761 --> 00:34:51.162]  They do not like you doing well.
[00:34:51.682 --> 00:34:53.403]  Poverty is the game.
[00:34:56.638 --> 00:35:07.028]  Now, again, there's one final point I want to make, but I will make it after I go to some of the phone calls here.
[00:35:07.048 --> 00:35:17.379]  I have asked the listeners generally to just, I mean, I want your take on the magnitude of all this.
[00:35:19.192 --> 00:35:30.979]  Because we don't have any hope of ever defeating the globalists if we can't really pull back and really analyze the full depth and breadth of what we're up against.
[00:35:33.261 --> 00:35:37.103]  Every time I hear mainline neocons go, these dumb liberals, they're not dumb.
[00:35:40.316 --> 00:35:53.430]  They are taking point in the change of society to bring us into domestication and enslavement, and the Republicans play the part of the opposition, so that they can control the opposition.
[00:35:55.452 --> 00:35:58.616]  And anytime we're about to fully flip them, we're very close to beating them.
[00:35:59.508 --> 00:36:09.919]  If people can just wake up to how really bad they are, and really get disgusted, and really have some good old-fashioned, not even hate, but just understanding that this is the enemy.
[00:36:10.639 --> 00:36:11.540]  It's beyond hate.
[00:36:12.441 --> 00:36:16.666]  I don't even hate the new old order anymore, except when I start thinking about all the stuff they do to kids, it makes me really angry.
[00:36:17.306 --> 00:36:22.712]  But it's not even really hate, it's just like animal understanding of this enemy's gotta be run into the ground.
[00:36:23.857 --> 00:36:24.937]  It's beyond hatred.
[00:36:24.997 --> 00:36:29.459]  It's just, I'm ready, in the info war, to do what needs to be done.
[00:36:29.539 --> 00:36:30.640]  You know what I'm talking about.
[00:36:30.660 --> 00:36:32.320]  There's not a question.
[00:36:32.841 --> 00:36:35.041]  There's not... It's beyond hate.
[00:36:36.262 --> 00:36:37.402]  It's survival.
[00:36:38.503 --> 00:36:39.863]  It's wholesomeness.
[00:36:41.184 --> 00:36:42.865]  To want to destroy these people.
[00:36:45.086 --> 00:36:46.106]  To want to crush them.
