[00:02:32.947 --> 00:02:33.527]  Pull this over.
[00:27:40.206 --> 00:27:43.048]  And that's what this is all about.
[00:27:43.628 --> 00:27:44.389]  So we're going to break.
[00:27:45.469 --> 00:27:46.190]  We're going to come back.
[00:27:47.375 --> 00:27:48.916]  Hopefully nothing else like this happens.
[00:27:48.936 --> 00:27:51.698]  And I'm going to play these Team Human clips.
[00:27:52.378 --> 00:27:54.620]  We're going to analyze and talk about the choice you've got.
[00:27:54.640 --> 00:27:56.061]  A pro-human future?
[00:27:56.942 --> 00:28:05.708]  Or the nightmare eugenics, depopulationist, transhumanist, technocracy, ESG, central bank, digital currency, universal basic income?
[00:28:06.846 --> 00:28:12.407]  Vaccine passport, UN medical treaty, running your life and controlling your body.
[00:28:12.747 --> 00:28:15.468]  Does anybody really want to go along with this?
[00:28:15.848 --> 00:28:23.490]  Got a bunch of leptists and their worthless degrees who go along with the system because they get likes on Facebook and X and stuff.
[00:28:24.310 --> 00:28:25.090]  You're fools!
[00:28:25.251 --> 00:28:25.851]  You're chumps!
[00:28:26.231 --> 00:28:26.911]  You're suckers!
[00:28:26.991 --> 00:28:27.531]  You're Marx!
[00:28:27.891 --> 00:28:29.212]  You're not part of the power structure.
[00:28:29.472 --> 00:28:31.752]  You're useful idiots, as Lenin called you.
[00:28:33.513 --> 00:28:35.073]  Come on, come on up!
[00:28:36.556 --> 00:28:38.138]  Come on, come on up.
[00:28:38.778 --> 00:28:39.759]  Come on, come on.
[00:28:41.341 --> 00:28:42.542]  Come on, come on.
[00:28:42.642 --> 00:28:43.603]  Yeah, come on.
[00:28:43.683 --> 00:28:44.064]  Join us.
[00:28:44.544 --> 00:28:47.808]  Join Team Humanity.
[00:28:47.868 --> 00:28:48.328]  Come on.
[00:28:48.488 --> 00:28:49.009]  Come on.
[00:28:49.129 --> 00:28:52.312]  Come on, come on, come on.
[00:28:52.432 --> 00:28:54.034]  We'll be right back.
[00:28:54.054 --> 00:28:54.434]  Stay with us.
[00:28:54.875 --> 00:28:55.395]  I'm Alex Jones.
[00:28:55.455 --> 00:28:56.717]  Now at Real Auctions on Twitter.
[00:28:59.827 --> 00:29:08.995]  What would you do if there was a tyrannical totalitarian world government taking over whose plan was to kill 90% of the world population and they were already beginning to do it?
[00:29:09.456 --> 00:29:10.336]  You would rally against it?
[00:29:10.357 --> 00:29:10.897]  You would fight it?
[00:29:11.277 --> 00:29:12.639]  And that's what we're doing.
[00:29:13.119 --> 00:29:14.220]  This is the reality of 2023.
[00:29:15.441 --> 00:29:30.133]  I just want to thank listeners and viewers for your last year's support, and I want to encourage you now more than ever to spread the word about the broadcast, to pray for the broadcast, to take clips and share it for the broadcast, and to buy products that enrich your life at InfoWarsaw.com.
[00:29:30.494 --> 00:29:36.799]  We have the signed or unsigned copy of my new book, The Great Awakening, The Plan to Defeat the Globalist and Launch the Second Renaissance.
[00:29:37.219 --> 00:29:38.840]  Twice as long as my last book.
[00:29:39.141 --> 00:29:40.121]  Incredibly powerful.
[00:29:40.181 --> 00:29:41.002]  Signed or unsigned.
[00:29:41.362 --> 00:29:42.483]  InfoWarsTore.com.
[00:29:42.864 --> 00:29:45.686]  And we have X2 finally back in stock after over a year.
[00:29:46.006 --> 00:29:46.947]  InfoWarsTore.com.
[00:29:47.187 --> 00:29:49.989]  We have TurboForce, 10-hour clean energy, back in stock.
[00:29:50.309 --> 00:29:52.391]  And a bunch of other great products as well.
[00:29:52.691 --> 00:29:56.434]  So please visit InfoWarsTore.com and do your Christmas shopping there.
[00:29:56.714 --> 00:29:59.216]  Fund the InfoWar and get great products all at the same time.
[00:30:00.237 --> 00:30:05.699]  If you ever take one piece of my advice, it's get a bottle of X2.
[00:30:06.440 --> 00:30:10.722]  It's been sold out for over a year because we wouldn't cut corners and because it's so hard to produce.
[00:30:11.122 --> 00:30:15.504]  We finally have a limited run, back in supply, at infowarestore.com.
[00:30:16.924 --> 00:30:19.726]  So many people have serious issues.
[00:30:19.987 --> 00:30:21.108]  Look at the UN's own numbers.
[00:30:21.548 --> 00:30:26.972]  Billions have cognitive disabilities because they do not have true nascent iodine in their bodies.
[00:30:27.513 --> 00:30:32.937]  Most of the other iodine is bound to other heavy metals or bound to other elements, so you don't download it.
[00:30:33.537 --> 00:30:36.300]  But this is pure atomic certified
[00:30:38.203 --> 00:30:39.404]  I don't know.
[00:31:00.390 --> 00:31:14.047]  Finally, after close to a year, in early November, where I'm cutting this ad, we finally got one of our flagship products back in stock, Ultra 12, the highest quality vitamin B12 organic.
[00:31:14.628 --> 00:31:19.553]  You take it under the tongue, so you get better absorption of the body, through your blood vessels, and what it does,
[00:31:20.014 --> 00:31:20.474]  Thank you.
[00:31:38.030 --> 00:31:42.992]  It's available from a top lab that we private label it through at InfoWarStore.com.
[00:31:43.552 --> 00:31:51.295]  Ultra 12, Vitamin B12, taken sublingually, now back in stock at InfoWarStore.com.
[00:31:51.715 --> 00:31:53.856]  Or you can call toll free and order it as well, 888-253-3139.
[00:31:53.976 --> 00:31:55.977]  And Ultra 12 funds the InfoWar as well.
[00:32:00.038 --> 00:32:10.541]  Naturally sourced from the finest hemp plants in America, Rebel Zen offers the absolute finest quality CBD available and at the lowest prices.
[00:32:11.601 --> 00:32:26.165]  Extracted using a cold-pressed technique to retain the molecular integrity of the cannabinoids and terpenes within the plant, this full-spectrum formula ensures that your nervous system gets the full benefits of CBD.
[00:32:27.385 --> 00:32:37.310]  Premium quality organic CBD, like Rebel Zen, has been shown to naturally reduce anxiety, relieve pain, and decrease inflammation.
[00:32:37.810 --> 00:32:45.413]  People have reported a reduction in symptoms of insomnia, arthritis, seizures, chronic pain, and epilepsy.
[00:32:45.914 --> 00:32:52.517]  Several studies have shown it helps to reduce cortisol, increase serotonin, and boost vitality.
[00:32:53.438 --> 00:32:57.044]  Order yours today at InfoWarsTore.com.
[00:33:01.110 --> 00:33:07.020]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:18.430 --> 00:33:23.393]  Crashing through the lies and disinformation, it's Alex Jones.
[00:33:30.736 --> 00:33:39.020]  Alright, I want to go back to this clip in full.
[00:33:41.081 --> 00:33:47.625]  Elon Musk, Andrew Tate, Alex Jones talk about the real human supremacist and then it dovetails into a shorter clip.
[00:33:48.444 --> 00:33:49.446]  Team humanity.
[00:33:51.028 --> 00:33:53.292]  Elon Tate and Jones talk team humanity.
[00:33:53.773 --> 00:33:54.734]  This is so key.
[00:33:54.775 --> 00:33:57.439]  This is the counter plan to the globalists.
[00:33:59.254 --> 00:34:10.777]  THX 1138, Brave New World Operation, that really is an official plan, according to Aldous Huxley and his brother, Julian Huxley, that ran UNESCO and the UN, and helped set up this whole transhumanist nightmare, we're now living in.
[00:34:10.797 --> 00:34:20.060]  The chemicals in the water sterilizing us, the 5G, the genetic engineering, the human-animal hybrids, this is their nightmare future for us, under Agenda 2030.
[00:34:20.100 --> 00:34:23.721]  The Volno-Harari, world government, it's all out in the open.
[00:34:25.562 --> 00:34:26.522]  So, let's go ahead
[00:34:27.873 --> 00:34:33.838]  And go back to clip five again that we got interrupted in, and then we'll go to clip six right after that.
[00:34:33.878 --> 00:34:34.258]  Here it is.
[00:34:35.259 --> 00:34:39.683]  I'm just generally in favor of civilization and the furtherance of civilization.
[00:34:40.864 --> 00:34:46.828]  And I think we should always be concerned that we can regress as a civilization.
[00:34:46.928 --> 00:34:56.356]  And if you study history, you just see the arc of one civilization after another as the civilizations rise and fall through history.
[00:34:57.837 --> 00:35:08.440]  We've been in a period of civilization rising very rapidly, but we should be concerned that we may be cresting, we may subside.
[00:35:09.240 --> 00:35:14.901]  And there are many times where I get late stage civilization vibes.
[00:35:15.841 --> 00:35:23.383]  And I'm just worried that maybe we're cresting as a civilization and have set it for a fall.
[00:35:23.403 --> 00:35:23.603]  So, yeah.
[00:35:27.105 --> 00:35:38.630]  Well, I agree with you, because I truly believe, and a lot of people have said this before me, this is not an original idea, but I think as AI and machines and tech increases, a lot of people are going to be deemed useless by the overlords.
[00:35:38.690 --> 00:35:46.934]  And then you have to sit and decide, what are they going to do with all these people who have hopes and dreams, and they want healthcare, and they want a garden, and they want a house to live in, and they don't want to be treated like cattle?
[00:35:46.954 --> 00:35:48.915]  They're going to become extremely inconvenient.
[00:35:49.475 --> 00:35:52.616]  So, I don't think many people at home understand that this war cannot be avoided.
[00:35:52.656 --> 00:35:57.017]  I've had a lot of people who understand why they threw me in jail in Romania and understood I've done nothing wrong.
[00:35:57.517 --> 00:35:59.378]  And they said to me, why do you take up this fight?
[00:35:59.438 --> 00:36:02.759]  Why you don't just delete your Twitter and disappear and drive a Ferrari all day?
[00:36:02.799 --> 00:36:05.159]  And I explained that this war cannot be avoided.
[00:36:05.179 --> 00:36:08.740]  You're either on the front lines of something or you're sitting waiting to die.
[00:36:08.760 --> 00:36:11.681]  You're waiting for the Mongol horde to come over the horizon and chop your head off.
[00:36:12.141 --> 00:36:12.701]  There's no way out of it.
[00:36:12.721 --> 00:36:13.222]  No, I totally agree.
[00:36:13.842 --> 00:36:17.923]  And just to throw this in there, if you read, and Elon,
[00:36:18.721 --> 00:36:19.602]  I knew you were doing great work.
[00:36:19.622 --> 00:36:27.426]  When I saw you six months ago at the World Government Summit, where they're all just saying, we're going to make everybody eat bugs and we'll make the decisions to put microchips in them.
[00:36:27.446 --> 00:36:30.208]  And you said, we don't want a centralized system.
[00:36:30.568 --> 00:36:31.649]  We want a diverse system.
[00:36:31.689 --> 00:36:32.689]  We want firewalls.
[00:36:33.410 --> 00:36:36.231]  And I don't agree with this Tower of Babel you're building.
[00:36:36.751 --> 00:36:42.795]  They know that we go through cycles and they want to artificially create a great reset collapse in their own words.
[00:36:43.695 --> 00:36:44.857]  We need to have a debate about
[00:36:59.972 --> 00:37:02.974]  We have a debate about going interstellar.
[00:37:03.014 --> 00:37:03.934]  We've got to expand.
[00:37:03.954 --> 00:37:04.515]  We collapse.
[00:37:04.615 --> 00:37:08.697]  And Elon Musk is saying, correct me if I'm wrong, you don't stay in stasis.
[00:37:08.717 --> 00:37:11.378]  You either expand or you collapse.
[00:37:12.279 --> 00:37:14.980]  You either grow or you collapse.
[00:37:16.541 --> 00:37:18.922]  The steady state is basically an impossibility.
[00:37:19.323 --> 00:37:21.464]  So you have to make a choice.
[00:37:21.864 --> 00:37:26.727]  Do you want to grow civilization or do you want to decline and collapse?
[00:37:27.067 --> 00:37:29.168]  Because a steady state is not stable.
[00:37:29.728 --> 00:37:41.575]  So, and I say we grow, and I say we expand, and we have more humans, and we become a multi-planet species and a space-faring civilization and ultimately be out there among the stars.
[00:37:41.915 --> 00:37:45.917]  And I think that is the exciting, inspiring thing for the future.
[00:37:46.918 --> 00:37:52.621]  Not a declining human civilization that dwindles to nothingness and where humanity dies with a whimper.
[00:37:53.274 --> 00:37:54.294]  And that's the bottom line.
[00:37:54.334 --> 00:38:05.798]  I think it is the battle of people who believe in humans and humanity and want it to expand against people who are so selfishly going through the earth and so selfishly orientated that they don't care about expanding civilization.
[00:38:05.838 --> 00:38:07.918]  They just want to control the humans that are currently here.
[00:38:08.318 --> 00:38:09.619]  And Andrew, I totally agree with you.
[00:38:11.189 --> 00:38:16.333]  I totally agree, but let me throw this caveat on it because I've read the writings of Bill Gates and Klaus Schwab and the Club of Rome.
[00:38:16.753 --> 00:38:18.795]  They know we could easily expand.
[00:38:18.815 --> 00:38:21.797]  There's plenty of room, hundreds of millions of galaxies.
