[00:00:05.739 --> 00:00:07.340]  Hitler took the guns.
[00:24:01.334 --> 00:24:03.315]  Chicago, government stores.
[00:24:03.315 --> 00:24:07.978]  Well, what currency will you need to purchase at this place?
[00:24:07.978 --> 00:24:08.438]  Exactly.
[00:24:08.438 --> 00:24:09.879]  Obviously, ACBDC.
[00:24:09.879 --> 00:24:13.321]  And that's why they got to set everything up to make you use it.
[00:24:13.321 --> 00:24:14.221]  Correct.
[00:24:14.221 --> 00:24:27.149]  Then you have some of these states are starting to get smart and use Article 1, Section 8 to their own advantage, where it says that only gold and silver can be transacted as a currency outside of the legal tender.
[00:24:27.882 --> 00:24:33.608]  And some states are working to create a stable coin backed by gold and stable coins are going to be a thing.
[00:24:33.608 --> 00:24:38.213]  So you have this world of stable coins and CBDC, which work kind of side by side.
[00:24:38.213 --> 00:24:44.200]  So the best example of a CBDC right now that nobody is talking about.
[00:24:44.700 --> 00:24:46.281]  It's the top of the pyramid!
[00:25:09.918 --> 00:25:22.703]  When you have the people who created the Federal Reserve, modern day, obviously we know Jamie Dimon used to sit on the board of the Federal Reserve while being CEO of JPMorgan Chase.
[00:25:22.703 --> 00:25:24.624]  Let's put that aside for a moment.
[00:25:24.624 --> 00:25:26.925]  They're working on JPMCoin.
[00:25:26.925 --> 00:25:32.608]  Now they say, oh, the Federal Reserve cannot issue a CBDC without congressional approval.
[00:25:32.608 --> 00:25:35.409]  Okay, this may be true, but they're definitely exploring that.
[00:25:36.067 --> 00:25:41.230]  Just the other day, we had an anti-CBDC bill get introduced by Republicans.
[00:25:41.230 --> 00:25:44.991]  And it basically said, we want to stop all funding.
[00:25:44.991 --> 00:25:47.713]  Basically, this is because, you know, Biden pushed out the.
[00:25:49.255 --> 00:25:56.697]  The CBDC bill, the executive order to explore CBDCs, and they're basically saying that's unconstitutional.
[00:25:56.697 --> 00:26:00.378]  You're not allowed to look at a new form of money without congressional approval.
[00:26:00.378 --> 00:26:03.658]  So there's some bills being introduced.
[00:26:03.658 --> 00:26:04.839]  Well, that was my next question.
[00:26:04.839 --> 00:26:06.899]  How do we stop this?
[00:26:06.899 --> 00:26:07.719]  How do we do this?
[00:26:07.719 --> 00:26:12.241]  How do we protect ourselves from the CHICOMs and the EU that are going to roll it out first?
[00:26:15.709 --> 00:26:18.611]  Let's go down the line of who has them, right?
[00:26:18.611 --> 00:26:19.251]  In order.
[00:26:19.251 --> 00:26:26.876]  So, Bahamas got it first, Nigeria got it second, and then third was Jamaica, right?
[00:26:26.876 --> 00:26:33.661]  So, obviously you know that they target black populations first, okay?
[00:26:33.661 --> 00:26:35.282]  So, what do you think is going to happen in America?
[00:26:35.942 --> 00:26:40.906]  Under the guise of financial inclusion, they're going to target the black community first.
[00:26:40.906 --> 00:26:42.127]  By the way, that's true.
[00:26:42.127 --> 00:26:44.590]  They're literally targeting black countries.
[00:26:44.590 --> 00:26:45.851]  What's the point there?
[00:26:46.775 --> 00:26:49.676]  Yeah, same thing with the vaccine, right?
[00:26:49.676 --> 00:26:53.116]  When you had Stanley Plotkin was pushing his vaccines out there.
[00:26:53.116 --> 00:27:02.978]  This is a guy who worked with Dr. Fauci many moons ago, and they tested millions of people affected by their vaccines.
[00:27:02.978 --> 00:27:05.078]  Go look at the Stanley Plotkin deposition.
[00:27:05.078 --> 00:27:07.339]  He said, did many of those people come out with defects?
[00:27:07.339 --> 00:27:08.639]  He said, yeah, it happened.
[00:27:08.639 --> 00:27:09.959]  Eight hour deposition, right?
[00:27:09.959 --> 00:27:12.780]  So they use these impoverished third world nations
[00:27:13.620 --> 00:27:14.300]  Incubators.
[00:27:43.463 --> 00:27:48.445]  So what they're going to do is they're going to teach black people their version of financial literacy?
[00:27:49.361 --> 00:27:52.342]  And it's going to include why the CVDC is good.
[00:27:52.342 --> 00:27:54.722]  And if you hate the CVDC, then you're racist.
[00:27:54.722 --> 00:27:57.382]  You're a Trump-supporting racist.
[00:27:57.382 --> 00:27:59.463]  That's how they're going to spin this.
[00:27:59.463 --> 00:28:11.005]  So it's very important for us to watch our rhetoric and watch how we position ourselves to the black community so that we become voices that they would like to listen to.
[00:28:11.005 --> 00:28:13.145]  Therefore, we can educate them and warn them.
[00:28:13.145 --> 00:28:16.386]  So this is going to happen to specifically the poorer communities.
[00:28:17.066 --> 00:28:20.349]  And then everybody else will sort of fall in line.
[00:28:20.349 --> 00:28:22.531]  So how do we combat this?
[00:28:22.531 --> 00:28:26.895]  I think you got to support, um, it's, uh, I think his name is Emmer.
[00:28:27.947 --> 00:28:29.948]  I forget his first name.
[00:28:29.948 --> 00:28:31.570]  Stay right there, Ho-Temp.
[00:28:31.570 --> 00:28:33.331]  You always knock out of the park, but this is incredible.
[00:28:33.331 --> 00:28:37.654]  You're giving the best analysis of this that we've seen.
[00:28:37.654 --> 00:28:40.976]  And the good news is black folks are rejecting the open borders, all of it.
[00:28:40.976 --> 00:28:42.557]  They're one of the biggest Achilles heels.
[00:28:42.557 --> 00:28:45.459]  The globalists want to shoehorn this all in through black populations.
[00:28:45.459 --> 00:28:46.840]  I think it's going to backfire.
[00:28:46.840 --> 00:28:49.902]  Let's talk about it and how we stop this with Ho-Temp Jesus.
[00:28:49.902 --> 00:28:56.887]  And we'll talk about this horrible person, Nikki Haley, with her internet system of internet IDs straight ahead.
[00:29:00.345 --> 00:29:03.487]  Thanksgiving 2023 is here.
[00:29:03.487 --> 00:29:08.931]  And I'm giving Thanksgiving for all we've done against tyranny and your incredible support together in this fight.
[00:29:08.931 --> 00:29:20.839]  And I'm particularly giving Thanksgiving that X2, our number one product, the only true atomic iodine on the market after a year plus of being sold out, is finally back in stock, ready to ship now.
[00:29:20.839 --> 00:29:25.442]  If you don't know the power of X2 and the iodine conspiracy, you are insane.
[00:29:25.442 --> 00:29:26.563]  Get X2 now.
[00:29:26.563 --> 00:29:27.643]  It could be the last run ever.
[00:29:27.643 --> 00:29:28.824]  We get shut down.
[00:29:28.824 --> 00:29:29.665]  While you still can,
[00:29:30.705 --> 00:29:38.667]  At InfoWarsTore.com, research iodine deficiency and billions of people with cognitive disabilities because they don't have it.
[00:29:38.667 --> 00:29:39.788]  X2.
[00:29:39.788 --> 00:29:40.868]  X2.
[00:29:40.868 --> 00:29:44.209]  X2 is now back in stock at InfoWarsTore.com.
[00:29:44.209 --> 00:29:47.390]  It takes a few weeks to kick in, but it is the building block to everything.
[00:29:47.390 --> 00:29:52.631]  It's the missing link that bomb us with the fluoride that is in the same family but has the opposite effect.
[00:29:52.631 --> 00:29:56.332]  This is the holy grail of supplements and empowering yourself.
[00:29:56.332 --> 00:29:58.053]  X2, back in stock right now.
[00:29:58.053 --> 00:29:59.173]  Discount at InfoWarsTore.com.
[00:29:59.813 --> 00:30:04.234]  First came Pac-Man, Donkey Kong, and Super Mario Brothers.
[00:30:04.234 --> 00:30:08.156]  And now, the ultimate retro nostalgia throwback game.
[00:30:08.156 --> 00:30:12.757]  I present to the world, Alex Jones's New World Order Wars!
[00:30:12.757 --> 00:30:15.338]  They're turning the friggin' frogs gay!
[00:30:15.338 --> 00:30:17.638]  I'll eat your ass!
[00:30:17.638 --> 00:30:20.419]  You Nazi scum!
[00:30:20.419 --> 00:30:23.080]  Let's free the Patriots and defeat the globalist tech geek.
[00:30:24.545 --> 00:30:29.088]  We are going to defeat the globalists very vaguely.
[00:30:29.088 --> 00:30:30.829]  This game is mostly peaceful.
[00:30:39.285 --> 00:30:43.008]  I'm going to lower the world's population.
[00:30:43.008 --> 00:30:46.031]  Oh, Big Bill, I'm taking you down, rapist.
[00:30:46.031 --> 00:30:49.834]  I did not have sexual relations with that saxophone.
[00:30:49.834 --> 00:30:56.921]  Download it now at alexjonesgame.com, because as we all know, anything badass gets censored!
[00:30:59.857 --> 00:31:04.299]  First came Pac-Man, Donkey Kong, and Super Mario Brothers.
[00:31:04.299 --> 00:31:07.961]  And now, the ultimate retro nostalgia throwback game.
[00:31:07.961 --> 00:31:12.803]  I present to the world, Alex Jones's New World Order Wars!
[00:31:12.803 --> 00:31:15.384]  They're turning the friggin' frogs gay!
[00:31:15.384 --> 00:31:17.685]  I'll eat your heads!
[00:31:17.685 --> 00:31:20.487]  You Nazi scum!
[00:31:20.487 --> 00:31:22.988]  Let's free the patriots and defeat the globalist techniques.
[00:31:24.580 --> 00:31:29.124]  We are going to defeat the globalists very bigly.
[00:31:29.124 --> 00:31:30.885]  This game is mostly peaceful.
[00:31:39.316 --> 00:31:43.058]  I'm going to lower the world population.
[00:31:43.058 --> 00:31:45.820]  Oh, Big Bill, I'm taking you down, rapist.
[00:31:45.820 --> 00:31:49.883]  I did not have sexual relations with that saxophone.
[00:31:49.883 --> 00:31:56.929]  Download it now at alexjonesgame.com, because as we all know, anything badass gets censored!
[00:31:59.798 --> 00:32:04.302]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned.
[00:32:04.302 --> 00:32:12.689]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you.
[00:32:12.689 --> 00:32:19.235]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes
[00:32:19.395 --> 00:32:20.036]  We're good to go.
[00:32:41.997 --> 00:32:50.219]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[00:32:50.219 --> 00:32:54.300]  Try InfoWars Live Silver Bullet Colloidal Silver today.
[00:32:54.300 --> 00:33:01.782]  Available right now at InfoWarsStore.com.
[00:33:01.782 --> 00:33:07.683]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:25.296 --> 00:33:29.717]  Live from Austin, Texas.
[00:33:29.717 --> 00:33:32.198]  Broadcasting worldwide.
[00:33:32.198 --> 00:33:38.499]  It's Alex Jones.
[00:33:38.499 --> 00:33:45.840]  So if you think the tyranny we've been living under has been bad, that was a foreshadowing.
[00:33:45.840 --> 00:33:46.660]  That was an hors d'oeuvre.
[00:33:50.359 --> 00:33:55.960]  Light breeze compared to a typhoon or hurricane or tornado.
[00:33:55.960 --> 00:33:58.901]  The globalists admit how predatory this is.
[00:33:58.901 --> 00:34:15.206]  Cut off resources, get dependent populations, roll out universal basic income to the central bank digital currencies, and then put social credit scores on all that to beta test it on groups they control.
[00:34:15.206 --> 00:34:16.526]  And then they expand it out from there.
[00:34:17.981 --> 00:34:18.781]  That's what this is.
[00:34:18.781 --> 00:34:21.283]  The good news is the public's waking up.
[00:34:21.283 --> 00:34:23.083]  People understand what's happening.
[00:34:23.083 --> 00:34:24.864]  We can just reject this.
[00:34:24.864 --> 00:34:32.308]  Just like all over the world, they're pulling out the self-checkout lanes after 20 years, 23 years trying to make us do it.
[00:34:32.308 --> 00:34:34.809]  You go to a restaurant, don't do a QR code for a menu.
[00:34:34.809 --> 00:34:35.790]  Seems simple.
[00:34:35.790 --> 00:34:40.472]  That was all from the IMF World Bank during COVID to get you ready to get rid of cash.
[00:34:40.472 --> 00:34:41.592]  They admit all this.
[00:34:41.592 --> 00:34:44.774]  So the good news is we know the enemy plan.
[00:34:46.363 --> 00:34:48.504]  The bad news is enough people haven't woken up.
[00:34:48.504 --> 00:34:49.764]  Yes, some have.
[00:34:49.764 --> 00:34:52.825]  But folks, this is so draconian.
[00:34:52.825 --> 00:34:55.625]  This is the holy grail of tyranny.
[00:34:55.625 --> 00:35:00.626]  And Hotep Jesus is absolutely on target and he hammers it every day.
[00:35:00.626 --> 00:35:05.948]  He could not talk about this and he's already a Fox News co-host and does a great job.
[00:35:05.948 --> 00:35:09.429]  But he could be boosted so much if he just shut up about this.
[00:35:09.429 --> 00:35:10.809]  But he's not shutting up about it because
[00:35:12.113 --> 00:35:15.557]  This is beyond slavery, ladies and gentlemen, and it's here.
[00:35:15.557 --> 00:35:18.361]  The old bubble's collapsing.
[00:35:18.361 --> 00:35:21.305]  The globalists are desperate to bring in their new system.
[00:35:21.305 --> 00:35:28.393]  The good news is people know the globalists that run the Federal Reserve make Sam Bankman Freed look like an angel.
[00:35:29.471 --> 00:35:32.632]  And so I would say things are not going well for them.
