[00:00:00.089 --> 00:00:00.789]  We need your prayers.
[00:28:11.009 --> 00:28:16.893]  And they will lie to get their way, and then when you catch them in the lie, they say, doesn't matter.
[00:28:17.253 --> 00:28:20.175]  Just like they did with the Matthew Shepard story.
[00:28:23.417 --> 00:28:27.964]   Now, continuing this Train of thought.
[00:28:27.984 --> 00:28:31.786]  I mean, do you remember?
[00:28:31.806 --> 00:28:35.007]  I mean, seriously, most of the crew here is about my age.
[00:28:35.768 --> 00:28:40.810]  I specifically remember they made us watch this movie in high school and in college.
[00:28:44.352 --> 00:28:49.994]  And then it turns out, more than 10 years later, they report that, yep, it wasn't about a hate crime at all.
[00:28:51.135 --> 00:28:51.995]  But who cares?
[00:28:52.675 --> 00:28:54.876]  We got legislation passed based off the lie.
[00:28:55.236 --> 00:28:56.457]  And that's how the left operates.
[00:28:57.878 --> 00:29:03.681]  But they're really just... They're really just getting sick here.
[00:29:05.322 --> 00:29:09.464]  Now, they're taking... It's kind of like gender affirmation.
[00:29:09.585 --> 00:29:11.386]  It's like they know it's the exact opposite.
[00:29:11.846 --> 00:29:13.227]  It's gender rejection.
[00:29:13.847 --> 00:29:20.631]  And if your private parts don't have anything to do with your gender, then why do you have to have surgery on your private parts to affirm your gender?
[00:29:21.551 --> 00:29:22.672]  So it's all mental disorders.
[00:29:24.099 --> 00:29:27.460]  Now they're using this phenomenon in marketing.
[00:29:28.100 --> 00:29:33.021]  New boycott as UK coffee giant celebrates women having breasts removed.
[00:29:33.802 --> 00:29:40.703]  And look, there's women that have breast reduction surgeries for different health reasons and that's not what this is about.
[00:29:41.063 --> 00:29:42.984]  This is obviously about children.
[00:29:44.707 --> 00:29:47.289]  And I mean, it even looks like they have a little pacifier in the mouth.
[00:29:47.349 --> 00:29:48.690]  I mean, I don't know what the hell this is.
[00:29:49.210 --> 00:29:53.214]  But it has the, it has the mastectomy scars because they want to celebrate.
[00:29:53.354 --> 00:29:58.858]  And it, they say it showcases and celebrates inclusivity.
[00:30:02.200 --> 00:30:07.084]  Oh, promote, promote to little girls to chop off your mammaries.
[00:30:09.186 --> 00:30:19.996]   I mean, this is so, it's like, Let's not get immature here, but it's like, you know, there's a reason why people like mammaries.
[00:30:20.416 --> 00:30:21.917]  You know, it's kind of a popular thing.
[00:30:23.217 --> 00:30:24.357]  You know, men kind of like them.
[00:30:25.837 --> 00:30:26.958]  Babies like them too.
[00:30:26.998 --> 00:30:28.178]  You know, babies like mammaries.
[00:30:28.858 --> 00:30:40.340]  So it's just like, the total insult against your femininity, the total insult against your womanhood, to just say, chop off your breasts and celebrate.
[00:30:43.407 --> 00:30:43.767]  Yeah, yeah.
[00:30:43.927 --> 00:30:45.348]  Mutilate your womb and celebrate.
[00:30:45.588 --> 00:30:47.208]  You are the giver of life.
[00:30:48.329 --> 00:30:50.310]  Women are the giver of life.
[00:30:50.990 --> 00:30:52.591]  It is a magical thing.
[00:30:53.351 --> 00:30:57.232]  And these sick leftists want to celebrate when they steal that from you.
[00:30:57.953 --> 00:31:01.954]  These sick leftists want to take away your magic.
[00:31:03.115 --> 00:31:07.416]  Your divine ability to create a life.
[00:31:08.857 --> 00:31:11.198]  And they want to celebrate when they destroy that.
[00:31:13.578 --> 00:31:22.384]  I'm telling you, just understand, you better, you just, just be lucky that you weren't born in the body of a Democrat, because you might not have made it out.
[00:31:23.104 --> 00:31:31.690]  If you get, if you get conceived in the womb of a Democrat, if you get conceived in the womb of a liberal feminist, you are probably not even going to see the light of day.
[00:31:32.130 --> 00:31:33.371]  And they celebrate that.
[00:31:35.012 --> 00:31:36.353]  But the boycotts work now.
[00:31:37.446 --> 00:31:41.954]  Bud Light distributors now accepting the fact sales won't recover thanks to Mulvaney debacle.
[00:31:42.616 --> 00:31:44.639]  I'm talking, I know people that run bars.
[00:31:45.220 --> 00:31:49.027]  They say they're not even having Bud on tap anymore for the first time in years.
[00:31:50.250 --> 00:31:51.931]  They can't even sell the bottles.
[00:31:52.251 --> 00:31:53.412]  They just sit in the fridge.
[00:31:53.892 --> 00:31:55.633]  I talked to grocery store managers.
[00:31:55.693 --> 00:31:56.473]  Same story.
[00:31:56.533 --> 00:32:02.256]  They've had to slash Bud Light sales down to the price of like Natty Light, Bud Ice.
[00:32:02.276 --> 00:32:03.556]  We're talking about the cheapest beer.
[00:32:03.656 --> 00:32:05.657]  And now Bud Light is the cheapest beer to buy.
[00:32:06.037 --> 00:32:07.458]  Because they cannot sell it.
[00:32:07.498 --> 00:32:08.599]  So the boycotts are working.
[00:32:10.119 --> 00:32:13.241]  Oh, you got another one celebrating the breast chop.
[00:32:14.881 --> 00:32:20.547]  Backlash erupts over Doc Martens shoe featuring transgender with mastectomy scars.
[00:32:20.748 --> 00:32:21.188]  Oh yes!
[00:32:22.169 --> 00:32:23.471]  It's all about being ugly.
[00:32:23.531 --> 00:32:25.213]  It's all about destroying your life force.
[00:32:26.494 --> 00:32:27.635]  That's what the left is all about.
[00:32:28.456 --> 00:32:30.438]  It's why they love government oppression so much.
[00:32:31.039 --> 00:32:32.481]  It's why they murder their own offspring.
[00:32:34.005 --> 00:32:35.305]  But they're completely losing their minds.
[00:32:35.646 --> 00:32:43.588]  Canadian minister, the health minister here in Canada, says honk honk is a euphemism for Heil Hitler.
[00:32:43.849 --> 00:32:47.850]  You know, these people think about Hitler a whole lot, you notice that?
[00:32:48.530 --> 00:32:51.751]  Why are leftists and liberals thinking and talking about Hitler so much?
[00:32:51.971 --> 00:32:53.112]  It's like they're obsessed.
[00:32:54.284 --> 00:32:55.124]  It would make sense, though.
[00:32:55.144 --> 00:32:56.405]  He was a top leftist.
[00:32:56.445 --> 00:32:57.626]  I mean, he was a socialist.
[00:32:58.466 --> 00:33:04.709]  So, I mean, I guess Hitler is the top socialist of all time, so it makes sense that the socialists love Hitler and are obsessed with him so much.
[00:33:05.610 --> 00:33:06.110]  Honk, honk.
[00:33:06.150 --> 00:33:07.251]  No, you guys are clowns.
[00:33:08.416 --> 00:33:11.538]  And so we do honk honk because you're clowns.
[00:33:11.738 --> 00:33:13.139]  That's simple as that.
[00:33:13.719 --> 00:33:17.861]  But you can't stop thinking about Hitler because he's your dear socialist leader.
[00:33:18.201 --> 00:33:19.662]  Hitler was a leftist.
[00:33:19.942 --> 00:33:21.323]  He was a socialist.
[00:33:21.783 --> 00:33:27.946]  So you may want to know that before you talk trash on your dear leftist socialist leader Hitler that you probably love so much.
[00:33:29.047 --> 00:33:29.627]  It's a victory.
[00:33:30.948 --> 00:33:31.508]  Every day.
[00:33:33.209 --> 00:33:34.870]  Infowars goes on the air.
[00:33:36.211 --> 00:33:36.751]  It's a victory.
[00:33:38.120 --> 00:33:45.022]  When I wake up, I go to Bandai Video and Harrison Smith is live, that's a victory.
[00:33:47.342 --> 00:33:49.783]  And it's all thanks to you shopping at Infowarsstore.com.
[00:33:50.103 --> 00:33:55.964]  The American people, the organic grassroots, beating the corrupt establishment that wants us off the air.
[00:33:56.564 --> 00:33:59.705]  And we do it by selling you great products at Infowarsstore.com.
[00:33:59.745 --> 00:34:04.787]   And one of the best that we have, fully endorsed by me, Vitamin Mineral Fusion.
[00:34:05.107 --> 00:34:06.128]  Finally back in stock.
[00:34:06.148 --> 00:34:06.769]  Been out of stock.
[00:34:07.170 --> 00:34:10.253]  Finally back in stock at Infowarestore.com.
[00:34:10.273 --> 00:34:10.554]  25% off.
[00:34:10.634 --> 00:34:13.197]  I start every morning with Vitamin Mineral Fusion.
[00:34:14.458 --> 00:34:18.723]  And this is the platinum standard of advanced multivitamin formulas.
[00:34:19.955 --> 00:34:21.496]  All in one scoop every morning.
[00:34:22.156 --> 00:34:34.023]  After being out of stock for months, there's no better time to make sure that you're boosting your natural systems and getting your essential vitamins, minerals, and nutrients than now with Vitamin Mineral Fusion, back in stock at 25% off.
[00:34:36.084 --> 00:34:37.305]  We don't live in a perfect world.
[00:34:37.525 --> 00:34:44.749]  Our diets no longer contain everything we need, and instead of spending huge amounts of time and money to do so, Vitamin Mineral Fusion is here to help.
[00:34:45.170 --> 00:34:56.296]  This product contains Vitamin C, D, E, and B12, Calcium, Magnesium, Zinc, Selenium, L-Glutamine, CoQ10, and many more vital nutrients.
[00:34:56.777 --> 00:35:02.100]  In this time of need, it's especially crucial that we're giving our bodies what they need to function at optimum health.
[00:35:02.660 --> 00:35:04.483]  Don't wait until it's out of stock again.
[00:35:04.543 --> 00:35:10.732]  Boost your natural systems and get Vitamin Mineral Fusion today for 25% off at InfoWarsStore.com.
[00:35:10.752 --> 00:35:15.158]  A little health note, as you see even more of the ingredients on the screen there.
[00:35:15.218 --> 00:35:18.303]  By the way, you can go to InfoWarsStore.com and look at all the five-star reviews.
[00:35:19.847 --> 00:35:22.048]  I do start every morning with Vitamin & Mineral Fusion.
[00:35:22.168 --> 00:35:24.230]  I like to mix it with juice.
[00:35:25.150 --> 00:35:26.791]  I've tried it with just about all juices.
[00:35:26.871 --> 00:35:28.292]  It all tastes good.
[00:35:28.712 --> 00:35:32.294]  But mix one scoop of Vitamin & Mineral Fusion with a little juice, a little water.
[00:35:32.354 --> 00:35:32.955]  It tastes great.
[00:35:32.995 --> 00:35:33.555]  It's good for you.
[00:35:33.595 --> 00:35:35.376]  Chase down the rest of your supplements every morning.
[00:35:35.816 --> 00:35:46.202]  Great way to start the day and know you're getting 100% of your daily value in many essential vitamins and minerals.
[00:35:46.342 --> 00:35:48.484]  That's why it's Vitamin & Mineral Fusion.
[00:35:49.460 --> 00:35:51.281]  Infowarsstore.com.
[00:35:51.461 --> 00:35:54.862]  Your support there keeps us on the air.
[00:35:54.902 --> 00:35:57.222]  Once again, Owen Schroer here filling in for Alex Jones.
[00:35:57.362 --> 00:35:58.823]  He was hoping to host today.
[00:35:59.763 --> 00:36:02.804]  Some stuff came up and he's had to step away.
[00:36:03.164 --> 00:36:10.706]  We may be hearing from him shortly and he may actually have to return early from his workcation to come back in studio.
[00:36:10.746 --> 00:36:12.547]  So we'll be monitoring that.
[00:36:14.528 --> 00:36:30.988]   And, you know, We were talking about just how sick and twisted the left is getting, and I've got this video here, and there's a bunch of stuff, and half the time I can't even bring myself to play it, quite frankly, but this is promoted to your children.
[00:36:33.589 --> 00:36:41.032]  Specifically, this has a big account on TikTok, but this gentleman specifically does sexual education videos for kids.
[00:36:41.932 --> 00:36:50.429]   That's where his Marketing is geared to is kids and so you really got to be careful with what your kids are watching out there and
[00:36:54.349 --> 00:37:04.835]  You know, maybe for some kids it doesn't matter, because, I mean, look, honestly, if I saw this when I was a kid, or if me and my friends were on TikTok and we saw this as a kid, like, we'd be making fun of this Froot Loop for at least a month.
[00:37:05.976 --> 00:37:15.622]  I mean, this absolute freak show would be good for about a month's worth of jokes at the, uh, at the homeroom table and at the lunch table and then in the recess and then after school.
[00:37:15.662 --> 00:37:19.464]  I mean, we'd be, you know, we'd be having a fun time with this absolute Froot Loop here.
[00:37:21.025 --> 00:37:22.327]  Okay, maybe that's me and my friends.
[00:37:22.407 --> 00:37:25.370]  There are vulnerable children that will hear this stuff.
