[00:00:03.253 --> 00:00:05.115]  We're live!
[00:22:09.530 --> 00:22:12.272]  They say, oh, it's all about your freedom.
[00:22:12.272 --> 00:22:15.493]  That's why we want to arrest you if you don't take shots.
[00:22:15.493 --> 00:22:16.954]  That's why we need to make you take shots.
[00:22:16.954 --> 00:22:18.595]  That's why we need these fake quarantine centers.
[00:22:19.867 --> 00:22:21.408]  Oh, it's a conspiracy, this Emmer.
[00:22:21.408 --> 00:22:24.670]  You know, he's a tropical disease expert on government boards.
[00:22:24.670 --> 00:22:28.432]  He's out there, oh, this didn't come out of a lab, preposterous.
[00:22:28.432 --> 00:22:34.995]  And you know he helped develop the SARS so-called vaccines and other cold bug vaccines.
[00:22:34.995 --> 00:22:37.996]  And you know why they always pulled him?
[00:22:37.996 --> 00:22:40.638]  We got him testifying in Congress ten years ago and five years ago.
[00:22:41.909 --> 00:22:48.294]  That it's because in the trials it killed people and it caused the virus to mutate worse!
[00:22:48.294 --> 00:22:48.734]  Oh!
[00:22:48.734 --> 00:22:59.702]  But suddenly, Dr. Peter Hotez, right as the quote pandemic begins, comes out in lockstep with the whole thing.
[00:22:59.702 --> 00:23:05.045]  This is a larger global government agenda.
[00:23:05.045 --> 00:23:11.170]  And it's all run by the deep state intelligence agencies that work and are owned and live in a revolving door
[00:23:12.230 --> 00:23:13.510]  With the military-industrial complex.
[00:23:13.510 --> 00:23:14.671]  We'll be getting to this more today.
[00:23:14.671 --> 00:23:16.671]  Look at these headlines.
[00:23:16.671 --> 00:23:27.874]  Pentagon program haunts those who embarrass, quote, its generals and treat criticizing any military brass as terrorism and you're listed as a foreign adversary.
[00:23:27.874 --> 00:23:28.875]  Want to go read it?
[00:23:28.875 --> 00:23:31.956]  The document was marked restricted but not classified.
[00:23:31.956 --> 00:23:35.917]  But they're very upset it's public and are asking the public not to share it.
[00:23:35.917 --> 00:23:36.717]  Totally illegal.
[00:23:37.853 --> 00:23:40.094]  The military being trained against the people.
[00:23:40.094 --> 00:23:45.595]  State Department's Narrative Control Unit letting highly ideological activists decide discourse.
[00:23:45.595 --> 00:23:53.418]  The State Department decides what's real and what's not, then gives the fact-checking private corporate companies orders on who to censor, all based on frauds.
[00:23:53.418 --> 00:23:55.978]  And they say, if you say the vaccine doesn't work, you're a liar.
[00:23:55.978 --> 00:23:56.979]  But you're right.
[00:23:56.979 --> 00:23:59.519]  If they say it's connected to myocarditis, they say you're a liar.
[00:23:59.519 --> 00:24:01.800]  But it is.
[00:24:01.800 --> 00:24:03.881]  They're there to make sure the truth doesn't get out.
[00:24:03.881 --> 00:24:05.221]  That's a weaponized government.
[00:24:06.790 --> 00:24:13.615]  Against you and your very life, and that of your children and everyone around you.
[00:24:13.615 --> 00:24:16.857]  They're mad scientists, they're coming for our bodies.
[00:24:16.857 --> 00:24:20.479]  Now he tries to walk this around in circular logic.
[00:24:20.479 --> 00:24:22.380]  Well, we don't normally debate in science.
[00:24:22.380 --> 00:24:29.685]  We publish papers, and then you work to block other papers you don't agree with, with all the massive funding you've got.
[00:24:29.685 --> 00:24:31.827]  But this guy's been intimately involved with Fauci.
[00:24:33.237 --> 00:24:58.077]  With major universities in Texas developing coronavirus vaccines that are mRNA and virus vector, and they did virus vector and mRNA tests in the 2014 through 2016 in Texas, and the University of Texas in a national NIH initiative headed up by Fauci, and this guy was involved in it, they said, don't ever try this on humans.
[00:24:58.077 --> 00:25:00.860]  It killed most of the rats.
[00:25:00.860 --> 00:25:01.861]  I've covered that ad nauseum.
[00:25:02.779 --> 00:25:07.981]  And that's why at the time he went on C-SPAN and said to Congress, this is really dangerous.
[00:25:07.981 --> 00:25:16.945]  We can't be giving these vaccines for the common cold to people because they cause major problems and death.
[00:25:16.945 --> 00:25:25.708]  I played the clip many times, but that's before somebody had a little talking with the children's hospital director.
[00:25:25.708 --> 00:25:30.190]  So, let's go ahead and play a clip of him on MSNBC.
[00:25:30.190 --> 00:25:30.510]  Here it is.
[00:25:33.248 --> 00:25:36.911]  It's sad because I said I'm so fed up with the debate me, debate me.
[00:25:36.911 --> 00:25:38.311]  Because it's not really about the debate.
[00:25:38.311 --> 00:25:42.574]  If it was about finding out information, as you said, you've already written about vaccines and autism.
[00:25:42.574 --> 00:25:45.796]  You've already spoken and written about COVID vaccines.
[00:25:45.796 --> 00:25:54.822]  I think you've been on... And it's all been proven lies and we played a five minute compilation earlier where he changes his story 30-something times in front of your face!
[00:25:58.543 --> 00:26:01.284]  100% effective, 90% effective, 70% effective, 60% effective.
[00:26:01.284 --> 00:26:05.025]  You need one shot, you need three shots, you need four shots, you need five shots.
[00:26:05.025 --> 00:26:08.546]  Worry about, don't even worry about the number of shots, just take all the shots.
[00:26:08.546 --> 00:26:09.346]  Here, go back to the clip.
[00:26:09.346 --> 00:26:10.747]  ...vaccines and autism.
[00:26:10.747 --> 00:26:13.988]  You've already spoken and written about COVID vaccines.
[00:26:13.988 --> 00:26:18.429]  I think you've been on MSNBC and other channels hundreds of times since the start of the pandemic.
[00:26:18.429 --> 00:26:20.850]  People can hear your views and the evidence you bring to this.
[00:26:20.850 --> 00:26:21.310]  Yeah, one-sided crap.
[00:26:21.310 --> 00:26:25.011]  So they're actually interested in evidence, and it sadly means that you're... Well, they work to silence us.
[00:26:25.431 --> 00:26:27.693]  Oh, you're a hero.
[00:26:27.693 --> 00:26:29.094]  Don't debate when you're losing.
[00:26:29.094 --> 00:26:29.915]  Don't debate when you're a liar.
[00:26:54.594 --> 00:26:56.697]  Should debate a holocaust denier.
[00:26:56.697 --> 00:26:59.200]  That's my analogy here.
[00:26:59.200 --> 00:27:03.666]  I don't think these debates between experts and cranks do anything other than elevate the public.
[00:27:05.074 --> 00:27:05.875]  Well, you're absolutely right.
[00:27:05.875 --> 00:27:07.716]  I mean, there are certain things you debate.
[00:27:07.716 --> 00:27:14.482]  I understand what a debate about 18th century Enlightenment philosophy is, and debating Rousseau and Bishop Berkeley.
[00:27:14.482 --> 00:27:16.744]  I understand what political debates are.
[00:27:16.744 --> 00:27:19.447]  But in science, we don't typically do debates.
[00:27:19.447 --> 00:27:27.994]  What we do is we write scientific papers, we present our findings in front of a critical audience of our peers to solicit their input and suggestions.
[00:27:27.994 --> 00:27:29.135]  They're all paid off by the Department.
[00:27:30.036 --> 00:27:40.464]  One doesn't typically debate science, maybe the one-off discussion of evolution versus creationism and that sort of thing, but that's not what we do in science, and so that's problem number one.
[00:27:40.464 --> 00:27:42.746]  Problem number two is to debate with RFK Jr.
[00:27:42.746 --> 00:27:51.793]  I've discussed this issue with him many times by phone and by email, and the problem is, you know, he just keeps on moving the goalposts.
[00:27:51.793 --> 00:27:56.077]  I mean, first it was the measles-multivilla vaccine that caused autism.
[00:27:56.077 --> 00:27:56.657]  That's enough.
[00:27:56.657 --> 00:27:56.957]  What's that?
[00:27:56.957 --> 00:27:58.399]  I don't want to listen to any more of this guy.
[00:27:59.127 --> 00:28:01.608]  They have been proven to be liars about the whole thing.
[00:28:01.608 --> 00:28:03.268]  They created the virus.
[00:28:03.268 --> 00:28:05.769]  They released it for a giant globalist power grab.
[00:28:05.769 --> 00:28:08.029]  It's called Operation Lockstep.
[00:28:08.029 --> 00:28:09.389]  You're living in the middle of it.
[00:28:09.389 --> 00:28:17.892]  They have a UN World Treaty they're trying to push through, where the UN controls every major nation-state's medical policy, and you have no rights under it.
[00:28:17.892 --> 00:28:23.513]  And all your medical privacy and autonomy of your body, bodily autonomy, is stripped.
[00:28:24.571 --> 00:28:28.894]  They are flagrant, clear and present dangers to civilization and society.
[00:28:28.894 --> 00:28:34.839]  They're part of a biomedical, eugenics, transhumanist, power grab people.
[00:28:34.839 --> 00:28:39.083]  Oh, somebody went to his house and talked to him in his yard.
[00:28:39.083 --> 00:28:44.407]  This guy wants to come take your kids, put you in a camp, force inject you, put you in jail for your speech.
[00:28:46.089 --> 00:28:53.384]  He's on Big Pharma's payroll, he's a disgusting blob, in his little suit, his little priest suit, his little white outfit.
[00:28:53.384 --> 00:28:55.268]  You don't own me, scumbag!
[00:28:55.268 --> 00:28:56.610]  I own my body, you filth!
[00:28:59.485 --> 00:29:08.348]  Two amazing nootropics, that means brain power, are back in stock at InfoWarsTour.com, and they're both 50% off.
[00:29:08.348 --> 00:29:12.589]  We haven't offered these for 50% off since last Christmas.
[00:29:12.589 --> 00:29:16.590]  These are amazing products, and for those of you on the fence, I want you to try them.
[00:29:16.590 --> 00:29:21.391]  Brain Force Ultra hits in 15 minutes, only lasts three hours, with no hangover.
[00:29:21.391 --> 00:29:22.752]  It is a game changer.
[00:29:22.752 --> 00:29:23.972]  Nobody's got something close to this.
[00:29:24.312 --> 00:29:28.154]  Then our Brain Force Plus is a good, basic, clean nootropic.
[00:29:28.154 --> 00:29:33.095]  It gives you four to six hours of amazing energy, again, with no hangover, no jitters.
[00:29:33.095 --> 00:29:38.958]  Both products, back in stock, InfoWarsTore.com for 50% off, and it funds the InfoWar.
[00:29:38.958 --> 00:29:41.739]  So get your Brain Force Ultra, your Brain Force Plus, and
[00:29:42.059 --> 00:29:42.580]  We're good.
[00:29:59.582 --> 00:30:04.004]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[00:30:04.004 --> 00:30:09.226]  Two new incredible products are now available exclusively at mfullmorestore.com.
[00:30:09.226 --> 00:30:21.570]  They are both clones of national best-selling products from a major pharmaceutical slash supplement maker that are listeners and patriots that are allowing us to private label it at a lower price you'll find in stores.
[00:30:21.570 --> 00:30:24.752]  It's Joint Relief Max and Nerve Renew.
[00:30:25.752 --> 00:30:26.213]  Thanks for watching!
[00:30:45.447 --> 00:30:51.172]  Renew from InfoWarsMD exclusively at InfoWarsStore.com right now.
[00:30:51.172 --> 00:30:52.813]  Introducing them both, 25% off.
[00:30:52.813 --> 00:30:57.277]  You'll find them exclusively at InfoWarsStore.com and they fund our operation.
[00:30:59.520 --> 00:31:03.986]  In the short time we have, I can't get into all the incredible ingredients and superfluorescent vitality.
[00:31:03.986 --> 00:31:12.818]  Go to InfoWareStore.com, read about the ingredients, look them up for yourself, and then understand, this is cold-pressed herbs, so it has a more powerful effect to the body.
[00:31:12.818 --> 00:31:15.201]  Get yours today at InfoWareStore.com for 50% off.
[00:31:17.791 --> 00:31:19.812]  Super Mel Vitality is selling out.
[00:31:19.812 --> 00:31:22.652]  It's an incredible formula for stamina, energy, libido.
[00:31:22.652 --> 00:31:23.973]  Only a few hundred bottles left.
[00:31:23.973 --> 00:31:29.374]  But the good news is we have several thousand bottles left of Super Female Vitality that's the same formula.
[00:31:29.374 --> 00:31:30.154]  It boosts men.
[00:31:30.154 --> 00:31:31.175]  It boosts women.
[00:31:31.175 --> 00:31:31.935]  It works great.
[00:31:31.935 --> 00:31:33.795]  But women like pink labels.
[00:31:33.795 --> 00:31:35.776]  Men like different color labels.
[00:31:35.776 --> 00:31:37.797]  So it works for men as well.
[00:31:37.797 --> 00:31:38.857]  It's the same formula.
[00:31:38.857 --> 00:31:40.117]  It's an incredible formula.
[00:31:40.117 --> 00:31:41.198]  And it funds our operation.
[00:31:41.198 --> 00:31:42.778]  And there's another important part of the
[00:31:43.098 --> 00:31:44.420]  Overall information.
[00:31:44.420 --> 00:31:47.042]  It's 50% off for a limited time.
[00:31:47.042 --> 00:31:54.310]  So get your Super Female Vitality for men and women at InfoWarStore.com right now for 50% off and it funds the Info War.
[00:31:54.310 --> 00:31:58.915]  Super Female Vitality, 50% off for a limited time at InfoWarStore.com.
[00:32:01.147 --> 00:32:04.268]  I talk a lot about the great successes InfoWars has had.
[00:32:04.268 --> 00:32:06.548]  I don't think anybody can deny it.
[00:32:06.548 --> 00:32:10.489]  And it is because of listeners and viewers supporting us.
[00:32:10.489 --> 00:32:18.570]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers, they really have been the MVPs in this fight.
[00:32:18.570 --> 00:32:27.192]  And when you look at Harrison Smith and Owen Schroyer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
