[00:00:00.000 --> 00:00:02.759]  (dramatic music)
[01:39:57.346 --> 01:39:59.206]  They care about spiritual wealth.
[01:40:00.126 --> 01:40:07.968]  And so, if you don't care about making a dollar, but you do care about making a difference, then it's really hard for these less than one percenters to control you.
[01:40:08.690 --> 01:40:15.838]  And that's why I have taken the position that I have on this notion of monetary gain regarding a lot of things in my life.
[01:40:16.379 --> 01:40:22.906]  Because if you put money first, as opposed to God first, then you end up worshipping the wrong master.
[01:40:22.926 --> 01:40:26.089]  I totally agree with you, but I want to talk about balance to this.
[01:40:26.129 --> 01:40:28.091]  This is really an important point that I never get into.
[01:40:29.076 --> 01:40:34.420]  I never even cared about money until I realized it was a symbol of energy to be able to do what I want.
[01:40:34.760 --> 01:40:42.726]  But if I can be controlled as if it is the highest thing on my hierarchy of needs, and then I'll just simply sell out for that, then it's a bad thing.
[01:40:42.786 --> 01:40:57.537]   But if I don't sell out, do the right thing, and then accumulate wealth to help others, and build up systems outside the enemy, because they want to keep us poor and control us, Then that puts the physical third dimension together with the higher dimensions, and now we can basically do anything.
[01:40:57.717 --> 01:41:06.224]  You can't just like Oprah Winfrey, imagine something and then manifest a nuclear reactor, or manifest a jet airplane, or manifest a Beethoven symphony.
[01:41:06.524 --> 01:41:13.910]  There's got to be a lot that his ancestors, this training, the building, his connection, becoming deaf, going to the next level of actually hearing.
[01:41:14.490 --> 01:41:18.570]   vibrationally to then take it to another dimension. So there's there's got to be
[01:41:18.570 --> 01:41:22.770]   all the pieces there but then we have the pieces now and are at this historic
[01:41:22.770 --> 01:41:26.970]   jump point. So do you get my point about we shouldn't run from resources we
[01:41:26.970 --> 01:41:30.529]   should create our own systems and develop resources not for the worship of
[01:41:30.529 --> 01:41:36.689]   resources but for the use of them in building a better world. Absolutely and
[01:41:36.689 --> 01:41:40.369]   that's why I advocate so heavily for Tesla Tower technology and Dr. Reif and
[01:41:40.983 --> 01:41:47.872]  Because if we look into what will happen when we create these Tesla Towers, number one, we'll create a decentralized energy grid.
[01:41:48.192 --> 01:41:50.676]  Number two, we'll create a decentralized communication grid.
[01:41:51.016 --> 01:41:53.899]  Number three, we'll end up being able to influence agriculture.
[01:41:54.219 --> 01:41:57.241]  We'll be able to clean up the pollution and the geoengineering.
[01:41:57.662 --> 01:42:05.088]  We will be able to use these electromagnetic ley lines in these towers to create a new supply chain and a new transportation grid.
[01:42:05.849 --> 01:42:09.832]  We will also revolutionize medicine if we use Dr. Reich's machine.
[01:42:09.852 --> 01:42:11.033]  Let me raise that point.
[01:42:11.053 --> 01:42:12.755]  So we have to create a new system.
[01:42:13.155 --> 01:42:18.340]  Plato, who most of what he said has been found to be true, he was a philosopher and historian, the father of it.
[01:42:19.061 --> 01:42:24.486]  He said Atlantis was real and they had towers and a power that let flying machines go everywhere, but it blew up.
[01:42:24.826 --> 01:42:26.428]  From your deep research, what do you think?
[01:42:26.768 --> 01:42:32.914]  Did Atlantis exist or was it a psychic peeing into the future that we're building in Atlantis that's dangerous?
[01:42:34.750 --> 01:42:39.929]   No, what I think happened with Atlantis, and if you look into the work of Graham Hancock and his book, Magicians of
[01:42:39.929 --> 01:42:44.130]   the Gods, and all of his other research, then you will find that off
[01:42:44.130 --> 01:42:48.750]   of the, uh, out in the middle of the Atlantic Ocean and out in the middle of the Pacific Ocean,
[01:42:48.750 --> 01:42:52.750]   ice age, because there was so much ice and water up near the North Pole.
[01:43:02.750 --> 01:43:05.750]  These are products that you really need.
[01:43:06.494 --> 01:43:10.797]  These are products that are incredible, that are now back in stock.
[01:43:11.697 --> 01:43:19.842]  And we're getting very close to being stabilized like we were financially three years ago before the lockdowns and all the problems that almost shut down InfoWars.
[01:43:19.862 --> 01:43:23.965]  Because you'd buy the products before, we just were sold out of most of them for sometimes years.
[01:43:24.965 --> 01:43:27.767]  The bone broth or you name it.
[01:43:28.513 --> 01:43:29.793]  But that's all back in stock now.
[01:43:30.193 --> 01:43:32.374]  And what's back in stock is Vitamin Mineral Fusion.
[01:43:32.794 --> 01:43:35.915]  And funding-wise, we're almost there where this stuff won't be sold out anymore.
[01:43:36.115 --> 01:43:37.855]  We'll just have all the staple products all the time.
[01:43:37.875 --> 01:43:39.235]  We're gonna get to that model.
[01:43:40.436 --> 01:43:43.536]  So, I need you to get products you already need that enrich your life.
[01:43:45.697 --> 01:43:49.258]  Now, Vitamin Mineral Fusion is good for your immune system, good for your whole body.
[01:43:49.278 --> 01:43:50.338]  It has everything essential in it.
[01:43:50.778 --> 01:43:51.358]  Tastes great.
[01:43:51.698 --> 01:43:52.258]  All natural.
[01:43:52.958 --> 01:43:53.478]  Discounted.
[01:43:53.639 --> 01:43:54.679]  Infowarshore.com.
[01:43:54.919 --> 01:43:55.439]  Back in stock.
[01:43:56.866 --> 01:43:57.587]  Nitric Boost.
[01:43:57.907 --> 01:44:03.713]  This wasn't even a bestseller until Dr. Mikovits pointed out that it's a great formula and it's good for cleaning your blood out.
[01:44:03.733 --> 01:44:04.694]  Well, something's going on now.
[01:44:04.714 --> 01:44:05.555]  It is one of our bestsellers.
[01:44:05.955 --> 01:44:08.658]  But this is a private label of a national bestseller already.
[01:44:09.019 --> 01:44:11.401]  So people already know the stuff that's in here is so good for your blood.
[01:44:11.801 --> 01:44:14.744]  With what's happening in the environment and all the things happening, you need this.
[01:44:14.844 --> 01:44:15.585]  So it's discounted.
[01:44:16.086 --> 01:44:18.889]  We have Christmas comes in August sale.
[01:44:20.498 --> 01:44:21.399]  Up to 60% off.
[01:44:21.419 --> 01:44:22.340]  Double Patriot points.
[01:44:22.380 --> 01:44:25.783]  We're almost sold out of Super Female Vitality.
[01:44:26.543 --> 01:44:27.684]  We sold out of the Super Male.
[01:44:27.764 --> 01:44:29.346]  It's the same formula, just a pink label.
[01:44:29.406 --> 01:44:30.447]  So good for your libido.
[01:44:30.847 --> 01:44:31.688]  So good for your energy.
[01:44:31.708 --> 01:44:34.270]  If you want to really have something special, it's available.
[01:44:34.930 --> 01:44:35.471]  60% off.
[01:44:35.791 --> 01:44:40.075]  The water filtration, air filtration specials, and food specials is 10% off.
[01:44:40.115 --> 01:44:41.216]  We do that maybe once a year.
[01:44:41.696 --> 01:44:43.197]  There's not much markup in those.
[01:44:43.357 --> 01:44:44.799]  So 10% off is gargantuan.
[01:44:45.099 --> 01:44:46.320]  The highest rated water filters.
[01:44:46.420 --> 01:44:47.421]  Highest rated air filters.
[01:44:47.982 --> 01:44:53.389]  Already, on average, half what the leading competitors are that are the same unit.
[01:44:53.529 --> 01:44:55.171]  10% off of that, you cannot beat it.
[01:44:55.472 --> 01:44:56.713]  That's got to end in a couple days.
[01:44:56.773 --> 01:44:59.337]  The rest of the sale will continue on through the month.
[01:44:59.357 --> 01:45:01.219]  You can also just make a straight donation.
[01:45:02.324 --> 01:45:05.367]  Or it says donate at Infowarshore.com.
[01:45:05.387 --> 01:45:05.367]  $5, $10, $100, $1,000.
[01:45:05.627 --> 01:45:08.069]  You can sign up to do it recurring.
[01:45:08.609 --> 01:45:09.810]  Cancel for free anytime.
[01:45:10.070 --> 01:45:12.392]  But say, hey, I want to donate $10 every month to Infowars.
[01:45:12.713 --> 01:45:19.038]  That would be getting 95% of the money after credit card fees instead of, you know, with the food or water filter.
[01:45:19.518 --> 01:45:22.380]  With a discount of 10%, we're making 20% on it, OK?
[01:45:23.041 --> 01:45:23.361]  It's fine.
[01:45:23.421 --> 01:45:24.222]  We sell a ton of it.
[01:45:24.242 --> 01:45:24.982]  We give you the best deal.
[01:45:26.135 --> 01:45:29.178]  Infowarsstore.com or 888-253-3139.
[01:45:29.198 --> 01:45:29.559]  888-253-3139.
[01:45:29.639 --> 01:45:36.226]  Colloidal Silver.
[01:45:36.286 --> 01:45:37.267]  Sold out in three years.
[01:45:37.507 --> 01:45:38.308]  Top lab in the country.
[01:45:38.328 --> 01:45:39.049]  We're a private label.
[01:45:39.089 --> 01:45:40.590]  It's so good to have your medicine cabinet.
[01:45:40.871 --> 01:45:42.833]  Topically, internally, it's just incredible.
[01:45:43.433 --> 01:45:44.575]  Infowarsstore.com.
[01:45:44.775 --> 01:45:45.335]  It's 30% off.
[01:45:46.997 --> 01:45:51.100]  So take action now for the incredible coverage you just saw the last hour.
[01:45:51.480 --> 01:45:54.262]  You're financing saving the children's future.
[01:45:54.482 --> 01:45:58.925]  You're financing exposing the next lockdown, stopping the globalist program in dead in its tracks.
[01:45:59.185 --> 01:46:04.869]  The enemy admits in their own documents that have leaked that they see us as the talking point generator everybody's following.
[01:46:05.029 --> 01:46:05.770]  It's actually true.
[01:46:06.070 --> 01:46:06.630]  Not bragging.
[01:46:06.670 --> 01:46:07.591]  God put me in this position.
[01:46:07.931 --> 01:46:08.512]  It's not just me.
[01:46:08.552 --> 01:46:09.672]  It's our guests, our callers.
[01:46:09.712 --> 01:46:10.373]  It's what we do.
[01:46:10.693 --> 01:46:12.434]  We are the best there is.
[01:46:12.654 --> 01:46:13.415]  All of us together.
[01:46:13.815 --> 01:46:16.919]  Please pray for us, spread the word, and go now to mfullerstore.com.
[01:46:16.739 --> 01:46:18.739]  Go now.
[01:46:18.739 --> 01:46:23.739]  [silence]
[01:46:23.739 --> 01:46:26.739]  Biological attack is imminent!
[01:46:27.194 --> 01:46:27.574]  Imminent!
[01:46:27.854 --> 01:46:28.715]  It's going to happen.
[01:46:28.935 --> 01:46:32.498]  It's not a question of will it happen, but when it happens.
[01:46:32.738 --> 01:46:44.187]  A bioweapon release could be the thing they'd release to bring in a world government to counter a global problem, and the UN has said that a global pandemic is the only thing that may save their world government.
[01:46:44.067 --> 01:46:50.786]   This is a biological warfare agent that had leaked out of the Wuhan laboratory.
[01:46:50.786 --> 01:47:00.786]   Leading a frontal assault on the lies of the New World Order.
[01:47:00.670 --> 01:47:02.430]  It's Alex Jones.
[01:47:02.430 --> 01:47:11.869]   of the out in the middle of the Atlantic Ocean and out in the middle of the Pacific Ocean,
[01:47:11.869 --> 01:47:16.670]   ice age because there was so much ice and water up near the North Pole. There was so
[01:47:16.670 --> 01:47:20.149]  much more land exposed.
[01:47:20.271 --> 01:47:40.088]   And when a comet broke up in outer space and smashed into the ice sheet, it created literally oceans worth of water, not just dumping all over the surface of the planet, but also shooting millions upon millions of gallons of not just water, but soot and mud Up into the upper atmosphere.
[01:47:40.108 --> 01:47:42.276]  And this is where we get into things like black rain and stuff like that.
[01:47:42.336 --> 01:47:50.603]   Now, the reason why I think this happened is because Atlantis was almost like at the end of a golden age of sorts.
[01:47:51.023 --> 01:47:54.927]  It was when all this sacred knowledge began to become perverted.
[01:47:55.387 --> 01:48:09.579]  So they understood the ley lines, they understood the power of thought and emotion, they understood the power and the role of energy, frequency and vibration in human civilization, and they created a society that was based on embodying this divine truth.
[01:48:09.899 --> 01:48:15.144]   But eventually what ended up happening is that it became It fell to priestcraft.
[01:48:15.424 --> 01:48:18.628]  And then they started doing things like child and human sacrifice.
[01:48:18.888 --> 01:48:23.514]  And this isn't, I don't think this is in Graham Hancock's book, but this is my contention.
[01:48:23.554 --> 01:48:25.636]  This is what I've come to believe.
[01:48:26.037 --> 01:48:32.184]  That they ended up doing things like child and human sacrifice at these sacred sites, at these pyramids, on the ley lines.
[01:48:32.464 --> 01:48:34.066]  And they were doing it so heavily.
[01:48:34.702 --> 01:48:44.430]  That it ended up creating such a low frequency state of fear and pain and suffering on the planet that their karma came back to bite them in the ass.
[01:48:45.070 --> 01:48:49.574]  And this comet slammed into the ice sheet and just wiped everything clean.
[01:48:50.054 --> 01:48:54.017]  And we are like the inheritors of this lost civilization.
[01:48:54.057 --> 01:49:01.043]  That's why we look around us and we see all these massive buildings like the pyramids, like not just in Egypt, but like in China or in Bosnia.
[01:49:01.083 --> 01:49:01.783]  I mean, they're everywhere.
[01:49:03.064 --> 01:49:04.788]  Also, we have an epigenetic memory.
[01:49:04.868 --> 01:49:08.637]  When we see all the technology or see science fiction, it seems like we're home.
[01:49:08.697 --> 01:49:09.659]  It's like, well, I know this.
[01:49:11.653 --> 01:49:11.993]  Yes.
[01:49:12.533 --> 01:49:18.254]  So what happened is that they got to a point where they started to worship themselves and not God.
[01:49:18.574 --> 01:49:26.716]  They got to a point to where they were attempting to use this knowledge for power for themselves, for selfish reasons and purposes.
[01:49:27.216 --> 01:49:34.637]  And in the process, their karma ended up coming back at them and it just wiped everything clean and we had to start over.
[01:49:34.957 --> 01:49:39.438]  I mean, if you look in the Mahabharata... So you don't think it was some type of free energy machine exploding or a war?
[01:49:39.838 --> 01:49:41.258]  From your research, you think it was a comet?
[01:49:42.981 --> 01:49:45.142]  Oh yeah, I'm quite certain it was a comet.
[01:49:45.162 --> 01:49:46.062]  And it happened twice.
[01:49:46.102 --> 01:49:47.683]  It happened in the span of 2,000 years.
[01:49:48.043 --> 01:49:53.925]  It happened once, I think, 12,000 years ago, right around the time that Gobekli Tepe was made and buried.
[01:49:54.265 --> 01:49:57.206]  And then it happened again another 1,000 years later.
[01:49:57.907 --> 01:50:00.728]  And so it just reset everything.
[01:50:00.988 --> 01:50:06.850]  And if you, like I said, just look into the work of Graham Hancock and you will be amazed at the things that he's uncovered.
[01:50:06.870 --> 01:50:12.292]  What ancient culture do you think has the most accurate history analysis of what happened?
[01:50:15.646 --> 01:50:16.626]  Well, you mean during the flood?
[01:50:17.367 --> 01:50:26.069]  Well, just of the cultures we know of, of the Egyptians, the Babylonians, the, you know, the folks that were in Babylon, of all those groups, which one from the history do you think is the most accurate?
[01:50:27.970 --> 01:50:30.091]  Well, they all kind of are saying the same thing.
[01:50:30.191 --> 01:50:33.412]  And what I've found is that it's kind of like the telephone game.
[01:50:33.612 --> 01:50:39.914]  As they go throughout history, the story changes just a little bit and then ends up getting more and more distorted as time goes on.
[01:50:41.112 --> 01:50:57.016]  I would say that if you look into all shamanic cultures all over the planet, whether it be the aborigines in Australia, the Native Americans here in the United States, whether it be the ancient Mongolians or the Africans, the Europeans, they all have stories of the flood.
[01:50:57.637 --> 01:50:59.217]  They all have stories of the flood.
[01:51:00.081 --> 01:51:02.004]  And they all have their own.
[01:51:02.084 --> 01:51:10.294]  It all kind of actually comes down to this idea that God decided to save one man or one family and allow them to repopulate the earth.
[01:51:11.356 --> 01:51:32.953]   So I think that the truth about reality And the spiritual nature to our existence has been known for millennia, but it has been kept to a very tightly knit group of quote-unquote elite families or royal families and bloodlines.
[01:51:33.373 --> 01:51:37.334]  And this is the knowledge that they are trying to keep from dispensing to the public.
[01:51:37.414 --> 01:51:44.296]   These are the floodgates they're trying to hold back because coming back to this idea of collective consciousness, And energy frequency and vibration.
[01:51:44.817 --> 01:51:51.762]  Once this knowledge makes its way into the collective consciousness stream, then the death matrix dissolves.
[01:51:52.142 --> 01:51:53.964]  That there's nothing that they can do.
[01:51:54.404 --> 01:51:57.286]  There's nothing that they can, nothing can stop what's coming.
[01:51:57.566 --> 01:52:05.632]  It's like a global flood of sorts, except it's like what Jesus said about the wisdom of God will fill the land as water fills the sea.
[01:52:06.073 --> 01:52:10.236]  The lion will lie down with the lamb and there will be no more killing or destroying.
[01:52:11.088 --> 01:52:13.116]  And that is, I think, what he saw.
[01:52:13.177 --> 01:52:14.362]  He saw the future, man.
[01:52:14.952 --> 01:52:17.353]  You know, and I believe that is coming.
[01:52:17.393 --> 01:52:20.113]  I believe we are creating a new heaven on earth as we speak.
[01:52:20.493 --> 01:52:23.794]  This is the most exciting time we possibly could have picked to be alive.
[01:52:24.154 --> 01:52:27.175]  The ancients pointed to this time as like, I want to be alive right there.
[01:52:27.295 --> 01:52:28.695]  I want to see what's going to happen there.
[01:52:29.075 --> 01:52:35.277]  Because we're coming out of this very dark night of the collective soul and into a collective awakening.
[01:52:35.697 --> 01:52:43.679]  Into an awakening to all this stuff that has been suppressed for millennia and has been kept for a very specific group of families.
[01:52:44.179 --> 01:52:48.062]  And that's why they go after people that are exposing these truths.
[01:52:49.624 --> 01:52:50.184]  Keep going.
[01:52:52.286 --> 01:52:52.846]  Okay, sure.
[01:52:53.227 --> 01:52:55.148]  So, look at it like this.
[01:52:56.970 --> 01:53:15.673]   If human beings are the grains of rice on the speaker, and the electromagnetic field around the Earth is the speaker, I mean, is the frequency of the speaker, Then, that electromagnetic field around the Earth is actually connected to all the planets in the solar system and the electromagnetic field of the Sun.
[01:53:16.213 --> 01:53:18.954]  Now, this comes into this idea of Saturn, okay?
[01:53:19.574 --> 01:53:26.276]  And Saturn is a very strong presence, though it is not the strongest presence in the solar system, but it is a very strong presence.
[01:53:26.856 --> 01:53:50.443]   Now, through symbolism, right, we have been Inundated with symbols for Saturn and based on this idea of like what I was saying before about the multidimensional nature to our consciousness, what they are attempting to do is they are attempting to use the cymatic frequency of Saturn almost like a metaphysical prison wall.
[01:53:51.030 --> 01:53:58.075]  To confine our minds, to confine our souls, and in one way or another affect the frequency of planet Earth.
[01:53:58.475 --> 01:54:06.721]  Because as we are all tuned into the Saturnian frequency, we are actually feeding the Saturnian frequency with our hearts and with our minds.
[01:54:06.781 --> 01:54:16.748]  And if these people that worship Saturn are the ones in control of the legal system, they're the ones that are creating all this parasitism, dominance, war, predation, chaos, famine, disease, etc.
[01:54:17.709 --> 01:54:30.698]  Then they believe, these Satanists or Saturnists, these Saturnists, they believe that all of that pain, chaos, death, suffering, disease, famine, all of that is going to Saturn.
[01:54:31.158 --> 01:54:33.219]  It's all going to feed Satan.
[01:54:33.920 --> 01:54:34.280]  Okay?
[01:54:34.600 --> 01:54:36.842]  That it is a sacrifice to Satan.
[01:54:37.781 --> 01:54:41.045]  And same thing with the testimony of Zachary King.
[01:54:41.105 --> 01:54:42.526]  And let's go forward with this.
[01:54:42.586 --> 01:54:47.791]  The Romans worshipped Saturn and a bunch of other gods, but that was their basic Satan cult.
[01:54:48.552 --> 01:54:57.101]  And if you study what the globalists think today, they believe the planets, especially the gas giants, are interdimensional portals to which they send the energy.
[01:54:57.161 --> 01:55:01.245]  So they see Saturn not just as a god, but as a jump point.
[01:55:03.188 --> 01:55:03.588]  Yes.
[01:55:04.068 --> 01:55:17.434]  So all of these planets are in one way or another cymatic vortexes of energy that are creating a field around them that is creating a very specific pattern, a cymatic pattern in space and time.
[01:55:17.934 --> 01:55:23.816]  So basically the planets are like different keys on a piano and they're just hitting the Satan panel constantly.
[01:55:23.836 --> 01:55:25.237]  Boop, boop, boop.
[01:55:25.277 --> 01:55:26.257]  They're just hitting that tone.
[01:55:26.277 --> 01:55:26.598]  Yes.
[01:55:28.078 --> 01:55:28.478]  Correct.
[01:55:28.538 --> 01:55:29.819]  And it's a very low frequency.
[01:55:31.503 --> 01:55:31.903]  Tone.
[01:55:32.163 --> 01:55:33.804]  It's a very low frequency tone.
[01:55:34.145 --> 01:55:41.210]  Now, Jupiter is a very high frequency and it's actually completely the opposite of Saturn.
[01:55:41.550 --> 01:55:43.552]  Saturn is Kronos.
[01:55:43.892 --> 01:55:45.473]  Kronos eats his children.
[01:55:45.874 --> 01:55:47.275]  And Jupiter is Zeus.
[01:55:47.735 --> 01:55:52.298]  And Zeus helped to basically rally the gods to defeat Saturn.
[01:55:52.999 --> 01:55:54.060]  To defeat Kronos.
[01:55:54.824 --> 01:56:03.392]  Okay, so when we look at ancient mythology, we can actually find that they understood this interdimensional stuff quite well.
[01:56:04.153 --> 01:56:21.930]   And when we get into this notion of like cymatic frequencies and the downloading of information into the planet, and this information encoding the electromagnetic field of the planet itself with With data that we can then branch to in space and time, otherwise we wouldn't be able to create reality.
[01:56:21.970 --> 01:56:37.806]  So it's almost like the Earth is like a massive supercomputer, a massive supercomputer of sorts, that is downloading massive amounts of information that we can then use and channel through our bodies to create specific realities within that space-time paradigm.
[01:56:38.286 --> 01:56:39.367]  What is the sun in this?
[01:56:39.387 --> 01:56:42.668]  Because again, Earth is the third planet out, symbolizing third dimension.
[01:56:43.329 --> 01:56:46.651]  You've got Venus, you know, second dimension, the most base of life.
[01:56:47.231 --> 01:56:49.812]  Then you've got Mercury that's actually just the matter.
[01:56:50.333 --> 01:56:51.934]  What does the sun symbolize?
[01:56:54.275 --> 01:56:58.037]  Well, in my opinion, the sun symbolizes the love of God.
[01:56:59.278 --> 01:57:06.962]  Almost like the great... That's right, we don't worship the sun, but it's a symbol of God giving us energy and warmth and light.
[01:57:08.524 --> 01:57:09.484]  Yes, exactly.
[01:57:10.385 --> 01:57:09.484]  100%.
[01:57:10.425 --> 01:57:11.405]  And what does it say in the Bible?
[01:57:11.445 --> 01:57:15.327]  You know, that God shines the sunlight on the wicked and the just alike.
[01:57:16.687 --> 01:57:20.429]  Well, the first thing God says is he looks at the darkness and he says, let there be light.
[01:57:21.249 --> 01:57:22.089]  Let there be light.
[01:57:23.210 --> 01:57:23.490]  Yes.
[01:57:24.750 --> 01:57:42.956]   So, if we look at each of these buildings that are built on these ley lines as though they have a satanic pentagram over them, And that within this satanic pentagram is massive amounts of energy from the earth being drained into like a low frequency portal.
[01:57:44.053 --> 01:57:45.334]  It's funding that keeps us on air.
[01:57:45.374 --> 01:57:49.337]  We've got just enough, and there's some people trying to argue that's not enough, just to shut us down.
[01:57:49.417 --> 01:57:51.418]  But you're going to come through, the products are ready to ship.
[01:57:51.558 --> 01:57:53.599]  Infowarestore.com, finally back in stock.
[01:57:54.100 --> 01:58:03.626]  Vitamin Mineral Fusion, all the amino acids, all the vitamins that are essential, key amino acids as well for better absorption, critical for your immune system, all your body's functions, your stamina, your energy, everything.
[01:58:03.726 --> 01:58:07.629]  Vitamin Mineral Fusion, back in stock at Infowarestore.com or 888-253-3139.
[01:58:07.649 --> 01:58:10.831]  There's also a PO Box where you can order on the site, Infowarestore.com as well.
[01:58:14.093 --> 01:58:16.554]  We also have Silver Bullet, 30 parts per million.
[01:58:16.654 --> 01:58:19.476]  Colloidal Silver, sold out for years, now available again.
[01:58:19.576 --> 01:58:24.038]  So important to have in your medicine chest, in your stockpile, but also just good for regular use.
[01:58:24.178 --> 01:58:25.959]  InfoWars Store has it all.
[01:58:26.139 --> 01:58:28.501]  InfoWars Store, nitric boost for your heart.
[01:58:28.721 --> 01:58:31.582]  We've got all of Super Fimo Vitality, close to selling out.
[01:58:31.622 --> 01:58:35.384]  We have the Christmas Comes in August sale going right now.
[01:58:35.464 --> 01:58:36.585]  Get a book, get a film.
[01:58:36.965 --> 01:58:39.647]  A few copies left in my book, The Great Reset and the War for the World.
[01:58:39.687 --> 01:58:42.068]  That's a fundraiser, or buy a regular hard copy.
[01:58:42.228 --> 01:58:48.177]  Infowarstore.com has the signed and unsigned books, The Great Reset and The War for the World.
[01:58:48.537 --> 01:58:51.001]  And we also have the new CBD oil.
[01:58:51.021 --> 01:58:54.686]  We have the regular 1,000 milligram at about half the price you're going to pay from leading competitors.
[01:58:54.746 --> 01:58:55.487]  It's highest rated.
[01:58:55.888 --> 01:58:56.509]  It's still great.
[01:58:56.569 --> 01:58:57.090]  It's wonderful.
[01:58:57.370 --> 01:58:58.292]  It's a little bit lower price.
[01:58:58.572 --> 01:58:59.293]  But we now have 3,000 milligram.
