[00:00:00.209 --> 00:00:02.813]  What I do is I wait and I watch.
[00:27:41.369 --> 00:27:42.349]  It's going through the galaxy.
[00:27:42.369 --> 00:27:44.409]  It's going through all the galaxy and galaxy fields.
[00:27:44.689 --> 00:27:48.350]  It's going through the whole universe itself because everything is made up of energy.
[00:27:49.267 --> 00:27:53.928]  So each and every single new age, you see here, human beings are kind of like in the middle.
[00:27:54.468 --> 00:28:01.709]  Human beings are in the middle of all this infinitely complex sacred geometric resonance frequencies.
[00:28:01.929 --> 00:28:04.310]  Everything is based on harmonics and mathematics.
[00:28:04.750 --> 00:28:12.031]  So all the way down to the atomic and the quantum, all the way out to the universal and multiversal, it's all based on the same sacred geometry.
[00:28:12.051 --> 00:28:13.512]  It's all based on the same pattern.
[00:28:13.912 --> 00:28:15.372]  It's all based on cymatics.
[00:28:15.871 --> 00:28:16.091]  Right.
[00:28:16.372 --> 00:28:25.161]  And based on the cymatic frequency of the universe, that will determine what our thoughts, what our emotions are, etc.
[00:28:25.201 --> 00:28:29.306]  And there are cycles to this energy moving through the cosmos and our bodies.
[00:28:29.746 --> 00:28:42.327]   And this is why each and every new age We are going to see a different pattern of energy manifest itself on the planet and that is going to manifest as different species in the ecosystems.
[00:28:42.667 --> 00:28:46.329]  It's also going to manifest as different versions of human civilization.
[00:28:46.930 --> 00:28:52.813]  It's going to manifest as different thoughts and views of reality.
[00:28:53.353 --> 00:28:56.235]  It's going to manifest in different cultural behaviors, etc.
[00:28:57.356 --> 00:29:21.007]  So, what's really interesting to note, though, is that when you look at, like, the cymatic patterns and when they change, when they have a phase transition from, say, a low frequency to a high frequency, what ends up happening is that in between that phase transition, in between one frequency and another, as the frequency changes, there is a period of chaos where there is no discernible pattern whatsoever.
[00:29:21.967 --> 00:29:23.748]  And then, all of a sudden, boom!
[00:29:24.505 --> 00:29:27.566]  The pattern then re-emerges, a new pattern emerges.
[00:29:28.027 --> 00:29:42.593]  So this is why we are living through the time that we are living in because we are kind of moving through this phase transition period where we are moving into a new frequency because we have just gone from the age of Pisces into the age of Aquarius.
[00:29:42.773 --> 00:29:53.138]  And I want to be clear here, Jake, I want to be clear just to say I am a Christian, Holy Spirit, God, but God made the universe and made all these energies and then the mainline churches don't want people to know about these energies.
[00:29:53.678 --> 00:30:04.604]  That goes into the Masons and other groups that have been suppressing this information while claiming that they are bringing forward the light, but really they're bringing forth, in my research, a false light.
[00:30:04.644 --> 00:30:10.166]  This is really proof of God's handiwork in the universe.
[00:30:10.226 --> 00:30:11.307]  The signature is everywhere.
[00:30:13.556 --> 00:30:23.470]  Yes, and if you look into like the Phi Ratio or the Golden Mean, the Phi Ratio, the Fibonacci Sequence and the Sacred Spiral and all that stuff, then this is God's signature.
[00:30:24.070 --> 00:30:30.099]  The Taurus, the Double Taurus Field, the Taurideal Field, what's called the Vector Equilibrium.
[00:30:30.868 --> 00:30:46.223]  All of these things are sacred geometric patterns that are fractal in nature, and because they are mathematically sound, because they are mathematically stable, and because they are harmonically stable, they are able to be built upon in size and scale infinitely large and infinitely small.
[00:30:46.263 --> 00:31:11.529]   Did you see that French physicist, I forget the name, they can pull it up, type in sacred geometry Saturn, and he predicted Over a hundred years ago, that if we were able to look at the poles of Saturn, that it would have a hexagon on it, that an interdimensional field, because it was a big enough gas giant, would manifest that, and when Voyager finally flew over it, there it was.
[00:31:13.627 --> 00:31:20.574]  Yes, and that's where we get into like the Saturnian cube and that's why we see all these cubes and stuff and corporate logos and things of that nature.
[00:31:20.614 --> 00:31:50.520]   Now what's really interesting about that is that it's been discovered that, yeah see there it is, it's been discovered that When a human being looks at a pattern, what ends up happening is the multidimensional neurological structure within the brain, because our brain has several dimensions of neurological connections, the multidimensional neurological structure in the brain actually mirrors the symbol that people are looking at.
[00:31:51.201 --> 00:32:04.807]  So if we're all looking at cubes or we're all looking at the evil eye of Saturn, not like in the CVS logo or something like that, then those patterns are going to manifest in our psyche and in one way or another affect our subconscious brain and therefore our consciousness.
[00:32:04.867 --> 00:32:10.309]  I was about to ask you, why are the dark magicians suppressing this and why are they obsessed with the cube of Saturn?
[00:32:12.050 --> 00:32:13.851]  Well, actually, I was just about to get into that.
[00:32:13.991 --> 00:32:38.792]   So the reason why we are seeing The old systems falling apart and the corruption becoming so apparent is because, and the reason why ideology is playing a really big role, is because the pattern and the frequency of our thoughts and our emotions, electromagnetic frequencies here on the planet, is changing.
[00:32:39.232 --> 00:32:47.994]   But this is also why these corrupt individuals, these globalist less-than-one-percenters, are creating a society that is based on controlling our
[00:32:47.994 --> 00:32:53.483]   collective consciousness because they understand it's about controlling the electromagnetic field
[00:32:53.483 --> 00:32:57.694]   in the ley lines of the planet and we'll get into that in just a little bit.
[00:32:57.694 --> 00:33:02.313]   But they're trying to control the collective consciousness of humanity and they're doing
[00:33:02.313 --> 00:33:04.614]  so through psychological warfare techniques.
[00:33:04.652 --> 00:33:15.246]  They're trying to keep us in a low frequency state of thought and emotion so that we don't expand our consciousness beyond the physical body so that we are living in an illusion of separation.
[00:33:15.766 --> 00:33:24.072]  Now, in the Amazonian tradition, they believe that the root of all evil is rooted in the illusion of separation.
[00:33:24.112 --> 00:33:24.432]  That's right.
[00:33:24.452 --> 00:33:25.133]  Let me interrupt you.
[00:33:25.173 --> 00:33:26.674]  I said you'd have the floor, but this is so key.
[00:33:26.714 --> 00:33:39.383]  I had a top psychiatrist, medical doctor on two days ago, and she said, reading the Tavistock Institute that created the whole trans movement, is disembodiment is their religion separating us from our bodies and from the connection of the universe.
[00:33:39.823 --> 00:33:43.446]  So they're literally trying to capture us in a false reality they're creating.
[00:33:45.270 --> 00:33:46.691]  That is a hundred percent correct.
[00:33:46.731 --> 00:33:49.093]  So it's once again, it's psychological warfare techniques.
[00:33:49.173 --> 00:33:56.959]  It's about enslaving and controlling our minds to maintain and reinforce this illusion of separation.
[00:33:57.339 --> 00:34:08.889]  And in turn, see, this is the frequencies of love and frequencies of fear here based on like, if you map these frequencies on the DNA, then you end up activating less DNA with a fear-based emotion.
[00:34:08.949 --> 00:34:14.533]  And every one of these dots that is on the DNA is an antenna that is activated to send and receive light and information.
[00:34:14.793 --> 00:34:19.136]  Send and receive electromagnetic activity or electromagnetic signals with non-local consciousness.
[00:34:19.396 --> 00:34:27.562]  So they're trying to keep us in this low frequency state of fear so that they can control our thoughts, so they can control our emotions, so that they can control our behavior.
[00:34:27.842 --> 00:34:39.510]  And they're doing this to maintain and reinforce a system of global enslavement to a socioeconomic and geopolitical system that is entirely based on corruption and their control.
[00:34:40.217 --> 00:34:42.502]  Now, we are in the apocalypse right now.
[00:34:42.883 --> 00:34:44.467]  The apocalypse isn't a bad thing.
[00:34:44.547 --> 00:34:49.538]  It just means a revealing or a lifting of the veil during a time of mass deception.
[00:34:49.959 --> 00:34:55.047]   So, It's not that things in the world are getting worse because they've always been this bad.
[00:34:55.527 --> 00:35:03.930]  What's happening is that things in the world and the truth of global corruption is becoming more and more and more obvious to the average individual.
[00:35:03.950 --> 00:35:15.574]  And that's why we see the Great Awakening and that's why the system's so scared and why they try to terrorize the leaders and pin us down so that we get in a space of fear so that we stop resonating as leaders in a chain reaction.
[00:35:17.219 --> 00:35:17.899]  That is correct.
[00:35:17.979 --> 00:35:20.360]  So with this whole thing regarding Saturn, right?
[00:35:20.960 --> 00:35:33.665]  If we understand the patterns that they are trying to implant in people's brains and therefore affect the collective consciousness of humanity, because I heard you saying earlier something about all we need is like 10 million people to learn this and then everything changes, right?
[00:35:34.438 --> 00:35:38.622]  So they are trying to keep the lid on human consciousness.
[00:35:38.642 --> 00:35:46.468]  They are trying to scare people that are leaders that are trying to basically escape this matrix of subversion and control.
[00:35:46.648 --> 00:36:00.203]   They're trying to create fear in their hearts and in their minds so that these individuals will not act like a beacon of light For the rest of humanity so that they won't reveal the nature to this what I call death matrix because that's what it is.
[00:36:00.564 --> 00:36:11.338]  The system that we're talking about is maintained by things like warfare, things like famine, things like disease, things like pollution, things like chaos, pain, suffering, right death.
[00:36:11.838 --> 00:36:14.739]  That's what is maintaining this system that we're talking about.
