[00:00:00.169 --> 00:00:01.209]  They want ugliness.
[00:24:48.338 --> 00:24:49.639]  InfoWars.com.
[00:24:50.939 --> 00:24:56.021]  Well, Ben Garrison is the most prolific political cartoonist of our lifetime.
[00:24:59.622 --> 00:25:01.843]  He sands down the most popular and the most truthful.
[00:25:02.970 --> 00:25:13.872]  And he put an image last week that's up on Infowars.com that shows the well of knowledge in the center square of an Ivy League university with a big trans-rainbow flag flying up in the background.
[00:25:14.693 --> 00:25:23.955]  And it shows the dean with a big urn of poison lies, woke lies, dumping it into the well to kill the well of knowledge.
[00:25:24.015 --> 00:25:29.116]  And that's what the fuzzy math 2 plus 2 equals 10 and all the rest of it's about.
[00:25:30.782 --> 00:25:38.706]  Thousands of so-called independent school districts around the country don't have one student that can pass a reading, writing, or arithmetic test.
[00:25:40.206 --> 00:25:45.409]  That's right, there are thousands of schools where not one student in whole grades can pass.
[00:25:45.909 --> 00:25:48.590]  That's how you overturn a society is you dumb people down.
[00:25:48.930 --> 00:25:51.611]  You don't teach them knowledge, or business, or life, or morals.
[00:25:52.132 --> 00:25:59.355]  You teach them how to have a chip on their shoulder and be part of a different organization or group in the mob that the government controls.
[00:26:00.953 --> 00:26:02.434]  So that's where we are, ladies and gentlemen.
[00:26:02.534 --> 00:26:06.797]  Right here, this image says it all.
[00:26:07.658 --> 00:26:23.309]  Now, imagine British intelligence funding studies saying that Shakespeare, Tolkien, Orwell, are bad.
[00:26:24.790 --> 00:26:28.213]  And the publishers immediately get in line and say, we'll rewrite everything.
[00:26:29.437 --> 00:26:31.399]  Did those authors say you could rewrite their books?
[00:26:31.519 --> 00:26:32.780]  Is it still that author's book?
[00:26:32.820 --> 00:26:33.020]  No.
[00:26:33.740 --> 00:26:34.421]  It's a fraud.
[00:26:35.902 --> 00:26:38.824]  And it's beyond book-burning, and it's next-level evil.
[00:26:39.425 --> 00:26:45.069]  British taxpayer-funded anti-extremist study finds Shakespeare, Orwell, Tolkien key texts for white supremacists.
[00:26:46.350 --> 00:26:54.736]  Several of the UK's most respected TV shows, movies, and works of literature have been included in a list of works that could potentially encourage far-right sympathy.
[00:26:54.776 --> 00:26:57.018]  See, anything that encourages is now going to be outlawed.
[00:26:59.181 --> 00:27:04.025]  Compiled by taxpayer-funded, government-led Prevent Counterterrorism Program.
[00:27:05.347 --> 00:27:21.361]  The Daily Mail reports the works of some of the world's greatest writers, including examples of the warning signs of potential extremism include Shakespeare, Chaucer, Milton, Tennyson, Orwell, Huxley, Kipling, Edmund Burke.
[00:27:24.153 --> 00:27:29.016]  UK's counter-terrorism program says interest in great literature a sign of far-right extremism.
[00:27:29.036 --> 00:27:30.436]  You're like, well, that'll never happen.
[00:27:31.977 --> 00:27:35.199]  Roland Dahl's book's rewritten to remove language deemed offensive.
[00:27:36.599 --> 00:27:39.121]  And the Daily Mail loves it and thinks it's really good.
[00:27:39.201 --> 00:27:40.902]  Can't use the word ugly and beastly.
[00:27:42.483 --> 00:27:44.303]  Can't say ugly, can't say fat.
[00:27:44.323 --> 00:27:46.323]  The Opa Lumpas are trans.
[00:27:46.323 --> 00:27:53.323]  It goes on from there.
[00:27:53.903 --> 00:27:54.984]  Absurd censorship!
[00:27:55.084 --> 00:28:00.890]  UK publisher slammed, frankly, countless changes to Roald Dahl's books.
[00:28:02.992 --> 00:28:04.094]  And it goes on from there.
[00:28:07.357 --> 00:28:08.658]  You gotta read these changes.
[00:28:09.639 --> 00:28:11.121]  It's up on InfoWars.com.
[00:28:12.762 --> 00:28:15.645]  Talk about turning over in your grave.
[00:28:16.872 --> 00:28:21.874]  Augustus Gloop from Charlie and the Chocolate Factory can't be fat, but gender-neutral.
[00:28:22.014 --> 00:28:23.554]  Oompa Loompas aren't small.
[00:28:23.955 --> 00:28:24.895]  Small's bad, too.
[00:28:25.395 --> 00:28:27.276]  And even the BFG's gone, PC.
[00:28:27.356 --> 00:28:32.278]  Woke publishing censors rewrite his classic books for new editions that remove all language.
[00:28:33.098 --> 00:28:34.799]  Slow flicks might find offensive.
[00:28:35.059 --> 00:28:36.219]  But it's not for the snowflakes.
[00:28:36.259 --> 00:28:37.560]  They're just the minions that go along with it.
[00:28:37.900 --> 00:28:38.980]  It's the establishment.
[00:28:39.040 --> 00:28:40.561]  It's the intelligence agencies.
[00:28:41.961 --> 00:28:44.182]  All of them being rewritten.
[00:28:45.359 --> 00:28:46.460]  And it's just the beginning.
[00:28:47.801 --> 00:28:53.044]  Beyond Fahrenheit 451, you don't burn books, you just rewrite them.
[00:28:54.885 --> 00:29:01.729]  But of course, books themselves were outlawed in that dystopic projection of Ray Bradbury.
[00:29:04.371 --> 00:29:05.892]  Here's a report on Infowars.com.
[00:29:05.912 --> 00:29:10.755]  Study finds people with higher cognitive ability care more about free speech than political correctness.
[00:29:11.695 --> 00:29:14.137]  We don't just care about it, we know political correctness is a cancer.
[00:29:16.553 --> 00:29:34.209]  Meanwhile, we're spending too much time on Don Lemon being backbenched, maybe even removed for saying that the Republican female that's announced she's running is past her prime.
[00:29:35.870 --> 00:29:39.234]  See how this can be used against everybody?
[00:29:42.076 --> 00:29:42.677]  Nikki Haley.
[00:29:44.813 --> 00:29:46.760]  So that's just the beginning of all of this.
[00:29:46.780 --> 00:29:57.208]   They want to control every facet of your life and they want everything that makes us strong, everything that makes us secure, everything that works to be destroyed.
[00:29:57.889 --> 00:30:09.035]  You can't go to CNN or the Washington Post any day without finding an article saying how wonderful it is for you and your wife to decide to start having other relationships even though 95% of the time it breaks up the marriage.
[00:30:09.376 --> 00:30:12.437]  They're saying, especially if you have kids, go out and have an affair.
[00:30:13.138 --> 00:30:14.659]  Boy, they're really your friends, aren't they?
[00:30:14.679 --> 00:30:19.682]  Can a monogamous couple happily become non-monogamous?
[00:30:22.065 --> 00:30:30.653]  School district enlists Black Lives Matter force, it's called a force, to march the white kids out into the parking lot and teach them that they're bad.
[00:30:31.193 --> 00:30:33.576]  That's gang psychology, folks, driving them into submission.
[00:30:34.597 --> 00:30:39.721]  Parents outraged at children told they must wear pride shirts to play at league halftime game.
[00:30:41.303 --> 00:30:47.529]  Woke AZ teacher slams anti-porn bill, it's actually an anti-child porn bill, which shows kids having sex with kids and adults.
[00:30:49.042 --> 00:30:51.685]  Says parents not qualified to decide what their children learn.
[00:30:51.725 --> 00:30:53.226]  There's video of her saying that.
[00:30:54.647 --> 00:30:58.071]  Trans female offended when asked if she has a penis after she brought it up.
[00:30:58.571 --> 00:30:59.272]  That's horrible.
[00:30:59.992 --> 00:31:04.056]  They're completely fine with talking to your children about their genitals, but you can't ask them.
[00:31:07.279 --> 00:31:09.862]  These are the people that have gone under the globalist mind control.
[00:31:09.902 --> 00:31:10.602]  This is the cult.
[00:31:12.344 --> 00:31:13.025]  Look at these people.
[00:31:14.628 --> 00:31:19.472]  It's a coincidence that this trans woman with trans partner has not one but two transgender kids.
[00:31:19.893 --> 00:31:20.613]  Of course not!
[00:31:23.196 --> 00:31:26.459]  And it goes on and on and on and on.
[00:31:31.123 --> 00:31:36.083]   Man goes into female locker room and sues woman who asked him to leave for being transphobic.
[00:31:36.083 --> 00:31:44.163]  Absolute target of our children by this cult.
[00:31:44.400 --> 00:31:50.484]  Two men arrested in Florida for human trafficking, a youth pastor and a foster parent tied in to the illegal aliens being brought in.
[00:31:51.985 --> 00:31:59.210]  Loudoun County School Board refuses to release internal report detailing the district's mishandling of sexual assaults by transsexual students in the bathrooms.
[00:32:00.515 --> 00:32:10.187]  Illinois Governor, the trans cult leader, lashes out at Chicago police for hosting Governor DeSantis at a police event and admits he supports comic book porn in classrooms.
[00:32:10.567 --> 00:32:12.049]  It's not porn, it's child porn.
[00:32:12.549 --> 00:32:19.778]  Three small details in the photo of first Taliban trained pilots could be damning for Biden.
[00:32:19.818 --> 00:32:20.539]  Wait till we get to that.
[00:32:21.874 --> 00:32:22.274]  Look at this.
[00:32:22.314 --> 00:32:32.657]  According to the 17-count indictment, the adoptive dads who are LGBT activists allegedly performed oral sex on both boys, forced the children to perform oral sex on them, and anally raped their sons.
[00:32:32.697 --> 00:32:38.539]  They were trying to sell them as sex slaves and shooting child porn with them.
[00:32:38.859 --> 00:32:42.781]  Now notice when this was reposted on Twitter, the left was all in there saying it isn't real.
[00:32:43.161 --> 00:32:43.901]  Really not real?
[00:32:43.961 --> 00:32:44.521]  Daily Mail.
[00:32:44.941 --> 00:32:50.103]  Gay Atlantic couple charged with raping adopted sons who then pimped them out to other local pedophiles.
[00:32:52.970 --> 00:32:56.211]  Gay couple accused of raping multiple adopted children will face trial.
[00:32:58.231 --> 00:33:05.293]  Atlanta father charged with raping sons was accused of another sex crime seven years ago with a child.
[00:33:06.993 --> 00:33:10.694]  Georgia couple charged with using their adopted children to make porn.
[00:33:10.714 --> 00:33:15.535]  Metro Atlanta couple charged with using adopted kids to make child porn.
[00:33:16.035 --> 00:33:18.576]  And this is something the left is defending.
[00:33:19.969 --> 00:33:20.769]  And agreeing with.
[00:33:21.329 --> 00:33:22.550]  Let me give the toll-free number out.
[00:33:22.570 --> 00:33:27.771]  We'll start taking your calls next segment.
[00:33:27.791 --> 00:33:29.952]  877-789-2539.
[00:33:29.972 --> 00:33:30.892]  877-789-Alex.
[00:33:30.912 --> 00:33:31.852]  877-789-2539.
[00:33:33.252 --> 00:33:34.653]  Let's do first-time callers, please.
[00:33:35.213 --> 00:33:36.373]  Give first-time callers a chance.
[00:33:36.833 --> 00:33:40.694]  And we're talking about January 6th information coming out.
[00:33:40.734 --> 00:33:41.915]  Tucker Carlson getting the footage.
[00:33:42.075 --> 00:33:42.695]  Hallelujah.
[00:33:43.255 --> 00:33:44.375]  You know the deep state's scared.
[00:33:45.115 --> 00:33:47.156]  Biden in Ukraine, the whole World War III.
[00:33:49.491 --> 00:33:59.634]  Situation, those are two giant topic areas that I would ask you to call in on those specifically.
[00:33:59.654 --> 00:34:00.914]  877-789-2539.
[00:34:00.934 --> 00:34:03.595]  We don't censor your calls.
[00:34:03.635 --> 00:34:05.096]  We don't screen your calls.
[00:34:05.136 --> 00:34:08.017]  All we ask is you have a clean phone line and be ready to talk.
[00:34:08.717 --> 00:34:12.398]  This and so much more coming up today.
[00:34:15.034 --> 00:34:18.956]  And when we come back, we'll look at your brain on drugs in 87 versus 2003.
[00:34:18.996 --> 00:34:20.177]  We'll be right back.
[00:34:21.538 --> 00:34:27.562]  We're talking about the modern book-burning going on all around us and just how totalitarian the big corporations are that control the left.
[00:34:29.543 --> 00:34:34.966]  Now the nightmares are only going to get worse until we put our foot down and say no and recognize how truly tyrannical this is.
[00:34:34.986 --> 00:34:48.809]   We're talking about The slow, now accelerating slide into World War III and Biden visiting Ukraine and the Defense Minister calling for an invasion of Russia that would lead to a certain nuclear war.
[00:34:48.829 --> 00:34:52.412]  We're talking about the January 6th tapes being turned over to Tucker Carlson.
[00:34:52.432 --> 00:34:52.472]  877-789-2539.
[00:34:52.492 --> 00:34:53.593]  877-789-2539.
[00:34:53.613 --> 00:34:54.713]  I'm Alex Jones, your host.
[00:34:54.533 --> 00:35:03.812]   I want to, before I get to your calls, thank the listeners and viewers for their incredible
[00:35:03.812 --> 00:35:05.573]  support.
[00:35:05.573 --> 00:35:07.693]  The good news is we are not in the red right now.
