[00:00:01.229 --> 00:00:02.990]  Just-on-time deliveries.
[00:28:08.268 --> 00:28:16.783]  Addressing the current high inflation, low growth, high debt economy in context of a new system, a new system for investment, trade infrastructure run by them.
[00:28:18.041 --> 00:28:19.803]  As they blow up the old system.
[00:28:19.803 --> 00:28:30.372]  Addressing the current industrial headwinds in the context of a new system for harnessing frontier technologies that they own and control that don't work, for private sector innovation and resilience.
[00:28:30.372 --> 00:28:36.418]  Four, addressing the current social vulnerabilities in context of a new system, social credit score, skills and care.
[00:28:36.418 --> 00:28:42.664]  Number five, addressing the current geopolitical risk in the context of a new system for dialogue cooperating in a multipolar world.
[00:28:44.127 --> 00:28:48.132]  Positioning the West for its fall into a global crisis they control.
[00:28:48.132 --> 00:28:54.419]  Except they need to be positioned as the boss and the savior, and you're positioned as the villain!
[00:28:54.419 --> 00:28:57.303]  Not where you wanted to be, Klaus Schwab and Bill Gates!
[00:28:57.303 --> 00:28:58.083]  We have you!
[00:28:59.889 --> 00:29:03.432]  It's your last chance to own a piece of real history.
[00:29:03.432 --> 00:29:06.034]  Your support of InfoWars has made history.
[00:29:06.034 --> 00:29:10.858]  We've had the most devastating effects against the globalists and their whole agenda is in deep trouble.
[00:29:10.858 --> 00:29:13.920]  But now it's more important for us to stay on air than ever.
[00:29:13.920 --> 00:29:17.063]  And if you don't support us, we will shut down.
[00:29:17.063 --> 00:29:26.971]  I am asking you from the bottom of my heart to commit even harder to the support you've given to this fight and to go to InfoWarsStore.com right now and get one of the last signed copies
[00:29:27.571 --> 00:29:28.171]  We're good to go.
[00:29:59.712 --> 00:30:01.374]  You want to beat the New World Order?
[00:30:01.374 --> 00:30:03.235]  You want to stop their globalist agenda?
[00:30:03.235 --> 00:30:11.320]  Well, so do I. And I've been the most affected individual in the fight against the globalists, and I've got their number, and I know how to bring them down.
[00:30:11.320 --> 00:30:15.463]  But ladies and gentlemen, I can't do it without your support.
[00:30:15.463 --> 00:30:18.145]  And the good news is, we're only under about $200,000 a month.
[00:30:20.026 --> 00:30:24.690]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down.
[00:30:24.690 --> 00:30:26.712]  And I'll never give up, but I could give out.
[00:30:26.712 --> 00:30:28.534]  So please, keep me on the field.
[00:30:28.534 --> 00:30:33.739]  Keep me on the front lines against the enemy, while getting great products at the same time that will empower you and your family.
[00:30:33.739 --> 00:30:38.504]  InfoWarsTore.com with the best supplements and more, or just make a straight donation.
[00:30:38.504 --> 00:30:44.930]  Big red banner at the top of InfoWarsTore.com, and that way all the money goes towards the fight, not part of it going towards product cost.
[00:30:45.230 --> 00:30:46.671]  But I thank you all for your support.
[00:30:46.671 --> 00:30:51.094]  Please commit now to go to infowarestore.com and get great products and make donations.
[00:30:51.094 --> 00:30:52.074]  I thank you for your support.
[00:30:52.074 --> 00:30:53.275]  Now take action!
[00:30:53.275 --> 00:30:56.017]  The globalists are counting on you not taking action!
[00:30:59.611 --> 00:31:02.852]  InfoWars MD is finally here.
[00:31:02.852 --> 00:31:19.535]  It's the very same high quality products you've been getting through InfoWars Life, but an expanded catalog and in some cases the prices are lower because we're going directly to the source that was supplying the supplement companies that we were buying our high quality products from.
[00:31:19.535 --> 00:31:25.416]  So we're able to lower prices and bring you more products via the InfoWars MD line.
[00:31:25.996 --> 00:31:28.538]  The highest quality, triple testing.
[00:31:28.538 --> 00:31:32.500]  Many of these products are sold on store shelves for more than twice the cost.
[00:31:32.500 --> 00:31:37.003]  You'll get them at InfoWarsStore.com under our exclusive label.
[00:31:37.003 --> 00:31:42.927]  We're bringing you the highest quality supplements directly from the factory, right here in the USA, to your door.
[00:31:42.927 --> 00:31:48.791]  It'll make your life healthy, better, boost your immune system, and it keeps InfoWarsStore on the air.
[00:31:48.791 --> 00:31:55.776]  So again, introducing InfoWars MD, now exclusively available at InfoWarsStore.com with massive, massive savings.
[00:31:59.718 --> 00:32:01.539]  Infowars is winning.
[00:32:01.539 --> 00:32:03.580]  Infowars is reaching more people than ever.
[00:32:03.580 --> 00:32:06.381]  We were supposed to be off the air months and months and months ago.
[00:32:06.381 --> 00:32:09.123]  Mainstream media told you, but it's not true.
[00:32:09.123 --> 00:32:11.224]  They told you we were going to be shut down.
[00:32:11.224 --> 00:32:13.285]  They told you we owed a billion and a half dollars.
[00:32:13.285 --> 00:32:14.265]  None of that's true.
[00:32:14.265 --> 00:32:15.146]  It's all being appealed.
[00:32:15.626 --> 00:32:24.589]  They want you to think InfoWars is dead, but if you simply stand up and support InfoWars, we've got years and years of appeals and we will not be taken off the air.
[00:32:24.589 --> 00:32:28.030]  But if they can convince you that we've been shut down, they're going to win.
[00:32:28.030 --> 00:32:30.751]  Don't let the globalists psyop you and your family.
[00:32:30.751 --> 00:32:40.635]  Go to InfoWarsTore.com and get incredible products, supplements, books, films, t-shirts, you name it, that fund the InfoWars and empower your life and let the globalists know their psyop has not worked.
[00:32:41.095 --> 00:32:42.456]  Thanks for keeping us on the air.
[00:32:42.456 --> 00:32:46.778]  Take action at InfoWarsTore.com today.
[00:32:46.778 --> 00:32:50.960]  Because the only people who can take us off the air is you, the viewers and listeners.
[00:32:50.960 --> 00:32:54.341]  The majority of you have not been signed off, but some of you have.
[00:32:54.341 --> 00:32:56.302]  Do not let the globalist brainwash you.
[00:32:56.302 --> 00:33:01.385]  Go to InfoWarsTore.com to keep us on the air.
[00:33:01.385 --> 00:33:07.288]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:13.135 --> 00:33:15.759]  Waging war on corruption.
[00:33:15.759 --> 00:33:20.887]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:39.565 --> 00:33:41.486]  All right, let me hit this group of clips.
[00:33:41.486 --> 00:33:45.847]  At least we'll get to some of them.
[00:33:45.847 --> 00:33:55.990]  Of the WF, the UN, and other globalist organizations admitting the plan to take over your body, to take over your DNA, and use COVID as the pretext to do it all.
[00:33:55.990 --> 00:33:58.851]  Let me tell you about what's coming up tomorrow.
[00:33:58.851 --> 00:34:02.492]  We're going to do a fundraiser tomorrow, but it's going to be a very special broadcast.
[00:34:02.492 --> 00:34:06.294]  We've got more than 30 guests that are being set up.
[00:34:06.294 --> 00:34:07.114]  From 8 a.m.
[00:34:07.114 --> 00:34:07.494]  tomorrow,
[00:34:09.215 --> 00:34:10.056]  From 8 a.m.
[00:34:10.056 --> 00:34:14.218]  tomorrow until past midnight.
[00:34:14.218 --> 00:34:18.200]  And here is the list of some of the guests we're going to have.
[00:34:18.200 --> 00:34:23.544]  We have a new website that simply has the live show feed on it and donate buttons.
[00:34:24.822 --> 00:34:28.565]  And a place to put your email in if you want news alerts.
[00:34:28.565 --> 00:34:31.107]  And that is conspiracyfact.info.
[00:34:31.107 --> 00:34:32.908]  The site's not built yet.
[00:34:32.908 --> 00:34:34.029]  There's some basic info on it.
[00:34:34.029 --> 00:34:36.030]  It'll be done in the next few hours.
[00:34:36.030 --> 00:34:39.052]  But conspiracyfact.info is not a redirect.
[00:34:39.052 --> 00:34:44.596]  It's a completely new website that's not been blacklisted by Google, Twitter, Facebook, or any of them yet.
[00:34:44.596 --> 00:34:45.957]  They probably will.
[00:34:45.957 --> 00:34:50.621]  But for now, you can say, hey, Alex Jones is on air breaking down the secrets of the New World Order.
[00:34:52.915 --> 00:34:57.017]  While the Dabos Group meets in Switzerland, their whole program is imploding.
[00:34:57.017 --> 00:34:58.758]  Humanity's awakening.
[00:34:58.758 --> 00:35:06.802]  Share the link and tell those you give it to to share the link and tell them to tell the people that they give it to to share the link and so forth and so on.
[00:35:06.802 --> 00:35:10.004]  So, conspiracyfact.info.
[00:35:10.004 --> 00:35:11.985]  Conspiracyfact.info.
[00:35:11.985 --> 00:35:12.805]  One word.
[00:35:12.805 --> 00:35:15.187]  Conspiracyfact.info.
[00:35:15.187 --> 00:35:18.008]  And here is who is going to be on the show tomorrow.
[00:35:18.008 --> 00:35:21.150]  A bunch of big guests, including myself with Harrison Smith.
[00:35:22.162 --> 00:35:24.485]  We're gonna line up a bunch for him tomorrow at 8 a.m.
[00:35:24.485 --> 00:35:24.926]  kickoff.
[00:35:24.926 --> 00:35:25.787]  11 a.m.
[00:35:25.787 --> 00:35:40.325]  with me, Paul Joseph Watson, Mark Passio, Jotep Jesus, Drew Hernandez, Gavin McGinnis, Dr. Judy Mikovits, don't want to miss that, Maria Zee, with a bunch of special guests, Roger Stone, Savannah Hernandez, Darren Beattie,
[00:35:41.286 --> 00:36:03.682]  Dan Dix, Tom Renz, Jay Dyer with the Big Spars Update, incredible info he's got on that front, Edward Dowd doing the actuaries on the death numbers, Mickey Willis in studio, Alex Stein, Dr. Stella Emanuel, Robert Barnes, and a bunch of other surprise guests that we are lining up right now but we've not put on the list.
[00:36:03.682 --> 00:36:06.364]  So, conspiracyfact.info.
[00:36:06.364 --> 00:36:07.465]  And look, here's the deal.
[00:36:09.292 --> 00:36:15.237]  Our information is more pertinent and more authoritative now than it's ever been.
[00:36:15.237 --> 00:36:17.239]  People are really ready to hear the truth.
[00:36:17.239 --> 00:36:19.101]  The censorship's all coming out.
[00:36:19.101 --> 00:36:20.842]  The poison shots are coming out.
[00:36:20.842 --> 00:36:22.143]  Their world government's coming out.
[00:36:22.143 --> 00:36:25.726]  Their plan to implode the economy and the borders is coming out.
[00:36:25.726 --> 00:36:28.369]  But they're only intensifying their attacks on the tip of the spear.
[00:36:28.369 --> 00:36:31.852]  That's why Elon Musk didn't bring me back to Twitter, but brought back almost everybody else.
[00:36:32.543 --> 00:36:38.325]  Because the system knows I've got their number, and knows that we have given them the majority of their opposition.
[00:36:38.325 --> 00:36:39.145]  That means you have.
[00:36:39.145 --> 00:36:41.206]  They hate this audience of activists.
[00:36:41.206 --> 00:36:45.447]  So please tell folks about the special broadcast tomorrow.
[00:36:45.447 --> 00:36:49.428]  Please get millions of extra folks to tune in, because we're going to be hard-hitting.
[00:36:49.428 --> 00:36:52.189]  And for a lot of the broadcasts, it's going to be commercial-free.
[00:36:52.189 --> 00:36:58.231]  During my show, and Owen's show, and Harrison's that are on a lot of TV and radio stations, we'll be taking some of the breaks.
[00:36:58.231 --> 00:36:59.031]  We're going to skip our
