[00:00:05.746 --> 00:00:08.747]  Everything is proceeding
[00:28:25.100 --> 00:28:28.201]  And now they're just going to steal trillions and trillions and trillions and trillions more.
[00:28:28.201 --> 00:28:32.403]  And I've got a stack of news here saying, we're going to get your pension funds.
[00:28:32.403 --> 00:28:35.725]  If you want to keep any of your pension fund, you've got to give us half.
[00:28:35.725 --> 00:28:38.066]  And then a year later, you've got to give us half of that half.
[00:28:38.066 --> 00:28:40.067]  Well, do you want anything?
[00:28:40.067 --> 00:28:43.908]  Well, then you better give it to us.
[00:28:43.908 --> 00:28:45.049]  How do you even run a business?
[00:28:45.049 --> 00:28:52.812]  How do you even keep your money in the bank as capital to fund your business when they could take that any day or shut the banks down and devalue it?
[00:28:52.812 --> 00:28:54.393]  And all the smart money is on that.
[00:28:57.042 --> 00:29:00.444]  Bob Chapman, Dr. Paul Craig Roberts, countless others.
[00:29:00.444 --> 00:29:03.526]  I mean, this is a designed global depression.
[00:29:03.526 --> 00:29:04.707]  Do you know what that means?
[00:29:04.707 --> 00:29:07.068]  It doesn't just mean a 3-4 year recession.
[00:29:07.068 --> 00:29:08.649]  It doesn't just mean having a pay cut.
[00:29:08.649 --> 00:29:10.591]  It doesn't just mean losing your job.
[00:29:10.591 --> 00:29:14.713]  It means total collapse.
[00:29:14.713 --> 00:29:16.795]  Poor people living all over the streets.
[00:29:16.795 --> 00:29:18.516]  Government running our lives.
[00:29:18.516 --> 00:29:20.377]  The government launching new wars.
[00:29:20.377 --> 00:29:23.739]  It's just completely evil.
[00:29:23.739 --> 00:29:24.300]  It's here.
[00:29:24.300 --> 00:29:24.880]  It's happening.
[00:29:29.615 --> 00:29:30.655]  I'm gonna open the phones up.
[00:29:30.655 --> 00:29:36.960]  I want your specific take on what's happening with the banking takeover and any ideas you've got to avert this.
[00:29:36.960 --> 00:29:38.861]  We've got to abolish the Federal Reserve.
[00:29:38.861 --> 00:29:40.902]  We've got to bring these bankers to justice.
[00:29:40.902 --> 00:29:42.584]  We've got to stop this now.
[00:29:42.584 --> 00:29:43.584]  They're not going to stop.
[00:29:43.584 --> 00:29:44.585]  They're going for broke.
[00:29:44.585 --> 00:29:45.085]  1-800-259-9231.
[00:29:45.085 --> 00:29:45.606]  Stay with us.
[00:29:45.606 --> 00:29:46.626]  We're on the march.
[00:29:46.626 --> 00:29:47.647]  The Empire's on the run.
[00:29:55.550 --> 00:30:00.794]  Alex Jones and the GCN Radio Network.
[00:30:00.794 --> 00:30:02.095]  Hi, this is Alex Jones.
[00:30:02.095 --> 00:30:07.699]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:30:07.699 --> 00:30:12.702]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:30:12.702 --> 00:30:17.746]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:30:18.266 --> 00:30:23.490]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:30:23.490 --> 00:30:25.811]  They call it a Survival Seed Bank.
[00:30:25.811 --> 00:30:30.614]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:30:30.614 --> 00:30:31.735]  And here's the best part.
[00:30:31.735 --> 00:30:34.797]  These seeds have not been genetically modified in any way.
[00:30:34.797 --> 00:30:38.420]  And you actually get enough seeds to plant a full acre crisis garden.
[00:30:38.420 --> 00:30:41.622]  So visit them today at SurvivalSeedBank.com.
[00:30:41.622 --> 00:30:43.843]  That's SurvivalSeedBank.com.
[00:30:43.843 --> 00:30:44.764]  Or give them a call at 877-327-0365.
[00:30:48.406 --> 00:30:49.827]  That's 877-327-0365.
[00:30:49.827 --> 00:30:57.450]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:30:57.450 --> 00:30:59.851]  This is Alex Jones for survivalseedbank.com.
[00:31:06.099 --> 00:31:07.360]  Tyranny is here.
[00:31:07.360 --> 00:31:11.064]  The grim future foretold in 1984 has become reality.
[00:31:11.064 --> 00:31:13.546]  It really says that the state is God.
[00:31:13.546 --> 00:31:19.412]  The United States is now recognized globally as one of the most oppressive police states on earth.
[00:31:19.412 --> 00:31:25.639]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[00:31:26.059 --> 00:31:32.042]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:31:32.042 --> 00:31:36.224]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:31:36.224 --> 00:31:40.506]  Prepare to enter the secretive world of emergency dictatorship.
[00:31:40.506 --> 00:31:43.287]  Body scanners, sound cannons, citizen spies...
[00:31:46.448 --> 00:31:50.009]  It's only the beginning of the New World Order's hellish plan.
[00:31:50.009 --> 00:31:51.970]  The police state isn't coming.
[00:31:51.970 --> 00:31:53.090]  It's here.
[00:31:53.090 --> 00:31:59.913]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:32:01.315 --> 00:32:04.756]  Silver is mankind's oldest natural antibiotic.
[00:32:04.756 --> 00:32:08.997]  This very special mineral has been used for centuries by most cultures throughout the world.
[00:32:08.997 --> 00:32:20.680]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[00:32:20.680 --> 00:32:26.501]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[00:32:26.741 --> 00:32:27.381]  We're good to go.
[00:32:46.886 --> 00:32:47.226]  Let's do it!
[00:33:15.080 --> 00:33:15.320]  Yeah.
[00:33:41.633 --> 00:33:46.234]  Here's a headline that says it all, out of NBC Los Angeles.
[00:33:46.234 --> 00:33:47.454]  Watch your step!
[00:33:47.454 --> 00:33:48.094]  L.A.
[00:33:48.094 --> 00:33:54.136]  will consider repealing a 74 ordinance that made the city responsible for sidewalk repairs.
[00:33:54.136 --> 00:33:58.377]  Well, yeah, that was one of the big scams in the 60s, 70s, 80s, and 90s.
[00:33:58.377 --> 00:34:00.837]  It's now expanded out to small towns.
[00:34:00.837 --> 00:34:07.299]  They will jack up huge taxes on you, saying that they're going to repair and build and expand sidewalks.
[00:34:08.390 --> 00:34:15.912]  But now they're going to keep all the taxes they have for sidewalks, but they're not going to fix them.
[00:34:15.912 --> 00:34:26.516]  And all over the country, every day I see articles where they'll lay off half or more of the police department or sheriff's deputies, and then they announce, but the people we've got will mainly respond to
[00:34:30.097 --> 00:34:30.778]  We're good to go.
[00:34:54.869 --> 00:35:00.411]  41 deputies, they will all basically run the jail and engage in fines and fees.
[00:35:00.411 --> 00:35:18.739]  So, government will now start shrinking in actual services, but expanding in size and in taxes, because almost everything will go to interest on debt to banks.
[00:35:26.724 --> 00:35:29.326]  I don't even know what to say at this point.
[00:35:29.326 --> 00:35:36.010]  We have seen the biggest bailout ever, and that itself is a lie.
[00:35:36.010 --> 00:35:37.231]  This is not a bailout.
[00:35:38.697 --> 00:35:41.419]  They won't say where the trillions of dollars have gone.
[00:35:41.419 --> 00:35:44.760]  If it was $150 billion last week, it's a trillion today.
[00:35:44.760 --> 00:35:46.361]  The sky is the limit.
[00:35:46.361 --> 00:35:48.262]  Why do you think the G20's been meeting in secret?
[00:35:48.262 --> 00:35:49.683]  What do you think they've been setting up?
[00:35:49.683 --> 00:35:54.486]  Well, they've all written policy reports in years past talking about how they would set up a world government.
[00:35:54.486 --> 00:35:58.428]  How they would sell derivatives to all levels of government and individuals.
[00:35:58.428 --> 00:36:03.991]  Then they would hold you hostage to it saying, give us trillions of dollars or there'll be a total global depression.
[00:36:03.991 --> 00:36:07.453]  When we're already in a global depression and they're just expanding their control.
[00:36:07.873 --> 00:36:12.178]  And then I've got stacks of news like this.
[00:36:12.178 --> 00:36:13.820]  Houston Police Department.
[00:36:13.820 --> 00:36:16.043]  This is out of KHOU-TV.
[00:36:16.043 --> 00:36:22.851]  Man killed in his home invasion after suspect poses as census worker.
[00:36:22.851 --> 00:36:24.393]  Tortured him and killed him.
[00:36:24.393 --> 00:36:25.394]  Here's another one.
[00:36:25.394 --> 00:36:26.455]  WHAS-TV.
[00:36:27.898 --> 00:36:32.384]  Volunteer census worker charged with burglary and rape in Indiana.
[00:36:32.384 --> 00:36:33.926]  This happens every time they have a census.
[00:36:33.926 --> 00:36:40.495]  Just raping, killing every criminal you can imagine who wants a plastic badge, wants to boss people around.
[00:36:40.495 --> 00:36:44.200]  A volunteer census worker who made his rounds earlier this week is now accused of
[00:36:44.941 --> 00:36:48.925]  Returning to a physically handicapped woman's home this weekend and beating her and raping her.
[00:36:48.925 --> 00:36:50.746]  What do you think government does?
[00:36:50.746 --> 00:36:52.568]  That's why government wants you bankrupt.
[00:36:52.568 --> 00:36:53.409]  Wants you disarmed.
[00:36:53.409 --> 00:36:55.310]  They want you handicapped.
[00:36:55.310 --> 00:36:57.492]  It's basically... Here's the analogy.
[00:36:57.492 --> 00:36:58.553]  Here's the parable.
[00:36:58.553 --> 00:37:03.958]  The globalists are a clan of 40-foot pythons.
[00:37:06.809 --> 00:37:07.790]  Or anacondas.
[00:37:07.790 --> 00:37:10.453]  Choose your snake.
[00:37:10.453 --> 00:37:14.238]  And they kill by asphyxiation, by strangling you.
[00:37:14.238 --> 00:37:23.669]  And they come up in the night while you're sleeping in the bushes and they curl around you lovingly and quietly and then they squeeze you to death.
[00:37:23.669 --> 00:37:26.332]  And I've read that a lot of prize snakes
[00:37:27.332 --> 00:37:37.821]  That like to eat nutria or big rats, that they will defang and declaw the rats before they feed them to the big snakes.
[00:37:37.821 --> 00:37:38.702]  And that's what we are.
[00:37:38.702 --> 00:37:41.444]  We're all in giant cages.
[00:37:41.444 --> 00:37:47.229]  The whole world's been defanged and declawed, except for the United States, and we've been psychologically defanged and declawed.
[00:37:47.229 --> 00:37:50.031]  And we're just thrown into the mouths of the snakes all day long.
[00:37:50.031 --> 00:37:52.774]  Big, fat, giant snakes crapping all over us.
[00:37:54.534 --> 00:38:15.189]  And the public is just mesmerized by entertainment, sports, and garbage, and knows that their life is getting worse, but they can still get a six-pack of beer, they can still pull into Whataburger, they can still pull into McDonald's, they can still pull into Wendy's, they can still pull into Burger King, they can still, you know, if they save their money, get an iPad or an iPhone and sit there and watch porn all day.
[00:38:18.814 --> 00:38:20.215]  They're under mind control.
[00:38:20.215 --> 00:38:22.897]  The public is under mind control.
[00:38:22.897 --> 00:38:32.404]  And all over the country, they're arresting elementary school students if their mother sends a plastic knife to spread their butter on a roll.
[00:38:32.404 --> 00:38:36.547]  Or you're kicked out of school if you're caught with one Jolly Rancher in your lunchbox.
[00:38:36.547 --> 00:38:42.572]  Because the federal government said so with the Department of Education in Texas.
[00:38:42.572 --> 00:38:44.894]  The federal government deciding what's in lunchboxes.
[00:38:46.064 --> 00:38:51.661]  And they're just everywhere, just totally brainwashing everyone, surveilling everybody.
[00:38:53.965 --> 00:38:59.648]  In every European nation and in the United States, the sperm counts are down by over 80%.
[00:38:59.648 --> 00:39:02.110]  Most women are infertile and can't have kids.
[00:39:02.110 --> 00:39:04.191]  We're under chemical warfare attack.
[00:39:04.191 --> 00:39:08.594]  And the average person tuning in is laughing, saying, listen to Alex the fear monger.
[00:39:08.594 --> 00:39:09.994]  You won't go look at the textbooks.
[00:39:09.994 --> 00:39:11.255]  You won't go read the documents.
