[00:00:03.622 --> 00:00:10.152]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[01:47:34.575 --> 01:47:40.640]  Oh, I'm sure that makes John P. Holdren, who openly says he wants to sterilize us, the White House science are very upset.
[01:47:40.640 --> 01:47:42.161]  But here's medical news today.
[01:47:42.161 --> 01:47:43.983]  95% of U.S.
[01:47:43.983 --> 01:47:51.189]  paper money tainted with bisphenol A. And it goes on to say that it's in plastic bottles, it's locked in.
[01:47:51.849 --> 01:47:55.372]  So it's the microwaving and things that really releases it.
[01:47:55.372 --> 01:47:59.595]  But in the money, it's just like the printer ink, it comes right off on you.
[01:47:59.595 --> 01:48:03.938]  I mean, Dr. Mercola, does it ever end?
[01:48:03.938 --> 01:48:04.759]  Well, it's a challenge.
[01:48:04.759 --> 01:48:10.203]  I mean, there's certainly some benefits of living in an advanced industrial society, but, you know, it comes at a price.
[01:48:10.203 --> 01:48:17.048]  So you need to be diligent about what those risks are and minimize your exposures.
[01:48:17.048 --> 01:48:20.951]  Now, getting back to the question I launched right before the break,
[01:48:22.702 --> 01:48:28.264]  What's your view on that point?
[01:48:28.264 --> 01:48:37.147]  Well, some of the diseases you mentioned certainly are as a result of exposure to these toxins and environmental hazards.
[01:48:37.147 --> 01:48:48.831]  You know, the ones that come to mind would be some of the mercury's exposure, vaccines, and the other contaminants that are in vaccines, aluminum, and then of course the
[01:48:50.106 --> 01:48:50.667]  We're good to go.
[01:49:04.485 --> 01:49:09.050]  One of the things I want to mention while I'm remembering is some of the new research that's come out that's really pretty intriguing.
[01:49:09.050 --> 01:49:17.298]  Because Alzheimer's, as you mentioned, is an increasing epidemic to the point where more than one in three people are projected to eventually have this.
[01:49:17.298 --> 01:49:19.080]  It's not pretty to lose your mind.
[01:49:19.080 --> 01:49:24.726]  But we're finding that one of the best things to do is follow a healthy lifestyle, exercise, get your vitamin D levels up, avoid the sugar.
[01:49:25.620 --> 01:49:31.203]  But also, even if you have Alzheimer's, what's been found recently to be highly effective is coconut oil.
[01:49:31.203 --> 01:49:46.312]  And about a tablespoon a day has been shown to produce massive improvement in a number of people and really get their sanity back and their brain functioning, which is really quite extraordinary to consider how simple food like this can give such a powerful benefit.
[01:49:46.312 --> 01:49:48.814]  Well, I mean, isn't food really the original medicine?
[01:49:48.814 --> 01:49:50.695]  I mean, it's what we're designed to eat.
[01:49:52.458 --> 01:50:04.807]  Well, but there seems to be some specific benefit to coconut with respect to how biochemically it interacts with the brain and providing sort of bypasses to some of the dysfunction that occurs in advanced degenerative brain disease.
[01:50:04.807 --> 01:50:06.849]  So, it's particularly intriguing.
[01:50:06.849 --> 01:50:07.709]  I couldn't agree more.
[01:50:07.709 --> 01:50:14.534]  One of the good strategies you could also use, and I highly recommend people consider, would be organic vegetable juicing.
[01:50:14.534 --> 01:50:16.836]  You know, a good 8 to 16 ounces a day.
[01:50:18.337 --> 01:50:18.837]  I think so.
[01:50:37.418 --> 01:50:40.439]  We've all gotta make the commitment.
[01:50:40.439 --> 01:50:49.100]  Back over 10 years ago, I was in really good shape, and then I just got out of shape, and it's very hard to get back into shape and start eating properly again, but I'm slowly moving there.
[01:50:49.100 --> 01:50:52.541]  But it's something that freedom lovers all have to do.
[01:50:52.541 --> 01:50:56.502]  I mean, this revolution against tyranny starts with our bodies.
[01:50:56.502 --> 01:50:58.942]  Let's take another call from Donna in California.
[01:50:58.942 --> 01:51:00.182]  We gotta move quick now.
[01:51:00.182 --> 01:51:02.823]  Donna, you're on the air with Dr. Joseph Mercola.
[01:51:02.823 --> 01:51:03.183]  Go ahead.
[01:51:04.272 --> 01:51:05.233]  Oh great.
[01:51:05.233 --> 01:51:06.394]  Hi Alex.
[01:51:06.394 --> 01:51:06.534]  Hi.
[01:51:06.534 --> 01:51:07.575]  First time caller.
[01:51:07.575 --> 01:51:08.696]  Hi Dr. Mercola.
[01:51:08.696 --> 01:51:09.177]  Hi.
[01:51:09.177 --> 01:51:11.559]  I'm here in Palm Springs, California as you said.
[01:51:11.559 --> 01:51:16.484]  I'm just very excited to be on air and I appreciate you taking my call.
[01:51:16.484 --> 01:51:20.588]  And I'm a first time subscriber.
[01:51:20.588 --> 01:51:22.430]  Just started listening to you and I'm spreading the word.
[01:51:23.390 --> 01:51:29.672]  I just wanted to let you know that I'm out calling these companies about the bisphenol A and all this other stuff.
[01:51:29.672 --> 01:51:33.294]  So I try to do one or two a day before I go to work.
[01:51:33.294 --> 01:51:40.136]  Anyway, I just want to thank you and I appreciate you guys and keep up the good work and if there's anything I can do, give me a call.
[01:51:40.556 --> 01:51:41.757]  Alright, well you're a sweetheart.
[01:51:41.757 --> 01:51:47.123]  Do you have any questions for our... Yeah, actually I do Alex, thanks.
[01:51:47.123 --> 01:51:57.413]  I was curious about, because you've talked about the Bisbee Moline, the plastics, and I'm looking at my cupboards and my storage and I've got all these canned goods and things that are in plastic.
[01:51:57.413 --> 01:52:01.237]  Is there a way to know exactly which ones to get rid of and
[01:52:02.902 --> 01:52:06.727]  You know, is there a list of plastic companies or whatever we shouldn't be using?
[01:52:06.727 --> 01:52:07.989]  Well, that's another great point.
[01:52:07.989 --> 01:52:19.805]  The little juice boxes, most of the things like Capri Sun, you name it, they have plastic lining in them and a lot of them it's made of bisphenol A. Correct, Dr. Mercola?
[01:52:20.325 --> 01:52:27.067]  Yeah, the general principle is, as far as I understand it, 90% of the money that Americans spend on food is for processed foods.
[01:52:27.067 --> 01:52:31.508]  And when you process the food, there's a risk, because you have to package it in a way that's going to store it.
[01:52:31.508 --> 01:52:34.269]  And most of these packaging materials are fraught with danger.
[01:52:34.269 --> 01:52:40.190]  So, you know, occasionally exposure is not going to be a big issue, but on a regular basis, you really want to move away from that.
[01:52:40.190 --> 01:52:42.491]  Fine foods are packaged in glass.
[01:52:44.266 --> 01:53:07.501]  Another element that is commonly overlooked is that these vegetables and fruits, once you package them and process them, normally they have methanol, but it's combined with pectin in a fruit or vegetable, and if you eat it raw or fresh, it's not a problem, but once you package it, this methanol gradually dissociates, and methanol is another term for wood alcohol, and it can cause significant neurological complications.
[01:53:07.501 --> 01:53:11.923]  So, really, the general take-home message is stay away from processed foods as much as possible.
[01:53:13.805 --> 01:53:27.956]  You know, I didn't know that until a few months ago, but correct me if I'm wrong, what you're saying is that when you take canned peaches, or whatever the case may be, the natural things in it starts breaking down into something toxic.
[01:53:28.755 --> 01:53:30.856]  Well, it's liberated.
[01:53:30.856 --> 01:53:41.383]  Normally, it's connected in a way that doesn't cause a problem in your body because it doesn't have an enzyme to dissociate it, but it breaks down spontaneously once it's processed over time, so the longer it is, the worse the problem.
[01:53:41.383 --> 01:53:43.505]  You can have significant complications.
[01:53:43.505 --> 01:53:51.770]  In fact, many researchers believe it's a primary factor for the cause of multiple sclerosis and other autoimmune diseases.
[01:53:51.770 --> 01:53:52.550]  Amazing.
[01:53:52.550 --> 01:53:53.651]  Donna, God bless.
[01:53:53.651 --> 01:53:55.452]  Let's talk to Larry in California.
[01:53:55.452 --> 01:53:56.293]  Larry, you're on the air.
[01:53:59.339 --> 01:54:01.040]  Yeah, hello Alex.
[01:54:01.040 --> 01:54:02.340]  Hey.
[01:54:02.340 --> 01:54:12.764]  Hey Alex, I'm an ex-convict there, and I'm telling you man, quit bad-mouthing us ex-convicts here in California.
[01:54:12.764 --> 01:54:15.685]  Alright Larry, I appreciate your call.
[01:54:15.685 --> 01:54:16.865]  I know that's a prank call.
[01:54:16.865 --> 01:54:21.447]  I don't really talk too much about ex-convicts, but good to hear from you, Larry.
[01:54:21.447 --> 01:54:23.148]  Let's talk to Chris in Maryland.
[01:54:23.148 --> 01:54:25.048]  We don't screen our calls, folks.
[01:54:25.048 --> 01:54:27.109]  Chris in Maryland, you're on the air with Dr. Mercola.
[01:54:27.645 --> 01:54:29.868]  Hey guys, I'm finally glad to finally get on.
[01:54:29.868 --> 01:54:46.789]  It's hard to get on here, but my question for your guest is that I was seriously operated on by the military and I have a feeling that I might be a goner, but if martial law is called, I told my wife and kids that we will bug out of here to get away from the populated areas.
[01:54:47.426 --> 01:54:54.811]  And since they took out my terminal ileum, and I have B12 deficiency, is there some way that I can bypass that to get to B12?
[01:54:54.811 --> 01:54:58.734]  Because I have a feeling if I don't get it, I'll be a dead man.
[01:54:58.734 --> 01:55:03.738]  Well, eventually you'll die, but before that you'll become blind and develop other neurological complications.
[01:55:03.738 --> 01:55:12.724]  But you're right, the B12 is a very large vitamin, as large as the ones we know of, and it's required to combine with intrinsic factor and be observed in the terminal ileum, which has been surgically resected.
[01:55:13.391 --> 01:55:14.372]  At your case.
[01:55:14.372 --> 01:55:19.995]  So the bypass of that is to take an injectable form of vitamin B12 once a week or so.
[01:55:19.995 --> 01:55:29.501]  Or, on our site we actually have a spray which you just spray under your tongue that's absorbed sublingually and you can bypass the expense and inconvenience of having to do it a shot every week.
[01:55:29.501 --> 01:55:30.841]  So, but you can't swallow it.
[01:55:30.841 --> 01:55:31.942]  It won't be absorbed.
[01:55:31.942 --> 01:55:32.662]  So that's the key.
[01:55:32.662 --> 01:55:36.645]  Okay, so but will it still get into my body without an injection?
[01:55:36.645 --> 01:55:37.685]  I mean, can I use that?
[01:55:37.685 --> 01:55:39.466]  If you spray it sublingually it will.
[01:55:39.466 --> 01:55:40.467]  Okay.
[01:55:40.467 --> 01:55:41.788]  Because underneath your tongue.
[01:55:43.253 --> 01:55:47.577]  If it goes into your saliva glands, correct?
[01:55:47.577 --> 01:55:48.998]  Yeah, that's why folks chew tobacco.
[01:55:48.998 --> 01:55:50.359]  It's a great way to get the drug in.
[01:55:59.957 --> 01:56:04.439]  Is there some way that you can put out the information Alex where I can get some of this or some of us who have this problem?
[01:56:04.439 --> 01:56:05.039]  Absolutely!
[01:56:05.039 --> 01:56:15.362]  I just said Mercola website.com has it and there's a lot of other products out there so I appreciate your call.
[01:56:15.362 --> 01:56:18.343]  Let's go ahead now and talk to Gabriel in Mass.
[01:56:18.343 --> 01:56:21.144]  Gabriel you're on the air.
[01:56:21.144 --> 01:56:21.785]  Hello.
[01:56:21.785 --> 01:56:22.745]  Yes sir.
[01:56:22.745 --> 01:56:27.267]  Hey Alex I want to talk about GMO.
[01:56:27.267 --> 01:56:28.167]  Soy and corn.
[01:56:28.803 --> 01:56:36.468]  About 90% of, uh, everything we buy in the stores is got... Er, forgive me, I'm really nervous, okay?
[01:56:36.468 --> 01:56:39.030]  We're almost out of time, though, go ahead.
[01:56:39.030 --> 01:56:50.798]  About everything in the stores you buy has got, uh, genetically modified soy or corn derivatives, er, resistant, it's got pesticide-resistant bacteria in it, and it stays in our gut.
[01:56:50.798 --> 01:56:52.479]  Yes.
[01:56:52.479 --> 01:56:57.783]  And, uh, the animals that eat it... We eat these animals, and, uh,
[01:57:00.472 --> 01:57:01.432]  Yeah, we're in deep trouble.
[01:57:01.432 --> 01:57:03.814]  I appreciate your call.
[01:57:03.814 --> 01:57:05.354]  It is incredible.
[01:57:05.354 --> 01:57:08.256]  In closing, Dr. Mercola, comment on what he was saying.
[01:57:08.256 --> 01:57:09.516]  Well, GMO is an issue.
[01:57:09.516 --> 01:57:12.258]  It's in over 90% of the corn in the store.
[01:57:12.258 --> 01:57:16.800]  So you really want to avoid those foods that really... You can go to our site.
[01:57:16.800 --> 01:57:18.321]  We've got a... Just type that in.
[01:57:19.581 --> 01:57:20.663]  We're good to go.
[01:57:46.749 --> 01:57:46.829]  No!
