[00:00:00.110 --> 00:00:00.272]  Hmm.
[00:23:29.340 --> 00:23:37.344]  The Magic Yellow Flyer marketing system is the most effective and inexpensive way to build a referral-only service business in a short period of time.
[00:23:37.344 --> 00:23:41.466]  And the Magic Yellow Flyer comes with an outrageous one-year guarantee.
[00:23:41.466 --> 00:23:44.028]  You will get new customers or your money back.
[00:23:44.028 --> 00:23:46.249]  For details, go to magicyellowflyer.com.
[00:23:46.849 --> 00:23:51.591]  No matter what business you're in, the Magic Yellow Flyer marketing system will work for you.
[00:23:51.591 --> 00:23:53.832]  Visit magicyellowflyer.com.
[00:23:53.832 --> 00:23:56.953]  Put the Magic Yellow Flyer to work for you today.
[00:23:56.953 --> 00:23:58.754]  Visit magicyellowflyer.com.
[00:24:14.781 --> 00:24:17.304]  We need to wake up.
[00:24:17.304 --> 00:24:19.708]  I'm talking about myself included.
[00:24:19.708 --> 00:24:29.380]  We need to face just how real this scientific dictatorship, this global corporate crime syndicate is.
[00:24:29.380 --> 00:24:30.482]  If we don't man up,
[00:24:32.133 --> 00:24:37.318]  And really get real and make fighting this system and waking others up our main focus.
[00:24:37.318 --> 00:24:38.979]  We're going to lose.
[00:24:38.979 --> 00:24:46.666]  I like going to the movies or going and watching a UFC fight as much as the next person, but every time I do I feel guilty afterwards.
[00:24:47.489 --> 00:24:50.352]  But we're designed to have some enjoyment.
[00:24:50.352 --> 00:24:52.734]  We're designed to enjoy some leisure.
[00:24:52.734 --> 00:24:55.217]  But we're way out of balance.
[00:24:55.217 --> 00:24:57.439]  We're obsessed with entertainment.
[00:24:57.439 --> 00:24:59.702]  We're obsessed with satiating ourselves.
[00:24:59.702 --> 00:25:06.368]  We're not focused, myself included, like we should be against a threat this real.
[00:25:06.368 --> 00:25:07.850]  We have true
[00:25:09.517 --> 00:25:18.261]  Sponified, grade A, hardcore, supercharged despotism sitting on our backs.
[00:25:18.261 --> 00:25:20.301]  And we've got to get it off our backs.
[00:25:20.301 --> 00:25:37.929]  And it can be defeated because even if you've got evil people working for this corrupt system, you can explain to them that, hey, I know you're on a power trip being compartmentalized within the structure and having some power, but you are being targeted by this system as well.
[00:25:39.011 --> 00:25:45.273]  And this is leading us very quickly to a nightmare prison planet.
[00:25:45.273 --> 00:25:50.955]  Now, I want to shift gears into the attacks on free speech and the First Amendment.
[00:25:50.955 --> 00:26:01.459]  We talked about it yesterday, how in Ohio, multiple towns and cities are saying no Tea Party demonstrations allowed because the state is basically saying they're hate groups.
[00:26:01.459 --> 00:26:02.840]  Lawsuits have been filed.
[00:26:03.894 --> 00:26:14.990]  Well, Supreme Court Justice Breyer is on ABC News saying we may ban burning Korans because that's not a free speech right, which is asinine.
[00:26:14.990 --> 00:26:19.257]  We have just got massive reports along these lines pouring out.
[00:26:21.067 --> 00:26:27.571]  But then, a few days ago, we saw some local news articles on this and wrote a story about it.
[00:26:27.571 --> 00:26:30.213]  Now we discovered and confirmed what Wayne Madsen said.
[00:26:30.213 --> 00:26:34.176]  It turned out it was all over the newspapers in Pennsylvania, breaking yesterday.
[00:26:51.707 --> 00:27:01.231]  It turns out they're not a non-profit like the media said and it was to spy on anti-gas drilling groups, environmental groups, tea parties.
[00:27:01.231 --> 00:27:08.614]  It first broke because this group put out reports demonizing tea parties and demonizing anyone that wants tax cuts.
[00:27:08.614 --> 00:27:09.995]  The quotes in the newspapers were
[00:27:10.475 --> 00:27:24.901]  That by saying you don't want taxes, that threatens government infrastructure, because God forbid citizens get involved in government, as we're supposed to here on Constitution Day, 220 plus years after the signing of the Constitution, the ratification of the Constitution.
[00:27:24.901 --> 00:27:31.264]  Heaven forbid that citizens actually be involved in their government and get taxes cut.
[00:27:31.264 --> 00:27:34.726]  So it started there, but now it turns out they were at the G20 in Pittsburgh,
[00:27:36.702 --> 00:27:38.604]  And that they were spying on the activist groups.
[00:27:38.604 --> 00:27:46.249]  We saw private groups, this is admitted, driving around, grabbing citizens off the streets for no reason, throwing them into cars.
[00:27:46.249 --> 00:27:47.591]  Rob Dew was arrested.
[00:27:47.591 --> 00:27:57.498]  He was at a military armory with police and military and saw people being brought off the backs of trucks and vans with bags on their heads.
[00:27:57.498 --> 00:27:58.959]  Luke Rodowski was arrested.
[00:27:58.959 --> 00:28:01.941]  So my crew has been in the middle of this.
[00:28:03.161 --> 00:28:26.823]  And it turns out that when, and this is covered in Police State 4, the rise of FEMA, that Rob Dew and the guys, I sent them to the military base at the start of the G20, or the night before it started, because they had a press release out saying that the National Guard would be used against citizens, and it had the name of the public information officer, so they pull up politely and say, hi, we're here, you know, with Alex Jones, we're here to find out
[00:28:28.160 --> 00:28:28.961]  What's going on?
[00:28:28.961 --> 00:28:29.782]  What the military is going to do?
[00:28:29.782 --> 00:28:31.624]  We'd like to interview your public information officer.
[00:28:31.624 --> 00:28:32.665]  And they said, stay here.
[00:28:32.665 --> 00:28:35.327]  20 minutes later, they came back and they said, we're not going to talk to you.
[00:28:35.327 --> 00:28:36.368]  Get out of here.
[00:28:36.368 --> 00:28:37.309]  They got me on the phone.
[00:28:37.309 --> 00:28:38.651]  I talked to the guy.
[00:28:38.651 --> 00:28:40.913]  It's all on video in the film.
[00:28:40.913 --> 00:28:42.495]  And he just said, no, you're not real media.
[00:28:42.495 --> 00:28:43.416]  Get out of here.
[00:28:43.416 --> 00:28:45.638]  And so the guys peacefully drove away.
[00:28:45.638 --> 00:28:49.122]  And then the police came and called him and said, you're a terrorist.
[00:28:49.122 --> 00:28:51.064]  You're going to be in a terror database the rest of your life.
[00:28:52.120 --> 00:28:53.160]  And that's the end of it.
[00:28:53.160 --> 00:28:54.801]  You don't protest in America.
[00:28:54.801 --> 00:29:02.944]  You don't go to a military base and ask to speak to the public information officer who was saying, you know, media come talk to me if you have questions.
[00:29:02.944 --> 00:29:07.166]  And it turns out an Israeli company was intimately involved in all of this.
[00:29:07.166 --> 00:29:11.127]  And so, is this not high treason?
[00:29:11.127 --> 00:29:15.629]  I mean, I know Israel's supposed to be our little ally in all of this, but I have a question for everybody.
[00:29:16.858 --> 00:29:19.100]  Our government's been taken over by private corporations.
[00:29:19.100 --> 00:29:22.001]  Blackwater's being used domestically, now XE.
[00:29:22.001 --> 00:29:30.787]  If you had a Chinese company hired coast-to-coast to spy on citizens and to list Tea Party people as terrorists, would that be a big deal?
[00:29:30.787 --> 00:29:34.629]  Is Glenn Beck going to talk about an Israeli company spying on the Tea Party?
[00:29:34.629 --> 00:29:35.810]  Don't hold your breath.
[00:29:35.810 --> 00:29:37.511]  But we are going to cover it.
[00:29:37.511 --> 00:29:38.872]  Pennsylvania Homeland Security
[00:29:40.091 --> 00:29:42.833]  Employed Israeli company to suppress American political speech.
[00:29:42.833 --> 00:29:45.534]  They're now being sued by multiple groups.
[00:29:45.534 --> 00:29:47.956]  That's all coming up on the other side.
[00:29:47.956 --> 00:29:50.518]  Israeli secret police in America.
[00:29:50.518 --> 00:29:51.918]  We're on the march.
[00:29:51.918 --> 00:29:54.440]  The empire's on the run.
[00:29:54.440 --> 00:29:57.122]  Alex Jones and the GCN Radio Network.
[00:29:59.901 --> 00:30:04.383]  Alex Jones here with urgent information concerning TrendsResearch.com.
[00:30:04.383 --> 00:30:11.846]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[00:30:11.846 --> 00:30:15.288]  By tracking 300 separately defined domestic and international trends,
[00:30:15.908 --> 00:30:20.433]  The Trends Journal establishes the connections that others fail to see or misinterpret.
[00:30:20.433 --> 00:30:28.280]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[00:30:28.280 --> 00:30:35.508]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[00:30:36.068 --> 00:30:38.850]  Extra information to keep you well informed throughout the year.
[00:30:38.850 --> 00:30:46.374]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[00:30:46.374 --> 00:30:50.657]  When you subscribe to the Trends Journal, you'll also receive trends alerts.
[00:30:50.657 --> 00:30:52.818]  Visit TrendsResearch.com today.
[00:30:52.818 --> 00:30:55.120]  That's TrendsResearch.com.
[00:30:55.120 --> 00:30:56.981]  Subscribe to the Trends Journal.
[00:30:56.981 --> 00:30:58.722]  This information is too important to wait.
[00:31:03.821 --> 00:31:05.081]  Tyranny is here.
[00:31:05.081 --> 00:31:09.003]  The grim future foretold in 1984 has become reality.
[00:31:09.003 --> 00:31:11.243]  It really says that the state is God.
[00:31:11.243 --> 00:31:17.105]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:31:17.105 --> 00:31:23.327]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:31:23.767 --> 00:31:29.750]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:31:29.750 --> 00:31:33.932]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:31:33.932 --> 00:31:38.214]  Prepare to enter the secretive world of emergency dictatorship.
[00:31:38.214 --> 00:31:44.157]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:31:44.157 --> 00:31:47.719]  It's only the beginning of the New World Order's hellish plan.
[00:31:47.719 --> 00:31:49.700]  The police state isn't coming.
[00:31:49.700 --> 00:31:50.140]  It's here.
[00:31:50.800 --> 00:31:57.630]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:31:59.485 --> 00:32:03.688]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[00:32:03.688 --> 00:32:10.093]  Not detergents, but good old-fashioned pure soap made by the Calbin Soap Company, a family-owned and operated American company.
[00:32:10.093 --> 00:32:17.479]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[00:32:17.479 --> 00:32:22.363]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[00:32:22.363 --> 00:32:24.505]  Get a free, detailed catalog by calling 800-340-7091.
[00:32:31.011 --> 00:32:35.275]  Let's talk to the owner of Five Star Soap, Marty Schachter, and see what he has to say.
[00:32:35.275 --> 00:32:42.021]  As founder and owner for over 63 years, people keep asking me, how's business?
[00:32:42.021 --> 00:32:45.365]  I'm happy to say our business is going down the drain.
[00:32:48.087 --> 00:32:50.669]  What we've got here is failure to communicate.
[00:32:50.669 --> 00:32:52.870]  Some men you just can't reach.
[00:32:52.870 --> 00:32:57.153]  So you get what we had here last week, which is the way he wants it.
[00:32:57.153 --> 00:32:57.653]  Well, he is!
[00:33:20.371 --> 00:33:21.213]  I don't like it.
[00:33:21.213 --> 00:33:26.240]  It ain't all that easy.
[00:33:26.240 --> 00:33:28.864]  Waging war on corruption.
[00:33:28.864 --> 00:33:30.245]  It's Alex Jones.
[00:33:32.432 --> 00:33:38.497]  I'm going to have Rob Dube pop in and tell you what he saw at the G20 just to remind folks.
[00:33:38.497 --> 00:33:45.763]  And it turns out this Israeli intelligence connected company was involved spying on the citizens.
[00:33:45.763 --> 00:33:48.485]  And not just with the G20.
[00:33:48.485 --> 00:33:53.328]  And being paid by the state to compile a list of people they said posed a terrorist threat.
