[00:00:00.269 --> 00:00:08.394]  Alex Jones on the GCN Radio Network.
[01:39:13.611 --> 01:39:15.372]  I got quick shots of all the
[01:39:16.132 --> 01:39:17.953]  You know, I didn't want to really put the kids' faces on.
[01:39:17.973 --> 01:39:21.655]  There's the... Yeah, even though they let us in, we don't show the kids' faces, and that's good.
[01:39:22.716 --> 01:39:24.217]  But of course, some of these are teenagers.
[01:39:24.237 --> 01:39:25.918]  There's the terrorists going in right there.
[01:39:26.358 --> 01:39:29.480]  And they're going into... And then here come the troops.
[01:39:30.440 --> 01:39:33.842]  This is the Illinois National Guard coming in to cut through the doorway.
[01:39:33.862 --> 01:39:38.705]  Illinois National Guard with state police and foreign troops fighting the terrorists.
[01:39:40.266 --> 01:39:42.747]  And the terrorists are two guys, you know, with guns.
[01:39:42.767 --> 01:39:43.128]  They didn't...
[01:39:44.265 --> 01:39:48.909]  Of course, then they had their biological agent, which I guess they never really mentioned what that was.
[01:39:48.929 --> 01:39:49.930]  You guys got everything.
[01:39:49.970 --> 01:39:53.092]  You got him cutting through the door from the inside and the outside.
[01:39:53.132 --> 01:39:53.713]  Great job.
[01:39:54.193 --> 01:40:03.161]  Unfortunately, right now we're missing the flash bomb that the Polish troops used to blow out the front of the building and go in through there.
[01:40:03.261 --> 01:40:05.362]  They told us about the national guard.
[01:40:05.403 --> 01:40:06.784]  They put us in here in the back.
[01:40:06.804 --> 01:40:10.206]  But we didn't learn about the Polish troops until seconds before it happened.
[01:40:10.587 --> 01:40:12.108]  That's how the information was being disseminated.
[01:40:12.128 --> 01:40:15.330]  Okay, and you were having some computer problems right beforehand.
[01:40:15.350 --> 01:40:17.991]  Can we play it tomorrow, or are we going to have time to play that flashbang video?
[01:40:18.452 --> 01:40:19.072]  We didn't get it.
[01:40:19.112 --> 01:40:20.853]  They didn't tell us until moments before.
[01:40:20.933 --> 01:40:21.753]  Oh, I misunderstood.
[01:40:21.793 --> 01:40:23.334]  I thought you said you hadn't dumped that video yet.
[01:40:23.354 --> 01:40:25.315]  We coordinated it at the same time.
[01:40:25.415 --> 01:40:29.398]  There was the sawing of the door, which we were told about days ahead of time.
[01:40:29.598 --> 01:40:29.758]  Right.
[01:40:29.778 --> 01:40:32.839]  But then two seconds before it happened, the flash bomb goes off.
[01:40:32.880 --> 01:40:34.460]  We're going to have Polish guys come from the front.
[01:40:34.480 --> 01:40:40.384]  And here are the kids being trained how to go into learned helplessness submission fetal positions.
[01:40:41.465 --> 01:40:48.854]  And then of course they separately get these Explorer Scout 10, 11, 12, 13, 14, and have them with mock guns take on disgruntled veterans.
[01:40:48.894 --> 01:40:49.815]  That's the New York Times.
[01:40:50.355 --> 01:40:53.940]  And I guess one of the commanders here is a Scoutmaster.
[01:40:54.620 --> 01:40:56.883]  And the side of the patch there, it'll say BOA.
[01:40:57.083 --> 01:40:59.386]  And that's their telltale
[01:41:00.327 --> 01:41:02.048]  Bureau of Anti-Terrorism.
[01:41:02.068 --> 01:41:21.439]  Well, I've noticed with this, I was watching old duck-and-cover videos and also government-produced COG, Continued Government videos, one shot in Portland, Oregon, and it's all about martial law during a nuclear attack, and there they teach everybody learned helplessness, and how you're gonna be nuked, and you get under the table.
[01:41:21.499 --> 01:41:23.220]  It's the same thing with the kids now in schools.
[01:41:23.480 --> 01:41:26.762]  You get down on your knees, and really it's about submitting to the authority.
[01:41:27.302 --> 01:41:32.685]  When a crisis happens, you get in a fetal position and wait to be shot in the back of the head, or wait to be loaded on a truck.
[01:41:33.105 --> 01:41:41.030]  So all the kids in America are taught, go with the men with guns, go to the FEMA camp, get on your knees, you know, they're gonna take good care of you.
[01:41:44.085 --> 01:41:45.245]  on his shoulder right there.
[01:42:03.697 --> 01:42:04.117]  I don't
[01:42:24.122 --> 01:42:26.303]  This is the military having mock drills.
[01:42:27.043 --> 01:42:29.925]  This is all about believing in the imaginary terror monster.
[01:42:29.945 --> 01:42:40.070]  This is just all part of mass mind control, a giant... The whole thing, they couldn't have one that was just, you know, a natural disaster or something that was, you know, just regular.
[01:42:40.330 --> 01:42:42.391]  It always had to have a terror plot at the end.
[01:42:42.951 --> 01:42:48.234]  They always found another piece of the puzzle that brought them closer to the terror plot.
[01:42:48.254 --> 01:42:49.194]  Total Mind Control.
[01:42:49.254 --> 01:42:49.994]  Gentlemen, stay there.
[01:42:50.034 --> 01:42:51.735]  Final segment with your final thoughts.
[01:42:51.995 --> 01:42:53.096]  We'll be right back.
[01:42:55.620 --> 01:42:58.943]  It's the number one reason for slow and clogged bath drains.
[01:42:59.223 --> 01:43:00.544]  That's right, hair.
[01:43:00.884 --> 01:43:03.827]  And the number one way to open drains plugged with hair?
[01:43:04.087 --> 01:43:05.148]  The drain claw.
[01:43:06.009 --> 01:43:07.950]  Stop standing in dirty bath water.
[01:43:08.191 --> 01:43:09.852]  Stop using dangerous chemicals.
[01:43:10.092 --> 01:43:14.516]  Just push the drain claw past the pop-up in your sink or tub, twist, and pull.
[01:43:14.536 --> 01:43:18.199]  You'll be shocked at what this little tool can pull out of your drain.
[01:43:18.459 --> 01:43:25.442]  The Drain Claw has over 100 tiny hooks that claw through hair, toothpaste and shampoo that slows and clogs your drains.
[01:43:25.742 --> 01:43:28.803]  See how it works right now at TheDrainClaw.com.
[01:43:29.564 --> 01:43:36.867]  The Drain Claw is made in the USA and is the safest, easiest, most environmentally friendly solution to unclog bath drains.
[01:43:37.147 --> 01:43:38.287]  Get one for $6.99 or three for $15.
[01:43:38.327 --> 01:43:39.488]  The Drain Claw can be used over and over.
[01:43:43.169 --> 01:43:44.710]  Don't be fooled by substitutes.
[01:43:44.950 --> 01:43:45.930]  Buy the original.
[01:43:46.151 --> 01:43:47.411]  Buy the Drain Claw.
[01:43:47.611 --> 01:43:49.812]  Order now at TheDrainClaw.com.
[01:43:50.152 --> 01:43:52.994]  That's The Drain Claw at TheDrainClaw.com.
[01:43:55.205 --> 01:44:00.066]  The question is, where should the American people draw their line in the sand?
[01:44:00.166 --> 01:44:00.966]  What have we got?
[01:44:01.166 --> 01:44:03.307]  A republic or a monarchy?
[01:44:03.607 --> 01:44:04.367]  A republic.
[01:44:04.627 --> 01:44:07.187]  It's based on a constitution which protects minority rights.
[01:44:07.267 --> 01:44:09.188]  Not democracy, not mob rule.
[01:44:09.528 --> 01:44:11.448]  Two wolves and a sheep voting on what's for dinner.
[01:44:11.568 --> 01:44:12.828]  So they think they own our land?
[01:44:13.249 --> 01:44:14.349]  They think they own our water?
[01:44:14.569 --> 01:44:14.949]  Children?
[01:44:15.169 --> 01:44:15.949]  Our education?
[01:44:16.289 --> 01:44:16.909]  Our money?
[01:44:17.129 --> 01:44:20.770]  We have to define who we are and what we will tolerate.
[01:44:21.132 --> 01:44:24.795]  Somebody's going to ask you what you did during the Patriot Uprising.
[01:44:24.855 --> 01:44:25.796]  You have been warned!
[01:44:26.116 --> 01:44:26.937]  We have the facts.
[01:44:27.137 --> 01:44:28.258]  We have the Constitution.
[01:44:28.298 --> 01:44:29.179]  We have the Bill of Rights.
[01:44:29.199 --> 01:44:30.040]  We have common law.
[01:44:30.100 --> 01:44:32.342]  Knowledge is power, ladies and gentlemen.
[01:44:32.622 --> 01:44:35.344]  And I'm so excited to be able to offer you Don't Tread on Me.
[01:44:35.565 --> 01:44:36.425]  Rise of the Republic.
[01:44:36.505 --> 01:44:41.290]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[01:44:41.470 --> 01:44:42.811]  A new tool in the Info War.
[01:44:42.971 --> 01:44:43.792]  Don't Tread on Me.
[01:44:44.052 --> 01:44:45.273]  Order it at InfoWars.com.
[01:44:55.297 --> 01:44:55.837]  You worry.
[01:44:55.977 --> 01:44:58.058]  If you don't, you don't understand the situation.
[01:44:58.338 --> 01:44:58.598]  Hi.
[01:44:58.878 --> 01:45:01.359]  Summer's coming, and now's the time to learn self-sufficiency.
[01:45:01.659 --> 01:45:05.900]  If you're going to eat from nature's bounty of wild edible plants, remember, there's a learning curve.
[01:45:06.200 --> 01:45:08.381]  Experience is the best teacher, but that means time.
[01:45:08.661 --> 01:45:11.702]  To speed it up, you'll need to build on the wisdom of a teacher who has lived it.
[01:45:12.102 --> 01:45:12.642]  We're good to go.
[01:45:33.049 --> 01:45:33.810]  We're good to go.
[01:46:20.051 --> 01:46:34.461]  Livin' on the road, my friend Was gonna keep you free and clean And now you wear your skin like iron And your breath as hard as kerosene
[01:46:35.862 --> 01:46:43.494]  You weren't your mama's only boy, but her favorite one it seemed.
[01:46:43.755 --> 01:46:47.701]  She began to cry when you said goodbye.
[01:46:51.763 --> 01:46:53.284]  We only got about five minutes left.
[01:46:53.544 --> 01:46:58.626]  The military now admits they're going to carry out operations in the United States, Brigade Homeland.
[01:46:58.646 --> 01:47:09.270]  They're going to help with crashed cars, air flights, fight drunk driving, the FBI, CIA, Pentagon funding fusion centers locally.
[01:47:09.290 --> 01:47:11.251]  I mean, the Feds are taking everything over.
[01:47:11.271 --> 01:47:12.911]  They're training the kids to spy on their parents.
[01:47:13.291 --> 01:47:14.852]  This is the opposite of what our country is.
[01:47:14.872 --> 01:47:18.533]  But now the new patriotism is, salute the troops and the foreign troops.
[01:47:18.693 --> 01:47:19.634]  But you had a point you wanted to make.
[01:47:20.194 --> 01:47:31.545]  Well, uh, when we first got there, the thing that, you know, was such a stark difference to G20, where we were vermin and, you know, spit on, tear gas thrown at us, was how they just rolled out the carpet for us.
[01:47:31.605 --> 01:47:36.170]  I mean, we were like VIPs, just nobodies from, you know, an affiliate in Rockwell.
[01:47:36.510 --> 01:47:37.390]  Because they're selling the fear.
[01:47:37.450 --> 01:47:38.411]  They want you to see this.
[01:47:38.431 --> 01:47:38.671]  Exactly.
[01:47:38.691 --> 01:47:42.353]  What I found out later was that in Alaska, apparently it didn't go so well.
[01:47:42.433 --> 01:47:45.574]  They didn't have as much contact with the press, so people ran with it.
[01:47:45.634 --> 01:47:48.495]  They said that they were locking them up for internment camps.
[01:47:48.955 --> 01:47:52.797]  And the guy that was talking to me about this, you know, was very concerned that the press... This is the military.
[01:47:52.917 --> 01:47:53.077]  Right.
[01:47:53.117 --> 01:47:55.958]  That the press might have a negative image of what's going on.
[01:47:56.439 --> 01:47:57.579]  So that's why we were let in.
[01:47:57.639 --> 01:48:01.321]  That's why they rolled out the red carpet, because they wanted
[01:48:02.697 --> 01:48:03.838]  You know, to seem transparent.
[01:48:03.878 --> 01:48:05.599]  It's this new transparency.
[01:48:05.619 --> 01:48:09.501]  So you're allowed to see the kids being put in fetal positions with the foreign troops?
[01:48:10.201 --> 01:48:11.082]  We have nothing to hide.
[01:48:11.102 --> 01:48:12.182]  It's the new America.
[01:48:12.222 --> 01:48:13.443]  It's all out there, right in front.
[01:48:14.524 --> 01:48:15.024]  For us to see.
[01:48:15.544 --> 01:48:18.146]  So you were talking to one of the members of the military and they were telling you this?
[01:48:18.166 --> 01:48:18.246]  Yes.
[01:48:19.191 --> 01:48:20.232]  This is at the night drill.
[01:48:20.272 --> 01:48:21.432]  They were in plain clothes.
[01:48:21.712 --> 01:48:22.533]  We don't get it.
[01:48:22.593 --> 01:48:25.294]  Suddenly the American people don't trust us anymore.
[01:48:25.314 --> 01:48:29.416]  We've got to try Operation Counter-Pro or Counter-Intel-Pro.
[01:48:29.596 --> 01:48:31.857]  I don't know.
[01:48:32.097 --> 01:48:36.959]  I was kind of amazed at how much they were just like, you want us to take you around on the golf cart and we'll show you all the vehicles?
[01:48:37.379 --> 01:48:38.259]  But that's the whole thing.
[01:48:38.279 --> 01:48:44.002]  It's like the face of the New World Order is your brother, your sister, your mother, your father.
[01:48:44.282 --> 01:48:46.183]  They don't know what they're a part of.
[01:48:46.923 --> 01:48:47.884]  They're doing their job.
[01:48:47.924 --> 01:48:52.126]  They think they're trying to save us because all of these drills are natural disasters.
[01:48:52.166 --> 01:48:53.867]  You know, they're coming in to save us.
[01:48:54.087 --> 01:49:01.591]  And then they mix that in with all these fake drills to create, like, one for a hurricane, one for a tornado, one for a flood.
[01:49:01.671 --> 01:49:04.313]  Next, one for al-Qaeda attacking.
[01:49:05.421 --> 01:49:06.322]  Yeah, and that's it.
[01:49:06.342 --> 01:49:13.505]  I mean, it's just blurring the lines of what their responsibilities are and then what happens when, you know, it hits the fan.
[01:49:14.106 --> 01:49:17.187]  They suddenly come in and they want to take over every, you know, every aspect.
[01:49:17.268 --> 01:49:21.190]  And then the culmination of all of these drills, you know, we heard about all these aspects.
[01:49:22.170 --> 01:49:25.232]  We came in, they were very transparent about what was going on.
[01:49:25.672 --> 01:49:27.353]  You know, this is happening at this time.
[01:49:27.753 --> 01:49:36.738]  But it's funny, the thing that they didn't mention that's in none of the literature is that the culmination of the exercise at the Naoko Chemical Plant was a civil disturbance.
[01:49:36.878 --> 01:49:37.058]  Yep.
[01:49:37.559 --> 01:49:38.459]  Oh, this is key!
[01:49:38.479 --> 01:49:38.799]  Yeah.
[01:49:38.819 --> 01:49:40.921]  Toyota Park, they didn't, uh, we got word of it.
[01:49:41.901 --> 01:49:48.148]  Um, the night before it was happening, he said, yeah, we're going to have a civil disturbance at Toyota Park, which is where their staging ground was.
[01:49:48.188 --> 01:49:50.070]  And we're like, oh, that's not in any of your literature.
[01:49:50.110 --> 01:49:52.292]  And he goes, oh, we just decided to do this one off the cuff.
[01:49:52.412 --> 01:49:54.194]  And we worked right up to the last minute.
[01:49:54.214 --> 01:49:56.036]  We were at the Nalco chemical plant.
[01:49:56.877 --> 01:49:59.840]  And, uh, basically we went straight from there to the airplane.
[01:50:00.020 --> 01:50:00.540]  Yeah.
[01:50:00.900 --> 01:50:07.742]  We were capturing everything that we could and we heard just at the last minute, oh yeah, and then the culmination of these exercises is a civil disturbance.
[01:50:08.002 --> 01:50:08.642]  Did you get that?
[01:50:08.922 --> 01:50:09.303]  We didn't.
[01:50:09.403 --> 01:50:12.664]  That was probably about two hours after we took off on our flight.
[01:50:13.544 --> 01:50:16.245]  Oh, so they were scheduled up to a point.
[01:50:16.285 --> 01:50:17.845]  You shot to when they said they were scheduled.
[01:50:17.885 --> 01:50:24.767]  They said, oh, there's something at the end, which is the civil disturbance, knowing media would have pre-programmed when they could be there.
[01:50:25.387 --> 01:50:28.531]  Oh, and we missed the civil disturbance and them taking on the American people.
[01:50:28.551 --> 01:50:30.433]  It was a Thursday night thing that was gonna happen.
[01:50:30.453 --> 01:50:32.074]  But we got the foreign troops.
[01:50:32.155 --> 01:50:32.995]  Great job, guys.
[01:50:33.036 --> 01:50:34.197]  Retransmission starts now.
[01:50:34.257 --> 01:50:35.418]  Infowars.com on the screen.
[01:50:35.438 --> 01:50:37.560]  Tired of searching for great talk radio?
[01:50:37.821 --> 01:50:38.722]  Search no more.
[01:50:38.882 --> 01:50:40.103]  I'm told that it has everything.
[01:50:40.203 --> 01:50:43.187]  We are the GCN Radio Network.
[01:50:44.960 --> 01:50:46.562]  Hello friends, this is Alex Jones.
[01:50:46.602 --> 01:50:49.404]  You've heard me talk about Calden 5 Star Soaps for years.
[01:50:49.965 --> 01:50:54.890]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:50:55.190 --> 01:50:58.373]  You can buy factory direct, shipped via UPS right to your door.
[01:50:58.634 --> 01:51:02.037]  Check them out on the web at 5starsoap.com or call 800-347-8000.
