[00:00:20.234 --> 00:00:20.794]  Welcome back.
[00:21:49.791 --> 00:21:58.657]  All of his disgusting quotes where he talked about how he wanted to be worshipped at Nuremberg-style rallies.
[00:21:58.697 --> 00:21:59.498]  It just goes on and on.
[00:21:59.718 --> 00:22:01.780]  We have it at ArnoldExposed.com.
[00:22:01.800 --> 00:22:03.161]  Is that website even still up?
[00:22:03.181 --> 00:22:04.162]  I haven't looked at it in about a year.
[00:22:05.062 --> 00:22:11.207]  See if ArnoldExposed.com... Yeah, I want all the quotes.
[00:22:12.168 --> 00:22:13.409]  You can't just read a couple of them.
[00:22:14.727 --> 00:22:18.950]  I want to be a dictator of some country or some savior like Jesus.
[00:22:19.930 --> 00:22:21.752]  Oh, I want to do it.
[00:22:22.132 --> 00:22:23.073]  I want to show you.
[00:22:23.093 --> 00:22:23.993]  I do it.
[00:22:24.113 --> 00:22:24.994]  I run it all.
[00:22:25.274 --> 00:22:26.275]  You little people.
[00:22:27.135 --> 00:22:31.698]  Meanwhile, I mean, he was involved with Enron and the California scam before he was governor.
[00:22:31.978 --> 00:22:33.639]  Then he got in claiming he was fighting it.
[00:22:34.660 --> 00:22:36.021]  Put Monkeyhead back up there.
[00:22:36.061 --> 00:22:37.782]  Put, uh, there he is.
[00:22:39.944 --> 00:22:41.665]  Our savior, there he is, Hitler.
[00:22:43.032 --> 00:22:44.693]  Just get out of my country, trash!
[00:22:45.053 --> 00:22:45.954]  Stop robbing us!
[00:22:45.974 --> 00:22:47.895]  You're not a Constitutionalist.
[00:22:47.915 --> 00:22:48.796]  You're not an American.
[00:22:48.816 --> 00:22:50.877]  I've got nothing against Germans or Austrians.
[00:22:50.897 --> 00:22:53.979]  I'm talking about Arnold A. Louis Schwarzenegger.
[00:22:54.319 --> 00:22:55.740]  He makes me want to throw up.
[00:22:55.961 --> 00:22:56.741]  Here's some more quotes.
[00:22:57.241 --> 00:23:00.524]  My relationship to power and authority is that I'm old for it.
[00:23:01.044 --> 00:23:02.105]  Arnold Schwarzenegger, U.S.
[00:23:02.125 --> 00:23:02.905]  News and World Report, 1990.
[00:23:04.656 --> 00:23:06.858]  People need somebody to watch over them.
[00:23:07.238 --> 00:23:12.221]  Ninety-five percent of the people in the world need to be told what to do and how to behave.
[00:23:12.301 --> 00:23:12.481]  U.S.
[00:23:12.501 --> 00:23:13.142]  News & World Report, 1990.
[00:23:14.543 --> 00:23:16.864]  My friends don't want me to mention Cutt's name.
[00:23:17.305 --> 00:23:18.766]  Top SS officer, head of the U.N.
[00:23:19.566 --> 00:23:24.910]  My friends don't want me to mention Cutt Voltheim's name because of the recent Nazis dub and the U.N.
[00:23:24.970 --> 00:23:25.570]  controversy.
[00:23:25.830 --> 00:23:29.093]  But I love him, and Maria does too, and so thank you, Cutt.
[00:23:29.613 --> 00:23:30.414]  Arnold Schwarzenegger.
[00:23:31.835 --> 00:23:33.296]  That's what he said at the wedding in front of the media.
[00:23:34.167 --> 00:23:35.268]  I was born to be a leader.
[00:23:35.709 --> 00:23:37.771]  I love the fact that millions of people look up to me.
[00:23:39.233 --> 00:23:43.558]  I was always dreaming about very powerful people, dictators and things like that.
[00:23:43.939 --> 00:23:50.426]  I was always just impressed by people who could be remembered for hundreds or even, like Jesus, be thousands of years remembered.
[00:23:50.446 --> 00:23:52.208]  I have delusions of grandeur.
[00:23:52.228 --> 00:23:53.310]  I'm on so much steroids.
[00:23:53.370 --> 00:23:53.990]  I added that part.
[00:23:56.247 --> 00:23:57.548]  I saw this toilet bowl.
[00:23:57.808 --> 00:23:59.688]  How many times do you get away with this?
[00:23:59.989 --> 00:24:04.170]  To take a woman, grab her upside down, and bury her face in the toilet bowl.
[00:24:04.730 --> 00:24:06.390]  I wanted to have something floating there.
[00:24:06.610 --> 00:24:08.311]  The thing is, you can do it.
[00:24:08.531 --> 00:24:10.411]  Because in the end, I didn't do it to a woman.
[00:24:10.732 --> 00:24:11.652]  She's a machine.
[00:24:11.992 --> 00:24:15.613]  You would get away with that without being crucified by who knows what group.
[00:24:16.994 --> 00:24:18.956]  Arnold Schwarzenegger describing a scene from Terminator 3.
[00:24:18.996 --> 00:24:24.542]  I mean, it just goes, just a, a, a, a avarice-filled goblin.
[00:24:25.202 --> 00:24:28.105]  An inhuman, dominating...
[00:24:29.409 --> 00:24:29.749]  I don't
[00:24:48.424 --> 00:24:49.645]  That's treason!
[00:24:49.685 --> 00:24:50.885]  That's tyrannous!
[00:24:50.945 --> 00:24:51.345]  Maximus!
[00:24:51.385 --> 00:24:52.046]  That's maximum tyranny!
[00:24:52.066 --> 00:24:52.826]  Maximum oppression!
[00:25:12.827 --> 00:25:14.068]  That's the terror threat!
[00:25:14.128 --> 00:25:15.629]  That's who you should be worried about!
[00:25:16.150 --> 00:25:17.691]  People like Arnold Schwarzenegger!
[00:25:17.731 --> 00:25:18.952]  People like Joe Lieberman!
[00:25:19.272 --> 00:25:20.733]  That's your enemy right there!
[00:25:21.093 --> 00:25:22.074]  That's the problem!
[00:25:22.094 --> 00:25:23.876]  That's the guy raping California!
[00:25:24.116 --> 00:25:26.718]  That's the guy that wants carbon taxes in your guns!
[00:25:26.958 --> 00:25:28.659]  That's the guy who thinks he owns you!
[00:25:28.920 --> 00:25:31.982]  That's the person that thinks he owns you and your family!
[00:25:32.182 --> 00:25:33.643]  That's the guy who's for eugenics!
[00:25:33.843 --> 00:25:35.925]  He loves that they're poisoning your water supply!
[00:25:36.165 --> 00:25:37.046]  That's your enemy!
[00:25:37.066 --> 00:25:38.007]  We'll be back!
[00:25:41.241 --> 00:25:44.844]  You are listening to GCN.
[00:25:44.864 --> 00:25:46.985]  Visit GCNlive.com today.
[00:25:49.226 --> 00:25:50.607]  Dog chewed your remote control?
[00:25:51.228 --> 00:25:52.028]  Lost your remote?
[00:25:52.789 --> 00:25:54.810]  Or is your remote control just not working?
[00:25:55.491 --> 00:25:58.593]  Let ReplacementRemotes.com replace it or fix it for you.
[00:25:59.173 --> 00:26:09.140]  We carry a complete line of remote controls for all brands of TV, VCR, satellite, home audio, or DVD remotes, including old or hard-to-find remote controls.
[00:26:09.764 --> 00:26:11.585]  We also can repair or fix your remote.
[00:26:12.146 --> 00:26:15.308]  Visit ReplacementRemotes.com for all your remote control needs.
[00:26:16.009 --> 00:26:18.871]  Use coupon code ALEX for a 5% discount.
[00:26:19.451 --> 00:26:23.775]  Visit ReplacementRemotes.com or call us at 336-377-2220.
[00:26:26.097 --> 00:26:33.242]  For all your remote control needs, visit ReplacementRemotes.com at 336-377-2220.
[00:26:33.602 --> 00:26:36.885]  We also carry a complete line of hotel and hospital remotes.
[00:26:39.407 --> 00:27:01.011]  ReplacementRemotes.com ReplacementRemotes.com If you need a remote control ReplacementRemotes.com Waging war on corruption Alex Jones on the GCM Radio Network Big Brother
[00:27:05.439 --> 00:27:06.440]  Mainstream media.
[00:27:07.201 --> 00:27:08.302]  Government cover-ups.
[00:27:08.962 --> 00:27:09.783]  You want answers?
[00:27:10.564 --> 00:27:11.505]  Well, so does he.
[00:27:12.105 --> 00:27:15.708]  He's Alex Jones on the GCN Radio Network.
[00:27:16.289 --> 00:27:20.352]  And now, live from Austin, Texas, Alex Jones.
[00:27:25.892 --> 00:27:27.853]  We need to get our fighting spirit back.
[00:27:27.873 --> 00:27:31.535]  We need to find our manhood, our humanity again.
[00:27:31.555 --> 00:27:40.421]  We need to rouse the sleeping giant that is the republic and crush the globalists, drive the parasites out of the nation, arrest them!
[00:27:40.441 --> 00:27:44.063]  Alright, I'm gonna go to phone calls for a while and try to cool down and then I'm gonna...
[00:27:45.916 --> 00:27:52.837]  I'm going to get into how they're using race to control the population, how FEMA is now directly taxing the American people to fund its global government takeover.
[00:27:54.118 --> 00:27:56.418]  We're going to continue with all of this today.
[00:27:56.438 --> 00:28:01.359]  I've got a bunch of stacks of key news I haven't gotten to yet, but right now let's go back to your calls.
[00:28:01.779 --> 00:28:03.440]  Steve in Arkansas, you're on the air.
[00:28:03.460 --> 00:28:05.520]  Hello, Alex.
[00:28:05.540 --> 00:28:09.801]  I want to put a call out to all info warriors in the state of Arkansas.
[00:28:10.461 --> 00:28:15.442]  We have a governor's race this November, and we have a liberal Democrat named B.B.
[00:28:16.533 --> 00:28:25.160]  That's our governor, and he's very likely to get re-elected, and the Republicans have put up a vanilla, plain vanilla, you know, establishment type.
[00:28:25.460 --> 00:28:38.890]  And so, what we're trying to do, Alex, is get a third-party candidate on the ballot, Constitution Party, and the gentleman that's running Constitution Party is a man by the name of Frank Gilbert.
[00:28:39.671 --> 00:28:45.335]  He's the mayor of a small town, and he wants to push state sovereignty, he wants to
[00:28:45.939 --> 00:28:55.761]  campaign on nullification of Obamacare and nullification of a lot of the overreaches of the federal government that sow seeds of state sovereignty throughout the state.
[00:28:56.621 --> 00:28:57.401]  Well, you know what?
[00:28:57.421 --> 00:29:00.222]  We've got thousands and thousands of listeners every day in Arkansas.
[00:29:00.242 --> 00:29:02.422]  Everybody needs to rally and get behind him.
[00:29:03.442 --> 00:29:05.923]  And can I get out a website, Alex, to go to?
[00:29:05.963 --> 00:29:06.143]  Sure.
[00:29:07.143 --> 00:29:09.304]  It's gilbertforgovernor.org.
[00:29:09.504 --> 00:29:11.304]  That's Gilbert, the number four.
[00:29:11.809 --> 00:29:14.131]  Gilbert4Governor.org.
[00:29:14.251 --> 00:29:15.432]  Hey, let me change subjects, Steve.
[00:29:15.452 --> 00:29:24.599]  Did you hear me read all the articles where the majority of states are going bankrupt or are bankrupt and they're going, oh, we raised all the taxes and tax receipts went down.
[00:29:24.899 --> 00:29:26.080]  We didn't know that would happen.
[00:29:27.240 --> 00:29:32.024]  These engineers, that's 101 that when you raise taxes, you get less revenue.
[00:29:32.785 --> 00:29:34.506]  They want to destroy the economy.
[00:29:35.507 --> 00:29:38.529]  Yes, Alex, and here in this state, our governor bought into the
[00:29:39.232 --> 00:29:39.652]  Thank you.
[00:29:53.698 --> 00:29:58.741]  And businesses across the state are having to pay just a tremendous increase for unemployment taxes.
[00:29:58.902 --> 00:30:00.983]  Believe me, you want to see the taxes here.
[00:30:01.083 --> 00:30:02.264]  People say, well, just don't pay them.
[00:30:02.804 --> 00:30:04.525]  I'm running a pretty good-sized operation.
[00:30:04.866 --> 00:30:06.046]  I've got to choose my battles.
[00:30:06.467 --> 00:30:07.787]  But, I mean, it is getting bad.
[00:30:08.028 --> 00:30:10.289]  And the economy, everybody can see it.
[00:30:10.409 --> 00:30:11.890]  It is just getting worse and worse.
[00:30:12.331 --> 00:30:14.292]  And the media's saying, hey, the economy's good.
[00:30:14.312 --> 00:30:15.453]  You're all losing your jobs.
[00:30:15.993 --> 00:30:19.655]  But the one benchmark is the banks are making record profits.
[00:30:20.056 --> 00:30:22.117]  And so we're just going to accelerate it.
[00:30:22.177 --> 00:30:23.178]  I appreciate your call.
[00:30:24.100 --> 00:30:25.063]  It's just disgusting.
[00:30:25.123 --> 00:30:26.488]  Chris in Kentucky, thanks for holding.
[00:30:28.133 --> 00:30:28.555]  Hey Alex.
[00:30:29.056 --> 00:30:29.357]  Hey buddy.
[00:30:31.095 --> 00:30:37.740]  What you just said with the Lance Caller, the media during the Kentucky Derby this weekend just did the same thing and how everything is looking up.
[00:30:37.780 --> 00:30:40.282]  They used the media as a record crowd for the Kentucky.
[00:30:40.322 --> 00:30:44.205]  Now they have troops running around arresting people this time to condition folks.
[00:30:44.785 --> 00:30:46.586]  Exactly, and they were on motorcycles.
[00:30:46.947 --> 00:30:48.508]  I didn't watch it.
[00:30:48.588 --> 00:30:52.591]  So, I mean, last year I happened to be at a restaurant when it was on TV.
[00:30:52.611 --> 00:30:53.892]  I happened to see troops running around.
[00:30:54.972 --> 00:30:55.633]  What happened this year?
[00:30:56.254 --> 00:30:58.194]  Well, this year, you know, there was a lot of propaganda about it.
[00:30:58.214 --> 00:31:08.956]  You know, Chief Robert White, by the way, who's a candidate for the Dallas Police Department, I don't know if he's going now, but the media was interviewing him a day before the Oaks, saying that it's really good to have all this security out here.
[00:31:08.976 --> 00:31:11.097]  And they were talking about the police and military working together.
[00:31:11.177 --> 00:31:16.398]  And the jokes about the media just says, well, if we need more reinforcements, Fort Knox is right in the other county.
[00:31:16.438 --> 00:31:17.538]  I mean, I'm just sick and tired.
[00:31:17.558 --> 00:31:21.899]  And in the next county, Fort Knox, that very week, was training to take on the Tea Parties.
[00:31:23.231 --> 00:31:27.636]  And I'm just, that's what just burns me up, these people in this category start waking up, and if we don't.
[00:31:27.676 --> 00:31:33.985]  But I did meet some people locally here, some college kids that do listen to your show and are waking people up, because David Ray Griffin was here last week, too.
[00:31:34.385 --> 00:31:35.647]  Well, I'll tell you how the news works.
[00:31:35.687 --> 00:31:36.809]  They pre-interview people.
[00:31:36.849 --> 00:31:37.590]  I've told the story.
[00:31:37.650 --> 00:31:39.592]  I know somebody that works at the Austin airport.
[00:31:40.453 --> 00:31:47.119]  And, uh, he talked about how he saw them interview over 40 people about the increased security and 39 said they didn't like it.
[00:31:47.719 --> 00:31:53.224]  As soon as they got to one old lady who liked it, they shut their cameras down and left, and then that was on the news that night.
[00:31:53.484 --> 00:31:55.426]  So that's how they distort and warn.
[00:31:55.706 --> 00:31:57.328]  They find the groveling slaves.
