[00:00:00.069 --> 00:00:00.990]  Political talk.
[00:23:33.397 --> 00:23:40.562]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:23:40.862 --> 00:23:44.544]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[00:23:44.584 --> 00:23:44.824]  That's 1-800-691-6043.
[00:23:44.844 --> 00:23:46.765]  Or visit a Coloblue on the web at www.ecoloble.com today.
[00:23:56.755 --> 00:24:00.977]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:24:01.297 --> 00:24:01.918]  Number one.
[00:24:02.218 --> 00:24:05.380]  New climate legislation could easily double or triple your electric bill.
[00:24:05.640 --> 00:24:06.200]  Number two.
[00:24:06.500 --> 00:24:11.063]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:24:11.383 --> 00:24:11.843]  It's true.
[00:24:12.143 --> 00:24:16.686]  Total government control of electricity in the name of smart grid technology is coming.
[00:24:17.006 --> 00:24:17.547]  Number 3.
[00:24:17.827 --> 00:24:21.109]  In some areas of the country, the power grid is dangerously overloaded.
[00:24:21.410 --> 00:24:25.132]  And now, new socialist legislation is only compounding the problem.
[00:24:25.333 --> 00:24:25.873]  Number 4.
[00:24:26.113 --> 00:24:28.495]  Dangerous weather is always a threat to local grids.
[00:24:28.875 --> 00:24:32.278]  Every year, thousands of families lose their power from weather-related outages.
[00:24:32.558 --> 00:24:32.778]  Number 5.
[00:24:33.359 --> 00:24:37.282]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:24:37.502 --> 00:24:42.266]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:24:42.546 --> 00:24:46.590]  You can get more information at www.mysolarbackup.com.
[00:24:46.710 --> 00:24:48.271]  That's mysolarbackup.com.
[00:24:48.512 --> 00:24:50.594]  Remember, the government doesn't own the sun.
[00:24:50.754 --> 00:24:53.356]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:24:58.821 --> 00:25:01.584]  Crashing through the lies and disinformation.
[00:25:01.604 --> 00:25:05.408]  It's Alex Jones, only on the GCN Radio Network.
[00:25:08.151 --> 00:25:10.912]  Phil Berg, attorney, is our guest.
[00:25:10.952 --> 00:25:17.133]  He is the father of what you'd call the birther movement that is gaining steam at the state level, nationally.
[00:25:17.873 --> 00:25:19.554]  We know Obama's name is fake.
[00:25:20.094 --> 00:25:21.334]  We know he lived all over the world.
[00:25:22.114 --> 00:25:23.595]  Very, very suspicious.
[00:25:23.615 --> 00:25:25.735]  We know he sealed all his school records.
[00:25:26.896 --> 00:25:28.456]  I mean, this, no one's ever done this.
[00:25:28.496 --> 00:25:30.136]  This is very suspicious.
[00:25:30.997 --> 00:25:32.757]  We're going to go back to Phil Berg here in a moment.
[00:25:32.797 --> 00:25:36.138]  First, I want to tell you about some of the great sponsors that make this radio show possible.
[00:25:37.392 --> 00:25:39.915]  A ColaBlue.com is an atmospheric water generator.
[00:25:39.935 --> 00:25:42.498]  It looks like a water cooler without the water bottle on top.
[00:25:42.918 --> 00:25:45.221]  And it's got a little computer screen, hot water, cold water.
[00:25:45.661 --> 00:25:47.664]  Their base unit has seven filters.
[00:25:47.724 --> 00:25:49.846]  It runs the water from the air through it.
[00:25:50.146 --> 00:25:51.888]  Reverse osmosis, carbon, you name it.
[00:25:52.669 --> 00:25:59.414]  They've got a whole bunch of other even bigger filter systems that can serve hundreds of people, not just seven and a half gallons a day that serves a home well.
[00:25:59.854 --> 00:26:06.298]  acolablue.com, E-C-O-L-O-B-L-U-E dot com, or 800-691-6043.
[00:26:06.318 --> 00:26:10.381]  That's acolablue.com, or 800-691-6043.
[00:26:10.421 --> 00:26:12.703]  The best water you can get, period.
[00:26:13.243 --> 00:26:15.865]  I also want to tell you about New Silver Solution.
[00:26:16.445 --> 00:26:17.085]  It's patented.
[00:26:17.165 --> 00:26:18.166]  Check out their website.
[00:26:18.747 --> 00:26:20.147]  SupernaturalSilver.com.
[00:26:20.348 --> 00:26:20.788]  One word.
[00:26:21.088 --> 00:26:22.029]  Look at all the studies.
[00:26:22.729 --> 00:26:23.730]  Read it for yourself.
[00:26:25.071 --> 00:26:25.771]  Are you prepared?
[00:26:25.791 --> 00:26:28.073]  Do you have what you need to get you and your loved ones through a crisis?
[00:26:28.093 --> 00:26:33.497]  There is a great weapon in that fight, and everybody should have it in their arsenal.
[00:26:33.617 --> 00:26:37.340]  It's New Silver Solution, SupernaturalSilver.com.
[00:26:37.360 --> 00:26:41.583]  And again, just do yourself a favor, go read the studies at their website, SupernaturalSilver.com.
[00:26:41.963 --> 00:26:42.703]  Thank you.
[00:26:57.133 --> 00:27:04.580]  For a while, and just let you roll with this whole saga, because we have a lot of new listeners, a lot of people just heard the media demonize birthers.
[00:27:05.220 --> 00:27:09.905]  Again, why this is so important, the whole Indonesia situation, and then we're going to open the phones up.
[00:27:10.425 --> 00:27:13.948]  Only on the birther issue, folks, for Phil Berg, 1-800-259-9231.
[00:27:13.968 --> 00:27:14.429]  1-800-259-9231.
[00:27:14.449 --> 00:27:14.629]  Phil Berg.
[00:27:22.403 --> 00:27:22.963]  Thank you, Alan.
[00:27:23.784 --> 00:27:28.207]  Ladies and gentlemen, this issue is so important because there's nothing more important than our U.S.
[00:27:28.247 --> 00:27:28.967]  Constitution.
[00:27:29.687 --> 00:27:34.711]  When I was contacted by an individual to do this, I checked into it and I proceeded.
[00:27:35.231 --> 00:27:44.957]  One thing I said from the first day I filed the first lawsuit, which is August 21st, 2008, which is like 19 months ago, I said, if I am wrong, Obama, prove me wrong.
[00:27:45.037 --> 00:27:49.820]  Show me all the documentation, certified from the source, and I will withdraw my lawsuit.
[00:27:50.300 --> 00:27:51.862]  Nothing like that has forthcoming.
[00:27:52.202 --> 00:27:53.243]  Nothing he has produced.
[00:27:53.323 --> 00:27:58.007]  Nothing they keep referring to the same document that they produced as a birth certificate.
[00:27:58.348 --> 00:28:02.732]  What they produced, certificate of live birth, has no significance.
[00:28:03.459 --> 00:28:05.280]  It doesn't have what a birth certificate has.
[00:28:05.340 --> 00:28:06.960]  It does not have the baby's weight.
[00:28:07.000 --> 00:28:08.401]  It does not have the baby's length.
[00:28:08.501 --> 00:28:10.021]  It does not have the hospital name.
[00:28:10.441 --> 00:28:13.262]  It does not have the doctor's name and the doctor's signature.
[00:28:13.663 --> 00:28:19.965]  This is what's on a long-form birth certificate, which I've now received hundreds of them since we put out the announcement.
[00:28:19.985 --> 00:28:26.227]  We're asking people to fax or email or mail them to us for our birth certificate, March from Washington, which will be in late May or June.
[00:28:26.707 --> 00:28:36.933]  But more significant than the birth certificate issue, because people keep arguing, you know, well, Chris Massie said he saw it, and Glenn, or Riley said he saw it, and I think both of them have backed off on those statements.
[00:28:37.353 --> 00:28:41.816]  But more significant is the fact that he was adopted or acknowledged in Indonesia.
[00:28:41.836 --> 00:28:45.758]  And I'll tell you why, because I had an argument the other day with an immigration attorney.
[00:28:46.178 --> 00:28:48.560]  I raised the question so people could identify with this.
[00:28:48.640 --> 00:28:52.562]  I said, what happens about the children that are being adopted here in the United States from Haiti?
[00:28:53.177 --> 00:28:53.497]  I don't know.
[00:29:12.157 --> 00:29:13.118]  His parents divorced.
[00:29:13.158 --> 00:29:14.198]  His mother remarried.
[00:29:14.238 --> 00:29:15.359]  He goes to Indonesia.
[00:29:15.839 --> 00:29:19.101]  We have his school record, which says his name is Barry Sotoro.
[00:29:19.581 --> 00:29:24.664]  And as Alex said a little while ago, when he was first in Occidental, people knew him as Barry.
[00:29:25.144 --> 00:29:25.964]  That's his name.
[00:29:26.224 --> 00:29:27.245]  That's his legal name.
[00:29:27.645 --> 00:29:31.507]  Therefore, unless he has legally changed his name, his name is Barry Sotoro.
[00:29:31.907 --> 00:29:35.689]  You know, many of you out there have adopted children or know someone that has adopted a child.
[00:29:36.029 --> 00:29:37.610]  They take your family last name.
[00:29:37.990 --> 00:29:40.572]  Now, significant is the fact is when he came back at age 10,
[00:29:41.352 --> 00:29:41.633]  Thank you.
[00:29:59.333 --> 00:30:01.213]  But we believe he didn't go through there.
[00:30:01.393 --> 00:30:06.875]  He went back on his Indonesia passport, and therefore he's an illegal alien.
[00:30:07.155 --> 00:30:08.355]  Therefore, he cannot be a U.S.
[00:30:08.415 --> 00:30:08.775]  Senator.
[00:30:08.955 --> 00:30:15.456]  Now, significant with this, on the school record, which is posted on our website from Indonesia, his name is Barry Sotoro.
[00:30:15.856 --> 00:30:17.537]  His nationality is Indonesia.
[00:30:17.637 --> 00:30:18.937]  His religion is Islam.
[00:30:19.357 --> 00:30:21.978]  You know, he's having you believe he was never a Muslim.
[00:30:22.058 --> 00:30:23.398]  Well, Islam is Muslim.
[00:30:23.858 --> 00:30:28.199]  And after he got sworn into office, now he's, like, basically catering to the Muslims.
[00:30:28.639 --> 00:30:32.122]  You know, during the campaign, he could not use his middle name of Hussein.
[00:30:32.463 --> 00:30:37.768]  When he was sworn in, he becomes Barack Hussein Obama.
[00:30:37.828 --> 00:30:47.517]  Then he went to Egypt, and said, I have the same religion as you, and spoke Arabic from the Quran better than many people in the country.
[00:30:47.777 --> 00:30:51.481]  They were shocked by it, and just incredible.
[00:30:51.946 --> 00:30:55.548]  And then also, Alex, if you recall, he mentioned about the United States.
[00:30:55.908 --> 00:30:59.150]  The United States, he said, has the largest Muslim population in the world.
[00:30:59.591 --> 00:31:07.155]  I mean, he—and then he goes apologizing around the world for the United States' actions in the past.
[00:31:07.536 --> 00:31:09.717]  And then he bows down to the Saudi king.
[00:31:09.797 --> 00:31:12.099]  No president of the United States has ever bowed down to anyone.
[00:31:12.439 --> 00:31:15.741]  He bows down—there's a question if he kissed his ring—also the Saudi king.
[00:31:16.141 --> 00:31:19.183]  And then when he's in Japan, he bowed down to the Japanese emperor.
[00:31:19.403 --> 00:31:40.920]  And then they lie and say he's dropping things, but we have the video where he clearly bows to everybody, and it gets worse because we know that his real name is Barry Sotaro, we know we have a president who's using an alias, we know that he was adopted, and the media's not even denying that, they just don't even cover it.
[00:31:41.000 --> 00:31:42.161]  I mean, this is so huge.
[00:31:43.602 --> 00:31:50.984]  Well, a great point in which you brought up, and your listeners can compare it to, look what they did to Sarah Palin during the last six weeks of the campaign.
[00:31:51.404 --> 00:31:56.765]  The reporters in droves went to Alaska, went under every stone behind every door, asked her all kinds of questions.
[00:31:57.225 --> 00:31:58.805]  Now think back what they did with Obama.
[00:31:59.125 --> 00:32:00.526]  They've never asked him anything.
[00:32:00.646 --> 00:32:05.547]  If they properly vetted Obama, he would never have been nominated, let alone be elected president.
[00:32:06.267 --> 00:32:13.413]  It's really, and I was interviewed by the New York Times, and I said, I wish I could sue the national media, including the New York Times, for not properly vetting Obama.
[00:32:13.813 --> 00:32:14.734]  They even have the good stuff.
[00:32:14.754 --> 00:32:15.434]  They printed that.
[00:32:15.594 --> 00:32:18.597]  They printed it even still in the New York Times, because it's a disgrace.
[00:32:18.617 --> 00:32:26.543]  But the problem is, and I laughed about it two years ago when Bush questioned Russia about Putin with a free press.
[00:32:26.683 --> 00:32:28.524]  We don't have a free press in this country.
[00:32:29.165 --> 00:32:32.948]  Most of the press in this country is now owned by three or four major corporations.
