[00:00:00.109 --> 00:00:01.090]  News is taking place.
[00:27:00.450 --> 00:27:04.291]  They take your farm, they take your ranch, they put you in labor camps.
[00:27:04.331 --> 00:27:11.954]  In fact, at the end of the show, I'm going to play about 15 minutes from a British-slash-German documentary that interviewed survivors of North Korean camps.
[00:27:12.995 --> 00:27:14.435]  And they do this on purpose.
[00:27:14.475 --> 00:27:15.435]  They have a system.
[00:27:15.896 --> 00:27:18.917]  And literally... I mean, I saw...
[00:27:21.274 --> 00:27:22.094]  And we're going to our guest.
[00:27:22.114 --> 00:27:22.875]  I start ranting.
[00:27:22.955 --> 00:27:30.958]  I saw two weeks ago, hardball Chris Matthews say his idol is Saul Alinsky.
[00:27:31.319 --> 00:27:33.520]  Saul Alinsky is called the communist communist.
[00:27:33.860 --> 00:27:35.741]  He wrote about putting us in labor camps.
[00:27:35.861 --> 00:27:40.343]  I mean, you've got all these rich bureaucrats saying they're going to put us in labor camps.
[00:27:41.530 --> 00:27:49.755]  You know, I think that's the one thing they've got over us, Mr. Bloom, is that they're so evil, they don't have a little mustache like Hitler, or a mustache like Stalin.
[00:27:50.055 --> 00:28:04.244]  We have those archetypal images from, you know, 50, 60 years ago, that we now can't recognize our generation of tyrants, because they're a bunch of lip-wristed pansies hopping around, but they've got the police working for them and the tax man.
[00:28:04.424 --> 00:28:05.565]  These are dangerous people!
[00:28:06.831 --> 00:28:13.435]  Yes, you've hit the nail right on the head there, Alex, because it is the fact that they are so desperately plausible.
[00:28:14.116 --> 00:28:15.297]  They're quite obeyed.
[00:28:15.357 --> 00:28:17.298]  These guys aren't swivel-eyed lunatics.
[00:28:17.598 --> 00:28:22.741]  These guys sit there and look pretty plausible, and I've got a list in front of me.
[00:28:22.961 --> 00:28:28.685]  Our President, Broseph, the President of the Parliament, was a former Maoist Communist Party in Portugal.
[00:28:29.884 --> 00:28:39.154]  I've got a whole list.
[00:28:39.694 --> 00:28:41.116]  This isn't top secret stuff.
[00:28:41.196 --> 00:28:46.842]  These people are open, upfront communists, and have always been, and make no apology for it.
[00:28:47.142 --> 00:28:50.266]  But the thing is, they are urbane, they are plausible,
[00:28:50.646 --> 00:29:03.214]  And, of course, nobody's interested from the press because the press have been bought, body and soul, on the BBC by people who are all, if I may use a little bit of a crudit here, they all piss in the same pot, Alex.
[00:29:04.181 --> 00:29:05.102]  They certainly do.
[00:29:05.642 --> 00:29:10.625]  And again, I want to get your take on all of this instead of ranting myself and backing up what you're saying.
[00:29:12.125 --> 00:29:16.328]  Again, the public's starting to wake up to just how diabolical, and that's the word, they are diabolical.
[00:29:16.668 --> 00:29:25.473]  And I've seen the London Guardian and Mombiot and all of them saying it's treason to deny man-made climate change death penalty.
[00:29:26.513 --> 00:29:31.036]  These guys are all against the death penalty for a child rapist or a murderer, but they love
[00:29:31.856 --> 00:29:41.985]  Talking about arresting us and imprisoning us and in some cases executing us if we deny their global religion of communism.
[00:29:42.646 --> 00:29:48.731]  Can you speak specifically to the European Union and others trying to pass more and more laws to restrict free speech?
[00:29:49.834 --> 00:29:58.438]  Yes, it's interesting that the British system and the American system is extremely similar, is that we don't have a prescriptive legislative system.
[00:29:59.258 --> 00:30:06.001]  Basically, a free-born Englishman, an American, pretty well do what they like, if it isn't actually banned by law.
[00:30:06.521 --> 00:30:14.424]  Now, I mentioned this on your last show, when I was on the show last, you very kindly invited me, the Corpus Juris system, or sometimes known as the Napoleonic Code,
[00:30:14.924 --> 00:30:17.825]  Tells the citizen that which he may do.
[00:30:18.265 --> 00:30:19.965]  And that is a fundamental change.
[00:30:20.366 --> 00:30:27.187]  So, they have a rule book to say, this is what you may do, this is what you may not do.
[00:30:27.467 --> 00:30:30.468]  So consequently, they always have the upper hand.
[00:30:30.508 --> 00:30:32.729]  The legal system always has the upper hand.
[00:30:33.769 --> 00:30:55.140]  And of course, if you look at that prescriptive system and you see that over 50% of all the commissars who actually head up the bureaucracies of the European Union and 75% of our laws of all countries, not just Great Britain, all countries are made by the place from which I'm speaking at the moment, you know, this is how we're totally and utterly wrapped up.
[00:30:56.320 --> 00:31:02.103]  And people just don't know and don't understand that these characters are dominating every aspect of their lives.
[00:31:03.959 --> 00:31:15.503]  And again, just briefly for those that don't understand this European Union bureaucracy, because they're setting up a similar quasi-governmental one, more of a corporate brand of it here, with all this bureaucratic power.
[00:31:16.244 --> 00:31:17.544]  You're in France right now.
[00:31:17.604 --> 00:31:26.647]  Describe the different capitals and different bureaucracies, and how was the power originally vested to these unelected pirates?
[00:31:27.288 --> 00:31:29.368]  I mean, explain that in a nutshell for people, please, sir.
[00:31:29.809 --> 00:31:33.270]  Well, it's basically, it's really sort of mission creep.
[00:31:33.970 --> 00:31:53.105]  As it were legislation has come about since 1975 for example where we said there was a referendum in 1975 in the United Kingdom and we were told that it was a free trade zone and a lot of people voted for it on that basis it was free trade and almost every two years since there's been another treaty which has pushed it
[00:31:53.625 --> 00:31:59.592]  Slowly, but surely, and relentlessly, to a super state, a super state that we have now.
[00:31:59.952 --> 00:32:10.144]  Run by committees, the committees form the law, and of course one of the sad things that we've lost in the United Kingdom, and this is something that you need, that you are, it's happening to you, I believe that it's happening to you.
[00:32:11.189 --> 00:32:13.552]  Is that we have lost our system of common law.
[00:32:13.932 --> 00:32:15.694]  We're now run by quangos.
[00:32:16.294 --> 00:32:17.796]  The United Kingdom is quango.
[00:32:17.816 --> 00:32:19.578]  I'm not sure that word is familiar in America.
[00:32:19.598 --> 00:32:28.066]  Well, it's administrative law where the bureaucracy just churns out new rules with no statutory force behind them.
[00:32:28.647 --> 00:32:29.688]  That's exactly right.
[00:32:29.748 --> 00:32:31.530]  And the powers that they have are extraordinary.
[00:32:31.550 --> 00:32:32.551]  Let me give an example.
[00:32:32.591 --> 00:32:34.573]  The Financial Service Authority in London.
[00:32:35.166 --> 00:32:41.389]  They can virtually kick down your door, they can close your business, they can do exactly as they like.
[00:32:41.709 --> 00:32:42.830]  There is no redress.
[00:32:43.110 --> 00:32:50.273]  You can't come back and say you've ruined my family's investment advisor practice with your shenanigans.
[00:32:50.633 --> 00:32:51.534]  There's no comeback.
[00:32:51.574 --> 00:32:56.296]  And it's the same with DEFRA, which is our agricultural enforcement agency.
[00:32:56.936 --> 00:32:58.798]  And we have a number of these agencies.
[00:32:59.439 --> 00:33:01.721]  So the law has been completely suspended.
[00:33:01.761 --> 00:33:04.244]  Of course, common law was a great thing.
[00:33:04.264 --> 00:33:09.469]  We gave a lot of the free world a magnificent legal system.
[00:33:09.509 --> 00:33:10.089]  Not perfect.
[00:33:10.129 --> 00:33:11.330]  I'm not pretending it's perfect.
[00:33:11.370 --> 00:33:11.891]  It never was.
[00:33:12.171 --> 00:33:13.172]  But a pretty good one.
[00:33:13.573 --> 00:33:14.834]  All of which is now gone.
[00:33:15.535 --> 00:33:19.943]  And of course, if you take away the law, you take away the rights of the individual.
[00:33:19.983 --> 00:33:20.885]  And that's what's happened.
[00:33:20.905 --> 00:33:22.969]  But it hasn't happened in one bite-sized chunk.
[00:33:23.270 --> 00:33:24.392]  They weren't that stupid.
[00:33:24.412 --> 00:33:26.176]  They're not stupid enough to do it in a bite-sized chunk.
[00:33:26.196 --> 00:33:26.757]  Well, let's go back.
[00:33:28.135 --> 00:33:35.963]  In the BBC, of all places, they've had Bilderberg Group members like Healy and others brag in the last two years, hey, guess what?
[00:33:37.084 --> 00:33:47.413]  1957, Treaty of Rome, we established the European Union, we did it by stealth, and that's why at the 50th anniversary in 2007, it was the 50th anniversary.
[00:33:47.694 --> 00:33:50.937]  It wasn't the 7th anniversary when they announced it in 2000.
[00:33:52.378 --> 00:34:14.809]  They said, ha ha, we set this up 50 years ago, now 53 years ago, in your face, and when Judicial Watch sued three years ago, this is in my film Endgame, Blueprint for Global Enslavement, when they sued, they got the internal SPP documents with Bush and everybody else meeting, and this Council of Private Corporations and Bureaucrats, and the first order of business was,
[00:34:15.389 --> 00:34:19.933]  North American integration by stealth through trade and security agreements.
[00:34:20.314 --> 00:34:35.407]  And so this is a dishonest conquest by a bureaucratic class funded by select, monopoly capitalists who are not free market, who kind of dump communists and collectivists out to steal the middle class's wealth and then transfer it to them.
[00:34:35.467 --> 00:34:38.270]  I mean, this is truly a criminal enterprise.
[00:34:38.290 --> 00:34:40.792]  And then we look at the, and I want you to comment on that,
[00:34:41.132 --> 00:34:42.053]  It's the same model.
[00:34:42.293 --> 00:34:44.615]  We've been in the North American Unions since 2005.
[00:34:44.855 --> 00:34:45.695]  We have the documents.
[00:34:45.715 --> 00:34:47.016]  The general public doesn't even know.
[00:34:47.437 --> 00:34:49.838]  You've been in your EU, at least on paper, since 57.
[00:34:50.759 --> 00:34:52.840]  They didn't tell you it was happening until 99-2000.
[00:34:53.201 --> 00:34:57.283]  And then expanding out from there, we defeat Copenhagen.
[00:34:57.404 --> 00:34:58.845]  The countries don't sign on to it.
[00:34:59.125 --> 00:35:02.627]  And Gordon Brown and Barack Obama and the EU say, don't worry.
[00:35:02.847 --> 00:35:04.629]  Herman Van Rompuy, they say, don't worry.
[00:35:04.989 --> 00:35:06.330]  We already had this power.
[00:35:06.570 --> 00:35:16.866]  We're going to start registering everybody's carbon globally, and we're going to take U.S., British, and European tax money and start shoveling it into this global government, calling it global government.
