[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[00:26:09.306 --> 00:26:10.147]  We should not allow this.
[00:26:12.242 --> 00:26:32.088]  I also saw a lot of top genetic engineers and scientists in the headlines, I would imagine you saw it doctor, saying this was clearly a manufactured, that the swine flu appeared to come out of nowhere in the wrong hemisphere, wrong time of year, and that it had a pedigree leading back to laboratories.
[00:26:32.848 --> 00:26:38.230]  It is a funny thing that it went like it went, and it is an unusual event which happened.
[00:26:38.909 --> 00:26:54.282]  And the blow-up, which was made very soon after the whole thing started, seems to be an indication that there were people already waiting for something to happen to use this, what happened, for their purposes.
[00:26:54.382 --> 00:26:55.123]  It looks like that.
[00:26:55.923 --> 00:26:57.925]  But we have to find out what really happened.
[00:26:57.945 --> 00:26:58.606]  I don't know it.
[00:26:59.306 --> 00:27:03.209]  Well, sir, you told me off-air you were aware of InfoWars.com and PrisonPlanet.com.
[00:27:03.370 --> 00:27:04.631]  I will send you today
[00:27:05.683 --> 00:27:16.925]  The secret Department of Cemetery document we got in January of 2009, and the clips of an emergency manager who we did not give his name, but we confirmed who he was.
[00:27:16.945 --> 00:27:19.026]  We interviewed him, others interviewed him.
[00:27:19.046 --> 00:27:23.187]  I interviewed him off-air, we had the reporter on who interviewed him with the newspaper dot com.
[00:27:24.067 --> 00:27:28.148]  In January, three months before the hype in Mexico City began,
[00:27:29.108 --> 00:27:39.555]  They went all over the U.S., from California, Illinois, New York, and I got the Bureau of Cemeteries, and said, millions will die, prepare for martial law.
[00:27:39.615 --> 00:27:42.237]  Now, it appears that that was done.
[00:27:42.337 --> 00:27:54.805]  Also, in April, got secret documents, Department of Health in Texas, where they told them we're really at level six, and that the government was scaring the locals, covertly, to create this fear.
[00:27:55.765 --> 00:28:01.827]  So, clearly, sir, we know, before it even popped up, in Mexico, that they were hyping this.
[00:28:02.567 --> 00:28:06.048]  I don't know whether your parliamentarians in your parliament, whether they are after this.
[00:28:06.068 --> 00:28:07.308]  They should be after this, too.
[00:28:07.728 --> 00:28:14.630]  Because when we have such information in parliament, normally the opposition goes for it.
[00:28:14.970 --> 00:28:19.551]  And the opposition tries to find out, and the parliamentarians have the right to investigate everything.
[00:28:20.051 --> 00:28:22.312]  Every door has to open if a parliamentarian comes.
[00:28:22.805 --> 00:28:24.127]  And it has to be made obvious.
[00:28:24.187 --> 00:28:25.408]  We have to see all the files.
[00:28:25.788 --> 00:28:28.872]  This is how we work normally in many countries of Europe.
[00:28:28.932 --> 00:28:30.474]  In Germany, I did this many times.
[00:28:31.155 --> 00:28:32.276]  And this should be done.
[00:28:32.396 --> 00:28:34.498]  There should be investigations.
[00:28:35.780 --> 00:28:41.146]  I think this is a very big and very severe suspicion we must have.
[00:28:42.867 --> 00:28:44.588]  We have to be sure.
[00:28:45.148 --> 00:28:51.650]  Well, sir, going back to the hoax, which you're agreeing, clearly it's a hoax, what was the point of the hoax?
[00:28:51.770 --> 00:28:58.173]  And we also know, again, all these different government ministers in health, a lot of them are on the payroll of these companies.
[00:28:59.373 --> 00:29:11.578]  I know about some countries that there are lists now of scientists who advised the Minister of Health, and those scientists are on the payroll of several companies.
[00:29:12.122 --> 00:29:19.007]  I know this about, I have information about France, I have information about Holland, I have information about in Britain.
[00:29:20.089 --> 00:29:37.614]  So, and my colleague, he will, from the Labour Party, a parliamentarian from Great Britain, who will continue to have these auditions done, he will invite them and he will try to get expertise and scientific evidence what really happened.
[00:29:37.994 --> 00:29:39.215]  Alright, gotta break, Doctor.
[00:29:39.495 --> 00:29:41.435]  Final segment with our guest.
[00:29:41.915 --> 00:29:43.976]  We'll talk about what they discovered in their investigation.
[00:29:44.276 --> 00:29:45.296]  We're on the march.
[00:29:45.676 --> 00:29:47.177]  The Empire's on the run.
[00:29:48.215 --> 00:29:51.036]  Alex Jones and the GCN Radio Network.
[00:29:53.837 --> 00:29:54.837]  What's your home worth?
[00:29:54.997 --> 00:29:56.938]  How can you compare local real estate agents?
[00:29:57.118 --> 00:29:59.859]  And how do you get MLS listings for the entire country?
[00:30:00.159 --> 00:30:07.681]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:30:07.861 --> 00:30:11.302]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:30:11.522 --> 00:30:13.644]  It's so easy, and best of all, it's free!
[00:30:13.984 --> 00:30:22.031]  At HomeGain.com you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[00:30:22.251 --> 00:30:27.836]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[00:30:28.116 --> 00:30:37.764]  HomeGain.com has an A-plus rating with the Better Business Bureau, and contains a wealth of information, like their Home Improvement Tool that helps you determine which home improvements to make to increase your home's value.
[00:30:38.004 --> 00:30:41.068]  See the top 12 home improvements right now at HomeGain.com.
[00:30:41.168 --> 00:30:43.991]  That's H-O-M-E-G-A-I-N dot com.
[00:30:44.152 --> 00:30:52.221]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[00:30:53.220 --> 00:30:57.202]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator.
[00:30:57.322 --> 00:31:00.083]  It produces pure drinking water right from the humidity in the air.
[00:31:00.203 --> 00:31:02.164]  No, this isn't science fiction, it's very real.
[00:31:02.304 --> 00:31:04.425]  I know because I use one every day in my own home.
[00:31:04.525 --> 00:31:06.046]  And it's available right now to you.
[00:31:06.186 --> 00:31:10.528]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:31:10.668 --> 00:31:12.929]  Clean, great tasting water without all the pollutants.
[00:31:13.229 --> 00:31:19.014]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator for your home or business.
[00:31:19.234 --> 00:31:23.978]  Their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[00:31:24.038 --> 00:31:26.760]  The Ecola Blue 28 is easy to use and economical.
[00:31:26.861 --> 00:31:29.463]  Generate your own pure water from the humidity in the air.
[00:31:29.583 --> 00:31:30.944]  This system is free of chemicals.
[00:31:31.124 --> 00:31:31.404]  We're good.
[00:31:52.930 --> 00:31:57.172]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:31:57.492 --> 00:31:58.093]  Number one.
[00:31:58.393 --> 00:32:01.554]  New climate legislation could easily double or triple your electric bill.
[00:32:01.814 --> 00:32:02.375]  Number two.
[00:32:02.675 --> 00:32:07.237]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:32:07.577 --> 00:32:08.037]  It's true.
[00:32:08.318 --> 00:32:12.860]  Total government control of electricity in the name of smart grid technology is coming.
[00:32:13.180 --> 00:32:13.721]  Number 3.
[00:32:14.001 --> 00:32:17.304]  In some areas of the country, the power grid is dangerously overloaded.
[00:32:17.584 --> 00:32:21.287]  And now, new socialist legislation is only compounding the problem.
[00:32:21.508 --> 00:32:22.068]  Number 4.
[00:32:22.308 --> 00:32:24.670]  Dangerous weather is always a threat to local grids.
[00:32:25.071 --> 00:32:28.454]  Every year, thousands of families lose their power from weather-related outages.
[00:32:28.754 --> 00:32:28.954]  Number 5.
[00:32:29.535 --> 00:32:33.458]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:32:33.679 --> 00:32:38.443]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:32:38.723 --> 00:32:42.749]  You can get more information at www.mysolarbackup.com.
[00:32:42.889 --> 00:32:44.471]  That's mysolarbackup.com.
[00:32:44.692 --> 00:32:46.795]  Remember, the government doesn't own the sun.
[00:32:46.935 --> 00:32:49.278]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:32:57.799 --> 00:33:00.521]  Dr. Wolfgang Wodarg is our guest.
[00:33:00.541 --> 00:33:02.742]  We've just got about eight minutes left with him today.
[00:33:02.762 --> 00:33:06.244]  His website is wodarg.de.
[00:33:06.644 --> 00:33:08.285]  W-O-D-A-R-G.
[00:33:08.425 --> 00:33:10.506]  Very honored to have him with us.
[00:33:10.546 --> 00:33:13.928]  He headed up the investigation for the 47-member Health Council of Europe.
[00:33:14.609 --> 00:33:15.089]  Okay, sir.
[00:33:15.389 --> 00:33:20.032]  Tell us, now that you've had official hearings on this, new information that you've discovered.
[00:33:20.052 --> 00:33:25.295]  You also told me during the break the connection between bird flu, swine flu, secret contracts.
[00:33:25.755 --> 00:33:26.816]  Why that is so important?
[00:33:27.950 --> 00:33:39.836]  Yeah, we had a first edition and the WHO representative was there and we asked him which reasons they had to change the definition of a pandemic.
[00:33:40.457 --> 00:33:42.978]  And he didn't give us scientific reasons.
[00:33:43.018 --> 00:33:46.300]  He just told us that the WHO is asking many scientists.
[00:33:46.400 --> 00:33:48.701]  He told us the number of scientists, 138 scientists, he said, they were asking.
[00:33:48.761 --> 00:33:51.002]  And after this, they had changed the definition.
[00:33:56.127 --> 00:34:06.782]  But when you really see the press reports from that time, from the 19th of May, and we asked him this too, then you can see that there were
[00:34:07.570 --> 00:34:25.244]  Many member states urging the WHO not to use the new definition and Mr. Fukuda, who is the representative of WHO, who was present in Strasbourg, he told those member states of WHO, he told them, yes, we will have a deep thought on it.
[00:34:25.724 --> 00:34:28.687]  But then they met again with the pharmaceutical industry.
[00:34:29.327 --> 00:34:35.568]  And they just went on blindly using this unwanted pandemic definition.
[00:34:36.008 --> 00:34:42.630]  And this led to spending enormous amounts of money and this led to unnecessary vaccinations of millions of people.
[00:34:43.070 --> 00:34:58.813]  So I think this will be a very, very severe thing and very acute, very accusations we have against the WHO and against those pharmaceutical companies doing such an undue influence on the WHO decision.
