[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[00:28:58.560 --> 00:29:01.702]  I think I interviewed him like a decade ago, but sure, give us the info.
[00:29:01.742 --> 00:29:02.943]  He'd be a good guest to have on.
[00:29:05.004 --> 00:29:09.566]  I won't give his number on air, but... No, obviously, we can get it and we don't already have it.
[00:29:09.626 --> 00:29:11.147]  I'm saying, send it to us.
[00:29:11.788 --> 00:29:14.029]  JP, I appreciate your call.
[00:29:15.503 --> 00:29:26.530]  Speaking of those films that you just mentioned, The Secret of Oz deals with how the banking cartel has taken over not just the U.S., but Iceland, Greece, the rest of the planet, and financial ways to reverse what they've done.
[00:29:26.890 --> 00:29:33.014]  Monetary Solutions, of course this film, Obama Deception, absolute vital viewing.
[00:29:33.395 --> 00:29:38.238]  Don't Tread on Me, Rise of the Republic, I'm in it, Edwin Vieira, Michael Bagnerik.
[00:29:39.984 --> 00:29:42.825]  And so many others that are in this important film.
[00:29:42.865 --> 00:29:46.306]  Richard Mack, all available at InfoWars.com.
[00:29:46.386 --> 00:29:50.467]  Invisible Empire, New Order Defined, that we produced, available at InfoWars.com.
[00:29:50.747 --> 00:29:51.327]  We'll be back with more.
[00:29:51.347 --> 00:29:51.707]  Your call.
[00:29:51.727 --> 00:29:52.127]  Stay with us.
[00:29:54.188 --> 00:29:55.088]  We're on the march.
[00:29:55.588 --> 00:29:57.189]  The Empire's on the run.
[00:29:58.129 --> 00:30:00.810]  Alex Jones and the GCN Radio Network.
[00:30:04.977 --> 00:30:08.598]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:30:08.938 --> 00:30:17.061]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:30:17.801 --> 00:30:21.842]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:30:22.422 --> 00:30:33.246]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:30:33.866 --> 00:30:42.888]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless cloyal silver with the Silver Lungs Generator.
[00:30:43.388 --> 00:30:48.449]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:30:48.810 --> 00:30:55.991]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:30:56.311 --> 00:30:58.712]  That's www.silverlungs.com.
[00:31:02.878 --> 00:31:07.101]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:31:07.422 --> 00:31:07.702]  Number 1.
[00:31:08.342 --> 00:31:11.485]  New climate legislation could easily double or triple your electric bill.
[00:31:11.765 --> 00:31:12.325]  Number 2.
[00:31:12.626 --> 00:31:17.169]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:31:17.509 --> 00:31:17.970]  It's true.
[00:31:18.250 --> 00:31:22.833]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:23.134 --> 00:31:23.674]  Number 3.
[00:31:23.954 --> 00:31:27.237]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:27.557 --> 00:31:31.240]  And now, new socialist legislation is only compounding the problem.
[00:31:31.440 --> 00:31:31.981]  Number 4.
[00:31:32.241 --> 00:31:34.603]  Dangerous weather is always a threat to local grids.
[00:31:35.003 --> 00:31:38.386]  Every year, thousands of families lose their power from weather-related outages.
[00:31:38.686 --> 00:31:38.887]  Number 5.
[00:31:39.467 --> 00:31:43.390]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:43.611 --> 00:31:48.375]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:48.655 --> 00:31:52.697]  You can get more information at www.mysolarbackup.com.
[00:31:52.837 --> 00:31:54.398]  That's mysolarbackup.com.
[00:31:54.618 --> 00:31:56.700]  Remember, the government doesn't own the sun.
[00:31:56.880 --> 00:31:59.221]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:32:03.106 --> 00:32:05.627]  Thousands of Americans are facing evacuation.
[00:32:05.928 --> 00:32:10.930]  If you or any of your loved ones might need to evacuate, you must do it yourselves.
[00:32:11.230 --> 00:32:13.772]  Please don't procrastinate until they do it for you.
[00:32:14.032 --> 00:32:17.514]  Remember the terrible conditions of those that didn't get out for Katrina.
[00:32:17.694 --> 00:32:23.717]  Go right now to efoodsdirect.com slash Alex or call 800-409-5633 for information on the new evacuation pack.
[00:32:27.899 --> 00:32:33.003]  It contains two weeks of delicious easy-to-fix food along with the equipment to prepare it.
[00:32:33.344 --> 00:32:36.206]  It's packed in a rugged heavy-duty tote for transport.
[00:32:36.406 --> 00:32:40.650]  Evacuations are looming with the storms and the Gulf oil catastrophe.
[00:32:40.810 --> 00:32:45.854]  No matter where you live, wildfires, earthquakes, floods, and storms must be escaped.
[00:32:46.154 --> 00:32:48.316]  Don't be like a deer frozen in the headlights
[00:32:48.396 --> 00:32:48.837]  I think so.
[00:33:08.909 --> 00:33:17.212]  ...will enable the controlling oligarchy to get people actually to love their servitude.
[00:33:17.252 --> 00:33:26.355]  People can be made to enjoy a state of affairs which, by any decent standard, they ought not to enjoy.
[00:33:26.835 --> 00:33:28.656]  Perhaps you had better start from the beginning.
[00:33:32.397 --> 00:33:34.198]  Perhaps you had better start from the beginning.
[00:33:37.992 --> 00:33:39.775]  I had to have better start from the beginning.
[00:33:43.100 --> 00:33:46.045]  Too many kids are what's making the planet worse.
[00:33:46.305 --> 00:33:48.528]  A lot of these kids come from bad gene pools.
[00:33:48.629 --> 00:33:51.132]  They don't have stable parents making good decisions.
[00:33:53.251 --> 00:33:59.192]  Luxury-containing vaccines may help not harm kids, according to two new studies in the journal Pediatric.
[00:33:59.592 --> 00:34:06.393]  These new studies suggest that the opposite, that the preservatives may actually be associated with improved behavior and mental performance.
[00:34:06.513 --> 00:34:11.454]  Fluoride in water is supposed to fight tooth decay, but could it also cause cancer?
[00:34:11.474 --> 00:34:14.415]  Oh yeah, the government had the right under U.S.
[00:34:14.455 --> 00:34:18.615]  law to conduct secret testing on the American public under specific conditions.
[00:34:18.695 --> 00:34:21.696]  We have to work with dark side, or we're going to spend time in the shadows.
[00:34:23.001 --> 00:34:26.922]  Any attempt to achieve world order must be the work of the devil.
[00:34:27.042 --> 00:34:27.782]  Well, join me.
[00:34:28.322 --> 00:34:30.663]  I'm glad to sit here at the right hand of Satan.
[00:34:30.703 --> 00:34:32.504]  There's a need for a new world order.
[00:34:34.064 --> 00:34:40.246]  Someday, in the next few years, a solution will emerge.
[00:34:56.673 --> 00:35:01.399]  You are seen as insects in the eyes of the global controllers.
[00:35:02.420 --> 00:35:08.587]  They are poisoning all of us in the food, the water, the cleaning products, everything by design.
[00:35:09.228 --> 00:35:13.333]  We have covered their own documents, their own admissions in triplicate.
[00:35:14.875 --> 00:35:16.356]  You ignore this information.
[00:35:17.739 --> 00:35:18.479]  At your peril.
[00:35:19.000 --> 00:35:27.444]  But thank God there are people out there like JP, the last caller, that are going and putting my films and other documentaries on AXS TV, reaching thousands of people.
[00:35:27.784 --> 00:35:30.065]  That's another great avenue to reach out to folks.
[00:35:30.626 --> 00:35:44.793]  Whatever way you use, whether it's the internet or talk radio or blogs or newsletters or you write a book, every person you warn, every person that you wake up, is one step closer to victory against this dehumanization.
[00:35:45.173 --> 00:35:47.094]  Now I want to go hurriedly through your calls now.
[00:35:48.291 --> 00:35:51.654]  The toll-free number to join us is 800-259-9231.
[00:35:51.794 --> 00:35:59.321]  I've got some really important information and news blitz info coming up in the next hour.
[00:35:59.341 --> 00:36:00.682]  We're going to cover a host of issues.
[00:36:00.743 --> 00:36:05.647]  We'll still continue to take calls, but predominantly it's going to be news in the next hour, then guests in the third hour.
[00:36:06.308 --> 00:36:09.591]  Let's go ahead and talk to Justin in Arkansas.
[00:36:09.671 --> 00:36:10.652]  Justin, you're on the air.
[00:36:11.573 --> 00:36:14.376]  Oh my God, Alex Jones, this is wonderful.
[00:36:14.516 --> 00:36:16.358]  I've always wanted to call in and talk with you.
[00:36:16.878 --> 00:36:21.183]  Thank you very much, sir, for helping me to reach new levels of awareness.
[00:36:23.345 --> 00:36:23.986]  Thanks for calling.
[00:36:24.026 --> 00:36:24.867]  How can I serve you, sir?
[00:36:26.053 --> 00:36:38.196]  Okay, I've seen something about the aluminum from the chemtrails building up in the ground and whatnot, and how it was affecting the growth of heirloom varieties of vegetables and fruits.
[00:36:38.576 --> 00:36:43.317]  Yes, and now Monsanto and others are coming out with aluminum-resistant seeds.
[00:36:43.337 --> 00:36:48.418]  But it's not just in the chemtrails, which we know they're spraying aluminum dioxide and barium salts.
[00:36:48.919 --> 00:36:54.460]  It's in the fertilizers, many of the industrial fertilizers, being sprayed on the crops.
[00:36:55.140 --> 00:36:56.542]  That's what's also killing the soil.
[00:37:09.212 --> 00:37:16.336]  Pretty much a full-time force to deal with in-state emergencies, comprised of like 25% full-time individuals.
[00:37:16.356 --> 00:37:20.197]  Yeah, that's Brigade Homeland they announced two and a half years ago in Army Times.
[00:37:20.678 --> 00:37:30.282]  Now they've got eight regions with ten sub-directorate regions under FEMA with the military to engage in all forms of law enforcement.
[00:37:31.583 --> 00:37:33.744]  Yeah, it's just getting crazy.
[00:37:33.964 --> 00:37:34.965]  Cameras everywhere.
[00:37:36.365 --> 00:37:43.049]  And remember, they were building this up decades ago, and in their own white paper, saying it was for the design collapse.
[00:37:43.670 --> 00:37:46.071]  And so, this has all been premeditated.
[00:37:46.591 --> 00:37:51.974]  And the average person in the military, even at colonel level, you know, is compartmentalized and doesn't see all of this.
[00:37:52.014 --> 00:38:05.022]  But if you show them the information, like my film Police Day 2000, Police Day 2 The Takeover, made over a decade ago, people will then click in and say, wow, I already knew all of this, I just didn't put the pieces together.
[00:38:05.896 --> 00:38:12.921]  I've got about five year films, and so far I've put out about 400 copies so far, which isn't a lot, but it's a part.
[00:38:13.641 --> 00:38:14.142]  Yes it is.
[00:38:14.222 --> 00:38:14.522]  Yes it is.
[00:38:14.542 --> 00:38:25.430]  The act of resistance, handing out one film, is a gift of information, and it's that first step that matters.
