[00:00:00.009 --> 00:00:01.612]  Confirmation war continues.
[01:30:01.566 --> 01:30:06.328]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:30:06.668 --> 01:30:10.869]  The new world order really is a tool for addressing a new world of possibilities.
[01:30:11.189 --> 01:30:13.512]  It means all the world under their control.
[01:30:13.532 --> 01:30:16.056]  The United Nations would take over America.
[01:30:16.076 --> 01:30:18.979]  The Trilateral Commission would control the world.
[01:30:19.340 --> 01:30:26.950]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:30:27.273 --> 01:30:32.558]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[01:30:32.658 --> 01:30:34.940]  Global governance with the establishment of the G20.
[01:30:34.980 --> 01:30:38.943]  So it's going to be an inner ruling elite and then everyone else.
[01:30:39.203 --> 01:30:40.104]  And I got news for you.
[01:30:40.264 --> 01:30:41.585]  You're everyone else.
[01:30:41.605 --> 01:30:42.606]  Invisible Empire.
[01:30:43.106 --> 01:30:47.911]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[01:30:47.931 --> 01:30:50.973]  Or watch it online in the highest quality at PrisonPlanet.tv.
[01:30:53.626 --> 01:30:55.228]  Hello friends, this is Alex Jones.
[01:30:55.288 --> 01:30:58.090]  You've heard me talk about Cal Bend 5 Star Soaps for years.
[01:30:58.651 --> 01:31:03.576]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:31:03.876 --> 01:31:07.039]  You can buy factory direct, shipped via UPS right to your door.
[01:31:07.319 --> 01:31:09.662]  Check them out on the web at 5starsoap.com.
[01:31:10.282 --> 01:31:11.143]  Or call 800-340-7091.
[01:31:13.805 --> 01:31:14.766]  Take my word for it.
[01:31:14.946 --> 01:31:17.267]  Once you've used pure soap, you won't buy anything else.
[01:31:17.608 --> 01:31:23.812]  Since 1947, Calbin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:31:24.113 --> 01:31:25.514]  Buy American and stay clean.
[01:31:25.614 --> 01:31:28.796]  As well as support InfoWars, visit 5StarsSoap.com today.
[01:31:28.916 --> 01:31:29.297]  Or call 1-800-340-7091.
[01:31:29.317 --> 01:31:30.658]  Well, Marty, what do you have to say?
[01:31:33.940 --> 01:31:41.186]  As founder and owner for over 63 years, satisfaction is guaranteed or double your dirt back!
[01:31:41.866 --> 01:31:46.910]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:31:46.970 --> 01:31:47.410]  Thank you!
[01:31:53.413 --> 01:31:58.276]  The question is, where should the American people draw their line in the sand?
[01:31:58.396 --> 01:31:59.157]  What have we got?
[01:31:59.377 --> 01:32:01.518]  A republic or a monarchy?
[01:32:01.798 --> 01:32:02.519]  A republic.
[01:32:02.819 --> 01:32:05.400]  It's based on a constitution which protects minority rights.
[01:32:05.481 --> 01:32:07.382]  Not democracy, not mob rule.
[01:32:07.742 --> 01:32:09.643]  Two wolves and a sheep voting on what's for dinner.
[01:32:09.763 --> 01:32:11.044]  So they think they own our land?
[01:32:11.444 --> 01:32:12.565]  They think they own our water?
[01:32:12.765 --> 01:32:13.165]  Children?
[01:32:13.365 --> 01:32:14.146]  Our education?
[01:32:14.486 --> 01:32:15.106]  Our money?
[01:32:15.327 --> 01:32:18.969]  We have to define who we are and what we will tolerate.
[01:32:19.349 --> 01:32:23.975]  Somebody's gonna ask you what you did during the Patriot Uprising.
[01:32:24.315 --> 01:32:25.136]  We have the facts.
[01:32:25.336 --> 01:32:26.437]  We have the Constitution.
[01:32:26.497 --> 01:32:27.379]  We have the Bill of Rights.
[01:32:27.399 --> 01:32:28.240]  We have common law.
[01:32:28.300 --> 01:32:30.542]  Knowledge is power, ladies and gentlemen.
[01:32:30.803 --> 01:32:34.587]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[01:32:34.687 --> 01:32:39.490]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[01:32:39.650 --> 01:32:41.011]  A new tool in the Info War.
[01:32:41.131 --> 01:32:41.992]  Don't tread on me.
[01:32:42.232 --> 01:32:52.759]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[01:32:54.780 --> 01:32:57.762]  Coast to Coast, direct from Austin.
[01:32:58.362 --> 01:33:01.584]  You're listening to the Alex Jones Broadcasting Network.
[01:33:07.090 --> 01:33:08.812]  We got our guest on for one segment.
[01:33:08.832 --> 01:33:18.682]  In the last segment, I'm going to go to Forrest, Mark, Lance, Adam, Jeff, Jonathan, Moses, but just be ready, folks, because I'm going to go to you, give you about a minute, and then that's it, because the show's almost over.
[01:33:19.883 --> 01:33:21.765]  And I've got this other news I'll cover tomorrow.
[01:33:21.945 --> 01:33:22.706]  Oil insider.
[01:33:24.028 --> 01:33:32.973]  And CFR member predicts gulf evacuation of tens of millions and now the EPA is talking about it and I've got internal word in the Marines that they are training for it.
[01:33:33.394 --> 01:33:35.875]  This is in the Washington Post, so this is getting serious.
[01:33:36.255 --> 01:33:39.417]  This could be Obama's excuse to nationalize oil and a lot more.
[01:33:39.757 --> 01:33:41.158]  So I'll be covering that tomorrow at 11 a.m.
[01:33:41.178 --> 01:33:41.678]  to 3 p.m.
[01:33:41.739 --> 01:33:42.039]  Central.
[01:33:42.059 --> 01:33:48.202]  If you don't have an AM and FM in your area, Infowars.com, PrisonPlanet.com, the free podcast, it's all there online.
[01:33:49.283 --> 01:33:50.384]  For the rest of this segment,
[01:33:51.403 --> 01:33:56.166]  Dan Dix of PressForTruth.ca, a great activist up there, a great reporter.
[01:33:56.426 --> 01:33:58.468]  And of course, Charlie Veitch of the Lubb Police.
[01:33:59.328 --> 01:34:00.349]  He is with us again.
[01:34:00.369 --> 01:34:02.390]  He made headlines being arrested for no reason.
[01:34:02.670 --> 01:34:07.674]  And here's the star, Toronto star, G20 law gives police sweeping powers to arrest people.
[01:34:08.454 --> 01:34:16.002]  They've been caught in the past hiring provocateurs so the police have an excuse to attack crowds in Ottawa, in Toronto and surrounding areas.
[01:34:16.262 --> 01:34:19.905]  And it was in the news last week that it looked like police were preparing for this again.
[01:34:20.466 --> 01:34:25.351]  They always call anyone who protests the bankers communists and give attention to the 10 or 15 communists.
[01:34:26.071 --> 01:34:28.753]  What about people who don't want to pay off these fake debts to the banks?
[01:34:28.793 --> 01:34:29.733]  We're not communists.
[01:34:30.253 --> 01:34:31.274]  In fact, we're capitalists.
[01:34:31.314 --> 01:34:33.715]  These bankers... I mean, is Madoff a capitalist?
[01:34:33.735 --> 01:34:36.977]  If I'm against Madoff or Ken Lay, am I against capitalism?
[01:34:37.738 --> 01:34:42.400]  So, to give us a report on what happened, we've got about four minutes with each of you.
[01:34:42.640 --> 01:34:45.442]  Charlie Veitch, tell us what you've witnessed there now.
[01:34:47.042 --> 01:34:49.704]  Well yeah, here we are on day two, the final day of the actual summit.
[01:34:50.124 --> 01:34:58.370]  Because they made so many arrests yesterday, I heard a report of 500 people getting arrested in one go and taken out to that Guantanamo Bay style warehouse.
[01:34:58.890 --> 01:35:01.532]  The streets of Toronto are eerily quiet.
[01:35:01.892 --> 01:35:10.198]  We walked around for about an hour today trying to find something and all we could find was a group of about 500 to 1,000 people with about as many police.
[01:35:10.938 --> 01:35:20.501]  We did start a march walking through the centre of Toronto, outside the old City Hall, and the police were stopping the march every 100 metres, just for no reason.
[01:35:20.561 --> 01:35:22.542]  So there is no way to get around this city.
[01:35:22.982 --> 01:35:30.665]  It does feel like the not-too-distant future, as if this is how they are going to be treating cities once things get worse for us.
[01:35:31.967 --> 01:35:36.252]  Well, we are actually seeing much more mainstream media on the streets than actual protesters.
[01:35:36.312 --> 01:35:49.546]  The mainstream media are obviously allowed everywhere, but interestingly enough, we have identified a few people in plain clothes walking around the crowd, who then suddenly are able to walk behind the police lines, and they look like police as well, Alex.
[01:35:50.106 --> 01:35:52.887]  And we've caught them in Denver, we've caught them in Ottawa, we've caught them everywhere.
[01:35:52.907 --> 01:35:56.289]  Attacking crowds, and that's what it looks like from the sources.
[01:35:56.329 --> 01:35:59.610]  We've got, happened with a few anarchists knocking a few things over.
[01:35:59.990 --> 01:36:02.791]  That was then used as a pretext to move in on the real protesters.
[01:36:03.132 --> 01:36:04.052]  And they've done a good job.
[01:36:04.092 --> 01:36:08.294]  We've gone from 20-30,000 back in the 90's at demonstrations, to a few thousand now.
[01:36:09.374 --> 01:36:15.896]  They used police dogs on people at the G20 last year, even on old women coming out of grocery stores.
[01:36:16.516 --> 01:36:23.798]  This is costing a billion, two hundred million dollars for three days, basically the budget of Toronto for a year.
[01:36:24.399 --> 01:36:26.239]  So we're really being taught who God is.
[01:36:26.299 --> 01:36:32.561]  I mean, when God comes to town, the entire city shuts down and a billion plus dollars is given to the bankers.
[01:36:33.221 --> 01:36:34.502]  Let's talk to Dan Dix.
[01:36:34.542 --> 01:36:35.562]  Dan, what have you been witnessing?
[01:36:37.149 --> 01:36:39.331]  Uh, just absolute madness around here.
[01:36:39.391 --> 01:36:40.832]  It's completely unprecedented.
[01:36:40.872 --> 01:36:46.135]  I've never, uh, never could have imagined I'd see this in my own city, in the city of Toronto.
[01:36:46.896 --> 01:36:49.077]  Um, I'm just, I'm just blown away, really.
[01:36:49.097 --> 01:36:53.000]  I don't, you know, I'm just shocked at what I've been witnessing.
[01:36:53.780 --> 01:36:56.442]  Um, they've arrested, like Charlie said, upwards of 500 people now.
[01:36:57.873 --> 01:37:03.099]  Who are staying down in the Toronto Film Studios, that they are using as a temporary holding facility.
[01:37:03.399 --> 01:37:10.087]  And Charlie was in there, he described cameras above the toilets, the way they humiliated him, that it was like something out of a science fiction movie.
[01:37:11.141 --> 01:37:12.042]  Yeah, absolutely.
[01:37:12.442 --> 01:37:19.426]  You know, Toronto used to pride itself on the fact that it has never used tear gas in any kind of a protest before.
[01:37:20.126 --> 01:37:21.928]  But that has recently changed.
[01:37:21.968 --> 01:37:26.150]  For the first time ever, tear gas has been deployed on the people of Toronto.
[01:37:27.351 --> 01:37:30.573]  So, you know, it's unbelievable what's happening right now.
[01:37:30.653 --> 01:37:32.374]  I haven't had a whole lot of sleep.
[01:37:32.434 --> 01:37:35.476]  We've been working hard covering this for the last three days.
[01:37:36.096 --> 01:37:37.578]  And I'm just blown away, Alex.
[01:37:53.471 --> 01:37:56.172]  I mean, it's just amazing that this is going on.
[01:37:56.192 --> 01:38:07.677]  I mean, here are the criminals that should be arrested, but instead I saw this AP photo of Sarkozy and Cameron and Obama just all laughing it up together.
[01:38:08.077 --> 01:38:10.798]  Instead of going to prison like Madoff, they get even more power.
[01:38:12.768 --> 01:38:16.070]  Yeah, Alex, it is a very sad state of affairs.
[01:38:16.110 --> 01:38:26.175]  We've seen people get pushed around here and we saw a 12-year-old boy yesterday get hogtied with those plastic zipper things and thrown in the back of a van and this 12-year-old boy was crying.
[01:38:26.515 --> 01:38:29.097]  This is just after they tear gassed the crowd.
[01:38:29.657 --> 01:38:34.359]  So, um, you really don't feel like you're walking around a civilized western world city.
[01:38:34.739 --> 01:38:39.101]  You really feel like you're walking around some city after an apocalypse or a nuclear attack.
[01:38:39.642 --> 01:38:46.665]  And you said the police relished arresting you for no reason and relished the petty power and relished looking at you while you went potty.
[01:38:47.699 --> 01:38:48.360]  Yes, they did.
[01:38:48.380 --> 01:38:49.040]  They certainly did.
[01:38:49.101 --> 01:38:50.422]  It wasn't just rattling the cage.
[01:38:50.482 --> 01:38:53.225]  The sergeant who arrested me, he had one of those U.S.
[01:38:53.265 --> 01:38:57.309]  Marine crew cuts and those piercing right-wing nasty eyes.
[01:38:57.889 --> 01:39:02.594]  And when I had to get my photograph taken, I had to hold up this board saying Veatch on it.
[01:39:02.794 --> 01:39:05.637]  And he was saying, ha, I feel like I'm here with a prized fish.
[01:39:05.717 --> 01:39:06.218]  Ha ha ha.
[01:39:06.238 --> 01:39:08.981]  I've caught one of these high-profile protesters.
[01:39:09.061 --> 01:39:09.641]  Ha ha ha.
[01:39:10.002 --> 01:39:11.083]  So they are enjoying it.
[01:39:11.263 --> 01:39:22.065]  Well, he'll enjoy having his pension fund taken, he'll enjoy being diagnosed with bone cancer at 47, or he'll be happy when his two-year-old, you know, dies of the vaccines he gives them and they get lowered into the ground.
[01:39:22.285 --> 01:39:24.025]  He'll find out what side he was really on.
[01:39:24.625 --> 01:39:38.528]  You know, I think that's the important message here, is we don't... I get angry at these police, I get angry at them being thugs and enjoying their petty power, and arresting my cameraman, we have the footage of it at the G20 last year, or not, yeah, just a few months ago, doing nothing.
[01:39:39.068 --> 01:39:44.531]  And beating up people and then, you know, torturing them once they got to the military facility.
[01:39:45.231 --> 01:39:47.712]  But, you know, let's just remember they're under mind control.
[01:39:48.512 --> 01:39:51.534]  And they've been told we're terrorists and that we're communists and all of this.
[01:39:51.914 --> 01:39:54.295]  They don't understand that these bankers are criminals.
[01:39:54.595 --> 01:39:56.216]  They probably think Madoff is good.
[01:39:57.608 --> 01:39:57.928]  Yeah.
[01:39:58.469 --> 01:40:10.117]  And just to add, Dan and I, because Dan lives right here in downtown Toronto, right next to the security fence, we got searched three times in 30 minutes and had our IDs checked and radioed in.
[01:40:10.457 --> 01:40:11.798]  So they're definitely on to us.
[01:40:12.058 --> 01:40:16.421]  And it's funny, every time Dan and I walk anywhere, if it's not for his Spartan beard or my megaphone,
[01:40:16.961 --> 01:40:23.826]  They are keeping a very close eye on us and it's a very scary feeling Alex when you cross the street and there's 30 police officers following you.
[01:40:24.226 --> 01:40:27.909]  And Dan and I have been filmed by police probably about five or six times today.
[01:40:27.949 --> 01:40:38.337]  They've got these super expensive semi-professional cameras, probably $10,000 cameras that obviously the Canadian taxpayers... Hey, there's plenty of money for the bankers, none for the slaves, but here's the issue.
[01:40:38.857 --> 01:40:45.239]  You know, at the end of the day, with all of these guys, this is all a drill on total martial law.
[01:40:45.519 --> 01:40:55.523]  That's why they have these G20 events all over the world, now every few months, costing billions wherever they go, is to practice local governments going under banker control.
[01:40:55.543 --> 01:41:02.185]  I mean, this is foreign bankers come in, and the city just literally attacks you, the blood bag.
[01:41:02.225 --> 01:41:03.946]  I mean, you're only there to supply blood to them.
[01:41:04.878 --> 01:41:17.845]  Yeah, and also let's not forget as well, it's a predictive programming to train the public in urban areas to comply, to allow arbitrary searches of your bags, to go through checkpoints, to have police radio you in and have to give your details.
[01:41:18.265 --> 01:41:19.706]  Dan was actually very good today.
[01:41:19.726 --> 01:41:22.567]  A female police officer said, can we search your bag?
[01:41:22.607 --> 01:41:25.609]  And Dan said, no, you have no right to search my bag.
[01:41:25.649 --> 01:41:26.649]  I haven't broken the law.
[01:41:26.669 --> 01:41:31.672]  But then five minutes later, another police officer said, yeah, you have to comply or you'll both be arrested.
[01:41:31.732 --> 01:41:33.873]  And so we both had our bags searched three times.
[01:41:34.542 --> 01:41:37.644]  My whole crew is actually being targeted this weekend.
[01:41:38.605 --> 01:41:41.147]  Anytime we go out, they see us with our cameras.
[01:41:41.767 --> 01:41:44.750]  They approach us and basically harass us.
[01:41:45.110 --> 01:41:47.712]  No matter where we are in the city, a lot of things are going on.
[01:41:47.772 --> 01:41:50.174]  Nothing is really centralized in any one area.
[01:41:50.494 --> 01:41:54.056]  There's little pockets of activity all over Toronto.
[01:41:54.076 --> 01:41:55.798]  Yeah, the G20 criminals are everywhere.
[01:41:56.767 --> 01:41:57.328]  Absolutely.
[01:41:57.468 --> 01:42:00.511]  And you know, they keep coming right up to us.
[01:42:00.551 --> 01:42:05.997]  As soon as we walk out of my apartment, we get surrounded by a gaggle of four or five police officers.
[01:42:06.057 --> 01:42:07.799]  And this is the sacred police system.
[01:42:07.839 --> 01:42:13.605]  I mean, again, it's all about no one's allowed to protest the Madoffs that are in there robbing you blind.
[01:42:15.086 --> 01:42:32.692]  The police have been internationalized, and again, I mean, we have the footage at the G20 of private security people grabbing people off the streets and snatching and grabbing them into vehicles, and old women coming out of grocery stores with bread and lettuce going, officer, I'm... And the cops, they just let dogs go and go, no one in the city!
[01:42:32.932 --> 01:42:33.773]  No one on the street!
[01:42:34.853 --> 01:42:37.255]  The news said, hey, we now attack all women with dogs.
[01:42:37.555 --> 01:42:38.635]  Well, hey, don't worry, cops.
[01:42:38.735 --> 01:42:40.877]  Your family's going to be run over by the globalists, too.
[01:42:41.217 --> 01:42:44.059]  You get to drink out of the same devilish system as we do.
[01:42:44.439 --> 01:42:45.259]  Men, good job.
[01:42:45.299 --> 01:42:50.082]  We'll talk to you again coming up tomorrow, popping in on the weekday show to get a report on the aftermath.
[01:42:50.102 --> 01:42:50.723]  Great job.
[01:42:50.983 --> 01:42:52.464]  Phone calls and more news straight ahead.
[01:42:53.834 --> 01:42:58.077]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:42:58.397 --> 01:42:58.657]  Number 1.
[01:42:59.297 --> 01:43:02.459]  New climate legislation could easily double or triple your electric bill.
[01:43:02.720 --> 01:43:03.280]  Number 2.
[01:43:03.580 --> 01:43:08.143]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:43:08.483 --> 01:43:08.924]  It's true.
[01:43:09.224 --> 01:43:13.787]  Total government control of electricity in the name of smart grid technology is coming.
[01:43:14.087 --> 01:43:14.627]  Number 3.
[01:43:14.927 --> 01:43:18.209]  In some areas of the country, the power grid is dangerously overloaded.
[01:43:18.510 --> 01:43:22.192]  And now, new socialist legislation is only compounding the problem.
[01:43:22.392 --> 01:43:22.953]  Number 4.
[01:43:23.193 --> 01:43:25.556]  Dangerous weather is always a threat to local grids.
[01:43:25.956 --> 01:43:29.340]  Every year, thousands of families lose their power from weather-related outages.
[01:43:29.640 --> 01:43:29.860]  Number 5.
[01:43:30.441 --> 01:43:34.365]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:43:34.586 --> 01:43:39.351]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:43:39.631 --> 01:43:43.652]  You can get more information at www.mysolarbackup.com.
[01:43:43.793 --> 01:43:45.353]  That's mysolarbackup.com.
[01:43:45.573 --> 01:43:47.674]  Remember, the government doesn't own the sun.
[01:43:47.834 --> 01:43:50.175]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:43:54.264 --> 01:43:56.845]  Hello, this is Alex Jones with some important questions.
[01:43:57.265 --> 01:44:02.226]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:44:02.586 --> 01:44:04.327]  My answer would be all I can get.
[01:44:04.627 --> 01:44:09.448]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:44:09.628 --> 01:44:10.589]  How much do you want?
[01:44:10.829 --> 01:44:11.549]  When do you want it?
[01:44:11.949 --> 01:44:13.531]  Now or after the battle starts?
[01:44:13.831 --> 01:44:14.652]  When will you need it?
[01:44:14.892 --> 01:44:16.974]  Can you buy it without proper identification?
[01:44:17.114 --> 01:44:18.195]  Will there be any food?
[01:44:18.436 --> 01:44:19.777]  Will it make your children sick?
[01:44:19.977 --> 01:44:25.042]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:44:25.243 --> 01:44:28.366]  You wipe out all these problems if you have a good food supply.
[01:44:28.806 --> 01:44:32.308]  Food is your ammunition to fight for your freedom and your life.
[01:44:32.629 --> 01:44:33.609]  How much will you need?
[01:44:33.869 --> 01:44:34.490]  We don't know.
[01:44:34.770 --> 01:44:35.671]  How much do you want?
[01:44:35.871 --> 01:44:36.591]  All you can get.
[01:44:36.791 --> 01:44:37.632]  I'm Alex Jones.
[01:44:37.892 --> 01:44:40.654]  I want all of you good guys to live to fight another day.
[01:44:40.934 --> 01:44:42.695]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:44:42.715 --> 01:44:43.636]  Again, that number 1-800-409-5633.
[01:44:54.554 --> 01:45:00.299]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[01:45:01.000 --> 01:45:05.444]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[01:45:06.265 --> 01:45:19.817]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McIlnady, and myself, Alex Jones.
[01:45:20.578 --> 01:45:25.020]  Protect yourself and get the tools you need to protect your family from these difficult times.
[01:45:25.621 --> 01:45:31.523]  The Fall of America and the Western World at www.thefallofamerica.net.
[01:45:32.064 --> 01:45:35.225]  Or click on the banners at infowars.com and prisonplanet.com.
[01:45:35.825 --> 01:45:40.007]  Again, that website's www.thefallofamerica.net.
[01:45:40.528 --> 01:45:40.968]  Or call 800-655-1577.
[01:45:40.988 --> 01:45:43.849]  Prepare yourself and the ones you love today.
[01:45:43.889 --> 01:45:45.210]  fallofamerica.net.
[01:45:54.827 --> 01:45:58.450]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:45:58.770 --> 01:46:06.896]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:46:07.637 --> 01:46:11.680]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:46:12.280 --> 01:46:23.089]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:46:23.709 --> 01:46:32.733]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:46:33.234 --> 01:46:38.276]  Very easy to follow, step-by-step instructions are provided, making production fast and simple.
[01:46:38.656 --> 01:46:45.839]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:46:46.140 --> 01:46:48.561]  That's www.silverlungs.com.
[01:46:54.727 --> 01:46:57.589]  Coast to coast, direct from Austin.
[01:46:58.309 --> 01:47:01.651]  You're listening to the Alex Jones Broadcasting Network.
[01:47:02.132 --> 01:47:08.716]  Folks, we have to stop being Mr. Nice Guy.
[01:47:08.736 --> 01:47:14.719]  We have to realize the government's trying to intimidate us worldwide, trying to break our backs psychologically so we'll put up with anything.
[01:47:14.739 --> 01:47:18.642]  I mean, look at this headline out of Reuters.
[01:47:20.692 --> 01:47:22.073]  This is MSNBC, excuse me.
[01:47:22.373 --> 01:47:25.655]  Recovery means no undue edge for nations, Obama.
[01:47:25.935 --> 01:47:26.775]  That's globalism.
[01:47:27.375 --> 01:47:30.877]  But they don't raise the third world and lower the West, they lower everyone.
[01:47:31.538 --> 01:47:37.821]  That's why they had the Copenhagen Treaty last year and the third world got the treaty and said, this has almost double the taxes on us of the West.
[01:47:38.221 --> 01:47:41.122]  We were going to vote for it because we were supposed to rob the rich nations.
[01:47:41.483 --> 01:47:41.803]  No, no, no.
[01:47:41.823 --> 01:47:43.644]  This is the bankers robbing everyone.
[01:47:44.104 --> 01:47:46.085]  This is everyone being third world slaves.
[01:47:47.205 --> 01:47:47.286]  U.S.
[01:47:47.346 --> 01:47:49.206]  President Barack Obama said Sunday at the G20,
[01:47:50.560 --> 01:47:55.026]  That countries must not have any undue advantage if the world is to build a strong and durable economic recovery.
[01:47:55.066 --> 01:47:55.767]  That's world government.
[01:47:56.167 --> 01:48:00.392]  A strong and durable recovery also requires countries not having an undue advantage.
[01:48:01.479 --> 01:48:03.660]  That means America gave up its industry because we had an advantage.
[01:48:03.680 --> 01:48:03.901]  Remember?
[01:48:04.261 --> 01:48:07.403]  A strong and durable recovery also requires countries not having an undue advantage.
[01:48:07.743 --> 01:48:10.245]  Obama told journalists at the end of the G20 talks in Canada.
[01:48:10.705 --> 01:48:12.106]  This isn't political correctness, folks.
[01:48:12.126 --> 01:48:13.307]  This is mercantilism.
[01:48:13.367 --> 01:48:13.867]  Research it.
[01:48:15.108 --> 01:48:18.770]  So we also discussed the need for currencies that are market-driven, he added.
[01:48:19.031 --> 01:48:20.632]  Yeah, and they're about to get rid of our currency.
[01:48:20.672 --> 01:48:22.313]  We're still going to have it, but it's going to be...
[01:48:24.298 --> 01:48:27.065]  And I meant to get to this, but the guys just gave it to me again to remind me.
[01:48:27.386 --> 01:48:28.248]  This is AP.
[01:48:28.629 --> 01:48:29.672]  CIA's Panetta.
[01:48:29.792 --> 01:48:31.757]  Iran has enough uranium for two bombs.
[01:48:33.465 --> 01:48:33.725]  Yes, Alex.
[01:48:33.745 --> 01:48:34.746]  I have
[01:48:58.962 --> 01:49:06.274]  Several good videos for you that you can look up on YouTube and a pen and paper might be good for you.
[01:49:06.294 --> 01:49:09.399]  Go ahead.
[01:49:10.261 --> 01:49:11.002]  While you get that.
[01:49:12.577 --> 01:49:20.259]  Type in six-year-old girl on no-fly list, and this is a new one off of Fox News.
[01:49:20.299 --> 01:49:22.380]  No, no, that's up on PrisonPlanet.com.
[01:49:23.600 --> 01:49:24.100]  We've got that.
[01:49:24.140 --> 01:49:25.721]  The evil six-year-old.
[01:49:26.161 --> 01:49:36.183]  And they're also now harassing people with fake artificial limbs, even though they know, and they're making people in wheelchairs that can't walk, they're making them get up and walk without help or they can't fly.
[01:49:36.443 --> 01:49:37.804]  It's all about humiliation.
[01:49:37.824 --> 01:49:41.765]  It's all about pushing us to set the precedent where we'll do whatever they say.
[01:49:42.165 --> 01:49:48.531]  And now they admit they record our naked bodies, they save the images, it's all funny to them, they laugh at our genitals.
[01:49:48.952 --> 01:49:50.253]  This is your criminal government.
[01:49:50.273 --> 01:49:50.614]  Go ahead.
[01:49:51.795 --> 01:49:55.078]  They staged the terror attacks so they could turn us into slaves.
[01:49:55.138 --> 01:49:55.919]  It's so simple.
[01:49:56.179 --> 01:49:57.600]  So they could invade other countries.
[01:49:57.801 --> 01:49:59.803]  We have the internal homeland security documents.
[01:50:00.023 --> 01:50:01.665]  We are the terrorist, according to them.
[01:50:02.245 --> 01:50:03.626]  Because they are the real terrorist.
[01:50:04.307 --> 01:50:05.228]  What's the other one, Jonathan?
[01:50:05.268 --> 01:50:05.809]  I gotta move here.
[01:50:07.057 --> 01:50:11.961]  Alright, another one is about the corruption of the police department in New Orleans.
[01:50:12.361 --> 01:50:16.584]  You type in culture of police corruption into YouTube.
[01:50:16.604 --> 01:50:20.747]  Well, they were the main ones robbing everything in liquor stores and jewelry stores.
[01:50:20.807 --> 01:50:21.747]  It's crazy, Jonathan.
[01:50:22.047 --> 01:50:23.308]  Good points, I'll look into that.
[01:50:23.769 --> 01:50:29.032]  And again, if you can't admit police in history tend to become corrupt, they will then take over and become corrupt.
[01:50:29.252 --> 01:50:32.655]  But here it's like, cops never did anything wrong and you're for the criminals.
[01:50:33.880 --> 01:50:35.522]  Yeah, I'm against all criminals.
[01:50:36.363 --> 01:50:37.864]  Let's talk to Jeff in Canada.
[01:50:38.124 --> 01:50:39.185]  You're on the air.
[01:50:39.225 --> 01:50:39.926]  Go ahead, Jeff.
[01:50:41.328 --> 01:50:41.788]  Hi, Alex.
[01:50:41.828 --> 01:50:42.809]  Thanks for taking my call.
[01:50:43.029 --> 01:50:43.710]  Welcome, sir.
[01:50:44.050 --> 01:50:46.112]  First, I got a couple of points that I want to make.
[01:50:46.172 --> 01:50:48.074]  I'm just back from the G20 in Toronto.
[01:50:48.515 --> 01:50:51.097]  I met up with some other guys from... I'm from... We are Change Windsor.
[01:50:51.117 --> 01:50:51.798]  What did you witness?
[01:50:51.838 --> 01:50:52.158]  Tell us.
[01:50:53.342 --> 01:51:00.526]  Well, first of all, I wanted to go over an article that I read about the secret meeting of the G20 with the Canadian Finance Minister, Jim Flaherty.
[01:51:01.287 --> 01:51:02.628]  He met in what they called the B20.
[01:51:02.708 --> 01:51:07.050]  That's a secret meeting of the CEOs of the G20 countries.
[01:51:07.070 --> 01:51:08.091]  Yeah, that's another headline.
