[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[00:28:15.188 --> 00:28:18.149]  Yeah, Alex, I think they're going to try to blow the shuttle up on Saturday.
[00:28:18.629 --> 00:28:21.009]  They switched it from yesterday to Saturday.
[00:28:21.049 --> 00:28:22.630]  They said a fuel sensor went bad.
[00:28:22.650 --> 00:28:26.771]  Oh, I hate to make specific predictions like that.
[00:28:26.811 --> 00:28:28.811]  I do, but I want to try to stop it.
[00:28:29.691 --> 00:28:33.993]  The bombing in London happened on 7-7, and if you add the year, 7.
[00:28:34.633 --> 00:28:37.373]  Saturday will be the 7th month, the 16th day.
[00:28:37.393 --> 00:28:38.414]  You add that together, that's a 7.
[00:28:38.454 --> 00:28:39.854]  You add the year together.
[00:28:40.327 --> 00:28:45.109]  Yeah, but there's endless numerological calculations.
[00:28:45.169 --> 00:28:47.190]  I really don't want to make this prediction.
[00:28:47.310 --> 00:28:52.373]  And there was 911, and there was 311, and I'm just trying to call everybody's attention to it to stop it in case it happens.
[00:28:52.473 --> 00:28:52.893]  Thank you.
[00:28:52.913 --> 00:28:54.834]  Thanks for the call, John.
[00:28:54.934 --> 00:28:55.894]  Rodney in Texas.
[00:28:55.974 --> 00:28:56.815]  Rodney, go ahead.
[00:28:57.335 --> 00:28:58.356]  Yes, how you doing, Alex?
[00:28:58.376 --> 00:28:58.616]  Good.
[00:28:59.156 --> 00:29:09.441]  I actually feel a little bit redeemed now that I know that you... One of the stories on your website this morning, prisonplanet.com, is talking about how they...
[00:29:10.362 --> 00:29:10.542]  Yes.
[00:29:10.562 --> 00:29:10.622]  Yes.
[00:29:10.742 --> 00:29:10.842]  Yes.
[00:29:32.338 --> 00:29:33.839]  Fully shooting out there in L.A.
[00:29:33.899 --> 00:29:39.324]  and how it correlates with some of the other... All right, we'll get your take on it after the break.
[00:29:39.384 --> 00:29:40.305]  Rodney, stay there.
[00:29:40.325 --> 00:29:49.332]  Then we'll talk to Johnny in Vancouver, Canada, Robbie in Mass, and then plunge back into the news.
[00:29:51.714 --> 00:29:52.615]  We're on the march.
[00:29:53.095 --> 00:29:54.717]  The Empire's on the run.
[00:29:55.617 --> 00:29:58.300]  Alex Jones and the GCN Radio Network.
[00:30:01.380 --> 00:30:03.060]  Soon, the mark of the beast will be enforced.
[00:30:03.240 --> 00:30:05.281]  Those that receive it will receive the wrath of God.
[00:30:05.461 --> 00:30:06.141]  Prepare yourself.
[00:30:06.321 --> 00:30:10.021]  Find out who the beast is and how to avoid his mark with this free book offer.
[00:30:10.162 --> 00:30:15.902]  Call toll-free 888-211-1715 and receive the book The Bible Says for free.
[00:30:15.942 --> 00:30:17.343]  There is absolutely no obligation.
[00:30:17.503 --> 00:30:20.103]  No one will call you and your number will not be sold to telemarketers.
[00:30:20.263 --> 00:30:21.823]  We just want to make sure you know the truth.
[00:30:22.064 --> 00:30:24.904]  Get your free book, The Bible Says, by calling toll-free 888-211-1715.
[00:30:24.964 --> 00:30:25.704]  Again, that's 888-211-1715.
[00:30:31.366 --> 00:30:31.646]  U.S.
[00:30:31.687 --> 00:30:32.728]  gold and silver coins.
[00:30:32.828 --> 00:30:33.949]  Tired of guessing what they are?
[00:30:34.089 --> 00:30:34.870]  Which are collectible?
[00:30:34.910 --> 00:30:35.651]  Which are bullion?
[00:30:35.711 --> 00:30:37.853]  Get your answers where the experts get theirs.
[00:30:38.174 --> 00:30:40.316]  The 2005 Red Book Guide to U.S.
[00:30:40.376 --> 00:30:40.756]  Coins.
[00:30:40.937 --> 00:30:46.683]  As a special offer, Midas Resources will send you a 2005 Red Book and a genuine silver dollar for only $22.95.
[00:30:46.723 --> 00:30:47.944]  Call Midas today at 800-686-2237.
[00:30:48.044 --> 00:30:48.985]  Learn what real money is.
[00:30:53.410 --> 00:30:54.310]  Feel real money.
[00:30:54.491 --> 00:30:57.992]  Get your 2005 Red Book and genuine silver dollar today.
[00:30:58.793 --> 00:31:00.874]  That's 1-800-686-2237.
[00:31:01.154 --> 00:31:04.176]  More than 700 chemicals have been found in our drinking water.
[00:31:04.476 --> 00:31:09.419]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[00:31:09.659 --> 00:31:13.941]  That's because many chemicals are inhaled when they evaporate and others are absorbed through the skin.
[00:31:14.301 --> 00:31:23.223]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[00:31:23.423 --> 00:31:27.064]  The media is non-toxic, environmentally sound, and is recyclable.
[00:31:27.344 --> 00:31:32.386]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[00:31:32.666 --> 00:31:39.408]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:31:39.868 --> 00:31:40.428]  What about you?
[00:31:41.178 --> 00:31:46.540]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[00:31:46.580 --> 00:31:47.680]  Call now to order at 1-888-803-4438.
[00:31:47.760 --> 00:31:49.641]  Order today and save $14 by calling 1-888-803-4438.
[00:32:01.707 --> 00:32:07.232]  JLS Research, founders of a revolutionary new all-natural deodorant, wants to get up close and personal with you.
[00:32:07.372 --> 00:32:08.433]  You wear deodorant, right?
[00:32:08.553 --> 00:32:09.434]  Well, let's hope you do.
[00:32:09.554 --> 00:32:12.376]  You obviously wear it to cover up that embarrassing underarm odor.
[00:32:12.576 --> 00:32:17.440]  Well, why mask the odor when you can completely eliminate the bacteria which causes the odor in the first place?
[00:32:17.701 --> 00:32:18.782]  Check out this new product.
[00:32:18.942 --> 00:32:21.924]  It's called No-B-O, and you won't believe how effectively it works.
[00:32:22.204 --> 00:32:25.928]  I know, you're wondering how can you trust No-B-O to eliminate your embarrassing body odor.
[00:32:26.048 --> 00:32:26.248]  Look.
[00:32:26.428 --> 00:32:27.068]  We're good to go.
[00:32:27.088 --> 00:32:27.469]  We're good to go.
[00:32:47.563 --> 00:32:50.224]  Oh, just a point about most of these psychologists and psychiatrists.
[00:32:50.364 --> 00:32:52.645]  I mean, a lot of them are nuttier than a fruitcake.
[00:33:18.141 --> 00:33:23.283]  And that's like a joke in the industry, too, that the inmates run the asylums of these mental institutions.
[00:33:24.463 --> 00:33:43.830]  But up in Connecticut, a really famous eating disorder specialist has written all these books all over TV telling you how your children have all these problems, and then people just normalize bad behavior by their children, and they end up getting attention through it and become totally insane.
[00:33:45.365 --> 00:33:51.588]  She collapsed in a grocery store and was arrested because the surveillance camera showed her huffing the whipped cream cans.
[00:33:52.808 --> 00:33:57.270]  Which I remember in high school, hearing about some kids that would do that.
[00:33:57.750 --> 00:34:02.852]  They would go in and huff the gas out of the whipped cream cans.
[00:34:02.872 --> 00:34:06.094]  I mean, this is just insane.
[00:34:07.614 --> 00:34:11.796]  There's a disorder for everything, and we all need to take drugs because we're bad.
[00:34:12.583 --> 00:34:14.785]  We all need to submit to our loving world government.
[00:34:15.165 --> 00:34:16.926]  All right, Rodney, go ahead and make your point.
[00:34:17.567 --> 00:34:27.355]  Well, anyway, this rash of the tasers in this last... Yeah, another young teenager's dead.
[00:34:27.375 --> 00:34:38.043]  Yeah, well, just last month down, well, actually about a month and a half ago, there was a big thing down there in Atlanta, Georgia, where they actually had six police officers had a guy pinned down
[00:34:38.684 --> 00:34:55.952]  Ant's handcuffed behind his back, shackles on his feet, and they chaser him to death, and caught it all on video, Alex, and the prosecutor didn't feel that the video was worthy of being presented to the grand jury, and these guys got off.
[00:34:56.012 --> 00:34:58.053]  Now, I guess my point here is,
[00:34:58.763 --> 00:35:03.048]  If you allow these officers... And by the way, why didn't the grand jury demand to see it?
[00:35:03.088 --> 00:35:05.531]  See, grand juries don't know they're the boss.
[00:35:05.591 --> 00:35:09.156]  No, instead, they call them in, they say, we're the boss, this is how it works.
[00:35:09.516 --> 00:35:10.978]  The grand jury has no idea.
[00:35:11.018 --> 00:35:12.760]  They just started doing this in the last 20 years.
[00:35:13.261 --> 00:35:14.983]  And they go, okay, what do we do, sir?
[00:35:15.644 --> 00:35:15.824]  Right.
[00:35:17.184 --> 00:35:20.666]  Again, that goes back to the inmates running the asylum here.
[00:35:20.686 --> 00:35:24.348]  Well, they did fire the cop when the guy couldn't give a urine sample.
[00:35:24.388 --> 00:35:25.309]  He was catheterized.
[00:35:25.929 --> 00:35:27.230]  That later came out in Miami.
[00:35:27.250 --> 00:35:29.752]  And so they start tasering him, chained down on the bed.
[00:35:29.772 --> 00:35:32.594]  He came to the hospital and said, I'm on cocaine.
[00:35:33.314 --> 00:35:34.655]  I'm having a bad reaction.
[00:35:35.175 --> 00:35:36.396]  Because they wanted to convict him.
[00:35:36.436 --> 00:35:37.277]  They wanted the proof.
[00:35:38.061 --> 00:35:40.642]  And so he's begging for help, so they start torturing him.
[00:35:40.902 --> 00:35:41.082]  Right.
[00:35:41.503 --> 00:35:53.168]  So where does this lead if, in fact, police officers don't feel that there's a threat that they will be penalized, you know, if they're allowed to get away with doing these sorts of things?
[00:35:53.188 --> 00:36:01.051]  Well, for those that have seen Road to Tyranny, we have footage of Pharrell Montgomery, who I've even had a chance to meet before,
[00:36:02.819 --> 00:36:04.879]  And he's out driving along down the road.
[00:36:05.500 --> 00:36:06.980]  Gets pulled over in his RV.
[00:36:07.480 --> 00:36:08.440]  He'd been deer hunting.
[00:36:08.460 --> 00:36:09.640]  He had a compound bow.
[00:36:09.680 --> 00:36:11.281]  They thought that meant he might be a terrorist.
[00:36:12.081 --> 00:36:13.301]  They tell him they want to search the car.
[00:36:13.341 --> 00:36:15.202]  And he goes, no, I've got a Fourth Amendment.
[00:36:15.222 --> 00:36:16.202]  So they thought he was a terrorist.
[00:36:16.222 --> 00:36:17.182]  This was on the news.
[00:36:17.442 --> 00:36:17.682]  Right.
[00:36:18.522 --> 00:36:19.322]  And they walk over.
[00:36:19.442 --> 00:36:20.803]  And he gets out of the car, hands up.
[00:36:21.043 --> 00:36:21.583]  They tell him to.
[00:36:21.603 --> 00:36:23.123]  And he goes, so they taser him.
[00:36:24.203 --> 00:36:25.924]  He's got two tasers in him.
[00:36:26.344 --> 00:36:27.924]  And the police dog's chewing on him.
[00:36:27.944 --> 00:36:28.844]  It goes on for like a minute.
[00:36:28.864 --> 00:36:30.004]  Now, the guy's on the ground.
[00:36:30.325 --> 00:36:32.225]  And they just let the dog have a little blood.
[00:36:33.047 --> 00:36:37.910]  And then they go in the thing, and they hold up jumper cables on the news and go, look, pipe bombs!
[00:36:38.890 --> 00:36:56.139]  And then later, they had to admit in another newscast a month later, the reporter's little ADL minion, that okay, it was jumper cables, we were wrong, and he had a compound bow, and they dropped charges on him because their own chopper video just showed him, gets up, puts his hands up, and so they taser him with pleasure, the SWAT team,
[00:36:56.801 --> 00:37:00.683]  Because he said he had a Fourth Amendment.
[00:37:00.923 --> 00:37:08.828]  He's mentioning that, and that's the same place out of Arizona where they teach in the manuals that if you mention the Constitution, you're a terrorist.
[00:37:09.288 --> 00:37:14.091]  And just to add to what you're saying, we've got this situation there in L.A.
[00:37:14.151 --> 00:37:17.993]  where a 19-month-old baby is shot dead.
[00:37:18.073 --> 00:37:19.394]  That baby was with Al-Qaeda.
[00:37:19.938 --> 00:37:27.365]  Yeah, and the prosecutor says, no, I mean the police chief says, no wrong was committed and we'll turn it over to the prosecutor.
[00:37:27.425 --> 00:37:31.849]  The baby was, Rodney, that baby was supporting Al Qaeda.
[00:37:32.509 --> 00:37:35.252]  Well, it seems like that's what they think.
[00:37:36.078 --> 00:37:39.741]  Well, look, sir, that baby was going for the officer's gun.
