[00:00:01.533 --> 00:00:02.617]  I don't know.
[00:26:15.355 --> 00:26:23.040]  He told me as kind of a job security sales pitch, you know, the government, you know, the military doesn't need a... We have our own water.
[00:26:23.080 --> 00:26:23.900]  We have our own fuel.
[00:26:24.561 --> 00:26:26.022]  We basically have our own economy.
[00:26:26.042 --> 00:26:31.225]  And he was kind of shooting it off to me as a sales pitch for why it was a great thing to be in the Army.
[00:26:31.585 --> 00:26:35.568]  And it goes into my question about how...
[00:26:36.334 --> 00:26:43.257]  We have been dismantling the civil defense in this country while the Russian and the Chinese have it on the forefront of their domestic policy.
[00:26:44.278 --> 00:26:46.219]  And people always use the defense.
[00:26:46.239 --> 00:26:47.519]  Well, the government needs GM.
[00:26:47.559 --> 00:26:48.460]  We never let GM fail.
[00:26:48.480 --> 00:26:49.600]  We never let Walmart fail.
[00:26:49.640 --> 00:26:56.083]  But I don't think people realize that the government doesn't need all that in order to carry out this police state, this martial law.
[00:26:56.823 --> 00:27:00.685]  Well, look, the private interests that own Walmart are the same private interests.
[00:27:00.745 --> 00:27:01.786]  It's all interlocking.
[00:27:02.086 --> 00:27:03.466]  They own the big drug companies.
[00:27:03.506 --> 00:27:04.627]  They own Lockheed Martin.
[00:27:05.208 --> 00:27:06.588]  You know, that own Microsoft.
[00:27:06.888 --> 00:27:15.470]  And they would much rather just have a tyrannical government that can come take property and take companies, and then you'll still have those companies.
[00:27:15.530 --> 00:27:26.313]  It'll just be more of an oligopoly or a type of syndicate or cartel where different regions of the economy are under different monopolies.
[00:27:27.373 --> 00:27:30.854]  Or a kind of ring of monopolies known as an oligopoly.
[00:27:31.654 --> 00:27:34.515]  And it's simply command and control or feudalism
[00:27:35.442 --> 00:27:37.605]  And it creates massive poverty.
[00:27:37.745 --> 00:27:39.828]  It destroys the middle class.
[00:27:40.188 --> 00:27:50.501]  But that's what plutocracies, that's what elites have always sought to construct to cement their power and expand their power.
[00:27:51.463 --> 00:27:53.105]  And that's what we're witnessing right now.
[00:27:53.929 --> 00:28:00.654]  And so in this command and control economy, Lockheed Martin will maintain and run the local Merck teams in your city.
[00:28:00.914 --> 00:28:02.876]  They will control the local camera grid.
[00:28:03.236 --> 00:28:10.121]  They will maintain, from the janitors to the IT specialists, the people in the local FEMA bunkers.
[00:28:10.161 --> 00:28:11.122]  This is already happening.
[00:28:11.942 --> 00:28:13.503]  They will own it and run it all.
[00:28:13.564 --> 00:28:19.088]  They will own the private prisons that your 18-year-old daughter, who got caught with marijuana, is in.
[00:28:19.808 --> 00:28:20.869]  They will run it all.
[00:28:21.633 --> 00:28:26.905]  Well, my basic question is how do we deal with the psychological barrier to being prepared and being self-sufficient?
[00:28:27.066 --> 00:28:31.336]  I mean, these days, if you say, you know, I think we should have a year's supply of food, or if you're telling your family that...
[00:28:32.148 --> 00:28:39.009]  You're kind of marginalized and seen as a kook, whereas just 100 years ago, this was standard procedure, and it's still standard procedure in a lot of other countries.
[00:28:39.049 --> 00:28:39.649]  Well, you're right.
[00:28:39.709 --> 00:28:43.590]  China and Russia and many others are telling people to can food, get prepared.
[00:28:43.890 --> 00:28:45.810]  They're training young people with machine guns.
[00:28:46.651 --> 00:28:48.611]  But that's to oppress their own population.
[00:28:48.951 --> 00:28:53.972]  Here, it's just, no, if you know how to change a tire, you're with Al-Qaeda.
[00:28:54.132 --> 00:28:55.432]  Or bake some bread or whatever.
[00:28:55.532 --> 00:29:00.633]  If you know how to wipe your own nose, if you know how to have a garden, don't trust your neighbor.
[00:29:01.289 --> 00:29:04.010]  Don't just, do not have potassium iodate.
[00:29:04.390 --> 00:29:05.611]  Don't filter your water.
[00:29:05.651 --> 00:29:06.671]  That's crazy.
[00:29:07.431 --> 00:29:07.992]  But you know what?
[00:29:08.032 --> 00:29:09.212]  People aren't buying that.
[00:29:09.292 --> 00:29:11.813]  People are starting to get self-sufficient.
[00:29:11.833 --> 00:29:14.414]  And I think things like Katrina are a wake-up call.
[00:29:14.434 --> 00:29:15.915]  All right, that's all I have.
[00:29:15.935 --> 00:29:16.795]  Thanks a lot for having me on.
[00:29:16.815 --> 00:29:17.235]  Thank you.
[00:29:17.275 --> 00:29:18.175]  Yeah, a great call.
[00:29:18.275 --> 00:29:23.277]  And we're only going to have Scott Stevens on for about 30 minutes.
[00:29:23.297 --> 00:29:24.258]  Then we'll take your calls.
[00:29:24.278 --> 00:29:25.418]  Then we'll get Aaron Zellman on.
[00:29:26.499 --> 00:29:27.439]  So, Sikander.
[00:29:28.897 --> 00:29:32.460]  Which I've been told is Aramaic, or Arab for Alexander.
[00:29:33.060 --> 00:29:33.761]  And then Chuck.
[00:29:35.042 --> 00:29:38.204]  And then Lewis, Russell, and many others.
[00:29:39.025 --> 00:29:40.046]  Don't forget the website.
[00:29:40.106 --> 00:29:41.066]  So much vital news.
[00:29:41.147 --> 00:29:43.328]  Infowars.com and prisonplanet.tv.
[00:29:44.889 --> 00:29:46.310]  We'll also tell you about Bush.
[00:29:46.351 --> 00:29:49.233]  He's floating Alberto Gonzalez again for the Supreme Court.
[00:29:49.293 --> 00:29:49.813]  Look out!
[00:29:51.755 --> 00:29:52.695]  We're on the march.
[00:29:53.156 --> 00:29:54.757]  The Empire's on the run.
[00:29:55.658 --> 00:29:58.340]  Alex Jones and the GCN Radio Network.
[00:30:01.607 --> 00:30:04.989]  Heart disease continues to be the leading cause of death in America.
[00:30:05.250 --> 00:30:05.570]  Why?
[00:30:05.590 --> 00:30:08.532]  Haven't people heard about the positive effects of Cardivite?
[00:30:08.612 --> 00:30:13.556]  Cardivite drops and capsules were designed to improve your cardiovascular health and circulatory well-being.
[00:30:13.676 --> 00:30:23.403]  The all-natural ingredients in Cardivite begin immediately working to increase metabolism in your heart muscle tissue, mitigating heart rhythm abnormalities, and improving oxygen and blood flow in the heart.
[00:30:23.583 --> 00:30:28.747]  Right now, as a special for GCN listeners, you'll get a four-month supply for only $99 plus shipping, a 30% savings off the regular price.
[00:30:31.168 --> 00:30:37.853]  This offer is only for a limited time, so call now 1-877-928-8822.
[00:30:37.993 --> 00:30:43.357]  Cardivite drops and capsules may help improve your circulation and cardiovascular health, but that's up to you.
[00:30:43.457 --> 00:30:44.898]  Take the first step with Cardivite.
[00:30:44.918 --> 00:30:45.518]  Call toll-free 1-877-928-8822.
[00:30:45.538 --> 00:30:45.979]  That's 1-877-928-8822.
[00:30:46.079 --> 00:30:47.700]  Or visit heartdrop.com for more information.
[00:30:47.720 --> 00:30:48.821]  Don't let heart disease beat you.
[00:30:48.841 --> 00:30:50.642]  Beat the odds and do your body right with Cardivite.
[00:31:01.622 --> 00:31:07.848]  The illuminated Berkey base allows most gravity filters to be used in the center of a table by raising the spigot level.
[00:31:07.988 --> 00:31:14.153]  Made of durable Lexan polymer, the same material used for bulletproof glass, it has eight LED lamps.
[00:31:14.433 --> 00:31:22.821]  Incredibly, the low-energy LEDs will last for more than 11 years of continuous use and are bright enough to be spotted for over a mile in the dark.
[00:31:23.101 --> 00:31:30.126]  The LED lamps are powered by an AC adapter, and during emergencies, the rechargeable batteries will operate them all night long.
[00:31:30.427 --> 00:31:35.270]  When the LEDs are switched off, the AC adapter automatically recharges the batteries.
[00:31:35.470 --> 00:31:44.257]  The Berkey base is available in gorgeous cobalt blue or practical bright white LEDs, ideal as an emergency light, flashlight, or nightlight.
[00:31:44.617 --> 00:31:52.605]  Get the illuminated Berkey base for only $69 or get both white and blue for only $125 by calling New Millennium at 888-803-4438.
[00:31:52.625 --> 00:31:53.225]  That's toll free, 888-803-4438.
[00:32:01.423 --> 00:32:03.404]  Hey, Jack Blood here from Deadline Live.
[00:32:03.444 --> 00:32:06.326]  You know, it seems people will steal anything and everything you have.
[00:32:06.526 --> 00:32:11.910]  If you have a house with some equity, a car, a truck, RV, there is someone looking for a way to rip it off.
[00:32:12.150 --> 00:32:13.671]  And what about those government agencies?
[00:32:13.711 --> 00:32:15.952]  You know, the ones, those alphabet agencies?
[00:32:16.153 --> 00:32:19.695]  Did you know that they get raises, promotions, and bonuses based on what they see?
[00:32:20.015 --> 00:32:20.716]  We're good to go.
[00:32:42.714 --> 00:32:43.995]  Or go to assetprotectionteam.com.
[00:32:44.036 --> 00:32:45.017]  Tell them you heard it on GCN.
[00:33:04.662 --> 00:33:05.182]  Don't worry.
[00:33:05.643 --> 00:33:07.204]  This show is documented.
[00:33:07.665 --> 00:33:10.427]  Alex Jones on the GCN Radio Network.
[00:33:10.847 --> 00:33:14.030]  I fell into a burning ring of fire.
[00:33:14.070 --> 00:33:19.494]  There is a literal mind control thought crime bill making its way through the Senate right now.
[00:33:19.734 --> 00:33:23.337]  We'll try to give you an update later on that with Pastor Ted Pike.
[00:33:24.178 --> 00:33:27.080]  We've got Scott Stevens from weatherwars.info coming on.
[00:33:27.100 --> 00:33:28.281]  I was just talking to him during the break.
[00:33:28.321 --> 00:33:32.505]  He thinks the evidence shows that this newest...
[00:33:33.653 --> 00:33:41.099]  A wave of hurricanes looks like our government or somebody here closer to home is involved and not what Colonel Bearden has been saying about the Japanese mafia.
[00:33:41.159 --> 00:33:44.881]  And I say the evidence points more towards what Mr. Stevens is now saying.
[00:33:46.202 --> 00:33:50.605]  Mr. Stevens obviously has gotten massive attention in Associated Press USA Today.
[00:33:50.686 --> 00:33:55.189]  I heard Glenn Beck laughing about it driving in to the studio today.
[00:33:56.042 --> 00:33:58.765]  Just massive attention, and they're all going, what evidence is there?
[00:33:58.805 --> 00:34:00.967]  Where is evidence that this exists?
[00:34:00.987 --> 00:34:04.150]  Well, there's a ton of evidence that weather modification is real.
[00:34:04.190 --> 00:34:05.071]  In fact, it's admitted.
[00:34:05.591 --> 00:34:07.934]  The question is, are we seeing weather modification?
[00:34:07.954 --> 00:34:10.256]  So we'll talk to Scott Stevens here in just a few minutes.
[00:34:10.736 --> 00:34:21.907]  Folks, don't forget that gun confiscation did take place in New Orleans and surrounding areas of Louisiana, and that the BATF is actively engaging in gun confiscation around the country right now.
[00:34:23.314 --> 00:34:36.387]  And that it's more important than ever that you go to Infowars.com and our video and bookstore and that you get Innocence Betrayed, the great Second Amendment video, Innocence Betrayed.
[00:34:37.228 --> 00:34:39.689]  Made by Jews Preservation of Firearms Ownership.
[00:34:39.790 --> 00:35:01.062]  I mean, it's Discovery Channel quality, and it's very well documented, and it comes with three free color Grandpa Jack booklets that are great for adults and children about how gun control is racist, how it's what Hitler was pushing, how when you are disarmed, you are enslaved, and in many cases exterminated.
[00:35:01.682 --> 00:35:03.885]  Great video on DVD and VHS.
[00:35:03.945 --> 00:35:06.748]  Get Innocence Betrayed and show it to people in your area.
[00:35:07.169 --> 00:35:11.033]  Also, George Humphrey's incredible 9-11 film, 9-11 The Great Illusion.
[00:35:13.271 --> 00:35:21.973]  And the documentary film just does an amazing job exposing government involvement in 9-11 to bring in the New World Order.
[00:35:22.013 --> 00:35:29.834]  And it comes with a free 90-plus page color booklet, Innocence Betrayed booklet, going over all the evidence that is in the film.
[00:35:30.214 --> 00:35:33.635]  Amazing little primer there for anybody out there that wants to wake up.
[00:35:33.995 --> 00:35:38.796]  We have my classic 9-11 film, almost three hours long, 9-11, The Road to Tyranny.
[00:35:40.251 --> 00:35:47.634]  And again, three minutes of the film is FEMA in Kansas City saying that all Christians are terrorists and the Founding Fathers are terrorists.
[00:35:48.114 --> 00:35:51.635]  And we have all their training manuals where they say homeschoolers are terrorists.
[00:35:52.315 --> 00:35:53.916]  A very important film.
[00:35:54.216 --> 00:35:56.717]  Again, that's three minutes of the almost three-hour film.
[00:35:56.997 --> 00:35:59.518]  Here's my new film, the miniseries Martial Law.
[00:36:00.362 --> 00:36:13.075]  It is three hours long, covers the latest police state developments, the latest 9-11 information, and then it spends an hour on the occult Nazi connections of the current leadership in the White House and what their master plan is.
