[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[00:27:08.415 --> 00:27:17.298]  But you've got to ask yourself, why are almost all the mainstream media outlets promoting predominantly, if not exclusively, the Red Cross and the United Way and others?
[00:27:18.478 --> 00:27:20.158]  Why aren't they promoting local charities?
[00:27:20.178 --> 00:27:21.979]  Why aren't they promoting charities around the country?
[00:27:22.199 --> 00:27:26.080]  I know the Austin Food Bank is saying, give us canned food and we're going to deliver it.
[00:27:27.378 --> 00:27:29.079]  They have no history of running scams.
[00:27:29.739 --> 00:27:32.180]  You really can't run a scam just gathering the food.
[00:27:32.200 --> 00:27:33.000]  They're going to bring it there.
[00:27:33.481 --> 00:27:37.362]  You need to give it to the local food banks that are getting trucks ready to drive it in.
[00:27:38.182 --> 00:27:39.583]  And the government's got plenty of food.
[00:27:39.623 --> 00:27:41.264]  FEMA's got whole warehouses full of it.
[00:27:41.884 --> 00:27:43.185]  They've got the troops to deliver it.
[00:27:43.625 --> 00:27:45.766]  I mean, I'm not saying that you shouldn't give.
[00:27:45.786 --> 00:27:46.606]  That'll certainly help.
[00:27:47.487 --> 00:27:57.217]  But if too much gets given, it'll actually cause a problem and pile up and take most of the rescue workers' time and energy up controlling it.
[00:27:57.397 --> 00:27:58.938]  And that's happened in past disasters.
[00:28:00.460 --> 00:28:02.582]  But meanwhile, a couple shots get fired.
[00:28:02.602 --> 00:28:09.148]  Excuse me, one shot gets fired outside of the dome, and so the police and the military fall back.
[00:28:09.328 --> 00:28:09.849]  Oh no!
[00:28:09.949 --> 00:28:11.090]  Someone shot at us!
[00:28:13.297 --> 00:28:20.023]  But, again, the big question is, why on earth is the media promoting the Red Cross?
[00:28:20.063 --> 00:28:25.829]  I mean, folks, they are a criminal, criminal, criminal, criminal, criminal.
[00:28:25.849 --> 00:28:34.777]  Remember they were all over national TV, give us money, don't give us food, don't give us, give us money, and we're going to give every red cent of it to the victims and their families.
[00:28:36.534 --> 00:28:41.775]  And then over half the money, they kept it and said, we've decided not to.
[00:28:41.795 --> 00:28:43.435]  The $3 billion, we're going to keep it.
[00:28:44.256 --> 00:28:48.496]  And then meanwhile, they're back on TV saying they're broke.
[00:28:49.216 --> 00:28:51.197]  They don't have any money.
[00:28:51.817 --> 00:28:53.597]  They need you to send them money.
[00:28:53.637 --> 00:28:57.798]  Well, folks, you might as well give your money to Muammar Gaddafi.
[00:28:58.758 --> 00:29:02.359]  I mean, you might as well give your money to George Bush.
[00:29:03.357 --> 00:29:04.558]  It's like Bush Sr.
[00:29:04.598 --> 00:29:07.679]  and Clinton running over there and divvying up the money there.
[00:29:07.699 --> 00:29:10.660]  And even those governments that got hit by the tsunami said, we're not getting anything.
[00:29:10.680 --> 00:29:13.041]  Their own aid agencies are just keeping it.
[00:29:14.002 --> 00:29:20.364]  I mean, they've caught United Way, I don't know, like ten times that I've heard of over the last few decades that I've been watching them.
[00:29:21.185 --> 00:29:25.486]  And I mean, they just... The director of United Way was caught stealing $35 million.
[00:29:26.087 --> 00:29:28.408]  The director of United Way was caught stealing $5 million again.
[00:29:28.448 --> 00:29:29.348]  Well, no big deal.
[00:29:31.357 --> 00:29:35.058]  Don't give a red cent to them or it's going to Handgun Control Incorporated!
[00:29:35.879 --> 00:29:37.799]  And if you want to get mad at me about that, fine!
[00:29:37.819 --> 00:29:41.320]  Of course, you won't now, because you... Everybody knows about it.
[00:29:41.740 --> 00:29:42.741]  Or do you know about it?
[00:29:42.781 --> 00:29:44.441]  I mean, it's public knowledge!
[00:29:45.522 --> 00:29:46.502]  They're criminals!
[00:29:46.682 --> 00:29:47.782]  Do not give them money!
[00:29:48.923 --> 00:29:49.923]  Come back and take your calls.
[00:29:49.943 --> 00:29:50.723]  Got a guest coming up, too.
[00:29:51.764 --> 00:29:52.684]  We're on the march.
[00:29:53.144 --> 00:29:54.745]  The Empire's on the run.
[00:29:55.645 --> 00:29:58.326]  Alex Jones and the GCN Radio Network.
[00:30:02.348 --> 00:30:08.075]  The 5th Annual Seniors Expo is coming to Mystic Lake Casino Hotel September 19th and 20th.
[00:30:08.095 --> 00:30:10.899]  Store prizes, free drawings, and non-stop fun.
[00:30:11.159 --> 00:30:11.960]  Featuring the Ms.
[00:30:12.000 --> 00:30:20.190]  Minnesota Senior Pageant, Dr. Dale Anderson, who prescribes laughter for health, the Plymouth Playhouse Church Basement Ladies, the Silver Sneakers, and more.
[00:30:20.610 --> 00:30:24.972]  Learn all about the new Medicare prescription plan from the Social Security Administration.
[00:30:24.992 --> 00:30:26.132]  See a fashion show.
[00:30:26.392 --> 00:30:28.973]  Have fun with the bees and Mariner and the Magic Man.
[00:30:29.213 --> 00:30:30.794]  There's something new every hour.
[00:30:30.934 --> 00:30:34.355]  All this, plus hundreds of products, drawings, and fantastic giveaways.
[00:30:34.755 --> 00:30:38.456]  The 5th Annual Seniors Expo celebrates all that's good about getting older.
[00:30:38.757 --> 00:30:41.598]  It's all happening at Mystic Lake Casino Hotel, September 19th and 20th.
[00:30:43.018 --> 00:30:48.180]  For discount tickets visit 101expos.com or call 612-798-7256.
[00:30:49.620 --> 00:30:56.482]  Sponsored in part by Mystic Lake Casino Hotel, KSTC, KSTP, Medica, and Ebenezer.
[00:30:56.762 --> 00:30:59.883]  Save the date September 19th and 20th at Mystic Lake.
[00:31:01.585 --> 00:31:07.826]  The illuminated Berkey base allows most gravity filters to be used in the center of a table by raising the spigot level.
[00:31:07.946 --> 00:31:14.107]  Made of durable Lexan polymer, the same material used for bulletproof glass, it has eight LED lamps.
[00:31:14.387 --> 00:31:22.829]  Incredibly, the low-energy LEDs will last for more than 11 years of continuous use and are bright enough to be spotted for over a mile in the dark.
[00:31:23.069 --> 00:31:30.090]  The LED lamps are powered by an AC adapter and during emergencies, the rechargeable batteries will operate them all night long.
[00:31:30.410 --> 00:31:35.233]  When the LEDs are switched off, the AC adapter automatically recharges the batteries.
[00:31:35.453 --> 00:31:40.857]  The Berkey Base is available in gorgeous cobalt blue or practical bright white LEDs.
[00:31:41.197 --> 00:31:44.279]  Ideal as an emergency light, flashlight, or nightlight.
[00:31:44.600 --> 00:31:52.585]  Get the illuminated Berkey Base for only $69 or get both white and blue for only $125 by calling New Millennium at 888-803-4438.
[00:31:52.605 --> 00:31:53.185]  That's toll free, 888-803-4438.
[00:32:03.433 --> 00:32:10.298]  You know that for nuclear threats and their deadly radiation, the federal government has been openly announcing that it's no longer a matter of if but when.
[00:32:10.558 --> 00:32:12.920]  What you need to know next is, what is happening?
[00:32:13.161 --> 00:32:15.142]  Is your family safe right where you are?
[00:32:15.462 --> 00:32:20.827]  Only a personal radiation detector that's always with you and on can give you that instant assurance.
[00:32:21.207 --> 00:32:25.489]  The Keychain Attachable Nuke Alert was specifically designed to meet this critical crisis need.
[00:32:25.929 --> 00:32:33.833]  Small, portable, and on 24 hours a day with its 10-year battery, the Nuke Alert is always with you to alert you to dangerous levels of radiation.
[00:32:34.013 --> 00:32:39.056]  The patented Nuke Alert has even passed the rigorous military EMP test and has been acquired by the U.S.
[00:32:39.096 --> 00:32:41.097]  military and numerous other government agencies.
[00:32:41.617 --> 00:32:44.758]  See the Keychain Attachable Nuke Alert at nukealert.com.
[00:32:44.979 --> 00:32:47.460]  That's N-U-K-A-L-E-R-T dot com.
[00:32:47.680 --> 00:32:49.060]  Or call 830-672-8734.
[00:32:49.260 --> 00:32:54.042]  See the Keychain Attachable Nuke Alert at nukealert.com.
[00:32:54.263 --> 00:32:56.604]  That's N-U-K-A-L-E-R-T dot com.
[00:32:56.724 --> 00:32:57.204]  Or call 830-672-8734.
[00:33:07.944 --> 00:33:10.986]  I got a star on my car and one on my chest.
[00:33:11.547 --> 00:33:14.208]  A gun on my hip and the right to arrest.
[00:33:14.328 --> 00:33:17.210]  I'm the guy who's the boss on this highway.
[00:33:17.330 --> 00:33:21.152]  Alright, coming up here in a few minutes, I'm going to be talking to Scott Stevens.
[00:33:21.353 --> 00:33:24.575]  And of course his website is weatherwars.info.
[00:33:25.215 --> 00:33:26.816]  And he, you know, he's an acting, um,
[00:33:27.995 --> 00:33:29.456]  He works at many different TV stations.
[00:33:29.496 --> 00:33:36.243]  He is an active nightly weatherman and meteorologist for a major TV station.
[00:33:36.323 --> 00:33:41.088]  And of course he's been on Coast to Coast AM and many other radio shows around the country.
[00:33:41.708 --> 00:33:48.415]  And just looking at the weather patterns and looking at the different evidence, he's convinced that there
[00:33:49.122 --> 00:33:49.782]  We're good to go.
[00:34:06.071 --> 00:34:16.717]  Others, terrorists, are engaging even in an eco-type of terrorism, whereby they can alter the climate, set off earthquakes, volcanoes, remotely through the use of electromagnetic waves.
[00:34:17.317 --> 00:34:30.004]  So there are plenty of ingenious minds out there that are at work finding ways in which they can wreak terror upon other nations, and it's real, and that's the reason why we have to intensify
[00:34:30.464 --> 00:34:47.969]  Our counter-terrorism efforts, Secretary of Defense William Cohen, April 1997, counter-terrorism conference, sponsored by former Senator Sam Nunn, quoted from the DOD news briefing, Secretary of Defense William S. Cohen, at a conference on terrorism, weapons of mass destruction, and the U.S.
[00:34:47.989 --> 00:34:49.030]  strategy, U.S.
[00:34:49.350 --> 00:34:53.051]  of, University of Georgia, Athens, and that was April 28, 1997.
[00:34:53.111 --> 00:34:54.051]  Then I have a bill here, of course,
[00:34:58.261 --> 00:35:03.204]  2977 introduced, dealing with electromagnetic weather weapons, tectonic weapons.
[00:35:03.224 --> 00:35:05.265]  I mean, this is real, folks.
[00:35:05.665 --> 00:35:06.946]  They use these in Vietnam.
[00:35:06.966 --> 00:35:08.147]  I mean, it's on the Weather Channel.
[00:35:09.247 --> 00:35:16.171]  And I'm not saying the hurricane was caused by the Martians or the Ruskies or the Easter Bunny or our own government.
[00:35:17.260 --> 00:35:19.342]  But it is an important topic.
[00:35:19.402 --> 00:35:20.743]  It is a real technology.
[00:35:21.143 --> 00:35:22.084]  It has to be looked at.
[00:35:22.144 --> 00:35:34.252]  What I do know is, while everything else got bloated and doubled in size, the government systematically in the last four years slashed the funding for flood control around New Orleans.
[00:35:35.292 --> 00:35:39.315]  Not to other areas of the country.
[00:35:39.355 --> 00:35:45.079]  The main cuts were there, despite the fact that the meteorologists, the hydrographers, and others said
[00:35:46.189 --> 00:35:52.955]  If there was a direct hit, the actual headline is, 500,000 could die, and that is, of course, the Houston Chronicle last year.
[00:35:53.615 --> 00:35:59.981]  So FEMA was saying it was in the top three of most dangerous disasters that could take place.
[00:36:00.001 --> 00:36:01.062]  They said that two years ago.
[00:36:02.223 --> 00:36:05.085]  In the top three of the most looming disasters just waiting.
[00:36:05.385 --> 00:36:06.386]  And so what's the answer?
[00:36:06.406 --> 00:36:09.348]  150 million bucks, they could have made that impregnable.
[00:36:09.769 --> 00:36:10.650]  They just didn't do it.
[00:36:12.051 --> 00:36:13.412]  I mean, this is insane, folks.
[00:36:14.324 --> 00:36:16.084]  And it's very, very suspicious.
[00:36:17.085 --> 00:36:20.905]  And now, we're talking six bucks a gallon in some areas of the country.
[00:36:21.366 --> 00:36:22.546]  It could go up even higher.
[00:36:22.586 --> 00:36:25.486]  The national average they're talking about could be six bucks a gallon.
[00:36:26.267 --> 00:36:28.207]  And it's just more of the same.
[00:36:28.227 --> 00:36:30.267]  There's always an excuse, always a reason.
[00:36:30.928 --> 00:36:34.228]  By the way, there was that show, what was it, Oil Storm?
[00:36:35.569 --> 00:36:38.969]  Oil Storm that aired a few months ago on TV were the exact same scenario.
